,HIST1H2BA (255626)
ACH-000004,-0.10817847404261087
ACH-000005,0.03643310959213305
ACH-000007,-0.07043247379568439
ACH-000009,0.00494517273236782
ACH-000011,0.14494785940584515
ACH-000012,0.0717234647000503
ACH-000013,-0.049216855768045284
ACH-000014,-0.18614409282692213
ACH-000015,0.1052381048356906
ACH-000017,0.043007866853506986
ACH-000018,-0.01573818148032523
ACH-000019,0.05912088986626805
ACH-000021,-0.009808964744130013
ACH-000022,0.06617117815308961
ACH-000025,-0.008011148879334363
ACH-000028,-0.017424716851618127
ACH-000030,0.013937771942432722
ACH-000035,-0.07887852622546355
ACH-000036,-0.022811895598022502
ACH-000037,-0.14500542906174893
ACH-000039,-0.17028877839843976
ACH-000040,0.0392174310014884
ACH-000041,0.0005748907685266464
ACH-000042,0.12353070017696552
ACH-000045,0.0021293202166958987
ACH-000047,-0.007966603041464631
ACH-000052,-0.04094615244740124
ACH-000053,0.1004907086850826
ACH-000054,0.0008683450310099942
ACH-000055,-0.09902537056779764
ACH-000060,-0.1170800130400987
ACH-000067,-0.13829484028782446
ACH-000070,0.025107025581497088
ACH-000075,0.16784475951305272
ACH-000078,-0.09949249296014914
ACH-000082,-0.03496199355970107
ACH-000085,0.1763959339765933
ACH-000086,0.06312343397784446
ACH-000087,0.056023180823824466
ACH-000092,0.04200164404273255
ACH-000095,-0.04830929213445265
ACH-000097,-0.0002650007748688814
ACH-000098,0.058783482501087
ACH-000099,-0.04862952361055613
ACH-000108,0.030482638249987717
ACH-000113,-0.003140607034102401
ACH-000116,0.03314456065855727
ACH-000118,-0.007546515209476017
ACH-000120,-0.09004849406454715
ACH-000123,-0.026962255734476748
ACH-000127,0.05446041707170333
ACH-000128,0.0631274680423847
ACH-000132,-0.09181262765007224
ACH-000133,0.023400936039841242
ACH-000137,0.29274689806560245
ACH-000138,-0.04021811492794712
ACH-000142,-0.020996816929061145
ACH-000143,-0.26472557425746823
ACH-000146,-0.06902093299331863
ACH-000148,0.03443391129610037
ACH-000150,-0.04466840643779761
ACH-000152,-0.004772953999631089
ACH-000153,0.2051620993425297
ACH-000159,-0.0648879180952473
ACH-000160,0.3297708867721402
ACH-000163,0.04756268182280152
ACH-000167,0.3925949033007821
ACH-000168,0.056995792793928086
ACH-000169,-0.2331584391975851
ACH-000178,0.10980363104406712
ACH-000183,-0.02691745784319983
ACH-000188,-0.01724550229537054
ACH-000189,0.0024260996854334467
ACH-000190,0.3521271533890807
ACH-000198,-0.0004379851841156372
ACH-000203,-0.3215983458724373
ACH-000204,0.040633684629220006
ACH-000206,-0.035555261276001934
ACH-000207,-0.09194463338228467
ACH-000208,-0.009825121454134323
ACH-000210,-0.011424154173181909
ACH-000211,0.06637948346849626
ACH-000215,0.040546946957683454
ACH-000221,0.13477157012244334
ACH-000222,-0.10469841709805948
ACH-000223,0.04086563677306915
ACH-000226,0.05604777113871099
ACH-000227,-0.013827363022449655
ACH-000228,0.12657003792013244
ACH-000231,-0.04606584468351015
ACH-000232,0.07839487282717376
ACH-000233,-0.017215383076171684
ACH-000234,0.03475927119439288
ACH-000235,0.02159225772362981
ACH-000237,-0.08932293749127199
ACH-000238,-0.11703333382787462
ACH-000242,0.09564200217422997
ACH-000243,0.0006966387204592122
ACH-000244,-0.1497790530132014
ACH-000246,0.06412395804579465
ACH-000248,0.001072875499858751
ACH-000250,0.007491542530600113
ACH-000251,0.1068665239999674
ACH-000252,0.2569824568983323
ACH-000253,-0.08342818141012423
ACH-000255,0.047612598855917884
ACH-000256,-0.10581651975947497
ACH-000257,0.11333232024085305
ACH-000258,0.11524925512419452
ACH-000259,0.02803497109124766
ACH-000260,0.08825473476594174
ACH-000261,0.03333896376134305
ACH-000262,0.03322931752718148
ACH-000263,0.22103377297780705
ACH-000264,0.013679351783218309
ACH-000265,-0.04587902451044575
ACH-000266,0.010695694084842085
ACH-000272,-0.0272809125232535
ACH-000274,0.06378493183352361
ACH-000277,0.18782780582102465
ACH-000278,-0.09058511745705597
ACH-000279,-0.07437481187837681
ACH-000280,-0.05333956659973811
ACH-000281,-0.1995264384628368
ACH-000288,0.0669246133368837
ACH-000291,0.05617229902678929
ACH-000293,0.06488371023464241
ACH-000294,0.06227633281511241
ACH-000295,-0.2326412714150835
ACH-000296,0.06906597069795893
ACH-000302,-0.06087586676375304
ACH-000304,-0.05892421927332541
ACH-000307,-0.1230856464618832
ACH-000308,-0.04314106977539234
ACH-000310,0.07431766420924328
ACH-000311,0.03031026081306077
ACH-000312,-0.11365452802467167
ACH-000315,0.17165272635645415
ACH-000316,0.0577594323442253
ACH-000317,-0.12984710108379285
ACH-000318,-0.16023440698102742
ACH-000319,-0.013551841774685179
ACH-000320,-0.1537851417864277
ACH-000322,0.003984328995248482
ACH-000323,0.01829285740071621
ACH-000324,-0.00013913465163719536
ACH-000329,-0.06879901515110225
ACH-000330,-0.05474135024998725
ACH-000331,-0.05524232082133482
ACH-000332,-0.030450211830566256
ACH-000334,0.04284112667158522
ACH-000335,0.2275687640600482
ACH-000336,0.08294760288903706
ACH-000337,-0.0833784131235306
ACH-000338,-0.4662292140062776
ACH-000339,0.005274348599939416
ACH-000341,0.08035450289500255
ACH-000348,0.07919787684245637
ACH-000350,0.004678132421340867
ACH-000352,0.028762717185034505
ACH-000356,0.18473658024872505
ACH-000361,-0.06671027495121619
ACH-000362,0.06747862992233195
ACH-000363,-0.030489362245884905
ACH-000364,-0.05133770288211833
ACH-000365,0.09142510530314764
ACH-000366,0.02551204734751124
ACH-000368,0.03854657748320202
ACH-000374,-0.09179636242610094
ACH-000375,-0.06684328720701442
ACH-000376,0.051551934988341236
ACH-000381,-0.06953158876487987
ACH-000383,-0.05776972673495603
ACH-000387,0.06320244999667983
ACH-000389,0.20743068096858672
ACH-000390,-0.05792232333793119
ACH-000393,0.06690588762675925
ACH-000395,0.05916638420726698
ACH-000396,-0.029927701868732438
ACH-000397,-0.06959103837189394
ACH-000401,0.014587590210974166
ACH-000402,-0.26449442619690666
ACH-000403,0.07244162639242778
ACH-000404,-0.09020426046477338
ACH-000406,0.03916073032205745
