,FICD (11153)
ACH-000004,-0.157308341747643
ACH-000005,0.05564082199378078
ACH-000007,-0.011746322801565366
ACH-000009,-0.13355445680534475
ACH-000011,-0.04890357672534215
ACH-000012,-0.07283508579381323
ACH-000013,-0.07745866740823748
ACH-000014,-0.06558207982524736
ACH-000015,-0.10330334585492124
ACH-000017,0.056066559366493234
ACH-000018,-0.16492728596971065
ACH-000019,-0.06260118312360496
ACH-000021,-0.2133489631326181
ACH-000022,0.0020723480129682284
ACH-000025,-0.08361246470664305
ACH-000028,0.11755791643082247
ACH-000030,0.013131462900799551
ACH-000035,-0.04551145979695172
ACH-000036,-0.022131905636046726
ACH-000037,-0.16098364380982008
ACH-000039,-0.0624906758267577
ACH-000040,-0.17584304024915626
ACH-000041,0.13123865733962875
ACH-000042,-0.06912463814186454
ACH-000045,0.08035737466561657
ACH-000047,-0.154779043957948
ACH-000052,-0.051735377132471866
ACH-000053,-0.03317473350655913
ACH-000054,0.02535495790063097
ACH-000055,0.1498662555073016
ACH-000060,-0.06204779465569485
ACH-000067,-0.053284437035249765
ACH-000070,-0.1739504925200827
ACH-000075,0.004015481499609609
ACH-000078,0.03801829725383656
ACH-000082,-0.05243635707208658
ACH-000085,0.0085827505638425
ACH-000086,-0.08410763138073182
ACH-000087,-0.126619787740544
ACH-000092,-0.017836403034923856
ACH-000095,-0.06348070799455251
ACH-000097,-0.025786991231142715
ACH-000098,-0.03910915467882331
ACH-000099,-0.02167471219813213
ACH-000108,0.016610630859298953
ACH-000113,-0.050274083171216885
ACH-000116,-0.18024181604587144
ACH-000118,-0.010576476124497828
ACH-000120,0.01793371756841183
ACH-000123,-0.11866128650444395
ACH-000127,0.034322383058802204
ACH-000128,0.16836265072473372
ACH-000132,0.14748483698377216
ACH-000133,-0.1746329577520951
ACH-000137,-0.025683105481008325
ACH-000138,0.05682190851518429
ACH-000142,-0.31522925106519784
ACH-000143,-0.1847549258235855
ACH-000146,-0.0068042366908664395
ACH-000148,-0.16031759863845058
ACH-000150,-0.1126785649261301
ACH-000152,-0.06040176237719564
ACH-000153,-0.06253657120460622
ACH-000159,-0.029986158699802513
ACH-000160,-0.07924610249011876
ACH-000163,-0.07869835782502893
ACH-000167,-0.09490594601713154
ACH-000168,-0.061138268230482636
ACH-000169,-0.04949777622208988
ACH-000178,-0.0377504645215242
ACH-000183,-0.16380428183522874
ACH-000188,0.007474283672400195
ACH-000189,-0.06168829372432655
ACH-000190,-0.2056171474273852
ACH-000198,0.046906488632468116
ACH-000203,0.11279600867385015
ACH-000204,-0.07072963972359798
ACH-000206,0.07820298403893439
ACH-000207,0.0022443057853257665
ACH-000208,-0.15553949118271734
ACH-000210,0.16285536818383226
ACH-000211,-0.12444305867659985
ACH-000215,-0.10346095411244052
ACH-000221,-0.05930713979034735
ACH-000222,-0.11572806370027715
ACH-000223,-0.03445341300772962
ACH-000226,0.02223606870797334
ACH-000227,-0.04150319012317205
ACH-000228,-0.06812873600725602
ACH-000231,0.009960892412031902
ACH-000232,-0.11879230894312125
ACH-000233,-0.034368420154442865
ACH-000234,-0.0005450077407684267
ACH-000235,-0.07432095537910673
ACH-000237,-0.07456671506423154
ACH-000238,0.012377772676363098
ACH-000242,-0.39164193794837693
ACH-000243,-0.04097232487260415
ACH-000244,0.22553260255734464
ACH-000246,-0.024836472570309864
ACH-000248,-0.06781325972844701
ACH-000250,-0.08991050257927638
ACH-000251,-0.1456213119580568
ACH-000252,-0.2402244468553868
ACH-000253,0.003541971112862939
ACH-000255,-0.10552677396887702
ACH-000256,0.1022437108967129
ACH-000257,0.008384470319364606
ACH-000258,-0.031497538507695225
ACH-000259,-0.12093310688440236
ACH-000260,-0.0801538633653401
ACH-000261,-0.06893133632813522
