,GNPNAT1 (64841)
ACH-000280,-0.363508942929132
ACH-000281,-0.5558750270290056
ACH-000288,-0.35073003202593506
ACH-000291,-0.3315962717796462
ACH-000293,-0.34611320746215024
ACH-000294,-0.5962607572619346
ACH-000295,-0.6666643772415085
ACH-000296,-0.12912769140717734
ACH-000302,-0.1434671643322835
ACH-000304,-0.4598961562385108
ACH-000307,-0.6035801895194447
ACH-000308,-0.607160434188202
ACH-000310,-0.3031219736201205
ACH-000311,-0.3240937607795826
ACH-000312,-0.17340792368289792
ACH-000315,-0.3767735727950463
ACH-000316,-0.27993527309374505
ACH-000317,-0.8265596667857659
ACH-000318,-0.2868435318916901
ACH-000319,-0.3368256323709877
ACH-000320,-0.2558772008271802
ACH-000322,-0.35283119003718666
ACH-000323,-0.32805875224401154
ACH-000324,-0.3845159048429673
ACH-000329,-0.3423665359145678
ACH-000330,-0.30237435292707376
ACH-000331,-0.17909193300524115
ACH-000332,-0.2669139276089285
ACH-000334,-0.4143721945828395
ACH-000335,-0.16567774862594056
ACH-000336,-0.17806418119182787
ACH-000337,-0.4591954841757555
ACH-000338,-0.4185043770249557
ACH-000339,-0.5197912303600689
ACH-000341,-0.3295303667204859
ACH-000348,-0.3074501356393465
ACH-000350,-0.1702460961701862
ACH-000352,-0.2518609915149683
ACH-000356,-0.2670887154641369
ACH-000361,-0.36333965269145796
ACH-000362,-0.3012510136333617
ACH-000363,-0.4447555585597755
ACH-000364,-0.4208430575667894
ACH-000365,-0.3402450086486849
ACH-000366,-0.19208929797368804
ACH-000368,-0.29127228974363906
ACH-000374,-0.4321602379487362
ACH-000375,-0.30669894559045763
ACH-000376,-0.37376320975267696
ACH-000381,-0.28938580280932824
ACH-000383,-0.3529715530133515
ACH-000387,-0.5838220665709756
ACH-000389,-0.28423466574093226
ACH-000390,-0.3558002420507573
ACH-000393,-0.4237473684730412
ACH-000395,-0.23116817020208985
ACH-000396,-0.4960582234150118
ACH-000397,-0.24288826817865886
ACH-000401,-0.9162924089591156
ACH-000402,-0.4206583259342362
ACH-000403,-0.3279113050454289
ACH-000404,-0.3532996957547199
ACH-000406,-0.5703891572844302
ACH-000407,-0.3022279682168684
ACH-000408,-0.502548624051427
ACH-000410,-0.32745040448042473
ACH-000411,-0.4632628979784178
ACH-000414,-0.30417487394149995
ACH-000415,-0.33525247914435463
ACH-000416,-0.4138625364385617
ACH-000420,-0.16756933594567167
ACH-000421,-0.30144739463723885
ACH-000424,-0.3817731947278532
ACH-000425,-0.4432665574678741
ACH-000426,-0.4457162316864515
ACH-000427,-0.46322281526760994
ACH-000433,-0.2802730475529433
ACH-000435,-0.13372463312428065
ACH-000436,-0.4860603464130736
ACH-000444,-0.2546673637769197
ACH-000445,-0.2476027313865568
ACH-000448,-0.470753467242697
ACH-000450,-0.43210278992537177
ACH-000452,-0.2839656810689177
ACH-000454,-0.63590765591862
ACH-000458,-0.2658698889251383
ACH-000459,-0.36933456979294654
ACH-000460,-0.6695514685168993
ACH-000461,-0.14677570194798892
ACH-000463,-0.2801586953373649
ACH-000464,-0.2198986954146844
ACH-000466,-0.3438931528873434
ACH-000467,-0.31888645671196164
ACH-000468,-0.2363680441705837
ACH-000469,-0.264152986307122
ACH-000470,-0.3553880979726492
ACH-000471,-0.3670013938743451
ACH-000472,-0.3149567789005491
ACH-000473,-0.19742389822046888
ACH-000475,-0.24571236434282745
ACH-000476,-0.4482010944071621
ACH-000477,-0.5582989850220637
ACH-000479,-0.34233258278768397
ACH-000480,-0.17453173887032386
ACH-000481,-0.36398838188752597
ACH-000483,-0.2511414195133799
ACH-000484,-0.5316053057734644
ACH-000485,-0.4159553265535297
ACH-000486,-0.356352929350743
ACH-000487,-0.5632754349200021
ACH-000488,-0.24905961455007644
ACH-000490,-0.2282519116817824
ACH-000491,-0.3499709229093272
ACH-000495,-0.6089559192709295
ACH-000496,-0.2273157138924781
ACH-000499,-0.3086323336961597
ACH-000500,-0.1972434536039467
ACH-000502,-0.7276737980482809
ACH-000503,-0.3695928730702303
ACH-000505,-0.3759074856887896
ACH-000507,-0.2808667706918922
ACH-000510,-0.29948900781311083
ACH-000511,-0.3120896187351772
ACH-000512,-0.5092793795826084
ACH-000516,-0.4052255688858233
ACH-000517,-0.15281853533430356
ACH-000518,-0.3486659962408121
ACH-000520,-0.4502134630464164
ACH-000521,-0.4408774588893469
ACH-000522,-0.3726073627585896
ACH-000524,-0.2936096733913029
ACH-000527,-0.1849172068109155
ACH-000528,-0.17141581852187146
ACH-000537,-0.5650151615406457
ACH-000541,-0.3593801448739995
ACH-000542,-0.4055394280271168
ACH-000544,-0.3078373494460012
ACH-000545,-0.4221138814745248
ACH-000547,-0.31918541930692906
ACH-000548,-0.6623899845230886
ACH-000549,-0.40514955143127
ACH-000550,-0.3906014423212488
ACH-000552,-0.5163885469629008
ACH-000556,-0.24414437992535515
ACH-000557,-0.5623250119220183
ACH-000569,-0.5703399734269259
ACH-000570,-0.2964057084986249
ACH-000571,-0.3990868602806991
ACH-000573,-0.2680319024046413
ACH-000576,-0.4514958123651729
ACH-000579,-0.3830894660700522
ACH-000580,-0.3036146848601427
ACH-000584,-0.5637201177256227
ACH-000585,-0.27037061178914895
ACH-000588,-0.8978427175801722
ACH-000589,-0.3007754052312365
ACH-000591,-0.33146814462969065
ACH-000593,-0.149332830769185
ACH-000600,-0.3429047185565965
ACH-000601,-0.1542589851718937
ACH-000605,-0.3417551746779993
ACH-000606,-0.30971807557341696
ACH-000608,-0.37789420794280704
ACH-000614,-0.4829534472446543
ACH-000616,-0.17373284989695018
ACH-000618,-0.7185924008057442
ACH-000619,-0.4332047343419009
ACH-000620,-0.3888918869510589
ACH-000621,-0.30686818615610456
ACH-000622,-0.3239445548237861
ACH-000623,-0.41577303764616574
ACH-000624,-0.3715183142423793
ACH-000627,-0.28485170755671924
ACH-000630,-0.3761671491353955
ACH-000631,-0.182347739380362
ACH-000632,-0.32103226546884955
ACH-000633,-0.4745290376905849
ACH-000637,-0.16515508888971006
ACH-000638,-0.3975185571071225
ACH-000646,-0.3489337592431244
ACH-000647,-0.2919935007557496
ACH-000648,-0.6079777478971518
ACH-000649,-0.5217752204684719
ACH-000651,-0.2586405421011437
ACH-000652,-0.8739302012995717
ACH-000653,-0.34887912941035537
ACH-000657,-0.2808806718339562
ACH-000658,-0.5692360075465908
ACH-000661,-0.3420303922227956
ACH-000662,-0.11623431641950947
ACH-000663,-0.4601066961700573
ACH-000665,-0.3016787261840826
ACH-000671,-0.1727966879962906
ACH-000672,-0.35510892625708523
ACH-000673,-0.35969862940952085
ACH-000676,-0.6706304824166653
ACH-000677,-0.25857528200174
ACH-000681,-0.20711642610649286
ACH-000683,-0.17404816766925768
ACH-000684,-0.5096826847433555
ACH-000688,-0.3500739692899594
ACH-000693,-0.16998908840089785
ACH-000694,-0.2920811662355891
ACH-000695,-0.3258691679019223
ACH-000696,-0.4027634273430478
ACH-000697,-0.4567086210674106
ACH-000699,-0.6244930760407658
ACH-000701,-0.3822436136635886
ACH-000706,-0.3880450778958657
ACH-000711,-0.461147580909497
ACH-000713,-0.7068738564391998
ACH-000714,-0.24367137769280636
ACH-000718,-0.43597391033900795
ACH-000720,-0.1836479260019928
ACH-000721,-0.30496787219841764
ACH-000724,-0.26184247427797164
ACH-000725,-0.30283233970179946
ACH-000732,-0.19726720713404053
ACH-000734,-0.33016104334160506
ACH-000735,-0.571068575082759
ACH-000736,-0.6522082736710367
ACH-000738,-0.2103447942040804
ACH-000746,-0.2283343184790813
ACH-000747,-0.3355241507985922
ACH-000748,-0.10795884405060338
ACH-000753,-0.7155067748494737
ACH-000756,-0.17992313653373326
ACH-000757,-0.21559061920098693
ACH-000758,-0.3702825173727146
ACH-000760,-0.22347705144932484
ACH-000762,-0.2810865986102019
ACH-000763,-0.2691426605121203
ACH-000764,-0.4763983352641957
ACH-000765,-0.5037751393498129
ACH-000766,-0.249946851009316
ACH-000767,-0.2798916355473653
ACH-000768,-0.673164605091192
ACH-000769,-0.4279932808471412
ACH-000770,-0.3692868430274299
ACH-000771,-0.3521653899759512
ACH-000773,-0.36109683486012745
ACH-000776,-0.17818828509185722
ACH-000777,-0.3292789353434287
ACH-000778,-0.2667294959745742
ACH-000781,-0.5099733023606581
ACH-000782,-0.4757433340169683
ACH-000783,-0.29219179277290896
ACH-000784,-0.20649614756322274
ACH-000785,-0.22601869627914326
ACH-000787,-0.24136608386591854
ACH-000788,-0.2741272629339514
ACH-000791,-0.24181803587494405
ACH-000792,-0.2776866256668438
ACH-000794,-0.613118486829927
ACH-000796,-0.4715125590462605
ACH-000798,-0.459370666085779
ACH-000799,-0.4794402401681621
ACH-000800,-0.5028464552335361
ACH-000802,-0.2729075315573757
ACH-000804,-0.4861495183470144
ACH-000805,-0.440155392475346
ACH-000809,-0.35106599909778063
ACH-000810,-0.4444534817949255
ACH-000811,-0.24700247326490954
ACH-000817,-0.7535118356878776
ACH-000819,-0.2410587820403336
ACH-000820,-0.3472522361535411
ACH-000821,-0.926036991673022
ACH-000822,-0.5700176108715286
ACH-000823,-0.19862099283537085
ACH-000824,-0.4207624348993805
ACH-000827,-0.3637681316202754
ACH-000829,-0.41908030090633264
ACH-000831,-0.6385195329588106
ACH-000832,-0.5421462607754687
ACH-000833,-0.3723832417729401
ACH-000834,-0.11709200739733795
ACH-000835,-0.3917034103648085
ACH-000836,-0.6188359798719463
ACH-000837,-0.2825740823289422
ACH-000838,-0.5992906010877116
ACH-000839,-0.29775418144453497
ACH-000840,-0.3372369343600132
ACH-000841,-0.4099763128669844
ACH-000843,-0.7514460999605026
ACH-000846,-0.4864781340380883
ACH-000847,-0.5327222295916695
ACH-000848,-0.2333349382812912
ACH-000849,-0.8268376176347728
ACH-000851,-0.27706439642727704
ACH-000855,-0.27881254029632524
ACH-000856,-0.595241639476537
ACH-000858,-0.2720583650594482
ACH-000859,-0.4259197828058868
ACH-000861,-0.24044903988921595
ACH-000862,-0.2742186065862291
ACH-000865,-0.14859436580634292
ACH-000866,-0.3238905369572616
ACH-000867,-0.16880656686330886
ACH-000869,-0.24644055169825946
ACH-000872,-0.37776385478238383
ACH-000873,-0.3504175828949092
ACH-000876,-0.1283273576779118
ACH-000878,-0.26356722997292714
ACH-000880,-0.5101032270963773
ACH-000881,-0.3872226262976433
ACH-000882,-0.3868765491833484
ACH-000884,-0.4449302664987144
ACH-000885,-0.4543896756994593
ACH-000887,-0.2529918421257723
ACH-000889,-0.3438836795500708
ACH-000896,-0.4036696014083075
ACH-000898,-0.2106538315547119
ACH-000900,-0.18072462391889732
ACH-000901,-0.1877894649601161
ACH-000905,-0.3433912290708035
ACH-000906,-0.22526762117234625
ACH-000907,-0.3051346712020801
ACH-000910,-0.2984017113138387
ACH-000911,-0.31639449322029284
ACH-000912,-0.4538031445037878
ACH-000913,-0.3525216051657952
ACH-000915,-0.4562022057728109
ACH-000916,-0.20964763021728336
ACH-000917,-0.3457464912060566
ACH-000920,-0.430025230154432
ACH-000921,-0.3627152226202495
ACH-000924,-0.21679402205045809
ACH-000926,-0.3798020822874668
ACH-000928,-0.26167475332705026
ACH-000929,-0.20170618179999453
ACH-000932,-0.6008610029112593
ACH-000935,-0.3058931087241293
ACH-000936,-0.3339904364626292
ACH-000937,-0.3796776111611069
ACH-000938,-0.6370677284486905
ACH-000939,-0.2325109953908767
ACH-000941,-0.4220817611643081
ACH-000943,-0.7630905661058222
ACH-000946,-0.4029060877496645
ACH-000947,-0.28079203865309565
ACH-000948,-0.37669432024253996
ACH-000950,-0.467481669552961
ACH-000953,-0.27155801816890834
ACH-000954,-0.2263021562628332
ACH-000957,-0.32671499690326417
ACH-000958,-0.2791016917776316
ACH-000960,-0.5319196787728561
ACH-000963,-0.3645208265186781
ACH-000968,-0.3882037963343698
ACH-000969,-0.2478999527094913
ACH-000972,-0.28959693935934244
ACH-000973,-0.16122015783091898
ACH-000974,-0.39896498787307105
ACH-000978,-0.1960322720462179
ACH-000984,-0.35795934292458426
ACH-000986,-0.404687927120745
ACH-000988,-0.2461302514280588
ACH-000993,-0.3741834697366044
ACH-000994,-0.0009718278393253912
ACH-000996,-0.4834210291852808
ACH-001001,-0.3398069573199419
ACH-001020,-0.2571424174737231
ACH-001028,-0.2613692317724332
ACH-001031,-0.4206956307045643
ACH-001038,-0.25041080207865785
ACH-001048,-0.7317932770524577
ACH-001050,-0.2364968707185423
ACH-001053,-0.4469440834746493
ACH-001054,-0.2292708723280797
ACH-001061,-0.27502630323297805
ACH-001067,-0.5367881553851465
ACH-001075,-0.3526478175433401
ACH-001096,-0.21394467932997924
ACH-001111,-0.5229061841049257
ACH-001119,-0.2790639816821892
ACH-001128,-0.5393870752161911
ACH-001134,-0.34316201770264354
ACH-001151,-0.5458204845413301
ACH-001163,-0.4726053353898802
ACH-001164,-0.5170572071031725
ACH-001183,-0.2224502820376088
ACH-001192,-0.3845085721813006
ACH-001193,-0.1779608418348965
ACH-001196,-0.33448777974976185
ACH-001197,-0.15382850231256195
ACH-001205,-0.3193806064472149
ACH-001211,-0.3314281327004478
ACH-001212,-0.4634033997894914
ACH-001228,-0.25656250339939785
ACH-001232,-0.3207484735235995
ACH-001239,-0.3483784494552045
ACH-001270,-0.3921511657086245
ACH-001274,-0.512391456781932
ACH-001275,-0.3408266808423642
ACH-001277,-0.3805041258617832
ACH-001278,-0.1829512566553073
ACH-001280,-0.3017276211873731
ACH-001283,-0.19396626403111875
ACH-001289,-0.3586573902254542
ACH-001300,-0.3903422122840702
ACH-001301,-0.2905620055719053
ACH-001302,-0.3095752426876258
ACH-001306,-0.2653312104656346
ACH-001318,-0.30192619768906626
ACH-001322,-0.27725908261824045
ACH-001328,-0.27196865329352643
ACH-001332,-0.19531185841848034
ACH-001336,-0.14905443726722695
ACH-001346,-0.2851569006279794
ACH-001353,-0.5292236817156898
ACH-001354,-0.24829287909094924
ACH-001367,-0.4691783417634124
ACH-001368,-0.19283025569309667
ACH-001374,-0.5692509954620569
ACH-001377,-0.3241915920110492
ACH-001380,-0.6595880022398475
ACH-001391,-0.2590911879492813
ACH-001408,-0.233523202312074
ACH-001430,-0.4632479186945517
ACH-001431,-0.16096877427910644
ACH-001450,-0.4718331264752288
ACH-001496,-0.4845934075272266
ACH-001500,-0.28814248189834635
ACH-001523,-0.4036773813005841
ACH-001532,-0.29444416237646376
ACH-001550,-0.3397610913581289
ACH-001552,-0.5294951689152189
ACH-001554,-0.4523139450461128
ACH-001654,-0.3028018306587077
ACH-001735,-0.19216277313161145
ACH-001736,-0.1366706040978142
ACH-001737,-0.2274393747307607
ACH-001740,-0.28740987455666683
ACH-001745,-0.2054767743192468
ACH-001765,-0.3170352993498901
