,TRIO (7204)
ACH-000004,-0.05035103071537595
ACH-000005,-0.08585159692629743
ACH-000007,-0.17175414148968718
ACH-000009,-0.055389374355036436
ACH-000011,-0.20345833711511752
ACH-000012,0.017990126671947153
ACH-000013,0.0843214331856847
ACH-000014,-0.06344539948073423
ACH-000015,0.062322562965388274
ACH-000017,0.08456608707399108
ACH-000018,-0.3983113094389264
ACH-000019,0.13006455445942627
ACH-000021,0.15688106854508313
ACH-000022,-0.03568194588288188
ACH-000025,-0.6071148886383742
ACH-000028,0.03598982788811015
ACH-000030,-0.04135145323361067
ACH-000035,-0.18561840415814568
ACH-000036,-0.0054497309398443715
ACH-000037,-0.010544775874821784
ACH-000039,-0.03962343936096863
ACH-000040,-0.2435573816383148
ACH-000041,0.15645325559190584
ACH-000042,0.0762409116670827
ACH-000045,0.0445222476299872
ACH-000047,-0.07449459493283757
ACH-000052,-0.033677406194247785
ACH-000053,0.045645178249518206
ACH-000054,-0.1362504317029981
ACH-000055,-0.08518904168468425
ACH-000060,-0.36576306750301296
ACH-000067,-0.4727894781317802
ACH-000070,0.1049727282496778
ACH-000075,0.1728922240474717
ACH-000078,0.09727321004232133
ACH-000082,0.07965898972057041
ACH-000085,0.006852000591499919
ACH-000086,0.1148423054775487
ACH-000087,0.11719046462782208
ACH-000092,-0.26148438019596465
ACH-000095,-0.0849007571592231
ACH-000097,0.047008163887511854
ACH-000098,-0.39895876519909856
ACH-000099,-0.07212042012808312
ACH-000108,-0.07575098958610077
ACH-000113,-0.060860043783696624
ACH-000116,0.11423985012436065
ACH-000118,-0.13894029936685193
ACH-000120,-0.10267040159013656
ACH-000123,0.034332609239990694
ACH-000127,-0.2648031115751969
ACH-000128,0.0019321133456989602
ACH-000132,-0.4236194698247299
ACH-000133,-0.2849945062513934
ACH-000137,-0.08168527086752264
ACH-000138,0.03756955910458859
ACH-000142,-0.10684910282096044
ACH-000143,-0.05060394195811227
ACH-000146,-0.004766818198562924
ACH-000148,-0.046242005878042815
ACH-000150,-0.07700204515166703
ACH-000152,-0.05135000578886513
ACH-000153,-0.3836105045388853
ACH-000159,0.043144557389331685
ACH-000160,-0.05160500986617062
ACH-000163,0.014058943324904928
ACH-000167,-0.33141553851599104
ACH-000168,-0.34126958366030113
ACH-000169,-0.022545313847995827
ACH-000178,-0.0844587946744867
ACH-000183,0.0705842384455274
ACH-000188,0.0549706087548837
ACH-000189,-0.3423327222502248
ACH-000190,0.11247895945734934
ACH-000198,-0.0611908151643816
ACH-000203,-0.15149439974044296
ACH-000204,-0.007321491174900383
ACH-000206,0.0868293849191651
ACH-000207,-0.10538970390995772
ACH-000208,-0.06237025959194361
ACH-000210,0.3277239663538724
ACH-000211,-0.04489543995574022
ACH-000215,-0.22552274323490634
ACH-000221,0.03941573236213839
ACH-000222,-0.07785512606660247
ACH-000223,0.09747727847941022
ACH-000226,0.1250363619998491
ACH-000227,0.003194609829842325
ACH-000228,-0.08979626218327577
ACH-000231,0.052757888730587024
ACH-000232,-0.14507824107179082
ACH-000233,0.110955609041338
ACH-000234,-0.06050173167106841
ACH-000235,-0.07089787412088389
ACH-000237,0.07472269927626203
ACH-000238,-0.05855270700262074
ACH-000242,0.05649263010741853
ACH-000243,0.057831008823808434
ACH-000244,-0.2913451571812597
