,MATR3 (9782)
ACH-000004,-0.16674308834069915
ACH-000005,-0.23429258002924275
ACH-000007,-0.11212471277561027
ACH-000009,-0.3486859787530279
ACH-000011,-0.15910390493141324
ACH-000012,-0.4487188862740687
ACH-000013,-0.2350875591061145
ACH-000014,-0.3276135461646715
ACH-000015,-0.4182157119675975
ACH-000017,-0.34252611417509965
ACH-000018,-0.4382767213634123
ACH-000019,0.041118005344524665
ACH-000021,-0.3482699159741719
ACH-000022,-0.17407712253611918
ACH-000025,-0.34998168040924954
ACH-000028,-0.2467635219957049
ACH-000030,-0.10487146856317964
ACH-000035,-0.303496182683116
ACH-000036,-0.286389128105211
ACH-000037,-0.3758083803922056
ACH-000039,-0.4710164833883835
ACH-000040,-0.0240820607425442
ACH-000041,-0.41473865735764737
ACH-000042,-0.2400823961518812
ACH-000045,-0.1319412630804193
ACH-000047,-0.3510051215643325
ACH-000052,-0.07258805372678721
ACH-000053,-0.17723030302959603
ACH-000054,-0.29892192686098995
ACH-000055,-0.5519129173745337
ACH-000060,-0.3257442598689068
ACH-000067,-0.1588784541283938
ACH-000070,-0.558354745443273
ACH-000075,-0.2647290596962208
ACH-000078,-0.26954462473807994
ACH-000082,-0.537801346457864
ACH-000085,-0.3761569097676181
ACH-000086,-0.2071853028245164
ACH-000087,-0.15707436325012056
ACH-000092,-0.4030688763596168
ACH-000095,-0.2629978057498055
ACH-000097,-0.0878149645665223
ACH-000098,-0.22047910167385856
ACH-000099,-0.1651669422352695
ACH-000108,-0.308578120568956
ACH-000113,-0.3661066442550545
ACH-000116,-0.20410042169879314
ACH-000118,-0.003090728875743186
ACH-000120,-0.16332226271879927
ACH-000123,-0.19375317982806356
ACH-000127,-0.2803562182051214
ACH-000128,-0.052553577254440334
ACH-000132,-0.3145340497293685
ACH-000133,-0.19701172186004787
ACH-000137,-0.3086035570624314
ACH-000138,-0.2586758484688623
ACH-000142,-0.15602688115858224
ACH-000143,-0.4214556640660324
ACH-000146,-0.26821827776895163
ACH-000148,-0.36156942507925816
ACH-000150,-0.3873058342913
ACH-000152,-0.34513703945242274
ACH-000153,-0.2237672887472753
ACH-000159,-0.2586246595866197
ACH-000160,-0.10603264558615952
ACH-000163,-0.3434845183127969
ACH-000167,-0.6588971747722637
ACH-000168,-0.2166565760362436
ACH-000169,-0.29923261669911605
ACH-000178,-0.18000912772018676
ACH-000183,-0.4017189003706166
ACH-000188,-0.31594486407563044
ACH-000189,-0.4638893911281493
ACH-000190,-0.19796945122444676
ACH-000198,-0.5352027660466421
ACH-000203,0.35561262836459817
ACH-000204,-0.2045388181781099
ACH-000206,-0.2976992568971518
ACH-000207,-0.16261111521740193
ACH-000208,-0.11439864658436315
ACH-000210,-0.3104854776451213
ACH-000211,-0.4154932041649209
ACH-000215,-0.005296230397590349
ACH-000221,-0.07114543611116397
ACH-000222,-0.23158055551334536
ACH-000223,0.005501383506576728
ACH-000226,-0.07863887079712946
ACH-000227,-0.2177944349988693
ACH-000228,-0.2138971731621544
ACH-000231,-0.19801143614775624
ACH-000232,-0.10340589659275982
ACH-000233,-0.3324714870766404
ACH-000234,-0.2135216392979228
ACH-000235,-0.4304702182307949
ACH-000237,-0.30144500929519796
ACH-000238,-0.3310944077775767
ACH-000242,-0.2362694140387877
ACH-000243,-0.09589277455198296
ACH-000244,-0.4188962758818513
ACH-000246,-0.2917267950014817
ACH-000248,-0.34408123754756464
ACH-000250,0.13295285940944154
ACH-000251,-0.3761816735629456
ACH-000252,-0.4520224769167374
ACH-000253,-0.02310568775617085
ACH-000255,-0.5941831254733774
ACH-000256,-0.38789466566726
ACH-000257,-0.17171499249349714
ACH-000258,-0.19017372057733914
ACH-000259,-0.3349396523313576
ACH-000260,-0.3585067205037432
ACH-000261,-0.261317492231438
ACH-000262,-0.1646203268741118
ACH-000263,0.015846564455800096
ACH-000264,-0.21439304335695672
ACH-000265,-0.20412307303711266
ACH-000266,-0.23449015783435698
ACH-000272,-0.26219928809118204
ACH-000274,-0.06342336627218641
ACH-000277,-0.0809462740607317
ACH-000278,-0.15625583314723338
ACH-000279,-0.06593042268331778
ACH-000280,-0.12972641427081896
ACH-000281,-0.06509229342285246
ACH-000288,-0.2288629531925281
ACH-000291,-0.41641254227352015
ACH-000293,-0.2805913004022695
ACH-000294,0.02895794194221768
ACH-000295,0.20301342716314694
ACH-000296,-0.16636025700250945
ACH-000302,-0.15802737707372386
ACH-000304,-0.5354981687275981
ACH-000307,-0.401917305513575
ACH-000308,-0.3087346906114622
ACH-000310,-0.3165336563545817
ACH-000311,-0.26554137392275834
ACH-000312,-0.19904365456219325
ACH-000315,-0.4549440226840672
ACH-000316,0.015787371185184428
ACH-000317,-0.3970625578997084
ACH-000318,0.018754036997278584
ACH-000319,-0.07818626130099067
ACH-000320,-0.2690702756413506
ACH-000322,-0.44867602345438207
ACH-000323,-0.22934189319353301
ACH-000324,-0.2660190869911245
ACH-000329,-0.13986283571418945
ACH-000330,-0.3529547792978092
ACH-000331,-0.39782634369280817
ACH-000332,-0.17970885691122493
ACH-000334,-0.29476086809704105
ACH-000335,-0.3506986799979093
ACH-000336,-0.5529603186730849
ACH-000337,-0.40401956074931
ACH-000338,-0.33169254284378435
ACH-000339,-0.3939322260785763
ACH-000341,-0.3022937797531525
ACH-000348,-0.4287113662018043
ACH-000350,-0.11380327156944872
ACH-000352,-0.2626901066280175
ACH-000356,-0.21877336596477084
ACH-000361,-0.344511175158611
ACH-000362,-0.197334984096696
ACH-000363,-0.2986780147815388
ACH-000364,-0.3337902254499855
ACH-000365,-0.3281807888340103
ACH-000366,-0.29670485838786376
ACH-000368,-0.15478441594815764
ACH-000374,-0.3087423025889327
ACH-000375,-0.18913227029108126
ACH-000376,0.025779419890769685
ACH-000381,-0.16663996612385146
ACH-000383,-0.1723074104156883
ACH-000387,-0.3305816272243808
ACH-000389,-0.03668088782175962
ACH-000390,-0.2231160047876048
ACH-000393,-0.4161246969976761
ACH-000395,-0.2937998685906588
ACH-000396,-0.14152432228442466
ACH-000397,-0.3583007177282786
ACH-000401,-0.5287337228508817
ACH-000402,-0.2733050024719337
ACH-000403,-0.3005617607557468
ACH-000404,0.0184405714689548
ACH-000406,-0.07325725705424257
ACH-000407,-0.1657951027721094
ACH-000408,-0.3685915616112517
ACH-000410,-0.08043737358285856
ACH-000411,0.027207841039602672
ACH-000414,-0.3312529435122856
ACH-000415,-0.25867371820689483
ACH-000416,-0.112225896144116
ACH-000420,-0.2182015704615297
ACH-000421,-0.25907303408384896
ACH-000424,-0.2638588742011616
ACH-000425,-0.217095964432015
ACH-000426,-0.2625206287873426
ACH-000427,-0.023353172684747302
ACH-000433,-0.2801672614753498
ACH-000435,-0.16516095547084575
ACH-000436,-0.1234143290753074
ACH-000444,-0.19198545671283715
ACH-000445,-0.134742062932699
ACH-000448,-0.32014715093304824
ACH-000450,-0.1885010369529031
ACH-000452,-0.11614098990045893
ACH-000454,-0.494867912366055
ACH-000458,-0.2843269050679157
ACH-000459,-0.3514088149248286
ACH-000460,-0.26929767587284226
ACH-000461,-0.5421957771532104
ACH-000463,-0.4005318893925908
ACH-000464,-0.3046983785069132
ACH-000466,-0.2592982182146333
ACH-000467,-0.22285229519005356
ACH-000468,-0.4220316004586542
ACH-000469,-0.2255146631294344
ACH-000470,-0.42758046870171706
ACH-000471,-0.08435192617851069
ACH-000472,-0.2951112569646937
ACH-000473,-0.19011492965590068
ACH-000475,-0.09363341755527377
ACH-000476,-0.4529743821867228
ACH-000477,-0.2316619903664325
ACH-000479,-0.4981381325888065
ACH-000480,-0.017592664505868057
ACH-000481,-0.20101976121290224
ACH-000483,-0.5074812053525463
ACH-000484,-0.2659408501776307
ACH-000485,-0.41827117839232375
ACH-000486,-0.2755157821819316
ACH-000487,-0.14258128268385056
ACH-000488,-0.1430682664009345
ACH-000490,-0.4710765178258463
ACH-000491,-0.07278596100268946
ACH-000495,-0.05932580320985208
ACH-000496,-0.3663963362410492
ACH-000499,-0.2820839182103788
ACH-000500,-0.6007747392333889
ACH-000502,-0.2426264354700711
ACH-000503,-0.4855462324303592
ACH-000505,-0.3189027683583565
ACH-000507,-0.4343862539369256
ACH-000510,-0.0622557471087116
ACH-000511,-0.20503385243140052
ACH-000512,-0.3423999891998807
ACH-000516,-0.27239640205345184
ACH-000517,-0.19747073438666768
ACH-000518,-0.3136540218355353
ACH-000520,-0.3219633695001641
ACH-000521,-0.13458558206581925
ACH-000522,-0.38223092920122254
ACH-000524,-0.15799672957785876
ACH-000527,0.0663962318434337
ACH-000528,-0.3439097936439953
ACH-000537,-0.2776619412750721
ACH-000541,-0.4087820948266335
