,CCRN4L (25819)
ACH-000004,-0.10967535433565052
ACH-000005,-0.04675014474526047
ACH-000007,-0.263990273696296
ACH-000009,-0.28782101106447283
ACH-000011,-0.1533339549505952
ACH-000012,-0.14112119800760592
ACH-000013,-0.08213589232644854
ACH-000014,-0.2858367317938334
ACH-000015,-0.23854998669943464
ACH-000017,-0.2682823806921593
ACH-000018,-0.3173972473870869
ACH-000019,-0.1931292418364968
ACH-000021,-0.22320708359224686
ACH-000022,-0.208326257642637
ACH-000025,-0.15012156623041514
ACH-000028,-0.2849459435192253
ACH-000030,-0.2802768652729595
ACH-000035,-0.2220565718482175
ACH-000036,-0.08205710104772812
ACH-000037,-0.17901461799698168
ACH-000039,-0.07287704563004815
ACH-000040,-0.3180869494783222
ACH-000041,-0.3429731943405451
ACH-000042,-0.2873278975453307
ACH-000045,-0.3037410200981147
ACH-000047,-0.2862706374590959
ACH-000052,-0.3562566046080889
ACH-000053,-0.1981715115640323
ACH-000054,-0.3017842220974962
ACH-000055,-0.3384821090510724
ACH-000060,-0.33366130395127364
ACH-000067,-0.3997968305705265
ACH-000070,-0.2046454352089372
ACH-000075,-0.1743208928448648
ACH-000078,-0.2525189099100597
ACH-000082,-0.31004998536832873
ACH-000085,-0.38794991579588173
ACH-000086,-0.33584937727467146
ACH-000087,-0.52783930661045
ACH-000092,-0.2774743624634312
ACH-000095,-0.3803401546834612
ACH-000097,-0.2056054407344421
ACH-000098,-0.3359474941374517
ACH-000099,-0.15563374478363384
ACH-000108,-0.18529565798314374
ACH-000113,-0.11841045747781878
ACH-000116,-0.2703542088797763
ACH-000118,-0.17981554604012634
ACH-000120,-0.2820760971644188
ACH-000123,-0.3703875417411404
ACH-000127,-0.3317418768811279
ACH-000128,-0.3351659879330832
ACH-000132,-0.2915406120297487
ACH-000133,-0.11899496947013127
ACH-000137,-0.12672338351369938
ACH-000138,-0.2189692112711168
ACH-000142,-0.2757643016760521
ACH-000143,-0.38578759946158536
ACH-000146,-0.18660590587702613
ACH-000148,-0.15197314922483127
ACH-000150,-0.31808134863345905
ACH-000152,-0.2589516232595824
ACH-000153,-0.28269062589187466
ACH-000159,-0.2694455332510349
ACH-000160,-0.1714882607113006
ACH-000163,-0.28539916193991977
ACH-000167,-0.15761229809922558
ACH-000168,-0.4818214338607751
ACH-000169,-0.3132943017113135
ACH-000178,-0.22339327767347256
ACH-000183,-0.3717253734016154
ACH-000188,-0.19020657901507285
ACH-000189,-0.1698169078990822
ACH-000190,0.024925175754000214
ACH-000198,-0.23649419289189536
ACH-000203,-0.4228839626546216
ACH-000204,-0.2823708828184117
ACH-000206,0.15403250627302106
ACH-000207,-0.3220204219882659
ACH-000208,-0.22419434724518172
ACH-000210,-0.4086478021416413
ACH-000211,-0.3437554943569378
ACH-000215,-0.2660282670944996
ACH-000221,-0.28926022120300643
ACH-000222,-0.3075362366415612
ACH-000223,-0.36851113195308427
ACH-000226,-0.2466028800436741
ACH-000227,-0.3172136818183781
ACH-000228,-0.266223779218267
ACH-000231,-0.2709372210141897
ACH-000232,-0.27039508838152226
ACH-000233,-0.22467660653878774
ACH-000234,-0.2887666670747337
ACH-000235,-0.303769180876888
ACH-000237,-0.21010874809277166
ACH-000238,-0.15592790613118254
ACH-000242,-0.09383798270984396
ACH-000243,-0.19924283445967167
ACH-000244,-0.11787212515569975
ACH-000246,-0.28372083940475745
ACH-000248,-0.24413827720152745
ACH-000250,-0.3092801438706441
ACH-000251,-0.2264499247442285
ACH-000252,-0.11217694676156784
ACH-000253,-0.1693437898175983
ACH-000255,-0.18880631976384152
ACH-000256,-0.3460186569744365
ACH-000257,-0.23737899167088056
ACH-000258,-0.2292913153818628
ACH-000259,-0.2477338458944999
ACH-000260,-0.2533691655284704
ACH-000261,-0.24673312244024365
ACH-000262,-0.14450773980891365
ACH-000263,-0.31468883180859963
ACH-000264,-0.2125781433072954
ACH-000265,-0.27506468086092106
ACH-000266,-0.2430092707797533
ACH-000272,-0.30805670927075324
ACH-000274,-0.2365577250280774
ACH-000277,-0.2563216459909257
ACH-000278,-0.2707040396709088
ACH-000279,-0.3544340634566481
ACH-000280,-0.1706558278159729
ACH-000281,-0.20606902665435173
ACH-000288,-0.2142217256240324
ACH-000291,-0.2401065547508044
ACH-000293,-0.41041101423266185
ACH-000294,-0.383010461246494
ACH-000295,-0.4964343830755578
ACH-000296,-0.3169471957924997
ACH-000302,-0.3477842660658984
ACH-000304,-0.3948009236756425
ACH-000307,-0.3340570805519609
ACH-000308,-0.24400360678478425
ACH-000310,-0.2116239160481896
ACH-000311,-0.4273821383458281
ACH-000312,-0.2239283944355564
ACH-000315,-0.03179311701444169
ACH-000316,-0.3216889118763049
ACH-000317,-0.3831774348663353
ACH-000318,-0.3154350031024234
ACH-000319,-0.3300225515044061
ACH-000320,-0.2258870345822677
ACH-000322,-0.3658562746574209
ACH-000323,-0.3551387425047993
ACH-000324,-0.1791367880310397
ACH-000329,-0.2638097972908812
ACH-000330,-0.2031567718003571
ACH-000331,-0.16857602361109975
ACH-000332,-0.2812973997250082
ACH-000334,-0.32507808939943444
ACH-000335,-0.2756756661591988
ACH-000336,-0.05544175710975487
ACH-000337,-0.4299235428993385
ACH-000338,0.4064663258099833
ACH-000339,-0.1670686031920116
ACH-000341,-0.11063724275183047
ACH-000348,-0.24768031940521845
ACH-000350,-0.20989362704372952
ACH-000352,-0.3459209945607845
ACH-000356,-0.1911847562372317
ACH-000361,-0.17676376590928897
ACH-000362,-0.21945618918795626
ACH-000363,-0.3387203141077648
ACH-000364,-0.4088018733379644
ACH-000365,-0.24737059904088615
ACH-000366,-0.23882045691446346
ACH-000368,-0.3303982898709979
ACH-000374,-0.42238503253919024
ACH-000375,-0.045987072076472665
ACH-000376,-0.24557208024416194
ACH-000381,-0.17877990217047535
ACH-000383,-0.2347708912640974
ACH-000387,-0.3511263610198982
ACH-000389,-0.3868315789804136
ACH-000390,-0.2416957075429055
ACH-000393,-0.4469272421024886
ACH-000395,-0.07629678162962074
ACH-000396,-0.04624563804525949
ACH-000397,-0.20288921342162505
ACH-000401,-0.2218934119866436
ACH-000402,-0.10645441597966676
ACH-000403,-0.2657197939466981
ACH-000404,-0.21572095970798014
ACH-000406,-0.1738829536365949
ACH-000407,-0.2511602870210892
ACH-000408,-0.2937098914290974
ACH-000410,-0.3010945663759042
ACH-000411,-0.2853064647478041
ACH-000414,-0.4098175495100952
ACH-000415,-0.18748941862787288
ACH-000416,-0.28893942665902544
ACH-000420,-0.28841676950422185
ACH-000421,-0.30495359043518777
ACH-000424,-0.15263828212983824
ACH-000425,-0.27869566745434865
ACH-000426,-0.0564396603025252
ACH-000427,-0.4578758545223919
ACH-000433,-0.1444587524222887
ACH-000435,0.04985141976830508
ACH-000436,-0.2905032542489893
ACH-000444,-0.11397472427996146
ACH-000445,-0.12432842129146758
ACH-000448,-0.3940364956305685
ACH-000450,-0.14585672857187348
ACH-000452,-0.24504318327912786
ACH-000454,-0.17607497284227508
ACH-000458,-0.07480234369809208
ACH-000459,-0.2501032764437543
ACH-000460,-0.2520986166507719
ACH-000461,-0.2310229918782921
ACH-000463,-0.3153310121332576
ACH-000464,-0.2865520606052358
ACH-000466,-0.3523012013743257
ACH-000467,-0.2369745434732588
ACH-000468,-0.0912574453395747
ACH-000469,-0.2716207719789804
ACH-000470,-0.2395607663285945
ACH-000471,-0.19898698216792346
ACH-000472,-0.2736392978863708
ACH-000473,-0.22476547417620532
ACH-000475,-0.2924211780561565
ACH-000476,-0.19701559877978733
ACH-000477,-0.05579906091869657
ACH-000479,-0.0341106432955077
ACH-000480,-0.16880022154182642
ACH-000481,-0.3582168521910151
ACH-000483,-0.14545371508525462
ACH-000484,-0.24009031818740745
ACH-000485,-0.3839533218616014
ACH-000486,-0.2477295879461439
ACH-000487,-0.4074828418853647
ACH-000488,-0.17840574888594207
ACH-000490,-0.20073496372023286
ACH-000491,-0.18477991773238586
ACH-000495,-0.14079220525610034
ACH-000496,-0.25168991166124804
ACH-000499,-0.2396680734073825
ACH-000500,-0.4443212580789523
ACH-000502,-0.26572256198382244
ACH-000503,-0.217986001356082
ACH-000505,-0.3167964967379938
ACH-000507,-0.2678338559316784
ACH-000510,-0.3389033434668895
ACH-000511,-0.3092733780851601
ACH-000512,-0.3398656707995496
ACH-000516,-0.1747378025294402
ACH-000517,-0.2807659903728513
ACH-000518,-0.17803229011820285
ACH-000520,-0.3949489712414794
ACH-000521,-0.13992586835890858
ACH-000522,-0.3352938239422036
ACH-000524,-0.23619018453650334
ACH-000527,-0.2991318204880961
ACH-000528,-0.2400739550377113
ACH-000537,-0.35729411890477464
ACH-000541,-0.1930221516107912
ACH-000542,-0.28180505689861435
ACH-000544,-0.23923640194867105
ACH-000545,-0.11537574591858794
ACH-000547,-0.1198733566276668
ACH-000548,-0.16922797929242905
ACH-000549,-0.26653109836013905
ACH-000550,-0.19850150542010805
ACH-000552,-0.2384252817040383
ACH-000556,-0.3295331052865766
ACH-000557,-0.28349900548302803
ACH-000569,-0.3598659217943801
ACH-000570,-0.36911459697297305
ACH-000571,-0.20049227984763604
ACH-000573,-0.3092681757310169
ACH-000576,-0.2675817805074092
ACH-000579,-0.19789304407439773
ACH-000580,-0.033773464602965736
ACH-000584,-0.2535956496670113
ACH-000585,-0.20433308391389549
ACH-000588,-0.2138115809000096
ACH-000589,-0.15381844503304246
ACH-000591,-0.2984755579229353
ACH-000593,-0.4102904947009322
ACH-000600,-0.29452838813774834
ACH-000601,-0.254905721845489
ACH-000605,-0.2370940719500997
ACH-000606,-0.1901088595642837
ACH-000608,-0.2816541748987779
ACH-000614,-0.2580824099302441
ACH-000616,-0.3373728219268601
ACH-000618,-0.19053532161532816
ACH-000619,-0.27957616637835764
ACH-000620,-0.2497587283396249
ACH-000621,-0.2194886073917274
ACH-000622,-0.3372522778168179
ACH-000623,-0.2805373531145483
ACH-000624,-0.18033604469313705
ACH-000627,-0.4161224791023673
ACH-000630,-0.3913720816722237
ACH-000631,-0.3514700406266304
ACH-000632,-0.3312057445103184
ACH-000633,-0.13997825123250168
ACH-000637,-0.2805450263987829
ACH-000638,-0.09779031579233202
ACH-000646,-0.2220682923845448
ACH-000647,-0.22952588865889306
ACH-000648,-0.2759114359250511
ACH-000649,-0.2716603706179795
ACH-000651,-0.21282619604822556
ACH-000652,-0.0856928637844279
ACH-000653,-0.167193446825236
ACH-000657,-0.29444620978984376
ACH-000658,-0.3650810939901366
ACH-000661,-0.06530590523080232
ACH-000662,-0.27249806876804555
ACH-000663,-0.09500505114876756
ACH-000665,-0.08651535676549398
ACH-000671,-0.2655388974800449
ACH-000672,0.0917932226970034
ACH-000673,-0.22885563770965994
ACH-000676,-0.15666316127748955
ACH-000677,-0.25429412577934785
ACH-000681,-0.2424621330000813
ACH-000683,-0.22219647312458246
ACH-000684,-0.0247559622328683
ACH-000688,-0.4120710854403061
ACH-000693,-0.2734018041095718
ACH-000694,-0.1870256415711296
ACH-000695,-0.5236884578272059
ACH-000696,-0.33417306312517764
ACH-000697,-0.3852386554764289
ACH-000699,-0.21891825767796166
ACH-000701,-0.31312972572082204
ACH-000706,-0.1471349518259906
ACH-000711,-0.2665742604256213
ACH-000713,-0.4226493507132923
ACH-000714,-0.13251022986959154
ACH-000718,-0.2403454070463229
ACH-000720,-0.2006609730523079
ACH-000721,-0.17625605917058676
ACH-000724,-0.30241215060209986
ACH-000725,-0.2439856445359124
ACH-000732,-0.27270062042431364
ACH-000734,-0.17602023057953525
ACH-000735,-0.17046005190140007
ACH-000736,-0.3203319747123818
ACH-000738,-0.2520889087520245
ACH-000746,-0.15544463953534024
ACH-000747,-0.3019620161485423
ACH-000748,-0.16345960411222035
ACH-000753,-0.3053741538244067
ACH-000756,-0.11518927017467047
ACH-000757,-0.12746269357860654
ACH-000758,-0.27216420556052984
ACH-000760,-0.2379608114617269
ACH-000762,-0.17965801267682915
ACH-000763,-0.3298392659615487
ACH-000764,-0.1837251210533377
ACH-000765,-0.29217912713298955
ACH-000766,-0.4991032659125021
ACH-000767,-0.3018785014291158
ACH-000768,-0.2041945015154727
ACH-000769,-0.25434463696033044
ACH-000770,-0.2011323495891112
ACH-000771,-0.33146563376957633
ACH-000773,-0.2638945280664109
ACH-000776,-0.20781561973275586
ACH-000777,-0.3456085118444819
ACH-000778,0.0007391482044353589
ACH-000781,-0.16880012012982554
ACH-000782,-0.1978731559711432
ACH-000783,-0.269586922501274
ACH-000784,-0.2302301672382237
ACH-000785,-0.2483876053089901
ACH-000787,-0.1433658793062956
ACH-000788,-0.2659198666998543
ACH-000791,-0.2185175583128729
ACH-000792,-0.2716822653039162
ACH-000794,-0.3250601886711453
ACH-000796,-0.29097367579254263
ACH-000798,-0.1942755558378067
ACH-000799,-0.37280308885505226
ACH-000800,-0.5187804678087833
ACH-000802,-0.1700630361149476
ACH-000804,-0.1369326711349478
ACH-000805,-0.27778235198708684
ACH-000809,-0.2576820863547275
ACH-000810,-0.12608357972030884
ACH-000811,-0.3409006602541191
ACH-000817,-0.21293291128114716
ACH-000819,-0.20384549673404886
ACH-000820,-0.3702908412777431
ACH-000821,-0.2856412159296076
ACH-000822,-0.16111627638999218
ACH-000823,-0.26363490646775234
ACH-000824,-0.4073655280100505
ACH-000827,-0.1999973335032384
ACH-000829,-0.21580337444858455
ACH-000831,-0.2537659736899782
ACH-000832,-0.1549909983477053
ACH-000833,-0.15823827178453292
ACH-000834,-0.14771751218004436
ACH-000835,-0.28009434615080225
ACH-000836,-0.2634544272515833
ACH-000837,-0.2230188040641102
ACH-000838,-0.19069794042940547
ACH-000839,-0.2153341477882664
ACH-000840,-0.42070253754442893
ACH-000841,-0.13889061890966078
ACH-000843,-0.2923912063645193
ACH-000846,-0.12594265540681174
ACH-000847,-0.19534622599665172
ACH-000848,-0.17153534694163175
ACH-000849,-0.2320953177495977
ACH-000851,-0.3694524308647915
ACH-000855,-0.3179586641508048
ACH-000856,-0.13142159673944534
ACH-000858,-0.1897151787037715
ACH-000859,-0.314598435362866
ACH-000861,-0.2287853170711913
ACH-000862,-0.36033665044092544
ACH-000865,-0.2991815865424917
ACH-000866,-0.3567135229681473
ACH-000867,-0.2496500047819264
ACH-000869,-0.24664666805227645
ACH-000872,-0.32465947864604683
ACH-000873,-0.2455883951220123
ACH-000876,-0.3253783452933307
ACH-000878,-0.3611406997402787
ACH-000880,-0.29708079646924834
ACH-000881,-0.23984102985808375
ACH-000882,-0.17236846587231047
ACH-000884,-0.2242456677777579
ACH-000885,-0.1443369793480099
ACH-000887,-0.3347490298686946
ACH-000889,-0.2660780514470795
ACH-000896,-0.3264748354208956
ACH-000898,-0.13445931776500658
ACH-000900,-0.28054159611867
ACH-000901,-0.331451962096096
ACH-000905,-0.1408510914787611
ACH-000906,-0.27547658952086873
ACH-000907,-0.07958542008582087
ACH-000910,-0.33916800807342434
ACH-000911,-0.2858953415002992
ACH-000912,-0.1574890928991058
ACH-000913,-0.2901172294741066
ACH-000915,-0.2986760341859082
ACH-000916,-0.42740171577291497
ACH-000917,-0.4298824292334104
ACH-000920,-0.34995231208228417
ACH-000921,-0.261981735985218
ACH-000924,-0.3351535205590413
ACH-000926,-0.19790993685089334
ACH-000928,-0.06073374977160158
ACH-000929,-0.3216199581869282
ACH-000932,-0.358874691876577
ACH-000935,-0.2502969655958307
ACH-000936,-0.35462554727575585
ACH-000937,-0.2015680421210254
ACH-000938,-0.1219102239849096
ACH-000939,-0.2448897497427329
ACH-000941,-0.2544741934421383
ACH-000943,-0.27517655697568466
ACH-000946,-0.1434420942576374
ACH-000947,-0.05492938118172103
ACH-000948,-0.352858005862971
ACH-000950,-0.15812776660308805
ACH-000953,-0.2764941093072123
ACH-000954,-0.2588172887933816
ACH-000957,-0.3480237058667469
ACH-000958,-0.4362466248475148
ACH-000960,-0.27484578799825354
ACH-000963,-0.2850659518657467
ACH-000968,-0.10365706692806564
ACH-000969,-0.43670848176793015
ACH-000972,-0.3640013742541853
ACH-000973,-0.288899143301327
ACH-000974,-0.1909414650014511
ACH-000978,-0.27809056638738194
ACH-000984,-0.2803495711785421
ACH-000986,-0.2202313238207883
ACH-000988,-0.20535300520883054
ACH-000993,-0.219670075334922
ACH-000994,-0.16921243075132034
ACH-000996,-0.2203510633000086
ACH-001001,-0.19948844413707464
ACH-001020,-0.12009296080308228
ACH-001028,-0.2301832415938188
ACH-001031,-0.2682795694558184
ACH-001038,-0.3259268793945597
ACH-001048,-0.2711289072670409
ACH-001050,-0.35367266531170205
ACH-001053,-0.1960848623494271
ACH-001054,-0.18612399680778088
ACH-001061,-0.2148125735228036
ACH-001067,-0.3845973454237721
ACH-001075,-0.10532341872686353
ACH-001096,-0.27173413132388474
ACH-001111,-0.04074751919117065
ACH-001119,-0.3242311396181011
ACH-001128,-0.2283263570585388
ACH-001134,-0.1903119346951772
ACH-001151,-0.2327114630062022
ACH-001163,-0.17025314980324285
ACH-001164,-0.25060617913443056
ACH-001183,-0.190255790399304
ACH-001192,-0.4619227887396816
ACH-001193,-0.2977663308922735
ACH-001196,-0.3585111693011945
ACH-001197,-0.2466655077879249
ACH-001205,-0.2766222598264509
ACH-001211,-0.15782860231077225
ACH-001212,-0.4282279628662094
ACH-001228,-0.2381007991364779
ACH-001232,-0.2648150211998718
ACH-001239,-0.2379118979140507
ACH-001270,-0.28937254266709705
ACH-001274,-0.24434167137991725
ACH-001275,-0.0099283542476883
ACH-001277,-0.20380315956647985
ACH-001278,-0.15831578883979586
ACH-001280,-0.35730972360848845
ACH-001283,-0.3182542212405717
ACH-001289,-0.40136244600315024
ACH-001300,-0.14219446000638544
ACH-001301,-0.4205373183921097
ACH-001302,-0.430474566757228
ACH-001306,-0.2653387058171424
ACH-001318,-0.3349899011796622
ACH-001322,-0.4494978667334521
ACH-001328,-0.14637090367670216
ACH-001332,-0.3401057144761404
ACH-001336,-0.20305270483588173
ACH-001346,-0.18465422143121546
ACH-001353,-0.2413406601760386
ACH-001354,-0.28508955061177715
ACH-001367,-0.011139222314708146
ACH-001368,-0.14284351251275812
ACH-001374,-0.12382123760702753
ACH-001377,-0.3009262885648725
ACH-001380,-0.2720349976842758
ACH-001391,-0.3054737174007092
ACH-001408,-0.266407684945716
ACH-001430,-0.35883701394695205
ACH-001431,-0.3690957009669809
ACH-001450,-0.03229411423190112
ACH-001496,-0.34533112220653955
ACH-001500,-0.2526261666775252
ACH-001523,-0.20093679372585305
ACH-001532,-0.2136109932828704
ACH-001550,-0.22148348379631053
ACH-001552,-0.3079770192512187
ACH-001554,-0.2306487320905671
ACH-001654,-0.28224548706926433
ACH-001735,-0.23334931249372315
ACH-001736,-0.2254976868467268
ACH-001737,-0.7182198781993735
ACH-001740,-0.2453157980628891
ACH-001745,-0.2342024710020781
ACH-001765,-0.28427892535287985
