,HNF1B (6928)
ACH-000190,-0.2284153135617689
ACH-000198,-0.1585662622459603
ACH-000203,-0.5003462365132688
ACH-000204,-0.1891180656235715
ACH-000206,-0.008746459329906765
ACH-000207,0.0004141028021813453
ACH-000208,-0.2043711413210736
ACH-000210,-0.2720657646983867
ACH-000211,-0.0867616390712722
ACH-000215,-0.14247882711737245
ACH-000221,-0.3367762062466603
ACH-000222,-0.2077757917151736
ACH-000223,-0.19216428701277025
ACH-000226,-0.1417096595106622
ACH-000227,-0.13868802284521725
ACH-000228,-0.015147445907557774
ACH-000231,-0.15233795609455464
ACH-000232,-0.17452913857937918
ACH-000233,-0.06715736528595101
ACH-000234,-2.0323424329350304
ACH-000235,-0.5367172195799522
ACH-000237,-0.12357341733124776
ACH-000238,-0.2465388726927908
ACH-000242,-0.12809900788461448
ACH-000243,-0.1446031013672431
ACH-000244,-0.21377797555582811
ACH-000246,-1.1508735674835195
ACH-000248,-0.22667550552858176
ACH-000250,-1.077678398748762
ACH-000251,-1.4365029606146755
ACH-000252,-0.5364214718666196
ACH-000253,-0.3680601171329387
ACH-000255,-0.2751884492659904
ACH-000256,-0.17686245203078493
ACH-000257,-0.15156231196963546
ACH-000258,0.11340751807009525
ACH-000259,-0.2193890632676545
ACH-000260,-0.1635935395609006
ACH-000261,-0.16150812371865736
ACH-000262,-1.2415285181462734
ACH-000263,-0.2587804885481331
ACH-000264,-0.1472041950645991
ACH-000265,-0.11323213537199102
ACH-000266,-0.3252707454488637
ACH-000272,-1.1432401447512135
ACH-000274,-0.10681693378904424
ACH-000277,0.0143248477517802
ACH-000278,-0.11587129453349425
ACH-000279,-0.0965906207454727
ACH-000280,-0.12037651048661045
ACH-000281,-0.004778114378929011
ACH-000288,-0.1302573302648845
ACH-000291,-0.4491877764209239
ACH-000293,-0.2983782994843079
ACH-000294,-0.22230353662800545
ACH-000295,-0.07932655768510215
ACH-000296,-0.13415239407428325
ACH-000302,-1.071733638921667
ACH-000304,-0.28091462542277035
ACH-000307,-0.029930813691951164
ACH-000308,-0.6691870546354921
ACH-000310,-0.13330979843852606
ACH-000311,-0.6153616163855022
ACH-000312,-0.3464817624953677
ACH-000315,-0.16558179413445148
ACH-000316,-0.5574466140243611
ACH-000317,-1.3978316852406083
ACH-000318,-0.10990589449781596
ACH-000319,-0.26707742170337073
ACH-000320,-0.013446243292721788
ACH-000322,-0.2765771240292084
ACH-000323,-0.14692238913802175
ACH-000324,-1.109379857261385
ACH-000329,-0.12633166680944294
ACH-000330,0.0028616701314192238
ACH-000331,-0.10821038132044487
ACH-000332,-0.42187045165949705
ACH-000334,-0.13726762421200345
ACH-000335,-0.17625652952976306
ACH-000336,0.08439719498015481
ACH-000337,-0.0753037256472191
ACH-000338,-0.3147883700452217
ACH-000339,-0.13175204981733307
ACH-000341,-0.15953911552503666
ACH-000348,-0.13015753080143871
ACH-000350,-0.09827993632101524
ACH-000352,-0.16749212596974344
ACH-000356,-1.1359537044799053
ACH-000361,-0.11274815313999142
ACH-000362,-0.21649102546470467
ACH-000363,-0.25181495797074666
ACH-000364,-0.13845714960556135
ACH-000365,-0.13503415289215073
ACH-000366,-0.12273861770664413
ACH-000368,-0.0055771510280662896
ACH-000374,-0.11270896727739607
ACH-000375,-0.09687046737156199
ACH-000376,-0.06651944509617982
ACH-000381,-0.3329508061435639
ACH-000383,-0.6306905913863738
ACH-000387,-0.10293056761879854
ACH-000389,-0.07674743541777558
ACH-000390,-0.13303754929868514
ACH-000393,-0.5663178317250824
ACH-000395,-0.13182656351656302
ACH-000396,-0.3112515763106845
ACH-000397,-0.3436352475695665
ACH-000401,-0.3409163747892555
ACH-000402,-0.2750030343650663
ACH-000403,-0.21176457159886056
ACH-000404,-0.02724683141296189
ACH-000406,-0.1529959193063341
ACH-000407,-0.16136564274661686
ACH-000408,-0.021934114392220115
ACH-000410,-0.05319986954859586
ACH-000411,-1.1700789995712666
ACH-000414,-1.091675343983045
ACH-000415,-0.22510813479399874
ACH-000416,-0.1332241485572542
ACH-000420,-1.0742157223635795
ACH-000421,-0.4604960182031389
ACH-000424,-0.0042770687596329
ACH-000425,-0.08927100449363436
ACH-000426,-1.5568718560527033
ACH-000427,-0.3215275491894698
ACH-000433,-1.1729094584547313
ACH-000435,-0.7758617758762432
ACH-000436,-0.06072811336535916
ACH-000444,-0.02749678932274948
ACH-000445,-0.1609162783907747
ACH-000448,-0.13869448128166434
ACH-000450,-0.15915093439573186
ACH-000452,-0.1777439402754603
ACH-000454,0.18374156573440004
ACH-000458,-0.17420804857396732
ACH-000459,-0.23915694824962744
ACH-000460,-0.1994285697804664
ACH-000461,-0.6372998643947478
ACH-000463,-0.0014860314025880695
ACH-000464,-0.0197895687826213
ACH-000466,-0.08944508328112198
ACH-000467,-0.3708438680007897
ACH-000468,-0.04199542076369766
ACH-000469,-0.17388087403236635
ACH-000470,-0.2851083227511253
ACH-000471,-0.2320203666374293
ACH-000472,-0.06349326573891084
ACH-000473,-0.12510289683245726
ACH-000475,-0.24919823887451975
ACH-000476,-1.273083363478014
ACH-000477,-0.16514209467980445
ACH-000479,-0.10445549026998076
ACH-000480,-0.17611565186040784
ACH-000481,-0.17032848631184042
ACH-000483,-0.15798854509013927
ACH-000484,-0.10698232060666367
ACH-000485,-0.2605186634884881
ACH-000486,-0.05203631896112322
ACH-000487,-0.14769384332307164
ACH-000488,-0.11510172418948353
ACH-000490,-0.1425396654727782
ACH-000491,-0.234003616448726
ACH-000495,-0.2992377643916407
ACH-000496,-0.12625234684677794
ACH-000499,-0.0602330713478388
ACH-000500,-0.17582623996690214
ACH-000502,-0.23870673810781265
ACH-000503,-0.0857110773301241
ACH-000505,-0.15941920022028608
ACH-000507,-0.9802811504571876
ACH-000510,-0.17005634447841986
ACH-000511,-0.05456416870983606
ACH-000512,-0.19503541273751052
ACH-000516,-0.13332487418694036
ACH-000517,-0.17655016162045253
ACH-000518,-0.13500802461041456
ACH-000520,-0.20525402063377585
ACH-000521,-0.6743485426030169
ACH-000522,-0.23678329924118305
ACH-000524,-0.183159908518208
ACH-000527,-1.3035877553138
ACH-000528,-0.19496551991934755
ACH-000537,-1.1442541400984647
ACH-000541,-0.11001595055527648
ACH-000542,-0.05401626165399771
ACH-000544,-0.28439453191352165
ACH-000545,-0.2943434976004053
ACH-000547,-0.02998640896294505
ACH-000548,-0.1161877921765088
ACH-000549,-0.1414761829993555
ACH-000550,-0.013793417256333313
ACH-000552,-1.16896658377118
ACH-000556,-0.2338301382364242
ACH-000557,-0.1609943140978019
ACH-000569,0.04011264141033349
ACH-000570,-0.26908715897504226
ACH-000571,-0.20382670509558634
ACH-000573,-0.07579202583360606
ACH-000576,-0.11552916933449098
ACH-000579,-0.1247563454992321
ACH-000580,0.008539400667387691
ACH-000584,-0.1079752373016154
ACH-000585,-0.07289557254086856
ACH-000588,-0.26856983959099023
ACH-000589,-0.4072015137646916
ACH-000591,-0.23854255874125385
ACH-000593,-0.16611073839480178
ACH-000600,-0.7652281684340976
ACH-000601,-0.17284556832319484
ACH-000605,-0.2657727881396242
ACH-000606,-0.27418055108207895
ACH-000608,-0.2429258548452293
ACH-000614,-0.013822893838596549
ACH-000616,-0.12460912981194287
ACH-000618,-0.09429043855336694
ACH-000619,-0.19073659618182928
ACH-000620,-1.053096511294506
ACH-000621,-0.0718572628869164
ACH-000622,-0.10164009126992607
ACH-000623,-0.11277850159692553
ACH-000624,-0.18432371179183588
ACH-000627,-0.0950046853450328
ACH-000630,-0.19733070980293327
ACH-000631,0.051289143217393536
ACH-000632,-0.2093215745143064
ACH-000633,-0.9311132326766328
ACH-000637,-0.10707629854262693
ACH-000638,-0.061101433507921764
ACH-000646,-0.7432337607810103
ACH-000647,-0.14363421336810486
ACH-000648,-1.5792998991370064
ACH-000649,-1.1497330168807105
ACH-000651,-0.10394197233042624
ACH-000652,-1.0338822308178428
ACH-000653,-0.08150788623378072
ACH-000657,-0.1797880821489136
ACH-000658,-0.200933848739164
ACH-000661,-0.1465087954939246
ACH-000662,0.132025409729428
ACH-000663,-0.15585946440906226
ACH-000665,-0.04101233649255976
ACH-000671,-0.20620215838687225
ACH-000672,-0.3302405429720108
ACH-000673,-0.11333586081527396
ACH-000676,-0.13185024061033976
ACH-000677,-0.12766602217347384
ACH-000681,-1.0891999268773973
ACH-000683,-0.08149190990008484
ACH-000684,-0.7483979818849503
ACH-000688,-0.14320362468769368
ACH-000693,-0.12328585528679673
ACH-000694,-0.20555908828645592
ACH-000695,-0.3643141569421688
ACH-000696,-0.09192918483666553
ACH-000697,-0.2910939975387453
ACH-000699,-0.058885960271320835
ACH-000701,-0.04215621502505764
ACH-000706,-1.2498227930265036
ACH-000711,-0.12672307055045054
ACH-000713,-0.2197202540730918
ACH-000714,-0.08515761825481016
ACH-000718,-0.0701183723757499
ACH-000720,-0.21333624008920465
ACH-000721,-0.14558260868521938
ACH-000724,-0.14567968065033565
ACH-000725,-0.12578730887101178
ACH-000732,-0.18412616871322934
ACH-000734,-0.20862567910118726
ACH-000735,-0.19264087473149266
ACH-000736,-0.45765120553961897
ACH-000738,-0.09594403077874786
ACH-000746,-0.036449566374436485
ACH-000747,-0.3305280583604011
ACH-000748,-0.2405204672951409
ACH-000753,-0.1229333482580795
ACH-000756,-0.24886803456228185
ACH-000757,0.004055831579312182
ACH-000758,0.012939351977806908
ACH-000760,-0.19784238385629968
ACH-000762,-0.1889681929847654
ACH-000763,-0.0757427888560337
ACH-000764,0.017082606160750868
ACH-000765,-0.03875280498577032
ACH-000766,-0.12416070493326105
ACH-000767,-0.06878799262014526
ACH-000768,-0.14752610669873312
ACH-000769,-0.242195701293518
ACH-000770,-0.14426122064802405
ACH-000771,-0.18885447318643986
ACH-000773,-0.0057008666633962535
ACH-000776,-0.09861159044179774
ACH-000777,-0.19662523260439907
ACH-000778,-0.15156947955394914
ACH-000781,-1.0719068323353191
ACH-000782,-0.14326491557881565
ACH-000783,-0.005982200220410593
ACH-000784,-0.1034267713950692
ACH-000785,-0.2569626872187411
ACH-000787,-0.3617431752070967
ACH-000788,-0.11030991741861802
ACH-000791,-0.22009913142748214
ACH-000792,-0.172303421148659
ACH-000794,-0.11642456380995125
ACH-000796,-0.099497813657585
ACH-000798,-0.4441305733859186
ACH-000799,-0.15059183956769295
ACH-000800,-0.0970287302334264
ACH-000802,-0.19066148095923025
ACH-000804,-0.2777788398737742
ACH-000805,-0.21156230688777167
ACH-000809,-0.13695019542774686
ACH-000810,0.14833781052001166
ACH-000811,-0.5125559058682677
ACH-000817,0.015383165697733497
ACH-000819,-0.04686015943822986
ACH-000820,-0.28907239599638435
ACH-000821,-0.2308996814290182
ACH-000822,-0.13425674308028154
ACH-000823,-0.2198571757398995
ACH-000824,-0.1702654927654775
ACH-000827,-0.09725336245721312
ACH-000829,-0.4981389349939235
ACH-000831,-0.12219765566695087
ACH-000832,-0.3593584004386219
ACH-000833,-0.1952530750979
ACH-000834,-0.166072547239211
ACH-000835,-0.06589055010725622
ACH-000836,-0.14738002941724096
ACH-000837,-0.06827264001077916
ACH-000838,-0.2438326289458417
ACH-000839,-0.1917943860642168
ACH-000840,-0.08050230295854657
ACH-000841,-0.23448352343727225
ACH-000843,-0.22403250513078588
ACH-000846,-0.2081656197052183
ACH-000847,0.011853243512448729
ACH-000848,-0.29490432847886844
ACH-000849,-0.11887327740643015
ACH-000851,-0.10319503133024437
ACH-000855,-0.19001527921876168
ACH-000856,-0.6731574079066389
ACH-000858,-0.12514454274384576
ACH-000859,-0.2038312988358388
ACH-000861,-0.041612642891518684
ACH-000862,-0.18877982957155112
ACH-000865,-0.0925924202095145
ACH-000866,-0.21359890852814106
ACH-000867,-0.06738029370276295
ACH-000869,-0.29368198849195
ACH-000872,-0.8490598513607274
ACH-000873,-0.013759179038706245
ACH-000876,-0.1486435685761163
ACH-000878,0.17157028048109854
ACH-000880,-0.7764351814674458
ACH-000881,-0.13773238315767844
ACH-000882,-0.1270493639412477
ACH-000884,-0.1051271898981007
ACH-000885,-0.44061170776998987
ACH-000887,-0.167771177796538
ACH-000889,-0.15184790067271592
ACH-000896,-0.13429641398269368
ACH-000898,-0.42661893565151776
ACH-000900,-0.12241787314782555
ACH-000901,-0.01805022164488281
ACH-000905,-0.1145392982081202
ACH-000906,-0.15757010245124434
ACH-000907,-0.31867455627141084
ACH-000910,-0.01181277147463854
ACH-000911,-0.2569472775464778
ACH-000912,-0.16914126490200826
ACH-000913,-0.13499364255699622
ACH-000915,-0.0040896355531321
ACH-000916,-0.4598981952906768
ACH-000917,-0.2400913969157715
ACH-000920,-0.3805681331412217
ACH-000921,-0.1810320899971582
ACH-000924,-0.0963656567649692
ACH-000926,-0.4003259406331154
ACH-000928,0.05926714849718999
ACH-000929,-0.11112444277230396
ACH-000932,-0.09502472348398523
ACH-000935,-0.07316060088818757
ACH-000936,-0.3064318586410129
ACH-000937,-0.3302553567641288
ACH-000938,-0.3638954886346458
ACH-000939,-0.14645307412116776
ACH-000941,-0.8268593949094419
ACH-000943,-0.05617863692883214
ACH-000946,0.1315868782686467
ACH-000947,-0.1491356894134419
ACH-000948,-0.12297190462535106
ACH-000950,0.001140593463698628
ACH-000953,-0.3894078750279026
ACH-000954,-0.9846076324287262
ACH-000957,-0.21136128497875126
ACH-000958,0.02386912113092445
ACH-000960,-0.2493123273402768
ACH-000963,-0.23766736053453444
ACH-000968,0.01175653129363246
ACH-000969,-0.17408292567883307
ACH-000972,-0.919324952933282
ACH-000973,-0.202650445680095
ACH-000974,-0.774146889932765
ACH-000978,-0.11135534936675212
ACH-000984,-0.08214209597859341
ACH-000986,-0.2445991239024959
ACH-000988,-0.5230332884543776
ACH-000993,-1.096190462524671
ACH-000994,-1.2681723972140142
ACH-000996,-0.5502546253372528
ACH-001001,-0.2758870614106789
ACH-001020,0.09701817706180137
ACH-001028,-0.05700074356619182
ACH-001031,-0.11800174421112054
ACH-001038,-0.08352348040159023
ACH-001048,-0.2381817352933115
ACH-001050,-0.010138592269805648
ACH-001053,-0.16916968684609165
ACH-001054,-0.006078353369441707
ACH-001061,-0.3054795268474214
ACH-001067,-0.19943081092163345
ACH-001075,-0.07180192170785081
ACH-001096,-0.2118380320788292
ACH-001111,-0.40074505313282655
ACH-001119,-0.2786725789345246
ACH-001128,0.0147811206219715
ACH-001134,-0.2273356786027537
ACH-001151,-0.5504550918969955
ACH-001163,-0.7074686261745168
ACH-001164,-0.12128346915448204
ACH-001183,-0.10459245847062178
ACH-001192,-0.3160368453603336
ACH-001193,0.0019832167873958147
ACH-001196,0.01417502486318195
ACH-001197,-0.37941607337137184
ACH-001205,0.016298684158275994
ACH-001211,-0.055010294562675525
ACH-001212,-0.1865402498893292
ACH-001228,-0.287301237220084
ACH-001232,-0.33607039230852703
ACH-001239,-0.17681828507434422
ACH-001270,-0.34163598021467384
ACH-001274,-0.18473037009541388
ACH-001275,-0.1383247312703106
ACH-001277,-0.054975181402346286
ACH-001278,-0.11596259962019365
ACH-001280,0.08356572319527933
ACH-001283,-0.11834385321231752
ACH-001289,0.07667169026983586
ACH-001300,-0.3469069444746675
ACH-001301,0.17617418597155135
ACH-001302,-0.4114675064711421
ACH-001306,-0.19440583792526087
ACH-001318,-1.2503729922000366
ACH-001322,-0.2394807782253604
ACH-001328,-0.09211793002522578
ACH-001332,-0.2170031811981904
ACH-001336,-0.1806211760025105
ACH-001346,-0.16611820572608185
ACH-001353,-0.44300040448757455
ACH-001354,-0.30780327903035143
ACH-001367,-0.3774883514569775
ACH-001368,-0.28574351830179495
ACH-001374,-0.21034255319320286
ACH-001377,-1.2537876735648184
ACH-001380,-1.0564467652927445
ACH-001391,0.0039419837008849564
ACH-001408,0.0765848799931897
ACH-001430,-0.2876692541035084
ACH-001431,-0.2975401459771867
ACH-001450,-0.19796362929417755
ACH-001496,-0.2752806415929296
ACH-001500,-0.0804021946720948
ACH-001523,-0.20778648519165613
ACH-001532,-0.0651305189101129
ACH-001550,-0.1746203450648006
ACH-001552,-0.08293424541453566
ACH-001554,-0.17239393778407305
ACH-001654,-0.14204785928475794
ACH-001735,-0.18535101902112436
ACH-001736,-0.1744443963727059
ACH-001737,0.12860571995372094
ACH-001740,-0.02362579929597316
ACH-001745,-0.061101599049742876
ACH-001765,-0.18024059663054806
