,CLTB (1212)
ACH-000233,-0.3090903789781892
ACH-000234,-0.3956072957830815
ACH-000235,-0.2639025335997273
ACH-000237,-0.2989588125891227
ACH-000238,-0.3009037185545165
ACH-000242,-0.2691499975051377
ACH-000243,-0.1925953913783806
ACH-000244,-0.18916521953515708
ACH-000246,-0.4112882890506284
ACH-000248,-0.1786952751085964
ACH-000250,-0.2965408794380973
ACH-000251,-0.3577625232201903
ACH-000252,-0.024169014442886355
ACH-000253,-0.21044866567101936
ACH-000255,-0.17174801045758398
ACH-000256,-0.20884929759598025
ACH-000257,-0.14599790240270402
ACH-000258,-0.33945634390226
ACH-000259,-0.23932516827565645
ACH-000260,-0.17228309723606447
ACH-000261,-0.2370962299876957
ACH-000262,-0.2811456414638697
ACH-000263,-0.027186598756441662
ACH-000264,-0.34030511548670955
ACH-000265,-0.14265595166673975
ACH-000266,-0.2468912758795213
ACH-000272,-0.2573129089683458
ACH-000274,-0.27006797679334765
ACH-000277,-0.30143958291696965
ACH-000278,-0.35226983752101904
ACH-000279,-0.20033092584677525
ACH-000280,-0.22063321532393707
ACH-000281,-0.1935751235979556
ACH-000288,-0.3573422354158865
ACH-000291,-0.345757699623824
ACH-000293,-0.31846712418595474
ACH-000294,-0.16084728403241275
ACH-000295,-0.2158562193260144
ACH-000296,-0.3051865734799591
ACH-000302,-0.18346783887890306
ACH-000304,-0.2561321100527308
ACH-000307,-0.17122795843346025
ACH-000308,-0.24588285083114936
ACH-000310,-0.2869262925349398
ACH-000311,-0.26649453848917204
ACH-000312,-0.10218553390905813
ACH-000315,-0.13273343111791902
ACH-000316,-0.37696309203538986
ACH-000317,-0.33016907827888403
ACH-000318,-0.18740020727489048
ACH-000319,-0.15398751298807314
ACH-000320,-0.1952313319044315
ACH-000322,-0.4661000292755954
ACH-000323,-0.2294697916946588
ACH-000324,-0.25180110142084744
ACH-000329,-0.3524273546450905
ACH-000330,-0.2032486454642902
ACH-000331,-0.3339882550328051
ACH-000332,-0.2509575219242692
ACH-000334,-0.0888813650288554
ACH-000335,-0.3892124108224149
ACH-000336,-0.5042020481409192
ACH-000337,-0.16548066324351382
ACH-000338,0.26777194599473203
ACH-000339,-0.3121635010396909
ACH-000341,-0.3167448620487397
ACH-000348,-0.23547068623920803
ACH-000350,-0.19046095891110296
ACH-000352,-0.15608957002559504
ACH-000356,-0.19789122475145285
ACH-000361,-0.24205471694843625
ACH-000362,-0.17416645739791953
ACH-000363,-0.1314685030909448
ACH-000364,-0.2500833025744679
ACH-000365,-0.14871405950431738
ACH-000366,-0.208808709600734
ACH-000368,-0.4043607623575132
ACH-000374,-0.4292645393852869
ACH-000375,-0.22673417660400744
ACH-000376,-0.28026693560499605
ACH-000381,-0.3993520434292094
ACH-000383,-0.2050163186467862
ACH-000387,-0.21260525485155127
ACH-000389,-0.10367616282315853
ACH-000390,-0.2005178159994218
ACH-000393,-0.3896374118789296
ACH-000395,-0.3667608292833783
ACH-000396,-0.10066058349616604
ACH-000397,-0.3094493493228841
ACH-000401,-0.31324501045191205
ACH-000402,-0.2849188561928933
ACH-000403,-0.3157142189786757
ACH-000404,0.02227951189471538
ACH-000406,-0.17213368134232246
ACH-000407,-0.12134042842741967
ACH-000408,-0.4108100468728816
ACH-000410,-0.2640356690339383
ACH-000411,-0.32744349442755977
ACH-000414,-0.2366745346562477
ACH-000415,-0.13538140382634212
ACH-000416,-0.18834345734390612
ACH-000420,-0.266866628682845
ACH-000421,-0.2327526114450292
ACH-000424,-0.0667183533382451
ACH-000425,-0.1071473804945783
ACH-000426,-0.2501254512258417
ACH-000427,-0.09577502241448384
ACH-000433,-0.3972350298616417
ACH-000435,-0.3808922037121608
ACH-000436,-0.2075330146860411
ACH-000444,-0.19599535207900756
ACH-000445,-0.2301375308943212
ACH-000448,-0.2126403718268716
ACH-000450,-0.2321471858274899
ACH-000452,-0.2771513888680996
ACH-000454,-0.3940495911978702
ACH-000458,-0.1387797922514244
ACH-000459,-0.17504609581486374
ACH-000460,-0.3048054125407303
ACH-000461,-0.14057809386776746
ACH-000463,-0.12794934241673964
ACH-000464,-0.3623615727822328
ACH-000466,-0.13902360487348991
ACH-000467,-0.297391458299063
ACH-000468,-0.15872792684907527
ACH-000469,-0.1973128583875363
ACH-000470,-0.3448427994551929
ACH-000471,-0.15852260130212462
ACH-000472,-0.16404617213370956
ACH-000473,-0.17468358743255916
ACH-000475,-0.2631280377933625
ACH-000476,-0.1346706081969619
ACH-000477,-0.4193326551511281
ACH-000479,-0.6918551229428769
ACH-000480,-0.14626844282348625
ACH-000481,-0.15920760650445342
ACH-000483,-0.2339608969918
ACH-000484,-0.1691080352510696
ACH-000485,-0.3634047975793194
ACH-000486,-0.11465736806488322
ACH-000487,-0.1512038894359239
ACH-000488,-0.20499819745957992
ACH-000490,-0.4504554194072638
ACH-000491,-0.4140523903391584
ACH-000495,-0.20897820181969035
ACH-000496,0.0437098323262366
ACH-000499,-0.01706299410912743
ACH-000500,0.05840256909983354
ACH-000502,-0.20914945853767808
ACH-000503,-0.17810533084163818
ACH-000505,-0.2785367415433474
ACH-000507,-0.2923977602461704
ACH-000510,-0.16625785342449378
ACH-000511,-0.14221575073411286
ACH-000512,-0.19090589855884285
ACH-000516,-0.1549974716250098
ACH-000517,-0.21081692874590327
ACH-000518,-0.4380627636153112
ACH-000520,-0.3591206904909202
ACH-000521,-0.29602350755117496
ACH-000522,-0.31910056272170545
ACH-000524,-0.2576070092533443
ACH-000527,-0.3002690753338904
ACH-000528,-0.20006113678139725
ACH-000537,-0.2320331121842845
ACH-000541,0.02765208834566162
ACH-000542,-0.22896318076010005
ACH-000544,-0.12784392966700847
ACH-000545,-0.1337413877351662
ACH-000547,-0.2009059565273258
ACH-000548,-0.30006527287767715
ACH-000549,-0.08447046631992662
ACH-000550,-0.5367597603753431
ACH-000552,-0.2319824087527864
ACH-000556,-0.2926645107649374
ACH-000557,-0.14362055331892348
ACH-000569,-0.3707138698179108
ACH-000570,-0.20588611633808507
ACH-000571,-0.3314319938996065
ACH-000573,-0.2258195187727405
ACH-000576,-0.17455704067316286
ACH-000579,-0.2444165270452988
ACH-000580,-0.20384778909285325
ACH-000584,-0.2415138357846364
ACH-000585,-0.3258849380757308
ACH-000588,-0.22924047064982106
ACH-000589,-0.38089200394257616
ACH-000591,-0.1947664133610891
ACH-000593,-0.2454477898182896
ACH-000600,-0.37542717746127785
ACH-000601,-0.3867764936979443
ACH-000605,-0.14863836214423534
ACH-000606,-0.2289838236192893
ACH-000608,-0.2371252955064252
ACH-000614,-0.09371625265268163
ACH-000616,-0.2692131058985209
ACH-000618,-0.1335177774274525
ACH-000619,-0.2590894868150023
ACH-000620,-0.3124413634170473
ACH-000621,-0.24159989201378734
ACH-000622,-0.29185931139657123
ACH-000623,-0.2695702873302675
ACH-000624,-0.23010048469573816
ACH-000627,-0.2641884087563112
ACH-000630,-0.21430918518801065
ACH-000631,-0.8910921757714818
ACH-000632,-0.21476498021118606
ACH-000633,-0.2645228789035691
ACH-000637,-0.1601714719236428
ACH-000638,-0.08235003160856265
ACH-000646,-0.2925473892503131
ACH-000647,-0.2610791884179729
ACH-000648,-0.31933429119700585
ACH-000649,-0.2374693381767152
ACH-000651,-0.16556438413170646
ACH-000652,-0.16034186356974206
ACH-000653,-0.18011357758711005
ACH-000657,-0.21472884190511532
ACH-000658,-0.31518936893422994
ACH-000661,-0.13638879704103074
ACH-000662,-0.3100313746358141
ACH-000663,-0.2452395790121071
ACH-000665,-0.16809985678398914
ACH-000671,-0.3826296212036975
ACH-000672,0.2529544223517965
ACH-000673,-0.35376448865380256
ACH-000676,-0.17630590853015135
ACH-000677,-0.2760651695107452
ACH-000681,-0.20908056741031347
ACH-000683,-0.1985238297719394
ACH-000684,-0.2396178686081494
ACH-000688,-0.3353723271233662
ACH-000693,-0.2528300185102822
ACH-000694,-0.2180869364383244
ACH-000695,-0.5291398996618765
ACH-000696,-0.3081647876664535
ACH-000697,-0.3897230639311997
ACH-000699,-0.3155553548862307
ACH-000701,-0.2449947099986016
ACH-000706,-0.23341560026485186
ACH-000711,-0.22590236208058834
ACH-000713,-0.20724309431821775
ACH-000714,-0.08313015137837955
ACH-000718,-0.295831900681342
ACH-000720,-0.3023652037454614
ACH-000721,-0.21854554454712347
ACH-000724,-0.08178128153641462
ACH-000725,-0.25475071669345656
ACH-000732,-0.1840282448246059
ACH-000734,-0.180441436996656
ACH-000735,-0.3101445828751847
ACH-000736,-0.39147106318173297
ACH-000738,-0.09566484538771816
ACH-000746,-0.4610562036653822
ACH-000747,-0.4551256580063947
ACH-000748,-0.24217801145931006
ACH-000753,-0.15462577006438927
ACH-000756,-0.3990519004197142
ACH-000757,-0.04215628820550649
ACH-000758,-0.4821089424276232
ACH-000760,-0.2852347939311056
ACH-000762,-0.3544885126095029
ACH-000763,-0.20639353607373834
ACH-000764,-0.10611459843217684
ACH-000765,-0.2218330795835784
ACH-000766,-0.20730761405597564
ACH-000767,-0.1600144802264924
ACH-000768,-0.3056045317047067
ACH-000769,-0.1194843903071222
ACH-000770,-0.17870116806429906
ACH-000771,-0.14216861176005546
ACH-000773,-0.1647675047305926
ACH-000776,-0.3220580892439187
ACH-000777,-0.27572025294844404
ACH-000778,-0.2400857892744869
ACH-000781,-0.2246484072741907
ACH-000782,-0.16419175122299626
ACH-000783,-0.40573768971246665
ACH-000784,-0.27512599292118245
ACH-000785,-0.19544640243675346
ACH-000787,-0.2371017635661638
ACH-000788,-0.26540339209049923
ACH-000791,-0.33124758279038097
ACH-000792,-0.17916839766245693
ACH-000794,-0.2790350975601428
ACH-000796,-0.2467036270686647
ACH-000798,-0.3599352064496569
ACH-000799,-0.6593000707985224
ACH-000800,-0.0780407976786363
ACH-000802,-0.3439217554469985
ACH-000804,-0.1834805916656328
ACH-000805,-0.090419381132216
ACH-000809,-0.2714773374020637
ACH-000810,-0.3627926126795006
ACH-000811,-0.19056071395760515
ACH-000817,-0.2222996868737117
ACH-000819,-0.36686092433836
ACH-000820,-0.007350683295194212
ACH-000821,0.011544353731157671
ACH-000822,-0.3369161387726934
ACH-000823,-0.15407211957321665
ACH-000824,-0.2399698153868304
ACH-000827,-0.2893217488411463
ACH-000829,-0.25170944629669284
ACH-000831,-0.2983661911508024
ACH-000832,-0.18513347121900647
ACH-000833,-0.3798988014760639
ACH-000834,-0.3500658300527317
ACH-000835,-0.18185020943147845
ACH-000836,-0.1187869240084292
ACH-000837,-0.3568389072429518
ACH-000838,-0.4802523037375551
ACH-000839,-0.18101355402127445
ACH-000840,-0.34467300407362217
ACH-000841,-0.07974386327932723
ACH-000843,-0.172510326679486
ACH-000846,-0.14829871692075516
ACH-000847,-0.2796027021355217
ACH-000848,-0.10748268096018014
ACH-000849,-0.4707831602640754
ACH-000851,-0.22985423349090398
ACH-000855,-0.481557790835416
ACH-000856,-0.2420323001631721
ACH-000858,-0.31286825491085113
ACH-000859,-0.2935153610416115
ACH-000861,-0.13103092335159064
ACH-000862,-0.21831729200001726
ACH-000865,-0.3496873750654629
ACH-000866,-0.18733572739849347
ACH-000867,-0.2039600545403552
ACH-000869,-0.2524590009028469
ACH-000872,-0.16223468867324772
ACH-000873,-0.1898905425454291
ACH-000876,-0.28867908662992203
ACH-000878,-0.27132174641829504
ACH-000880,-0.25457208823608124
ACH-000881,-0.3575532158521618
ACH-000882,-0.21386125592010347
ACH-000884,-0.15124933088346948
ACH-000885,-0.264287779879036
ACH-000887,-0.2367972986375852
ACH-000889,-0.2556748952992997
ACH-000896,-0.2448016023698804
ACH-000898,-0.1806038285512173
ACH-000900,-0.2542358345510059
ACH-000901,-0.2799224411282669
ACH-000905,-0.2793936278405166
ACH-000906,-0.2949628897235124
ACH-000907,-0.2372407420139216
ACH-000910,-0.277905268341374
ACH-000911,-0.3329093432707237
ACH-000912,-0.22712317729346876
ACH-000913,-0.22888854382850915
ACH-000915,-0.5155660295368343
ACH-000916,-0.949500405194708
ACH-000917,-0.13432246349705307
ACH-000920,-0.4199700274715732
ACH-000921,-0.3409927938314027
ACH-000924,-0.3127140338467082
ACH-000926,-0.15211913794513682
ACH-000928,-0.3096187917024857
ACH-000929,-0.16060350758342315
ACH-000932,-0.19606623625232936
ACH-000935,-0.14896888999091742
ACH-000936,-0.17316191977951706
ACH-000937,-0.14361316781957192
ACH-000938,-0.16478279337358848
ACH-000939,-0.2115471822812511
ACH-000941,-0.20588247123303524
ACH-000943,-0.3329897965491839
ACH-000946,-0.22485618614076164
ACH-000947,-0.2838012219520125
ACH-000948,-0.4469657261684372
ACH-000950,-0.2580920319654829
ACH-000953,-0.17720663197751044
ACH-000954,-0.3721591113795146
ACH-000957,-0.14420764920362408
ACH-000958,-0.11730168535871935
ACH-000960,-0.1875737216881084
ACH-000963,-0.18954133032722006
ACH-000968,-0.2835885039782222
ACH-000969,-0.3240538338088059
ACH-000972,-0.2583621343500969
ACH-000973,-0.2635715725682141
ACH-000974,-0.28866868575617705
ACH-000978,-0.2666933523659463
ACH-000984,-0.2766176784272667
ACH-000986,-0.13084457286753712
ACH-000988,-0.2825055247176297
ACH-000993,-0.4107384291822437
ACH-000994,-0.10425132496374337
ACH-000996,-0.3451250000374328
ACH-001001,-0.2504122718476631
ACH-001020,-0.31012841148113424
ACH-001028,-0.27635898261486325
ACH-001031,-0.1916564590860934
ACH-001038,-0.15792013403648378
ACH-001048,-0.21619734918681585
ACH-001050,-0.2406390783781994
ACH-001053,-0.3743806514405254
ACH-001054,-0.06422672469363548
ACH-001061,-0.2890682240249281
ACH-001067,-0.3319400176008575
ACH-001075,-0.21519312042715305
ACH-001096,-0.16491139322483575
ACH-001111,-0.524066225421584
ACH-001119,-0.1582718433472148
ACH-001128,0.16571695404216574
ACH-001134,-0.3148188793731195
ACH-001151,-0.2458982614973967
ACH-001163,-0.2397072938813592
ACH-001164,-0.504114162812377
ACH-001183,-0.3287507817756582
ACH-001192,0.00692445168271705
ACH-001193,0.2786011627528117
ACH-001196,-0.1810375155394224
ACH-001197,-0.47479445712338
ACH-001205,-0.2402011387965905
ACH-001211,-0.19904277078811805
ACH-001212,-0.3384016121917454
ACH-001228,-0.2887165036518076
ACH-001232,-0.2742363062227625
ACH-001239,-0.15523583187556955
ACH-001270,-0.6925390762281085
ACH-001274,-0.15513861730047565
ACH-001275,-0.14461799539858314
ACH-001277,-0.10246347397427902
ACH-001278,-0.4467883996290037
ACH-001280,-0.3157661192318158
ACH-001283,-0.1825558799903776
ACH-001289,-0.2205260257616252
ACH-001300,-0.16992008506704107
ACH-001301,-0.3072871794939403
ACH-001302,-0.3509562166959576
ACH-001306,-0.22083430411730445
ACH-001318,-0.21083822065149604
ACH-001322,-0.6160991560791879
ACH-001328,-0.1861112920271271
ACH-001332,-0.28893733805323224
ACH-001336,-0.3174333677178763
ACH-001346,-0.12429069832573353
ACH-001353,-0.28883885376003626
ACH-001354,-0.15319216596395413
ACH-001367,-0.018041088850382588
ACH-001368,-0.2466662940486927
ACH-001374,-0.08999512907593317
ACH-001377,-0.3882695805614173
ACH-001380,-0.23646479812580565
ACH-001391,-0.3413117579231282
ACH-001408,-0.09170188249423837
ACH-001430,-0.09772136097971873
ACH-001431,-0.17079017758099296
ACH-001450,-0.009394367632522865
ACH-001496,-0.29785394623377537
ACH-001500,-0.15794128865356327
ACH-001523,-0.15432824254714456
ACH-001532,-0.2721393871442073
ACH-001550,-0.3153688213058406
ACH-001552,-0.21142280138438385
ACH-001554,-0.3742153638312052
ACH-001654,-0.24273147522660105
ACH-001735,-0.21999726541633194
ACH-001736,-0.09413506348707357
ACH-001737,0.0565877730919381
ACH-001740,-0.3855616302051671
ACH-001745,-0.2567569361659697
ACH-001765,-0.2359954039371738
