,IMP3 (55272)
ACH-000004,-1.0152658472453506
ACH-000005,-0.8468102828674219
ACH-000007,-0.9927420863833872
ACH-000009,-1.0236164110681558
ACH-000011,-0.6549819823848155
ACH-000012,-0.9162781614967545
ACH-000013,-1.1394445753181346
ACH-000014,-1.0258858005269014
ACH-000015,-1.0141429981375638
ACH-000017,-1.0226972251001605
ACH-000018,-1.0749538027238872
ACH-000019,-0.7752131019676606
ACH-000021,-0.9471929258337684
ACH-000022,-1.1119014269979468
ACH-000025,-0.957531507352812
ACH-000028,-0.7792343432593536
ACH-000030,-0.9236429121103056
ACH-000035,-0.9669341459718844
ACH-000036,-0.8771962306215529
ACH-000037,-0.4059526305577452
ACH-000039,-1.0284646001401756
ACH-000040,-0.8966496009923947
ACH-000041,-1.2461353825225143
ACH-000042,-0.9569123851708716
ACH-000045,-0.8591747174543665
ACH-000047,-0.9113533455827924
ACH-000052,-0.9672361239965838
ACH-000053,-0.9747192492851188
ACH-000054,-0.9103675681353084
ACH-000055,-1.0607725889858637
ACH-000060,-0.8660718170393159
ACH-000067,-1.0920133438878874
ACH-000070,-1.019369563767556
ACH-000075,-0.978541467451202
ACH-000078,-1.0045630362268259
ACH-000082,-0.9304610679544396
ACH-000085,-1.0487312213613071
ACH-000086,-0.9341845489956186
ACH-000087,-1.0974049100234944
ACH-000092,-0.797707850109225
ACH-000095,-0.9119114005338592
ACH-000097,-0.965332929397386
ACH-000098,-1.013754123387953
ACH-000099,-0.8284184854676916
ACH-000108,-1.0219414281204198
ACH-000113,-1.0344945297429884
ACH-000116,-1.3378088743095595
ACH-000118,-0.8181280749644004
ACH-000120,-0.6988694941253722
ACH-000123,-0.9359196544388808
ACH-000127,-0.9552352956403628
ACH-000128,-1.1246381816003588
ACH-000132,-1.1520882146704072
ACH-000133,-0.8159300262887517
ACH-000137,-1.1673725412262528
ACH-000138,-0.912838394161426
ACH-000142,-0.9641379087200848
ACH-000143,-1.013047348729088
ACH-000146,-1.2603930686139524
ACH-000148,-1.2375431730082491
ACH-000150,-0.8543089755255124
ACH-000152,-0.9258689425398696
ACH-000153,-1.0003315880847012
ACH-000159,-0.9515818430560168
ACH-000160,-1.2174792087755146
ACH-000163,-0.9743056237844666
ACH-000167,-1.6855106155369826
ACH-000168,-1.0833619974979725
ACH-000169,-1.0854979457674123
ACH-000178,-0.9651564070750984
ACH-000183,-1.07182807430008
ACH-000188,-0.766589002595925
ACH-000189,-1.1142438345589794
ACH-000190,-0.9291614674685093
ACH-000198,-0.9514480160401646
ACH-000203,-0.4544155042696567
ACH-000204,-1.0329116959416629
ACH-000206,-0.9683203127569829
ACH-000207,-0.7678076959910934
ACH-000208,-0.9084565297569636
ACH-000210,-0.6007950254535785
ACH-000211,-0.9425827929084196
ACH-000215,-0.922203570114283
ACH-000221,-1.0108249446852262
ACH-000222,-0.94238657827079
ACH-000223,-0.8892587563299483
ACH-000226,-0.7663537163206113
ACH-000227,-0.6781093423927641
ACH-000228,-0.9944127701888142
ACH-000231,-0.9042630961845834
ACH-000232,-0.9634420298823222
ACH-000233,-1.0850338817694098
ACH-000234,-1.0356898692486638
ACH-000235,-0.8806083449532496
ACH-000237,-1.0470422365274468
ACH-000238,-1.1148860224529582
ACH-000242,-0.9596921795874698
ACH-000243,-1.0370363778498533
ACH-000244,-0.8683690716387584
ACH-000246,-0.9857958939057212
ACH-000248,-0.8836118266597902
ACH-000250,-0.9823056053892169
ACH-000251,-1.0271128911269782
ACH-000252,-1.153048752442034
ACH-000253,-0.8671317419401072
ACH-000255,-0.9812090181049936
ACH-000256,-1.0053638566756609
ACH-000257,-1.0668593345976711
ACH-000258,-1.1982785814512646
ACH-000259,-1.070797923970534
ACH-000260,-1.0475107286625958
ACH-000261,-0.9607828280244288
ACH-000262,-1.152085120851598
ACH-000263,-0.7791554621713657
ACH-000264,-0.7867234372163288
ACH-000265,-0.9949430368248476
ACH-000266,-0.9625474158112496
ACH-000272,-1.002248346182566
ACH-000274,-1.0310380888319668
ACH-000277,-0.8465443773742922
ACH-000278,-1.1211920477197024
ACH-000279,-1.0254294002630306
ACH-000280,-0.9663946153623088
ACH-000281,-0.8184762993551297
ACH-000288,-0.9088874434292143
ACH-000291,-0.977409205673956
ACH-000293,-0.9801915834424074
ACH-000294,-1.2865516304897722
ACH-000295,-0.9466806892467324
ACH-000296,-1.0108892970036845
ACH-000302,-1.0158397982005318
ACH-000304,-0.9097052783765271
ACH-000307,-1.0797131984473398
ACH-000308,-0.9729924043358924
ACH-000310,-0.8024663565833721
ACH-000311,-0.8708267824538081
ACH-000312,-1.0591621287696928
ACH-000315,-0.9589700359145716
ACH-000316,-1.1726269355297858
ACH-000317,-1.173361728707698
ACH-000318,-1.1391090875601104
ACH-000319,-1.216789927070494
ACH-000320,-1.0521478477895951
ACH-000322,-0.7512955243292768
ACH-000323,-0.8608382246561909
ACH-000324,-1.0021988004325155
ACH-000329,-0.8935713769337136
ACH-000330,-0.8385940526210933
ACH-000331,-1.0590101003464978
ACH-000332,-0.8913374778157717
ACH-000334,-1.2762133429679483
ACH-000335,-0.8768730398084268
ACH-000336,-1.174841495573308
ACH-000337,-0.8199739613298754
ACH-000338,-0.633812539733306
ACH-000339,-0.8505352943755474
ACH-000341,-0.8397110657935103
ACH-000348,-0.8926316814259926
ACH-000350,-0.8373633164926654
ACH-000352,-1.3242688262245437
ACH-000356,-0.8361174278525956
ACH-000361,-0.9622243596089428
ACH-000362,-0.9636241115404908
ACH-000363,-1.0721797079009183
ACH-000364,-1.0614482343329084
ACH-000365,-0.9600544963546844
ACH-000366,-0.9661595677828032
ACH-000368,-1.2460519220103197
ACH-000374,-0.7702859196827876
ACH-000375,-0.8127816210391009
ACH-000376,-1.0930187933548587
ACH-000381,-0.7726964637747715
ACH-000383,-0.9573545059869566
ACH-000387,-0.9124146272939598
ACH-000389,-1.117394103425695
ACH-000390,-0.9148248687087824
ACH-000393,-1.0161820303246194
ACH-000395,-1.005674696701501
ACH-000396,-0.8109750372074186
ACH-000397,-1.0594436250158321
ACH-000401,-0.9747649111166238
ACH-000402,-1.1631644958227318
ACH-000403,-1.0234754342734786
ACH-000404,-0.9230558657554964
ACH-000406,-1.065896062787971
ACH-000407,-0.8171551459861421
ACH-000408,-1.1176488551734247
ACH-000410,-1.195785859868478
ACH-000411,-1.2064380948968172
ACH-000414,-1.0160831170499074
ACH-000415,-1.191028930592493
ACH-000416,-1.0873313501518265
ACH-000420,-0.7914617089858105
ACH-000421,-1.1307634783786522
ACH-000424,-0.9494432943670392
ACH-000425,-1.0590790766871006
ACH-000426,-1.380961308108113
ACH-000427,-0.7757606778392615
ACH-000433,-0.7536259196181413
ACH-000435,-0.9520488941093512
ACH-000436,-0.979869202443447
ACH-000444,-0.8822486438691036
ACH-000445,-1.099280780006311
ACH-000448,-0.9122187364236364
ACH-000450,-1.06410594075068
ACH-000452,-1.0331149767286447
ACH-000454,-1.1441454844835008
ACH-000458,-1.2363295107607966
ACH-000459,-1.015880633627514
ACH-000460,-1.042325236406878
ACH-000461,-0.9518737001318518
ACH-000463,-0.9649914085841144
ACH-000464,-0.9457602845031791
ACH-000466,-1.1593312015523474
ACH-000467,-0.9474886988243136
ACH-000468,-0.9993810083225316
ACH-000469,-1.084457957801494
ACH-000470,-0.9339393640573797
ACH-000471,-0.8977540180745489
ACH-000472,-1.021785659923029
ACH-000473,-1.4793733249574603
ACH-000475,-0.5215491570202966
ACH-000476,-1.0093209976544768
ACH-000477,-1.0838445037644056
ACH-000479,-0.9066905761732972
ACH-000480,-0.9549318823027556
ACH-000481,-1.2337181016600314
ACH-000483,-1.3484559972847368
ACH-000484,-0.7814441089195067
ACH-000485,-0.9759731485338804
ACH-000486,-0.9997410832902752
ACH-000487,-0.9313445948070824
ACH-000488,-0.8742513000277289
ACH-000490,-0.9017443818680846
ACH-000491,-0.8702523160509859
ACH-000495,-0.7750783286068527
ACH-000496,-0.8368010386227152
