,CSH2 (1443)
ACH-000516,-0.4282778281313639
ACH-000517,-0.4023845661848505
ACH-000518,-0.247886670196282
ACH-000520,-0.4620158761121469
ACH-000521,-0.4496167167692183
ACH-000522,-0.2462448251893924
ACH-000524,-0.35420325471032
ACH-000527,-0.5491505676173657
ACH-000528,-0.2408445294980263
ACH-000537,-0.27415112396872315
ACH-000541,-0.5044949865065308
ACH-000542,-0.3143225857825082
ACH-000544,-0.38975004153102705
ACH-000545,-0.33895612458080954
ACH-000547,-0.5320195858129788
ACH-000548,-0.3498346532515499
ACH-000549,-0.25058312124304066
ACH-000550,-0.4056393019029765
ACH-000552,-0.23441426601381374
ACH-000556,-0.4538228495387421
ACH-000557,-0.2651920132659608
ACH-000569,-0.33076569839924924
ACH-000570,-0.4337829921861681
ACH-000571,-0.3812629571003113
ACH-000573,-0.4217924712611063
ACH-000576,-0.3547596141504987
ACH-000579,-0.3543044461906941
ACH-000580,-0.6433373167024256
ACH-000584,-0.3092577345996464
ACH-000585,-0.3555123220455296
ACH-000588,-0.3968637158226856
ACH-000589,-0.4383637009097172
ACH-000591,-0.3688704246062566
ACH-000593,-0.5782411403129102
ACH-000600,-0.5434869517553623
ACH-000601,-0.4534071175762329
ACH-000605,-0.3136257298726173
ACH-000606,-0.27689678028533776
ACH-000608,-0.2817013593603693
ACH-000614,-0.4120359432826928
ACH-000616,-0.4059520669646071
ACH-000618,-0.28221400191886714
ACH-000619,-0.464602732258852
ACH-000620,-0.3427481404651033
ACH-000621,-0.3769137642107853
ACH-000622,-0.308165364184204
ACH-000623,-0.4859914861940021
ACH-000624,-0.4668120764320542
ACH-000627,-0.2538061531205668
ACH-000630,-0.4910833805922569
ACH-000631,-0.6150039055858516
ACH-000632,-0.41535025786490415
ACH-000633,-0.24064870318584036
ACH-000637,-0.6742823906808116
ACH-000638,-0.29491673493509
ACH-000646,-0.2408128074306317
ACH-000647,-0.36332467452609735
ACH-000648,-0.4087231851193672
ACH-000649,-0.4772212235379537
ACH-000651,-0.2914500012241085
ACH-000652,-0.6564970033676152
ACH-000653,-0.2198082881058248
ACH-000657,-0.2581295518136943
ACH-000658,-0.2361749795548564
ACH-000661,-0.3859214430666319
ACH-000662,-0.39394112867006
ACH-000663,-0.5352650825466658
ACH-000665,-0.3453447379181536
ACH-000671,-0.2150865486183101
ACH-000672,-0.5573498169112331
ACH-000673,-0.5025944288422795
ACH-000676,-0.6060087149865335
ACH-000677,-0.4089757976738804
ACH-000681,-0.27122074601430257
ACH-000683,-0.23412225858085656
ACH-000684,-0.6468754135526597
ACH-000688,-0.253000636202696
ACH-000693,-0.22577231633803904
ACH-000694,-0.20034727382891354
ACH-000695,-0.3997328132532197
ACH-000696,-0.3957283092276621
ACH-000697,-0.318622294573722
ACH-000699,-0.4135397094271473
ACH-000701,-0.35026699400426065
ACH-000706,-0.3635503329649145
ACH-000711,-0.312175535181594
ACH-000713,-0.07099149747336359
ACH-000714,-0.488771007923914
ACH-000718,-0.4258629827686457
ACH-000720,-0.26014652281569484
ACH-000721,-0.4531574580149678
ACH-000724,-0.3669217784331061
ACH-000725,-0.18220199364928635
ACH-000732,-0.41997665273343293
ACH-000734,-0.2571827901198795
ACH-000735,-0.27527035470841105
ACH-000736,-0.535924336620416
ACH-000738,-0.3304840129902594
ACH-000746,-0.3568448244780457
ACH-000747,-0.197707071124506
ACH-000748,-0.3624093418747484
ACH-000753,-0.36296219000390817
ACH-000756,-0.4630449964248751
ACH-000757,-0.19687901479198572
ACH-000758,-0.2823688027715717
ACH-000760,-0.3918605316396425
ACH-000762,-0.21673409234287452
ACH-000763,-0.19623498553888288
ACH-000764,-0.27313713528296457
ACH-000765,-0.4796415470806258
ACH-000766,-0.5120567717477733
ACH-000767,-0.27253472595762657
ACH-000768,-0.3777930324238602
ACH-000769,-0.2850959186841207
ACH-000770,-0.2441834981074132
ACH-000771,-0.2582691264904789
ACH-000773,-0.3853323197074158
ACH-000776,-0.5668474391349078
ACH-000777,-0.4803562566121634
ACH-000778,-0.2116398541981595
ACH-000781,-0.2437578255004975
ACH-000782,-0.3688313454146165
ACH-000783,-0.366755459778669
ACH-000784,-0.4019857555759495
ACH-000785,-0.2839729346902343
ACH-000787,-0.3868379049495669
ACH-000788,-0.3836765761352519
ACH-000791,-0.31309280253318816
ACH-000792,-0.4104173492950544
ACH-000794,-0.3592039082280054
ACH-000796,-0.3686024247669228
ACH-000798,-0.42351634530634585
ACH-000799,-0.5726396521946825
ACH-000800,-0.3900762827447459
ACH-000802,-0.2886388430680998
ACH-000804,-0.5663554904793509
ACH-000805,-0.2654983289102349
ACH-000809,-0.3418789091659571
ACH-000810,-0.5149723451362934
ACH-000811,-0.4554712663699199
ACH-000817,-0.3572423961591799
ACH-000819,-0.16821173625152055
ACH-000820,-0.4722994067210269
ACH-000821,-0.046183402892094966
ACH-000822,-0.3527522003021441
ACH-000823,-0.3390309873254596
ACH-000824,-0.2296953615815137
ACH-000827,-0.37357248632352497
ACH-000829,-0.3787914489468568
ACH-000831,-0.16069003859349096
ACH-000832,-0.2428279451006024
ACH-000833,-0.3443263652408481
ACH-000834,-0.31019660532558097
ACH-000835,-0.3594704024198456
ACH-000836,-0.5331873529086912
ACH-000837,-0.31212567773602257
ACH-000838,-0.4751097628125649
ACH-000839,-0.3487543066689302
ACH-000840,-0.06385169873243486
ACH-000841,-0.5398294028037527
ACH-000843,-0.3990872472084587
ACH-000846,-0.20533051515555864
ACH-000847,-0.2121301838837079
ACH-000848,-0.2704895627957979
ACH-000849,-0.3105241652805713
ACH-000851,-0.3741125016568229
ACH-000855,-0.18739848674853585
ACH-000856,-0.388071254667362
ACH-000858,-0.229930183792243
ACH-000859,-0.6062191219382259
ACH-000861,-0.2084959212547297
ACH-000862,-0.2774933788606202
ACH-000865,-0.1973392979514359
ACH-000866,-0.20924594611542874
ACH-000867,-0.3900499973693855
ACH-000869,-0.2390365503536517
ACH-000872,-0.3901829795720415
ACH-000873,-0.3125469789784558
ACH-000876,-0.2203195659129403
ACH-000878,-0.3554055095034009
ACH-000880,-0.3953404829822924
ACH-000881,-0.4992287246995208
ACH-000882,-0.1922261400903552
ACH-000884,-0.4494900493196665
ACH-000885,-0.2621815424995505
ACH-000887,-0.3477363076381548
ACH-000889,-0.3974246290092497
ACH-000896,-0.15011594568780628
ACH-000898,-0.3800691162112923
ACH-000900,-0.4091683488981345
ACH-000901,-0.4520056320499627
ACH-000905,-0.15746886854002567
ACH-000906,-0.29381703365347495
ACH-000907,-0.5079220531762274
ACH-000910,-0.5798547861254948
ACH-000911,-0.41668428464391655
ACH-000912,-0.3114688073127675
ACH-000913,-0.4037029145601569
ACH-000915,-0.3262910628420979
ACH-000916,-0.3491687252687388
ACH-000917,-0.31965045153679045
ACH-000920,-0.08681611061457739
ACH-000921,-0.6322023813847931
ACH-000924,-0.4110868114905586
ACH-000926,-0.290233504811992
ACH-000928,-0.23435124328979506
ACH-000929,-0.3183050709983372
ACH-000932,-0.4473331764550921
ACH-000935,-0.28467063172779833
ACH-000936,-0.3294149391685344
ACH-000937,-0.20618074932249866
ACH-000938,-0.15618919287831814
ACH-000939,-0.3915197011087833
ACH-000941,-0.1216102021635835
ACH-000943,-0.2696999753918487
ACH-000946,-0.0012383018782367724
ACH-000947,-0.14661144005975002
ACH-000948,-0.16572200526503067
ACH-000950,-0.32563781499260963
ACH-000953,-0.2789327853996397
ACH-000954,-0.11963221568010846
ACH-000957,-0.14142971723457548
ACH-000958,-0.04344177031415093
ACH-000960,-0.23247967232212385
ACH-000963,-0.4104221623431096
ACH-000968,-0.4141644952272601
ACH-000969,0.09196002303208577
ACH-000972,-0.5788522569906509
ACH-000973,-0.30705968069982564
ACH-000974,-0.1746503763701514
ACH-000978,0.19149197458596373
ACH-000984,-0.34196403966534755
ACH-000986,-0.2865750035042031
ACH-000988,-0.1385256434097315
ACH-000993,-0.4222286531008393
ACH-000994,-0.2942924729238742
ACH-000996,-0.4717802387267057
ACH-001001,-0.4409104600679952
ACH-001020,-0.3689088575309309
ACH-001028,-0.3859146228137089
ACH-001031,-0.3911914017701916
ACH-001038,-0.32906818153753786
ACH-001048,-0.3278245397536818
ACH-001050,-0.5850123936107875
ACH-001053,-0.1059710944179963
ACH-001054,-0.41707237900276417
ACH-001061,-0.25346516456492746
ACH-001067,-0.2280640398939149
ACH-001075,-0.32915064434655794
ACH-001096,-0.14971603001117734
ACH-001111,-0.11809031842633615
ACH-001119,-0.3090076254303079
ACH-001128,-0.1885270095223848
ACH-001134,-0.3658859223352769
ACH-001151,-0.3734353232715989
ACH-001163,-0.3473995473074284
ACH-001164,-0.5346455162859776
ACH-001183,-0.3761961330463244
ACH-001192,-0.04902496692876284
ACH-001193,-0.4126743319292273
ACH-001196,-0.7342254164757629
ACH-001197,-0.32428969198148594
ACH-001205,-0.2486525191326006
ACH-001211,-0.4216309136188485
ACH-001212,-0.7332439877984154
ACH-001228,-0.17842011504747474
ACH-001232,-0.4080967451324921
ACH-001239,-0.4238905893051008
ACH-001270,-0.3643070238720601
ACH-001274,-0.44376194934491225
ACH-001275,-0.21847228995898854
ACH-001277,-0.3494762291978073
ACH-001278,-0.3943896038291112
ACH-001280,-0.8098071281642688
ACH-001283,-0.4760647386516939
ACH-001289,-0.4468594159416183
ACH-001300,-0.4842388827820773
ACH-001301,-0.2914506809756106
ACH-001302,-0.5656457769602845
ACH-001306,-0.34352960429223994
ACH-001318,-0.25007269894309264
ACH-001322,-0.6070131611890076
ACH-001328,-0.35716890983253763
ACH-001332,-0.4838258370732373
ACH-001336,-0.2943472780981128
ACH-001346,-0.2728554156660099
ACH-001353,-0.4034534966778804
ACH-001354,-0.6660059978958851
ACH-001367,-0.4005100742437487
ACH-001368,-0.3320183439269247
ACH-001374,-0.4322346151834461
ACH-001377,-0.2638438065857404
ACH-001380,-0.344084687443863
ACH-001391,-0.1925372325671177
ACH-001408,-0.2088700630478981
ACH-001430,-0.34133595120086074
ACH-001431,-0.5825152286414542
ACH-001450,-0.2854516526674447
ACH-001496,-0.4081639216834225
ACH-001500,-0.31870778033859515
ACH-001523,-0.4950600188839536
ACH-001532,-0.5316069402100329
ACH-001550,-0.2358761554141433
ACH-001552,-0.1860111365821205
ACH-001554,-0.3531911335829513
ACH-001654,-0.3248737897982459
ACH-001735,-0.2631103261689476
ACH-001736,-0.3136110498761583
ACH-001737,-0.5246817669105803
ACH-001740,-0.4396407063464692
ACH-001745,-0.35436238324871666
ACH-001765,-0.30114854086337706
