,BTF3L4 (91408)
ACH-000573,-0.5607046436258251
ACH-000576,-0.4888574761339653
ACH-000579,-0.25757701626600243
ACH-000580,-0.5037389589521452
ACH-000584,-0.4280084240077434
ACH-000585,-0.5739145886108575
ACH-000588,-0.4041074760234333
ACH-000589,-0.36160327431849415
ACH-000591,-0.4003006977997183
ACH-000593,-0.4741445801694836
ACH-000600,-0.5311966696074018
ACH-000601,-0.4044638525171094
ACH-000605,-0.521234846956485
ACH-000606,-0.4048888985422047
ACH-000608,-0.4182856484248773
ACH-000614,-0.6529477178005538
ACH-000616,-0.5759122958981383
ACH-000618,-0.4672148345981581
ACH-000619,-0.1998378607368677
ACH-000620,-0.4626057679690132
ACH-000621,-0.3882205476550312
ACH-000622,-0.39628201094504345
ACH-000623,-0.4857901612102232
ACH-000624,-0.38285050318183217
ACH-000627,-0.5240236113006805
ACH-000630,-0.507886235064594
ACH-000631,-0.4699287004426907
ACH-000632,-0.4351718568673661
ACH-000633,-0.5580063277917325
ACH-000637,-0.5033463996721196
ACH-000638,-0.33440376446094705
ACH-000646,-0.5338072290211661
ACH-000647,-0.3968539096778916
ACH-000648,-0.3705228362724235
ACH-000649,-0.3727880708781803
ACH-000651,-0.3400186108277274
ACH-000652,-0.4264165825265532
ACH-000653,-0.4300887359918796
ACH-000657,-0.5072261102372527
ACH-000658,-0.551917362071734
ACH-000661,-0.4384036919715441
ACH-000662,-0.04129303591343487
ACH-000663,-0.5534079221413806
ACH-000665,-0.496833696801179
ACH-000671,-0.4028929872711916
ACH-000672,-0.2845575185000248
ACH-000673,-0.4551760779488883
ACH-000676,-0.35210663096284545
ACH-000677,-0.4838047963061717
ACH-000681,-0.4305541146109364
ACH-000683,-0.5049793080121467
ACH-000684,-0.3792213334896204
ACH-000688,-0.4871988055721935
ACH-000693,-0.4208978744622271
ACH-000694,-0.4235827262067813
ACH-000695,-0.4312330645059245
ACH-000696,-0.552597527446959
ACH-000697,-0.6816189676510961
ACH-000699,-0.5921437900048445
ACH-000701,-0.5056512478789987
ACH-000706,-0.3968275472132074
ACH-000711,-0.31825779485983025
ACH-000713,-0.4948024820422139
ACH-000714,-0.30388668415998343
ACH-000718,-0.4993197684965729
ACH-000720,-0.4323321987473864
ACH-000721,-0.4566040774589912
ACH-000724,-0.2535508109190131
ACH-000725,-0.3917665168987471
ACH-000732,-0.6209100806052275
ACH-000734,-0.4355973372484769
ACH-000735,-0.4699393970509131
ACH-000736,-0.3516224437164076
ACH-000738,-0.4827496581485574
ACH-000746,-0.25270612655554103
ACH-000747,-0.5301391946857936
ACH-000748,-0.23015117335706814
ACH-000753,-0.24373485711473994
ACH-000756,-0.3496039932926241
ACH-000757,-0.38856088280730255
ACH-000758,-0.2349654405436432
ACH-000760,-0.3684569067515249
ACH-000762,-0.3589666882364126
ACH-000763,-0.5364708982192408
ACH-000764,-0.5101944548507075
ACH-000765,-0.4388925222919763
ACH-000766,-0.3989439238494912
ACH-000767,-0.30582629780380743
ACH-000768,-0.2649937745033317
ACH-000769,-0.4347291874350086
ACH-000770,-0.4428721302219222
ACH-000771,-0.487198109779876
ACH-000773,-0.1772530478842505
ACH-000776,-0.4985903586363034
ACH-000777,-0.4571557145524012
ACH-000778,-0.4661325710706147
ACH-000781,-0.3862935574333724
ACH-000782,-0.5944119667475256
ACH-000783,-0.4159687821837311
ACH-000784,-0.2680687910261515
ACH-000785,-0.6172219322742739
ACH-000787,-0.27672077733660816
ACH-000788,-0.37883195174042406
ACH-000791,-0.38164879763379606
ACH-000792,-0.3329062020754319
ACH-000794,-0.22421688822508626
ACH-000796,-0.3284815750114213
ACH-000798,-0.3419432587212773
ACH-000799,-0.36277384959269743
ACH-000800,-0.2754691753766308
ACH-000802,-0.27816792375660315
ACH-000804,-0.3862714447134923
ACH-000805,-0.3841102450957433
ACH-000809,-0.2768642739555212
ACH-000810,-0.06749645285365835
ACH-000811,-0.3956398730514226
ACH-000817,-0.4670038572809204
ACH-000819,-0.3776109019270505
ACH-000820,-0.6456810384411028
ACH-000821,-0.4705250266478371
ACH-000822,-0.30951675711165993
ACH-000823,-0.37543602011880894
ACH-000824,-0.34704107325032385
ACH-000827,-0.3199047788007804
ACH-000829,-0.4073985146901832
ACH-000831,-0.2458251041659268
ACH-000832,-0.370836405515918
ACH-000833,-0.31809521869202545
ACH-000834,-0.3638457755299767
ACH-000835,-0.2895970141446143
ACH-000836,-0.48100593255322
ACH-000837,-0.5323942041720617
ACH-000838,-0.2577231760749935
ACH-000839,-0.4385338108021071
ACH-000840,-0.4883397564205682
ACH-000841,-0.2527211929349597
ACH-000843,-0.3799568235388784
ACH-000846,-0.4310676386972229
ACH-000847,-0.1195430796935786
ACH-000848,-0.3787326588770322
ACH-000849,-0.2509749121243081
ACH-000851,-0.4047025919537444
ACH-000855,-0.6847577262399829
ACH-000856,-0.22204076437895426
ACH-000858,-0.4794681034192234
ACH-000859,-0.27295024501804604
ACH-000861,-0.464368818871998
ACH-000862,-0.4066925232187813
ACH-000865,-0.4580466059994248
ACH-000866,-0.4627955116229606
ACH-000867,-0.5115111569206896
ACH-000869,-0.4640854847346573
ACH-000872,-0.27889357661699554
ACH-000873,-0.3176078683036003
ACH-000876,-0.31802376113587144
ACH-000878,-0.5540631432249731
ACH-000880,-0.4713685597812877
ACH-000881,-0.3070756239894982
ACH-000882,-0.5040232445520428
ACH-000884,-0.2998905599269687
ACH-000885,-0.5926063193767787
ACH-000887,-0.575118944816183
ACH-000889,-0.3847503672612146
ACH-000896,-0.4825261173036437
ACH-000898,-0.5752483015379344
ACH-000900,-0.4586462569881089
ACH-000901,-0.5555919752992199
ACH-000905,-0.4450746480528592
ACH-000906,-0.4643211436036265
ACH-000907,-0.28700292252727816
ACH-000910,-0.2731776874558451
ACH-000911,-0.4369574004670542
ACH-000912,-0.3846627816174643
ACH-000913,-0.3127241968343544
ACH-000915,-0.31911274721979965
ACH-000916,-0.3373814131070217
ACH-000917,-0.2865834698421142
ACH-000920,-0.4668000347336764
ACH-000921,-0.27229316385735153
ACH-000924,-0.4936847610307433
ACH-000926,-0.3695493583472921
ACH-000928,-0.2700159734215833
ACH-000929,-0.1872800020060265
ACH-000932,-0.2513700782030569
ACH-000935,-0.42763873826268106
ACH-000936,-0.5720621146481745
ACH-000937,-0.4049394909962476
ACH-000938,-0.3274591513897695
ACH-000939,-0.35310998775017105
ACH-000941,-0.4162977317196023
ACH-000943,-0.482005868816225
ACH-000946,-0.3778450003554659
ACH-000947,-0.4718743953945265
ACH-000948,-0.41911724837511205
ACH-000950,-0.35934716749378776
ACH-000953,-0.4845954651575637
ACH-000954,-0.4623469482007491
ACH-000957,-0.3792350635763959
ACH-000958,-0.4913198955726758
ACH-000960,-0.4994931260828989
ACH-000963,-0.44462625526699984
ACH-000968,-0.3753027620059545
ACH-000969,-0.4274709910246069
ACH-000972,-0.4471624799976497
ACH-000973,-0.5699600341099712
ACH-000974,-0.4330912041887449
ACH-000978,-0.21762639042341625
ACH-000984,-0.4590230611857878
ACH-000986,-0.319856017583983
ACH-000988,-0.4217477391250761
ACH-000993,-0.38774912230966463
ACH-000994,-0.3363260173576306
ACH-000996,-0.30865155466048805
ACH-001001,-0.4440872713239095
ACH-001020,-0.7927789588846287
ACH-001028,-0.3461494922539461
ACH-001031,-0.28164319377439195
ACH-001038,-0.3149766771759768
ACH-001048,-0.3768090983802179
ACH-001050,-0.4553403512180997
ACH-001053,-0.4423732419918061
ACH-001054,-0.34662810073422146
ACH-001061,-0.17683927591911847
ACH-001067,-0.4420447203892058
ACH-001075,-0.4261239936122035
ACH-001096,-0.5210143442829935
ACH-001111,0.1803271473746177
ACH-001119,-0.34267072361197104
ACH-001128,-0.4857588732585629
ACH-001134,-0.39032548412679263
ACH-001151,-0.2964750354962184
ACH-001163,-0.2392797575790044
ACH-001164,-0.3226803255561695
ACH-001183,-0.24020435187265515
ACH-001192,-0.30009594872468737
ACH-001193,-0.21884158123957687
ACH-001196,-0.38338197523227374
ACH-001197,-0.5246593061945425
ACH-001205,-0.4421967967464684
ACH-001211,-0.3914754970573387
ACH-001212,0.1514687847821145
ACH-001228,-0.2327194014376054
ACH-001232,-0.25250658227832995
ACH-001239,-0.4203530271794535
ACH-001270,-0.4922317440504626
ACH-001274,-0.4095662713426243
ACH-001275,-0.4886911808662194
ACH-001277,-0.5175992434467177
ACH-001278,-0.37821892583501504
ACH-001280,-0.7667283814844594
ACH-001283,-0.6037336802629971
ACH-001289,-0.4700651828358073
ACH-001300,-0.5219617889834909
ACH-001301,-0.21838001599433815
ACH-001302,-0.5189565375687949
ACH-001306,-0.39665437006214394
ACH-001318,-0.3584300086037112
ACH-001322,-0.3930832029161202
ACH-001328,-0.3591122460067161
ACH-001332,-0.16425575645651064
ACH-001336,-0.3214408797328677
ACH-001346,-0.4204831075368056
ACH-001353,-0.5428638355679161
ACH-001354,-0.450578457553334
ACH-001367,-0.5585335386526633
ACH-001368,-0.42599215807106267
ACH-001374,-0.5568106820668793
ACH-001377,-0.33657729784684753
ACH-001380,-0.3727597549023669
ACH-001391,-0.3113577931820062
ACH-001408,-0.5153740894346518
ACH-001430,-0.21332728030608314
ACH-001431,-0.3986401190414744
ACH-001450,-0.34854117070194485
ACH-001496,-0.31176725456269355
ACH-001500,-0.4051457515879964
ACH-001523,-0.5007002535808925
ACH-001532,-0.5216378081643668
ACH-001550,-0.4069862968537553
ACH-001552,-0.4449663894154491
ACH-001554,-0.4314934673695179
ACH-001654,-0.4327044917219909
ACH-001735,-0.487954035178733
ACH-001736,-0.5297551869567371
ACH-001737,-0.7866308251115288
ACH-001740,-0.4051496100041193
ACH-001745,-0.4742520790204221
ACH-001765,-0.3183933950401192
