,SOAT2 (8435)
ACH-000004,0.0801388359789539
ACH-000005,0.17024169475325154
ACH-000007,-0.0679229640727908
ACH-000009,-0.15458146832070466
ACH-000011,-0.04831358127522771
ACH-000012,0.04824276286511281
ACH-000013,-0.08371827693114348
ACH-000014,-0.17413594683323294
ACH-000015,-0.02983620095269142
ACH-000017,0.01061813967279444
ACH-000018,-0.09862801444051893
ACH-000019,-0.08362911372608531
ACH-000021,-0.08657548968954111
ACH-000022,-0.12506667952296588
ACH-000025,-0.08294228498878563
ACH-000028,-0.1801697746305073
ACH-000030,-0.016748715206340258
ACH-000035,-0.06561204663937252
ACH-000036,-0.04560715393098572
ACH-000037,-0.17030151551472392
ACH-000039,0.023642946725478863
ACH-000040,-0.10309500445958864
ACH-000041,-0.2923577666439532
ACH-000042,-0.002143756319120732
ACH-000045,-0.020842665474737402
ACH-000047,-0.17389025470807265
ACH-000052,-0.2434332694070264
ACH-000053,-0.12764351170185928
ACH-000054,0.06373826455670463
ACH-000055,0.07446396735795581
ACH-000060,-0.020602869014525158
ACH-000067,-0.1987767240747886
ACH-000070,-0.2256705525925331
ACH-000075,-0.1687365306461241
ACH-000078,0.013621009709339906
ACH-000082,-0.07947106929299914
ACH-000085,0.28646722835235605
ACH-000086,-0.21642717024861416
ACH-000087,0.09730197605492534
ACH-000092,-0.1787074879852087
ACH-000095,-0.021432003908675005
ACH-000097,-0.17371722778667004
ACH-000098,0.004425881396545032
ACH-000099,0.13962680374891692
ACH-000108,0.09932357421862567
ACH-000113,0.0456969070102804
ACH-000116,-0.04389397906758705
ACH-000118,0.03352151199805679
ACH-000120,-0.03481074938530174
ACH-000123,0.042571589420746216
ACH-000127,-0.02991236277361132
ACH-000128,-0.2413289737421335
ACH-000132,0.05049347366627477
ACH-000133,-0.06629621707772372
ACH-000137,-0.15285911548865105
ACH-000138,-0.17943602824273794
ACH-000142,-0.12548576315717666
ACH-000143,0.013983344010292977
ACH-000146,0.01104637715138455
ACH-000148,-0.02230599053422723
ACH-000150,-0.16946116837200598
ACH-000152,-0.05189590081843698
ACH-000153,-0.0301175511668942
ACH-000159,0.07401320974739979
ACH-000160,-0.13461915716560166
ACH-000163,-0.1583900654287099
ACH-000167,-0.1528426954988631
ACH-000168,0.0038799937033203095
ACH-000169,-0.016509645409108254
ACH-000178,0.03792747625177696
ACH-000183,-0.1867064854208053
ACH-000188,0.006964071765447332
ACH-000189,-0.22114590635754247
ACH-000190,-0.022286178977498725
ACH-000198,-0.11274179131610493
ACH-000203,0.2816742588123273
ACH-000204,0.12287768473974105
ACH-000206,0.12269866332659732
ACH-000207,-0.016802868537277242
ACH-000208,0.1938979074969937
ACH-000210,0.03253497594685601
ACH-000211,-0.01524701663215036
ACH-000215,-0.029637637454975326
ACH-000221,-0.08874026647938586
ACH-000222,-0.030514537632279987
ACH-000223,-0.056817342325204426
ACH-000226,0.027453824617716453
ACH-000227,0.0420906290156159
ACH-000228,-0.04421625568565634
ACH-000231,-0.04326520808390818
ACH-000232,-0.003870750155960124
ACH-000233,0.028075661531387533
ACH-000234,-0.08900403578846015
ACH-000235,-0.0290713518931463
ACH-000237,0.016990707269747694
ACH-000238,-0.14532072285488498
ACH-000242,0.08532342004281264
ACH-000243,-0.1027171960866564
ACH-000244,0.06481554794486374
ACH-000246,0.0032423963098646234
ACH-000248,-0.0787009773570317
ACH-000250,0.08236706757079827
ACH-000251,0.20335290121220329
ACH-000252,-0.2814084831350521
ACH-000253,-0.03222000121640861
ACH-000255,-0.0580040557415768
ACH-000256,0.10558701019968383
ACH-000257,0.023634485166740042
ACH-000258,0.02075330272108409
ACH-000259,-0.026513054203407625
ACH-000260,-0.006109113456978795
ACH-000261,-0.14703678734796155
ACH-000262,0.019055408742346455
ACH-000263,0.006349794194056108
ACH-000264,-0.23567876782861974
ACH-000265,0.007520747355865156
ACH-000266,-0.11064367402543923
ACH-000272,0.09158740440714584
ACH-000274,-0.10677805763873163
ACH-000277,0.003256654106603927
ACH-000278,-0.025547327307555733
ACH-000279,-0.15030295360336632
ACH-000280,-0.1828236506959899
ACH-000281,-0.08362876152504559
ACH-000288,-0.08866002857485343
ACH-000291,0.009512041770268513
ACH-000293,-0.032050230421567384
ACH-000294,-0.0681107329263391
ACH-000295,-0.16757462208376814
ACH-000296,0.054918046473366636
ACH-000302,-0.020348629898936932
ACH-000304,-0.027492633672380085
ACH-000307,-0.04076074118513612
ACH-000308,-0.089262795817121
ACH-000310,0.11456997236082755
ACH-000311,-0.055352222364209266
ACH-000312,-0.09687040076818333
ACH-000315,0.11598730939510715
ACH-000316,-0.14196892668891467
ACH-000317,0.1040225843528417
ACH-000318,-0.11291523428553928
ACH-000319,-0.04090725361943517
ACH-000320,0.05017378038496311
ACH-000322,-0.04083291884435974
ACH-000323,-0.010840943304322071
ACH-000324,0.0013483956224465488
ACH-000329,0.07510634431137697
