,NMNAT1 (64802)
ACH-000004,-0.2670087183336556
ACH-000005,-0.4092692784261953
ACH-000007,0.0898497337377938
ACH-000009,-0.5178882920627859
ACH-000011,0.07735549310731714
ACH-000012,-0.10269226699821044
ACH-000013,-0.12625863568898424
ACH-000014,-0.14547628522440142
ACH-000015,-0.2906432059737012
ACH-000017,-0.29380278818007105
ACH-000018,-0.3768195484757932
ACH-000019,-0.6321494122211389
ACH-000021,-0.3729214704740957
ACH-000022,-0.07633337416468641
ACH-000025,-0.02093792250536107
ACH-000028,-0.7869826957484359
ACH-000030,0.04518551978514282
ACH-000035,-0.3742914382249334
ACH-000036,-0.04887555282545983
ACH-000037,-0.2066210656885097
ACH-000039,-0.3744077595508004
ACH-000040,-0.3083710579719945
ACH-000041,-0.33345211131076435
ACH-000042,-0.3992341657417913
ACH-000045,-0.20296438818960366
ACH-000047,-0.03665201759636137
ACH-000052,-0.05324782520465226
ACH-000053,-1.1153920176866652
ACH-000054,-0.0751189482356607
ACH-000055,-0.7747332267187914
ACH-000060,-0.2780165331310102
ACH-000067,-0.4616642726274604
ACH-000070,-0.7116564829081996
ACH-000075,-0.3444256919469485
ACH-000078,-0.18828450066321645
ACH-000082,-0.27215728420081325
ACH-000085,-0.11451546398676825
ACH-000086,-0.2385182594152993
ACH-000087,-0.6066287884314755
ACH-000092,-0.2978084605569064
ACH-000095,-0.2903716943655208
ACH-000097,-0.24106423112060296
ACH-000098,-0.2460924210468609
ACH-000099,-0.13432542844694334
ACH-000108,-0.6656651471169316
ACH-000113,-0.14314439976459425
ACH-000116,-0.2054674421522563
ACH-000118,-0.07729939738084977
ACH-000120,-0.5252664456736441
ACH-000123,-0.19095878345267367
ACH-000127,-0.6231818397769529
ACH-000128,-0.4423725211631709
ACH-000132,-0.27904170516842364
ACH-000133,-0.21419132908762564
ACH-000137,-0.0999281423965763
ACH-000138,-0.2804964903659502
ACH-000142,-0.09889337765103348
ACH-000143,-0.6718227929211698
ACH-000146,-0.7176055119331403
ACH-000148,-0.2841086121547736
ACH-000150,-0.1911476445678567
ACH-000152,-0.2690064155989888
ACH-000153,-0.4542527120423647
ACH-000159,-0.5048012369231247
ACH-000160,-0.4117914397943658
ACH-000163,-0.37989810957776293
ACH-000167,-0.8234155253605628
ACH-000168,-0.5012796846761242
ACH-000169,-0.3044555325730793
ACH-000178,-0.2343318862483071
ACH-000183,-1.079924591079088
ACH-000188,-0.17221191442946
ACH-000189,-0.5195618343896767
ACH-000190,-0.22220246164506435
ACH-000198,-0.7134427304483054
ACH-000203,0.4464355038502035
ACH-000204,-0.5545592374374338
ACH-000206,-0.5966658478325653
ACH-000207,-0.5201436638197316
ACH-000208,-0.18829333361454975
ACH-000210,-0.3555159124702099
ACH-000211,-0.13174152235927367
ACH-000215,-0.18532264776034515
ACH-000221,-0.2841121008476516
ACH-000222,-0.7813634389362791
ACH-000223,-0.26587913987351364
ACH-000226,-0.6851138111642059
ACH-000227,-0.35825967091282235
ACH-000228,-0.35757289759722405
ACH-000231,-0.16262833432916038
ACH-000232,-0.050602269539408586
ACH-000233,-0.9548464354155756
ACH-000234,-0.3634929682127317
ACH-000235,-0.1685505282519496
ACH-000237,-0.2728556522810137
ACH-000238,-0.3497134013268102
ACH-000242,-0.2870871035872232
ACH-000243,-0.0764850921947319
ACH-000244,-0.2910905218086235
ACH-000246,-0.1556953372969571
ACH-000248,-0.5222507583870432
ACH-000250,-0.04379844531900146
ACH-000251,-0.6235922380603558
ACH-000252,-0.052109650203744924
ACH-000253,-0.08972460928025923
ACH-000255,-0.0004460569368927296
ACH-000256,-0.2263532864254828
ACH-000257,-0.65533227507199
ACH-000258,-0.5536063513124989
ACH-000259,-0.03638635233988797
ACH-000260,-0.2287764989481201
ACH-000261,-0.2048553344904432
ACH-000262,-0.13544474284746
ACH-000263,-0.2291843259942765
ACH-000264,-0.2832577739353171
ACH-000265,-0.14617826489937302
ACH-000266,-0.2652630588760672
ACH-000272,-0.5708338360460399
ACH-000274,-0.2185865382903563
ACH-000277,-0.7782622056534815
ACH-000278,-0.3213086749881975
ACH-000279,-0.9220827194280452
ACH-000280,-0.2886711619022642
ACH-000281,-0.6668421331782146
ACH-000288,-0.28781345257532104
ACH-000291,-0.1821428648760328
ACH-000293,-0.2207533167640036
ACH-000294,-1.311216729247674
ACH-000295,-0.33995209128107234
ACH-000296,-0.31900819511978323
ACH-000302,-0.2454324303940081
ACH-000304,-0.23750991494683976
ACH-000307,-0.1441554746445473
ACH-000308,-0.3695788667954723
ACH-000310,-0.30897492468724896
ACH-000311,0.13284333217322444
ACH-000312,-0.2901261048819246
ACH-000315,-0.9318991246762685
ACH-000316,-0.3094466666879276
ACH-000317,-0.3571738535362385
ACH-000318,-0.30350774092487337
ACH-000319,-0.21459313868172014
ACH-000320,-0.3599066516816986
ACH-000322,-0.273682269160923
ACH-000323,-0.4134786077530036
ACH-000324,-0.2323058863194576
ACH-000329,-0.30360584632357146
ACH-000330,-0.37715986862849465
ACH-000331,-0.3480897428067164
ACH-000332,-0.1495776390304035
ACH-000334,-1.8183765189199332
ACH-000335,-0.2900078530816172
ACH-000336,-0.08992781328989513
ACH-000337,-0.05666867392320985
ACH-000338,-0.7968113559136023
ACH-000339,-0.1875272316271285
ACH-000341,-0.2305722023266331
ACH-000348,-0.3688088479474592
ACH-000350,-0.42822794477941134
ACH-000352,-0.28158820798056394
ACH-000356,-0.199544973815566
ACH-000361,-0.23828636679466114
ACH-000362,-0.4845072470411405
ACH-000363,-0.9846932000214828
ACH-000364,-0.30828170597670695
ACH-000365,-0.873847860764496
ACH-000366,-0.13466740107129502
ACH-000368,-0.2742178034692427
ACH-000374,-0.1407121351905577
ACH-000375,-0.4883155171982525
ACH-000376,-0.3475815262856607
ACH-000381,-0.22524926947735754
ACH-000383,-0.29300083984597425
ACH-000387,-0.8594980370656508
ACH-000389,-0.21810018411161256
ACH-000390,-0.11256191290978383
ACH-000393,-0.43974177457309066
ACH-000395,-0.680653152621224
ACH-000396,-0.6243878324629729
ACH-000397,-0.2467048577854124
ACH-000401,-1.0484477821547955
ACH-000402,-0.06478357534811982
ACH-000403,-0.17559740401516907
ACH-000404,-0.4987687088354726
ACH-000406,-0.3024030486742275
ACH-000407,-0.16140564161419166
ACH-000408,-0.12460522944363625
ACH-000410,-0.1464216474497265
ACH-000411,-0.5220851628436549
ACH-000414,-0.20241735267801408
ACH-000415,-0.16476269929157636
ACH-000416,-1.069013178933664
ACH-000420,-0.14469478288150553
ACH-000421,-0.1947511766311727
ACH-000424,-0.049218164396708335
ACH-000425,-0.5253110141590221
ACH-000426,-0.4290994500742937
ACH-000427,-0.16728690293840484
ACH-000433,-0.08948104022831571
ACH-000435,-0.08816395220904387
ACH-000436,-0.9299433277649348
ACH-000444,-0.09973688881905046
ACH-000445,-0.2434013745522904
ACH-000448,-0.22610187302499626
ACH-000450,-0.3143438700648418
ACH-000452,-0.3256784746805688
ACH-000454,-0.4698626512374146
ACH-000458,-0.25274972928672
ACH-000459,-0.7061275059224013
ACH-000460,-0.5061439289612623
ACH-000461,-0.12278025522288928
ACH-000463,-0.2948262168556077
ACH-000464,-0.4617065133856718
ACH-000466,-0.1819127188098508
ACH-000467,-0.08024114197453404
ACH-000468,-0.4922617184720647
ACH-000469,-0.2342070757261616
ACH-000470,-0.4553621932241991
ACH-000471,-0.19996878476380148
ACH-000472,-0.2356275552732235
ACH-000473,-0.2490286897522102
ACH-000475,-0.13924505083686609
ACH-000476,-0.2491475579769851
ACH-000477,-0.8672865053021395
ACH-000479,-0.10279690578257686
ACH-000480,-0.22176972100089826
ACH-000481,-0.1635115974434644
ACH-000483,-0.4285973507835329
ACH-000484,-0.3814483175727622
ACH-000485,-0.12470769192378525
ACH-000486,-0.05821158459190896
ACH-000487,-0.5943857545040022
ACH-000488,-0.06801835672148887
ACH-000490,-0.2540914144450027
ACH-000491,-1.0231716712251038
ACH-000495,-0.3774451909990343
ACH-000496,-0.3685787777419702
ACH-000499,-0.21375260196268356
ACH-000500,-0.14610588637831132
ACH-000502,-0.8630009745877192
ACH-000503,-0.4349229376062817
ACH-000505,-0.3299449112500055
ACH-000507,0.06416276538991053
ACH-000510,-0.23250149522088376
ACH-000511,-0.26137826455374435
ACH-000512,-0.6728962667635396
ACH-000516,-0.24665764832452886
ACH-000517,-0.2121596269812188
ACH-000518,-0.3163698145412851
ACH-000520,-0.3394832640527861
ACH-000521,-0.257763146182513
ACH-000522,-0.18564686727279853
ACH-000524,-0.18440205376632693
ACH-000527,-0.1474827929425694
ACH-000528,-0.2579854000274295
ACH-000537,-0.20007317458653345
ACH-000541,-0.3445474500898833
ACH-000542,-0.15603763037800786
ACH-000544,-0.2172499873886196
ACH-000545,-0.3157940195539752
ACH-000547,-0.475306039097145
ACH-000548,-0.4633251601037016
ACH-000549,-0.0878753232596719
ACH-000550,-0.4653445743060104
ACH-000552,-0.2831435674495783
ACH-000556,-0.99807604589451
ACH-000557,-0.28572481857261056
ACH-000569,-0.31927118044369
ACH-000570,-0.2110018648976563
ACH-000571,-0.5244537231137592
ACH-000573,-0.10018899801986976
ACH-000576,-0.7881574046584582
ACH-000579,-0.2319472700549594
ACH-000580,-0.13942297958394087
ACH-000584,-0.5845254890613759
ACH-000585,-0.17088035681165692
ACH-000588,-0.6956516978098533
ACH-000589,-0.264977211500506
ACH-000591,-0.2330634339642273
ACH-000593,-0.3110115666345633
ACH-000600,-0.2478405040312464
ACH-000601,-0.5225222781541429
ACH-000605,-0.3833213842692928
ACH-000606,-0.03549759215743896
ACH-000608,-0.4900251023132208
ACH-000614,-0.7194922228235117
ACH-000616,-0.2376483827946276
ACH-000618,-0.09528190489821098
ACH-000619,-0.21934492068719094
ACH-000620,-0.2347147746233532
ACH-000621,-0.6458295336497977
ACH-000622,-0.4527099299512357
ACH-000623,-0.3025267427040403
ACH-000624,-0.4312463523675428
ACH-000627,-0.3108933007321542
ACH-000630,-0.1933236174885386
ACH-000631,-0.2021537367312608
ACH-000632,-0.20187470568466026
ACH-000633,-0.527350850095202
ACH-000637,-0.04610382595721619
ACH-000638,-0.1730629676150902
ACH-000646,-0.407732199147666
ACH-000647,-0.2664530133452919
ACH-000648,-0.21425559517813367
ACH-000649,-0.1902828230024476
ACH-000651,-0.11039070218125488
ACH-000652,-0.3314699473548756
ACH-000653,-0.90823469110358
ACH-000657,-0.2797688644207952
ACH-000658,-0.6016804939478068
ACH-000661,-0.8171871592983049
ACH-000662,-0.15503758677997442
ACH-000663,-0.11629907431653383
ACH-000665,-0.16197576056101418
ACH-000671,-0.258977788722078
ACH-000672,-0.4780741950397364
ACH-000673,-0.26045374627098644
ACH-000676,-1.0054165082893776
ACH-000677,-0.27107153213958285
ACH-000681,-0.1337230146624864
ACH-000683,-0.40052056735313
ACH-000684,-0.12875806324583916
ACH-000688,-0.21283057482924764
ACH-000693,-0.227250405105846
ACH-000694,-0.2827148098599721
ACH-000695,-0.294471179770108
ACH-000696,-0.15699924296758636
ACH-000697,-0.26203305502038543
ACH-000699,-0.3432953770168589
ACH-000701,-0.28396955907110555
ACH-000706,-0.28983169011617
ACH-000711,0.0048963614848202145
ACH-000713,-0.8442320995005287
ACH-000714,-0.5790995675568807
ACH-000718,-0.2970551415419182
ACH-000720,-0.3009805953762148
ACH-000721,-0.09593385360317948
ACH-000724,-0.26537506300587965
ACH-000725,-0.5188294306647563
ACH-000732,-0.14072628027066608
ACH-000734,-0.12975846970056826
ACH-000735,-0.1314158730476055
ACH-000736,-0.7651329648878213
ACH-000738,-0.11082534986118034
ACH-000746,-0.19835766724630427
ACH-000747,-0.14949312888550964
ACH-000748,-0.22712820875755516
ACH-000753,-0.4667927177230795
ACH-000756,-0.22493965742445
ACH-000757,-0.3372365939009778
ACH-000758,-0.30619556805558346
ACH-000760,-0.55906547252925
ACH-000762,-0.2031838369662879
ACH-000763,-0.4611171786395839
ACH-000764,-0.2121673457871521
ACH-000765,-0.7074115097329127
ACH-000766,-0.20438901797771614
ACH-000767,-0.28105131097816344
ACH-000768,-0.1341054922889003
ACH-000769,-0.2207137204792025
ACH-000770,-0.3774781339284109
ACH-000771,-0.1558154705727527
ACH-000773,-0.8700431465151531
ACH-000776,-0.0871812511499213
ACH-000777,-0.2736623390587767
ACH-000778,-0.2679083218850692
ACH-000781,-0.2627420029040907
ACH-000782,-0.6728317682702567
ACH-000783,-0.045516833962934745
ACH-000784,-0.18142025006146528
ACH-000785,-0.29987831496182943
ACH-000787,-0.24248723495327634
