,ZADH2 (284273)
ACH-000004,-0.19323333731253609
ACH-000005,-0.07354996929754327
ACH-000007,-0.04322576151701205
ACH-000009,0.005226245437485262
ACH-000011,-0.2004489222554609
ACH-000012,0.15457798910259832
ACH-000013,0.04401768183972797
ACH-000014,-0.0437329908870353
ACH-000015,0.11243889162400264
ACH-000017,0.07891891564773676
ACH-000018,0.12160228507231033
ACH-000019,0.04097722353386416
ACH-000021,0.026073931542777446
ACH-000022,0.034600043138188805
ACH-000025,0.056803078280848275
ACH-000028,-0.09805600116802027
ACH-000030,-0.05970364108347605
ACH-000035,0.1399218785646988
ACH-000036,0.06677048738125352
ACH-000037,-0.07651466659598312
ACH-000039,0.2436321100031474
ACH-000040,-0.018735397946064998
ACH-000041,-0.08278613354369857
ACH-000042,0.018321473395680028
ACH-000045,0.1355882860546603
ACH-000047,0.08877120426018076
ACH-000052,0.029389405173219706
ACH-000053,-0.011135142592880877
ACH-000054,-0.048381257663562764
ACH-000055,0.030671836107188162
ACH-000060,0.0031619739708574264
ACH-000067,0.035308964564963984
ACH-000070,0.08259319011126037
ACH-000075,0.07626279280546834
ACH-000078,0.08109260985339692
ACH-000082,-0.06282895120128493
ACH-000085,0.1651122119931598
ACH-000086,0.13134378494846866
ACH-000087,0.16100184652252608
ACH-000092,0.01999610361718903
ACH-000095,-0.06850833992668276
ACH-000097,-0.11875751255737615
ACH-000098,-0.09909386155659618
ACH-000099,0.02594502138016116
ACH-000108,0.08959562990854443
ACH-000113,-0.05298839117228071
ACH-000116,-0.057054033268974874
ACH-000118,0.027021306108087784
ACH-000120,-0.16413858157342878
ACH-000123,0.10064383818662856
ACH-000127,-0.1021910750793764
ACH-000128,-0.014878453665235774
ACH-000132,0.044291060423795055
ACH-000133,-0.031952458297176016
ACH-000137,0.04311911302113693
ACH-000138,0.0149744280053892
ACH-000142,0.07173353192892634
ACH-000143,-0.014060303726556466
ACH-000146,0.09308396629461634
ACH-000148,0.03245404588126808
ACH-000150,0.05058324682675796
ACH-000152,0.0904688312755777
ACH-000153,-0.02129124646005692
ACH-000159,0.03313070421116986
ACH-000160,0.06313363579255624
ACH-000163,-0.03663237116425199
ACH-000167,-0.06719479596725979
ACH-000168,-0.2064355077725208
ACH-000169,-0.04385391473118145
ACH-000178,0.011787626803534885
ACH-000183,0.15693108602513506
ACH-000188,0.03484983076870931
ACH-000189,-0.015215517573889744
ACH-000190,-0.1407479091859746
ACH-000198,-0.13557984409568444
ACH-000203,0.5407965755122389
ACH-000204,-0.07090572903447921
ACH-000206,-0.13231401705369236
ACH-000207,0.2139777096861012
ACH-000208,-0.2991887177518409
ACH-000210,0.0401371568347001
ACH-000211,-0.06780711219371457
ACH-000215,0.05716094456885298
ACH-000221,0.13705925898742302
ACH-000222,-0.06834002766198455
ACH-000223,-0.19171796822711104
ACH-000226,0.16418289946280867
ACH-000227,-0.046511738344875056
ACH-000228,-0.08262189328824905
ACH-000231,0.03658821611063405
ACH-000232,-0.03692249889165281
ACH-000233,0.03805648895567849
ACH-000234,0.04830048195740128
ACH-000235,-0.02041762043728031
ACH-000237,0.013518504663634443
ACH-000238,-0.056292054936604365
ACH-000242,-0.0006843877010812408
ACH-000243,0.0577770730268594
ACH-000244,0.041614477492260486
ACH-000246,-0.15268398204139827
ACH-000248,0.09680027565467617
ACH-000250,0.003368687468685017
ACH-000251,-0.02871235161280325
ACH-000252,0.0059848797770690855
ACH-000253,0.05654210564237145
ACH-000255,0.03751404593748699
ACH-000256,0.07126331513484724
ACH-000257,0.1064292714369288
ACH-000258,-0.021318895716297324
ACH-000259,0.016640143359218026
ACH-000260,0.0931917282846141
ACH-000261,-0.01154878042773812
ACH-000262,0.1613832355361888
ACH-000263,-0.005763506432385019
ACH-000264,-0.030020908797160125
ACH-000265,-0.02755616174631581
ACH-000266,-0.054464499654184026
ACH-000272,0.03870852891697139
ACH-000274,-0.06993977816800766
ACH-000277,-0.08250174413488019
ACH-000278,0.021968578850752773
ACH-000279,0.02561655744839173
ACH-000280,0.07066308415773126
ACH-000281,-0.04012501529266907
ACH-000288,-0.02304757279372345
ACH-000291,-0.06444755225880704
ACH-000293,-0.03766862670485107
ACH-000294,0.13774238154384466
ACH-000295,0.07482083498334302
ACH-000296,0.10751999864001001
ACH-000302,0.032351409106614826
ACH-000304,0.15352859510825506
ACH-000307,0.025364664932200867
ACH-000308,-0.0464648209318436
ACH-000310,0.07297514008297283
ACH-000311,-0.05023198375801223
ACH-000312,0.04439428076606677
ACH-000315,-0.052184865800307616
ACH-000316,-0.008360079500068066
ACH-000317,0.07282627586668472
ACH-000318,0.08404850995402581
ACH-000319,-0.03294473184382373
ACH-000320,-0.16532106770301658
ACH-000322,-0.033140893767968416
ACH-000323,-0.034731657778017185
ACH-000324,0.039534494510543125
ACH-000329,0.013238460757539004
ACH-000330,-0.03259264275333334
ACH-000331,-0.05733267902939994
ACH-000332,-0.03884985970315767
ACH-000334,0.04647674897015913
ACH-000335,0.18482100742634328
ACH-000336,-0.3009902606211141
ACH-000337,0.18620262928792725
ACH-000338,0.2173739991629018
ACH-000339,0.13887532428445545
ACH-000341,0.13617660076806576
ACH-000348,0.032897930165357914
ACH-000350,0.06059076777809451
ACH-000352,-0.055959754620221375
ACH-000356,0.10734020551991667
ACH-000361,-0.22216898816739492
ACH-000362,0.0787882280430972
ACH-000363,0.017991635631612702
ACH-000364,0.09006111245324899
ACH-000365,0.12200851148637808
ACH-000366,0.012173163482361532
ACH-000368,0.008548731124775876
ACH-000374,0.060828331043667624
ACH-000375,-0.11351989344980355
ACH-000376,-0.00903815015767028
ACH-000381,-0.10271996189580107
ACH-000383,-0.06674737588864134
ACH-000387,-0.002721502073513815
ACH-000389,-0.0052240333868074475
ACH-000390,-0.000509169170534289
ACH-000393,-0.06840171009906074
ACH-000395,0.14153744041992247
ACH-000396,-0.19258059336759653
ACH-000397,-0.00720970682936505
ACH-000401,0.05401157243130365
ACH-000402,-0.03408663507320911
ACH-000403,0.017792401450832773
ACH-000404,0.34471927277349496
ACH-000406,0.0043537020966739675
ACH-000407,0.07483227817680202
ACH-000408,0.059972294162186864
ACH-000410,0.01213084259043232
ACH-000411,-0.0039883206003150365
ACH-000414,-0.0239707877829562
ACH-000415,0.15338102046191265
ACH-000416,-0.11116144524935484
ACH-000420,-0.08148239242024424
ACH-000421,0.015131735906279925
ACH-000424,-0.1476340656030984
ACH-000425,-0.04898582291257337
ACH-000426,-0.07531788110311917
ACH-000427,0.03090740916499005
ACH-000433,0.004037262521018323
ACH-000435,-0.012234695021206287
ACH-000436,0.045192626646174315
ACH-000444,0.028283136357837038
ACH-000445,-0.05500617361091932
ACH-000448,0.010383730785334788
ACH-000450,0.05264173602359342
ACH-000452,-0.13541371423609208
ACH-000454,0.021963665763473632
ACH-000458,0.08862143888609238
ACH-000459,-0.016686054114897788
ACH-000460,0.04655934043873253
ACH-000461,0.18641159991113768
ACH-000463,-0.0994132546667616
ACH-000464,-0.14009746579247453
ACH-000466,0.09587165642139724
ACH-000467,0.0196325001929629
ACH-000468,-0.012796037310218134
ACH-000469,-0.01642491403170258
ACH-000470,0.023891387796034492
ACH-000471,0.013720680889925308
ACH-000472,-0.05868286100758008
ACH-000473,0.08307962599557332
ACH-000475,-0.03134861936644034
ACH-000476,-0.059668806663469534
ACH-000477,-0.06882045001137219
ACH-000479,-0.1417888375947658
ACH-000480,0.029183854461789213
ACH-000481,0.0753168901265892
ACH-000483,0.05952258467021214
ACH-000484,0.10326951692598133
ACH-000485,0.0025010032304326303
ACH-000486,-0.011792967760175936
ACH-000487,0.08474490261352605
ACH-000488,-0.039187609327649295
