,TARS2 (80222)
ACH-000183,-0.8942141376865249
ACH-000188,-0.6733099878673466
ACH-000189,-1.0172743124652022
ACH-000190,-0.8799836126958626
ACH-000198,-0.9353649849154416
ACH-000203,-0.6617058602204826
ACH-000204,-0.9624668541756706
ACH-000206,-0.7045839037300954
ACH-000207,-0.7108547988910238
ACH-000208,-0.5428408815820153
ACH-000210,-1.0297031682727618
ACH-000211,-0.7355475866046733
ACH-000215,-0.8434807759551716
ACH-000221,-0.9904051484366304
ACH-000222,-0.8065664617026751
ACH-000223,-0.7918126732363463
ACH-000226,-0.7480893682032249
ACH-000227,-0.7140977887608929
ACH-000228,-0.7536873008951737
ACH-000231,-1.0462357489374654
ACH-000232,-0.8457384886537751
ACH-000233,-0.6751783716570914
ACH-000234,-0.4219652056188352
ACH-000235,-0.7237126886425039
ACH-000237,-0.4685303874836477
ACH-000238,-0.7120489756251838
ACH-000242,-0.4733887958543319
ACH-000243,-0.727679346091801
ACH-000244,-0.5910099978910329
ACH-000246,-0.7731940056525888
ACH-000248,-0.8625313106818675
ACH-000250,-0.4545129529450128
ACH-000251,-1.0927319953191317
ACH-000252,-0.8775670782023441
ACH-000253,-0.6685422122317314
ACH-000255,-0.8144175280599537
ACH-000256,-0.5879054083413368
ACH-000257,-0.9040039738713044
ACH-000258,-0.8053642790701544
ACH-000259,-0.8987384114276046
ACH-000260,-0.6049843098138717
ACH-000261,-0.5620125048651825
ACH-000262,-0.7964943672790822
ACH-000263,-0.6445632030512071
ACH-000264,-0.7134511337406547
ACH-000265,-0.8881373048584291
ACH-000266,-0.5666993752393494
ACH-000272,-0.6692866776283549
ACH-000274,-0.5957032398531684
ACH-000277,-0.8581987173637283
ACH-000278,-0.4768693115979162
ACH-000279,-1.0593779842388178
ACH-000280,-0.7680491868664341
ACH-000281,-0.9949415830318484
ACH-000288,-0.8908802736246086
ACH-000291,-0.7498358081440931
ACH-000293,-0.7590264213359463
ACH-000294,-1.0170699033618065
ACH-000295,-0.7539966257401569
ACH-000296,-0.7341198311800027
ACH-000302,-0.8194410923885437
ACH-000304,-0.9756410545869456
ACH-000307,-0.7686935490791148
ACH-000308,-0.6262438405156595
ACH-000310,-0.5689674811610026
ACH-000311,-0.61145446986321
ACH-000312,-0.9319815472701044
ACH-000315,-0.8454135226973063
ACH-000316,-0.7102585687029475
ACH-000317,-1.2896353834847225
ACH-000318,-0.7231252840521274
ACH-000319,-0.6681256862568737
ACH-000320,-0.9048722461193224
ACH-000322,-0.6645548514849713
ACH-000323,-1.013635204502031
ACH-000324,-0.6543136888226329
ACH-000329,-0.8451212645506943
ACH-000330,-0.8070195405636873
ACH-000331,-0.683402320443501
ACH-000332,-0.4078902813347435
ACH-000334,-0.5278604969121306
ACH-000335,-1.018989216241145
ACH-000336,-0.8687777282612189
ACH-000337,-0.4710872655812853
ACH-000338,-0.8634735307531042
ACH-000339,-0.807565122194516
ACH-000341,-0.6599348649052889
ACH-000348,-0.7762825925557479
ACH-000350,-0.5759218102000733
ACH-000352,-0.8575371758268665
ACH-000356,-0.9358929332911732
ACH-000361,-0.470460155472909
ACH-000362,-0.6412517452883322
ACH-000363,-0.7337480446017883
ACH-000364,-0.8533105808258391
ACH-000365,-0.8593240113786468
ACH-000366,-0.6426286598374683
ACH-000368,-0.7471637175399359
ACH-000374,-0.9651292122464112
ACH-000375,-0.7469265290687077
ACH-000376,-1.0444621244509036
ACH-000381,-0.8214282358208571
ACH-000383,-0.7951441879323157
ACH-000387,-0.8147549807084727
ACH-000389,-0.5094695104882428
ACH-000390,-0.7648016814827446
ACH-000393,-0.5476770481552238
ACH-000395,-0.5893562553223325
ACH-000396,-1.168298513855197
ACH-000397,-0.3386491313339472
ACH-000401,-0.8178677448164398
ACH-000402,-0.2074149733380407
ACH-000403,-0.6560249317611593
ACH-000404,-0.8397852554202704
ACH-000406,-0.9265048445743421
ACH-000407,-0.7268259794971388
ACH-000408,-0.9804771048641572
ACH-000410,-0.8166530203991178
ACH-000411,-0.4552356841475823
ACH-000414,-0.6818301715803748
ACH-000415,-0.666466751925318
ACH-000416,-0.5872897515300303
ACH-000420,-0.6119005354503254
ACH-000421,-0.8410809880687617
ACH-000424,-0.7146788449784197
ACH-000425,-0.7040221962621677
ACH-000426,-0.8004480069940809
ACH-000427,-0.6897823274008721
ACH-000433,-0.6813536451167291
ACH-000435,-0.7291209522997903
ACH-000436,-0.4384536667440718
ACH-000444,-0.7585795631316378
ACH-000445,-0.7255836329303579
ACH-000448,-0.3757318469420664
ACH-000450,-1.1323965761736083
ACH-000452,-0.7347340383325449
ACH-000454,-1.062868643558355
ACH-000458,-1.1411485055271853
ACH-000459,-1.0875859277830286
ACH-000460,-0.6560302902596927
ACH-000461,-1.0816322426572809
ACH-000463,-0.6220210781827141
ACH-000464,-0.6881468310521064
ACH-000466,-0.9580278496810632
ACH-000467,-0.8643659317617479
ACH-000468,-0.6239444006953284
ACH-000469,-0.9079824780752984
ACH-000470,-0.9244850165225575
ACH-000471,-0.5510549498882252
ACH-000472,-0.6882681617282596
ACH-000473,-0.8211281752803901
ACH-000475,-0.8216114714549776
ACH-000476,-0.6922347808261008
ACH-000477,-0.5889770295953507
ACH-000479,-0.9937488388738772
ACH-000480,-0.7350322667955541
ACH-000481,-0.7341433957211038
ACH-000483,-0.8423152027186263
ACH-000484,-0.7259941142577078
ACH-000485,-0.8200006542108351
ACH-000486,-0.8398623401187233
ACH-000487,-0.9904235299750828
ACH-000488,-0.9743458249835109
ACH-000490,-0.943659623965048
ACH-000491,-0.8886342630060649
ACH-000495,-0.4726613403655411
ACH-000496,-0.5445041122110311
ACH-000499,-1.185160177154924
ACH-000500,-1.1107101850731658
ACH-000502,-0.6014672084450017
ACH-000503,-1.0655848753964314
ACH-000505,-0.5918230435988481
ACH-000507,-0.8234570330791259
ACH-000510,-0.933709026387718
ACH-000511,-0.927619751560148
ACH-000512,-0.9083752683493844
ACH-000516,-0.5288251242646362
ACH-000517,-0.6435674456816055
ACH-000518,-1.0549527986835372
ACH-000520,-0.586419202409554
ACH-000521,-0.838516138102597
ACH-000522,-0.8389718428598592
ACH-000524,-0.5697872063552194
ACH-000527,-0.7409524382763439
ACH-000528,-0.8983629390940896
ACH-000537,-0.8398689426329246
ACH-000541,-0.7390108524330486
ACH-000542,-0.6576571576526373
ACH-000544,-0.8754864930961319
ACH-000545,-0.9101460691780232
ACH-000547,-0.5888846477527433
ACH-000548,-0.6484037822177832
ACH-000549,-1.0614316756479978
ACH-000550,-0.6223975822969727
ACH-000552,-1.016600420058881
ACH-000556,-0.7054288165778851
ACH-000557,-0.4596112971824472
ACH-000569,-0.4195246020036511
ACH-000570,-0.8307820367068799
ACH-000571,-0.6735440767331129
ACH-000573,-0.5619591138515011
ACH-000576,-0.4051902683440358
ACH-000579,-1.1108433279109953
ACH-000580,-0.6826246825149933
ACH-000584,-0.8367720066759234
ACH-000585,-0.705173477373062
ACH-000588,-0.8896396863715325
ACH-000589,-0.9570744609899252
ACH-000591,-0.8379145313812904
ACH-000593,-0.7911704265499035
ACH-000600,-0.6002645284121169
ACH-000601,-0.7254127395593539
ACH-000605,-0.8642570886546024
ACH-000606,-0.8758992631393143
ACH-000608,-0.6559801751668021
ACH-000614,-0.7773992697649965
ACH-000616,-0.8767725586747654
ACH-000618,-1.1550922176356009
ACH-000619,-0.8565154506333209
ACH-000620,-0.7675788991751386
ACH-000621,-0.5398526629167445
ACH-000622,-0.5770689851791633
ACH-000623,-0.588863765019349
ACH-000624,-0.6693700708889495
ACH-000627,-0.7258934171542344
ACH-000630,-1.0034948414891705
ACH-000631,-0.8638033083237016
ACH-000632,-0.7877888860193794
ACH-000633,-0.7113011894721941
ACH-000637,-0.8034344208895989
ACH-000638,-0.873563608144988
ACH-000646,-0.7105141256889622
ACH-000647,-0.8635524050531519
ACH-000648,-0.71097130370964
ACH-000649,-0.8740929008091999
ACH-000651,-1.0243953847507117
ACH-000652,-0.8590195157303736
ACH-000653,-0.7442905753094002
ACH-000657,-0.6763826875754035
ACH-000658,-0.7346359102626369
ACH-000661,-0.8285520119564953
ACH-000662,-1.428280097430107
ACH-000663,-0.6894779749799103
ACH-000665,-0.5162852183319901
ACH-000671,-0.9386028003024364
ACH-000672,-1.5194111533719867
ACH-000673,-0.4247717420768079
ACH-000676,-0.9688114325544176
ACH-000677,-1.3214483769091148
ACH-000681,-0.7951521882095526
ACH-000683,-0.9387076431791456
ACH-000684,-0.62457083640032
ACH-000688,-0.7133157751667847
ACH-000693,-1.1266420242897623
ACH-000694,-1.1309115389808266
ACH-000695,-0.5948120766603843
ACH-000696,-0.9873872164846076
ACH-000697,-0.5369928651099732
ACH-000699,-0.780513305088011
ACH-000701,-0.6943817883365253
ACH-000706,-0.9777779945425458
ACH-000711,-0.8439976143287923
ACH-000713,-0.9026446942632804
ACH-000714,-0.4528341129228152
ACH-000718,-0.8647181007171372
ACH-000720,-1.0750193957316383
ACH-000721,-1.093825066684927
ACH-000724,-0.7247563781580622
ACH-000725,-1.1690584217019235
ACH-000732,-0.8027916314893232
ACH-000734,-1.0205295320347043
ACH-000735,-0.8155590930891686
ACH-000736,-0.7444879260667474
ACH-000738,-0.9381045388653692
ACH-000746,-0.9399845366061742
ACH-000747,-1.0235817226564432
ACH-000748,-0.6205947097502812
ACH-000753,-0.8745298482293429
ACH-000756,-0.5597431005660742
ACH-000757,-0.7823499715970262
ACH-000758,-0.9699643380028088
ACH-000760,-0.7805778346884572
ACH-000762,-0.9058817945236336
ACH-000763,-0.7943745871734865
ACH-000764,-0.6271227575637776
ACH-000765,-0.8643923881844714
ACH-000766,-0.7930278238439328
ACH-000767,-0.6876691267842618
ACH-000768,-0.9416998774459692
ACH-000769,-0.9413508811158507
ACH-000770,-0.8719409346803988
ACH-000771,-0.8971602609051537
ACH-000773,-0.5301728942772961
ACH-000776,-0.6114459382286288
ACH-000777,-0.9010040452274916
ACH-000778,-0.6293323078192555
ACH-000781,-0.8841930798355526
ACH-000782,-0.8060309917620351
ACH-000783,-0.455589900679029
ACH-000784,-1.0230142749827116
ACH-000785,-0.9147187621805076
ACH-000787,-0.930469496329249
ACH-000788,-0.4830834275298527
ACH-000791,-0.8088980097976112
ACH-000792,-0.5708263148251758
ACH-000794,-0.6934547273869899
ACH-000796,-0.7696544189925943
ACH-000798,-0.6909483657076633
ACH-000799,-0.3145158928519614
ACH-000800,-0.9956898687501112
ACH-000802,-0.8894999758395068
ACH-000804,-0.626434277228772
ACH-000805,-0.5617801429334573
ACH-000809,-0.8312736749120044
ACH-000810,-0.570383191146385
ACH-000811,-0.5510463372505447
ACH-000817,-0.7179763673077475
ACH-000819,-1.0344580688674854
ACH-000820,-0.8123197043036079
ACH-000821,-0.7935849234695217
ACH-000822,-0.8715227012065906
ACH-000823,-1.0551454205148003
ACH-000824,-0.5408459177007529
ACH-000827,-0.4564453899059489
ACH-000829,-0.5961569052510263
ACH-000831,-0.8718666046546502
ACH-000832,-0.8291805247189433
ACH-000833,-0.9488456967904262
ACH-000834,-0.9611225459976024
ACH-000835,-0.9804987111588715
ACH-000836,-0.9231101866881808
ACH-000837,-1.0405858342708665
ACH-000838,-0.5483435598685436
ACH-000839,-0.7377054275534586
ACH-000840,-0.6105375322225506
ACH-000841,-0.9410981414567988
ACH-000843,-0.8077677123465639
ACH-000846,-0.9002217388992821
ACH-000847,-1.0336122102590122
ACH-000848,-0.9382339974480064
ACH-000849,-1.0546761490247964
ACH-000851,-0.9029100623512332
ACH-000855,-1.0425662977487344
ACH-000856,-0.8333839708463067
ACH-000858,-0.9602188036891756
ACH-000859,-0.7589155312152933
ACH-000861,-0.7868482408287035
ACH-000862,-1.0693136841393622
ACH-000865,-1.1302664872877533
ACH-000866,-0.8607410513566934
ACH-000867,-0.5752840850173779
ACH-000869,-0.6868832418557135
ACH-000872,-0.7256202072953157
ACH-000873,-0.9709605659410367
ACH-000876,-1.2551597382820026
ACH-000878,-0.9875032788978892
ACH-000880,-0.5862677649103574
ACH-000881,-0.9116203765323514
ACH-000882,-0.9603471223754227
ACH-000884,-0.8357481254638236
ACH-000885,-0.9614644159377954
ACH-000887,-0.7136902403544496
ACH-000889,-0.747663234191505
ACH-000896,-0.8258517679715205
ACH-000898,-0.9546525002443552
ACH-000900,-0.7078361301438018
ACH-000901,-0.6415666152707278
ACH-000905,-0.9565853934294594
ACH-000906,-0.8462390550540387
ACH-000907,-0.5886218670849983
ACH-000910,-1.021060390949852
ACH-000911,-0.7363723442459049
ACH-000912,-0.9129903519828646
ACH-000913,-1.057963530633782
ACH-000915,-1.123236432353589
ACH-000916,-1.2013597455851126
ACH-000917,-0.9677558172558508
ACH-000920,-0.9943281880499264
ACH-000921,-1.066593699586019
ACH-000924,-1.1826302772262762
ACH-000926,-0.6695226927921964
ACH-000928,-0.7541542850699878
ACH-000929,-0.7587924399327438
ACH-000932,-0.8957851025770572
ACH-000935,-0.7218212664402016
ACH-000936,-1.1103334152826927
ACH-000937,-0.947741250632001
ACH-000938,-0.5687163972331515
ACH-000939,-1.0503623376038118
ACH-000941,-0.7329497394425037
ACH-000943,-0.9520967634379016
ACH-000946,-0.756063471862555
ACH-000947,-0.9503544223369204
ACH-000948,-0.6837764800244057
ACH-000950,-0.9801584461358308
ACH-000953,-0.7349480518840239
ACH-000954,-0.5859790345183086
ACH-000957,-0.7332022783362029
ACH-000958,-0.5587330899976518
ACH-000960,-0.5471483218983967
ACH-000963,-0.9645598066393232
ACH-000968,-0.9681932411052298
ACH-000969,-0.9581328178246498
ACH-000972,-0.7134828092321265
ACH-000973,-1.1912166549819314
ACH-000974,-0.7160541675342894
ACH-000978,-0.8601255158734807
ACH-000984,-0.6366323689188602
ACH-000986,-0.9063545998440952
ACH-000988,-0.5669234776068328
ACH-000993,-0.5578257772078292
ACH-000994,-0.9536782113353272
ACH-000996,-0.6110712524244675
ACH-001001,-0.8490458191343929
ACH-001020,-0.5529385708221133
ACH-001028,-0.8987947457262141
ACH-001031,-0.968820966445625
ACH-001038,-0.6926548480196678
ACH-001048,-0.7042306937021863
ACH-001050,-0.4654131881227004
ACH-001053,-0.7014224917014672
ACH-001054,-0.8130838247951925
ACH-001061,-0.8805257541812342
ACH-001067,-0.6457325594783545
ACH-001075,-0.924536131317096
ACH-001096,-0.8555643808138755
ACH-001111,-0.7101955719537287
ACH-001119,-0.7117854895185823
ACH-001128,-0.5406604073553497
ACH-001134,-0.6566762548344994
ACH-001151,-0.6523186421230182
ACH-001163,-1.1534431060580883
ACH-001164,-0.8965001153404429
ACH-001183,-0.9239856910656192
ACH-001192,-0.7751271039847137
ACH-001193,-0.9251978653904444
ACH-001196,-0.5997497722538941
ACH-001197,-0.48120567048025104
ACH-001205,-0.4560849950945006
ACH-001211,-0.4176601397371147
ACH-001212,-0.6847102192553508
ACH-001228,-0.6439810965841822
ACH-001232,-0.7811016675094783
ACH-001239,-0.8084678466757452
ACH-001270,-0.9253188463535058
ACH-001274,-0.8258119983822537
ACH-001275,-0.8940009740837779
ACH-001277,-0.7553716727124025
ACH-001278,-0.9473207784256308
ACH-001280,-0.6828680844394274
ACH-001283,-0.8984791436271176
ACH-001289,-0.5923017230428866
ACH-001300,-0.7973822254969868
ACH-001301,-0.5908897191467625
ACH-001302,-0.7012463091943528
ACH-001306,-0.7601417751247427
ACH-001318,-1.0577116121222534
ACH-001322,-0.7973977731084743
ACH-001328,-0.6847326222532742
ACH-001332,-1.0723464537156515
ACH-001336,-0.9103917620202028
ACH-001346,-0.9290380777086642
ACH-001353,-0.7237615319314323
ACH-001354,-0.7051466372439851
ACH-001367,-0.9442513832958016
ACH-001368,-1.0795997388371017
ACH-001374,-0.4430324956233016
ACH-001377,-0.6145258621073676
ACH-001380,-0.8411505676254235
ACH-001391,-0.4812487558459021
ACH-001408,-0.8979308198097445
ACH-001430,-0.7521990680763784
ACH-001431,-0.5453281332749034
ACH-001450,-0.9390772248918808
ACH-001496,-0.9214128957442759
ACH-001500,-0.9079818175910004
ACH-001523,-0.9333193760954979
ACH-001532,-0.5754775997449231
ACH-001550,-0.988457496117558
ACH-001552,-0.5250056252649061
ACH-001554,-0.8517289720265537
ACH-001654,-0.7847349125893873
ACH-001735,-0.5725003620802076
ACH-001736,-0.6796631952299637
ACH-001737,-0.962956003747828
ACH-001740,-0.5259495885469624
ACH-001745,-0.5464933417980714
ACH-001765,-0.8321970817068509
