,ALYREF (10189)
ACH-000004,-0.6837808042109489
ACH-000005,-0.5278721765905174
ACH-000007,-0.8070403007374322
ACH-000009,-0.635431295549406
ACH-000011,-0.7662910456222277
ACH-000012,-0.3901078990836757
ACH-000013,-0.5801316958924634
ACH-000014,-0.3453540174285998
ACH-000015,-0.44275710083000397
ACH-000017,-0.3286605682801079
ACH-000018,-0.5664316432666856
ACH-000019,-0.758531298987958
ACH-000021,-0.6220555437991797
ACH-000022,-0.6746895444070727
ACH-000025,-0.6767905209531176
ACH-000028,-0.642020331845558
ACH-000030,-0.4779542254262939
ACH-000035,-0.4926450984715481
ACH-000036,-0.6259389737522784
ACH-000037,-0.4267885572840184
ACH-000039,-0.7151833019093404
ACH-000040,-0.6687052467168219
ACH-000041,-0.4729668535522935
ACH-000042,-0.4664170080675339
ACH-000045,-0.5263641220599992
ACH-000047,-0.39265107076137146
ACH-000052,-0.4900965619400512
ACH-000053,-0.5533011615716775
ACH-000054,-0.666505959184551
ACH-000055,-0.7960755115017925
ACH-000060,-0.6000167575787368
ACH-000067,-0.4908860471095928
ACH-000070,-0.43020541283524216
ACH-000075,-0.4991971498250449
ACH-000078,-0.28847191562625896
ACH-000082,-0.6873695384738365
ACH-000085,-0.4356495160895487
ACH-000086,-0.6695425689860233
ACH-000087,-0.8674504040585629
ACH-000092,-0.7081892616566193
ACH-000095,-0.6251097989607475
ACH-000097,-0.5456703499969198
ACH-000098,-0.5500681101717243
ACH-000099,-0.46217594762059705
ACH-000108,-0.7563079382477069
ACH-000113,-0.7193444183574221
ACH-000116,-0.5446581530625544
ACH-000118,-0.8461317191590133
ACH-000120,-0.4416534486671684
ACH-000123,-0.5995964934821921
ACH-000127,-0.6872722604054933
ACH-000128,-0.4466292520590968
ACH-000132,-0.4880009142193077
ACH-000133,-0.712500927000944
ACH-000137,-0.4199534445326149
ACH-000138,-0.5444671913575552
ACH-000142,-0.5461192729222579
ACH-000143,-0.7096715456076091
ACH-000146,-0.6047995914661723
ACH-000148,-0.4857119470012698
ACH-000150,-0.33513486346535737
ACH-000152,-0.7013766700739293
ACH-000153,-0.4487432545203837
ACH-000159,-0.4049301106946768
ACH-000160,-0.256196248209782
ACH-000163,-0.7819843225228419
ACH-000167,-0.2845173691212277
ACH-000168,-0.7309025280234165
ACH-000169,-0.6856045741443966
ACH-000178,-0.5752411100730658
ACH-000183,-0.721736001095114
ACH-000188,-0.6640871641582937
ACH-000189,-0.6813241453743347
ACH-000190,-0.4619837165285205
ACH-000198,-0.739045226610258
ACH-000203,-0.3496624244784415
ACH-000204,-0.7058043452979509
ACH-000206,-0.5082423951334428
ACH-000207,-0.6647262983872028
ACH-000208,-0.6223964669645303
ACH-000210,-0.789303162675409
ACH-000211,-0.7036216827590842
ACH-000215,-0.5095299303572642
ACH-000221,-0.5358315161087105
ACH-000222,-0.5339417994667003
ACH-000223,-0.6176826945760469
ACH-000226,-0.498309348330993
ACH-000227,-0.5746432054545121
ACH-000228,-0.6411367351248985
ACH-000231,-0.8343785010861802
ACH-000232,-0.5466257928753597
ACH-000233,-0.5093034050990782
ACH-000234,-0.5194819365034723
ACH-000235,-0.32746567220971096
ACH-000237,-0.5629206279109226
ACH-000238,-0.8098134146396019
ACH-000242,-0.6670113311727374
ACH-000243,-0.7339276397975337
ACH-000244,-0.6870311430769366
ACH-000246,-0.3820010228207661
ACH-000248,-0.667562564733402
ACH-000250,-0.518218405609555
ACH-000251,-0.5028150030074007
ACH-000252,-0.7681895529068703
ACH-000253,-0.3732499784370353
ACH-000255,-0.76277889863372
ACH-000256,-0.562323653154433
ACH-000257,-0.7121349447387276
ACH-000258,-0.5756933437323507
ACH-000259,-0.5781838281990546
ACH-000260,-0.4888381533014306
ACH-000261,-0.5776614606213268
ACH-000262,-0.6530907836014089
ACH-000263,-0.498211112828185
ACH-000264,-0.8945309582755757
ACH-000265,-0.7429345503168945
ACH-000266,-0.5282856292813748
ACH-000272,-0.4984635593861307
ACH-000274,-0.5041284469172858
ACH-000277,-0.5422200084142413
ACH-000278,-0.5376787695255739
ACH-000279,-0.5105175275442612
ACH-000280,-0.6159744017689079
ACH-000281,-0.7301715474834061
ACH-000288,-0.5707521130378501
ACH-000291,-0.7264605578526844
ACH-000293,-0.4832275433775986
ACH-000294,-0.5767440662073356
ACH-000295,-0.6561273004902303
ACH-000296,-0.7792937622380228
ACH-000302,-0.40025206307250577
ACH-000304,-0.7365979818621965
ACH-000307,-0.5889261875370712
ACH-000308,-0.5236157480316818
ACH-000310,-0.532481268769881
ACH-000311,-0.3962077222102747
ACH-000312,-0.655618491970342
ACH-000315,-0.6994214743485352
ACH-000316,-0.5513746155363489
ACH-000317,-0.5863542989464193
ACH-000318,-0.6735597485147047
ACH-000319,-0.4947753585160657
ACH-000320,-0.7295424897379158
ACH-000322,-0.6716011685221409
ACH-000323,-0.4077997481208582
ACH-000324,-0.4612970424426346
ACH-000329,-0.6554785045737919
ACH-000330,-0.5328901998462492
ACH-000331,-0.7700510775384103
ACH-000332,-0.5434856814503649
ACH-000334,-0.6300370107142871
ACH-000335,-0.8119546535408784
ACH-000336,-0.3906202936267893
ACH-000337,-0.9173293913341952
ACH-000338,-0.2944253750782186
ACH-000339,-0.6316900870390979
ACH-000341,-0.16793313174372065
ACH-000348,-0.7294209633036021
ACH-000350,-0.5152342497984427
ACH-000352,-0.41587265485697533
ACH-000356,-0.8519467851104283
ACH-000361,-0.5211436632746996
ACH-000362,-0.6630392418552224
ACH-000363,-0.6625768179481073
ACH-000364,-0.3760852841040597
ACH-000365,-0.5990419700291623
ACH-000366,-0.3882385816843731
ACH-000368,-0.6423341188358008
ACH-000374,-0.7804902596930896
ACH-000375,-0.3258157731898892
ACH-000376,-0.4987322192553929
ACH-000381,-0.8148953214059107
ACH-000383,-0.4326425205237603
ACH-000387,-0.8925678858149673
ACH-000389,-0.7823519949080938
ACH-000390,-0.3530516134183542
ACH-000393,-0.5708446949571953
ACH-000395,-0.3912769423575212
ACH-000396,-0.5501431796712342
ACH-000397,-0.6585568080977287
ACH-000401,-0.5208065506960924
ACH-000402,-0.6778997686737909
ACH-000403,-0.4718722349943822
ACH-000404,-0.5486380219824938
ACH-000406,-0.7198925698920193
ACH-000407,-0.570649057737745
ACH-000408,-0.6005763087671644
ACH-000410,-0.4061120702087557
ACH-000411,-0.6779703727710688
ACH-000414,-0.4240016234203545
ACH-000415,-0.6820424808249707
ACH-000416,-0.507858266431997
ACH-000420,-0.4806568199148245
ACH-000421,-0.5111767020625837
ACH-000424,-0.571484970975516
ACH-000425,-0.5482781803125016
ACH-000426,-0.9112831198131728
ACH-000427,-0.4192076284632038
ACH-000433,-0.3611616169683857
ACH-000435,-0.3186017427252664
ACH-000436,-0.7451279233896884
ACH-000444,-0.7646978800192318
ACH-000445,-0.9334154545570098
ACH-000448,-0.3943484034807124
ACH-000450,-0.7142680380421246
ACH-000452,-0.6720939013095723
ACH-000454,-0.3846068875295935
ACH-000458,-0.562322296237437
ACH-000459,-0.5344865199983135
ACH-000460,-0.4254004396104968
ACH-000461,-0.4410055025374196
ACH-000463,-0.6039586653172353
ACH-000464,-0.5857102435394382
ACH-000466,-0.8296971650142843
ACH-000467,-0.5981977067415425
ACH-000468,-0.7138184909436002
ACH-000469,-0.6568756553179594
ACH-000470,-0.5888449584704349
ACH-000471,-0.5107021076985108
ACH-000472,-0.5973586703972754
ACH-000473,-0.8513682908720432
ACH-000475,-0.7545411737046631
ACH-000476,-0.19552290556302
ACH-000477,-0.5389410756011798
ACH-000479,-0.4856470268075124
ACH-000480,-0.7043785020703979
ACH-000481,-0.5469455840735161
ACH-000483,-0.5410907396515621
ACH-000484,-0.5530766844389867
ACH-000485,-0.6908517828429513
ACH-000486,-0.4791201773930147
ACH-000487,-0.3842773390847032
ACH-000488,-0.585977520849319
ACH-000490,-0.5901850466691783
ACH-000491,-0.6187567397516021
ACH-000495,-0.6923097233593752
ACH-000496,-0.5937186757756931
ACH-000499,-0.7293679028449431
ACH-000500,-1.00956652045861
ACH-000502,-0.4605605420348518
ACH-000503,-0.7225574768996118
ACH-000505,-0.7512534286677265
ACH-000507,-0.7496943980815896
ACH-000510,-0.6159821884465442
ACH-000511,-0.6260605330698368
ACH-000512,-0.7226147373181702
ACH-000516,-0.6750391810137176
ACH-000517,-0.5102924957625324
ACH-000518,-0.6997282212051817
ACH-000520,-0.6785791186667404
ACH-000521,-0.5843067202128888
ACH-000522,-0.4974811728668542
ACH-000524,-0.5048842066755111
ACH-000527,-0.5418165621590683
ACH-000528,-0.5292053265343862
ACH-000537,-0.5189131287212353
ACH-000541,-0.4910635589791964
ACH-000542,-0.8759728745182531
ACH-000544,-0.5203664002527117
ACH-000545,-0.532254740769991
ACH-000547,-0.4500628626346954
ACH-000548,-0.643685212102973
ACH-000549,-0.667271431387939
ACH-000550,-0.6676220131616811
ACH-000552,-0.42566401884177024
ACH-000556,-0.8039329748041443
ACH-000557,-0.41797552063210064
ACH-000569,-0.7117852222947584
ACH-000570,-0.4554523400254482
ACH-000571,-0.5028960943300845
ACH-000573,-0.6277649880120123
ACH-000576,-0.6155856111407565
ACH-000579,-0.5463402280160871
ACH-000580,-0.3221645416462258
ACH-000584,-0.4631438435635003
ACH-000585,-0.9942940254065294
ACH-000588,-0.7710873381094904
ACH-000589,-0.5645679971470199
ACH-000591,-0.5445952950490187
ACH-000593,-0.820063816919814
ACH-000600,-0.4560872722691786
ACH-000601,-0.7802338093195678
ACH-000605,-0.6851136770315731
ACH-000606,-0.7766954411968978
ACH-000608,-0.846887962052081
ACH-000614,-0.3659882529526467
ACH-000616,-0.6253579465949902
ACH-000618,-0.5562580899364697
ACH-000619,-0.6253070764410738
ACH-000620,-0.3891005430191892
ACH-000621,-0.4482289444536353
ACH-000622,-0.6457074381483314
ACH-000623,-0.6884112264771253
ACH-000624,-0.6246455435305853
ACH-000627,-0.6747391518563043
ACH-000630,-0.688608540079073
ACH-000631,-0.729800281457684
ACH-000632,-0.5075186710686208
ACH-000633,-0.4438445937300182
ACH-000637,-0.4969497416979564
ACH-000638,-0.4162618743523696
ACH-000646,-0.5137434659106794
ACH-000647,-0.7135022788297402
ACH-000648,-0.4962998003791088
ACH-000649,-0.3830448969520741
ACH-000651,-0.5936329589989223
ACH-000652,-0.8880511622009186
ACH-000653,-0.3644260002862199
ACH-000657,-0.4992156374899761
ACH-000658,-0.7392079688390952
ACH-000661,-0.6298860217865185
ACH-000662,-0.6278175123422035
ACH-000663,-0.4987680864830866
ACH-000665,-0.3832881681883659
ACH-000671,-0.9559430130752048
ACH-000672,-0.4624815248425959
ACH-000673,-0.6259979516153975
ACH-000676,-0.6972594698382037
ACH-000677,-0.3009950127926451
ACH-000681,-0.6296926459654067
ACH-000683,-0.26194204164591817
ACH-000684,-0.4197297589331498
ACH-000688,-0.7647994937618418
ACH-000693,-0.4721588390030297
ACH-000694,-0.614229234333385
ACH-000695,-0.6912389212711469
ACH-000696,-0.6912200544628964
ACH-000697,-0.5064204616406534
ACH-000699,-0.4822846872404583
ACH-000701,-0.44278256661777937
ACH-000706,-0.6037997977453551
ACH-000711,-0.6373025479196344
ACH-000713,-0.4478005068562621
ACH-000714,-0.3705633835735308
ACH-000718,-0.6636359559344803
ACH-000720,-0.8225992244019498
ACH-000721,-0.4880764090503134
ACH-000724,-0.31595817287871397
ACH-000725,-0.3597885355356296
ACH-000732,-0.5496224002673005
ACH-000734,-0.22045577630924024
ACH-000735,-0.5728510213509386
ACH-000736,-0.630996820671656
ACH-000738,-0.6928831361015555
ACH-000746,-0.40174180650606267
ACH-000747,-0.4736420107699149
ACH-000748,-0.6023905338164314
ACH-000753,-0.4843650954657777
ACH-000756,-0.5778445284242538
ACH-000757,-0.4814251415722338
ACH-000758,-0.6475542534597086
ACH-000760,-0.5226041571097413
ACH-000762,-0.5819549953581814
ACH-000763,-0.6979323065489748
ACH-000764,-0.5077602830709815
ACH-000765,-0.5998578736913117
ACH-000766,-0.4503109426005952
ACH-000767,-0.4493231366088245
ACH-000768,-0.7966041188280562
ACH-000769,-0.4739993549251014
ACH-000770,-0.5306944978712647
ACH-000771,-0.6107892238612935
ACH-000773,-0.6392052758647275
ACH-000776,-0.5186283764427982
ACH-000777,-0.30714399071014903
ACH-000778,-0.4201849886741153
ACH-000781,-0.6082597654683339
ACH-000782,-0.5885124323933091
ACH-000783,-0.4640432378694747
ACH-000784,-0.7044839924838745
ACH-000785,-0.5534089539495619
ACH-000787,-0.4216118774817607
ACH-000788,-0.7030266192305142
ACH-000791,-0.5896140473251339
ACH-000792,-0.7535775312365562
ACH-000794,-0.599587214202264
ACH-000796,-0.6986354439796872
ACH-000798,-0.7297626787580099
ACH-000799,-0.676530528181292
ACH-000800,-0.5485160821583491
ACH-000802,-0.4973152299447894
ACH-000804,-0.2962549539035403
ACH-000805,-0.3751750821506468
ACH-000809,-0.5138008700549368
ACH-000810,-1.0651200736559872
ACH-000811,-0.4570391972047753
ACH-000817,-0.7330089054249239
ACH-000819,-0.954859846990308
ACH-000820,-0.5045793258371727
ACH-000821,-0.7984628082940495
ACH-000822,-0.5026163774324276
ACH-000823,-0.7512303465444301
ACH-000824,-0.4523876219640491
ACH-000827,-0.5414134949227541
ACH-000829,-0.7462998053719481
ACH-000831,-0.5162387621129575
ACH-000832,-0.6310663232651856
ACH-000833,-0.4527212939881301
ACH-000834,-0.5383634176141849
ACH-000835,-0.8015676771898372
ACH-000836,-0.30117047076182296
ACH-000837,-0.4692242262715714
ACH-000838,-0.6539569660136161
ACH-000839,-0.6128956199250024
ACH-000840,-0.8254931180456271
ACH-000841,-0.6406610926811723
ACH-000843,-0.4277749331191304
ACH-000846,-0.754125717731961
ACH-000847,-0.5111157333291043
ACH-000848,-0.5115094524567547
ACH-000849,-0.6869170305549468
ACH-000851,-0.5345489750618097
ACH-000855,-0.33085616711895866
ACH-000856,-0.6605634936550718
ACH-000858,-0.5842536896228342
ACH-000859,-0.7600742336161881
ACH-000861,-0.4622933351590908
ACH-000862,-0.7603917811037835
ACH-000865,-0.5460512301560773
ACH-000866,-0.3705416863938093
ACH-000867,-0.5442643472225244
ACH-000869,-0.7235343484426908
ACH-000872,-0.450485049834346
ACH-000873,-0.6440220971206021
ACH-000876,-0.4660834747201424
ACH-000878,-0.78554695219586
ACH-000880,-0.916345805796943
ACH-000881,-0.5191740595525797
ACH-000882,-0.6105171889120187
ACH-000884,-0.6111344774765693
ACH-000885,-0.7151502558539035
ACH-000887,-0.4791973369404082
ACH-000889,-0.7549496916304043
ACH-000896,-0.6321752087691421
ACH-000898,-0.7896385954853143
ACH-000900,-0.4741919157563149
ACH-000901,-0.5660966258744328
ACH-000905,-0.4584519055488119
ACH-000906,-0.3618117715812857
ACH-000907,-0.8065359148981294
ACH-000910,-0.40674165739931106
