,ZFPL1 (7542)
ACH-000004,-0.15540308932111982
ACH-000005,0.24166226404778196
ACH-000007,-0.049389368178210366
ACH-000009,0.06681577850766733
ACH-000011,0.07837653008799086
ACH-000012,-0.15702457932434116
ACH-000013,-0.04776440470607052
ACH-000014,0.16116103889629574
ACH-000015,-0.054274587665673925
ACH-000017,-0.07500496939070612
ACH-000018,0.12327433660249283
ACH-000019,-0.14067084678129366
ACH-000021,-0.09410345385689302
ACH-000022,-0.06567456471068085
ACH-000025,0.016208967387280313
ACH-000028,-0.11322493746937815
ACH-000030,-0.04729726758414883
ACH-000035,-0.03608018206521007
ACH-000036,-0.19814654311286725
ACH-000037,-0.1293044964439393
ACH-000039,-0.037282730047709836
ACH-000040,0.07006577499236158
ACH-000041,-0.05902839937502316
ACH-000042,-0.1111335610512705
ACH-000045,-0.24342840932700716
ACH-000047,0.15475637210392604
ACH-000052,0.007623157582985912
ACH-000053,-0.07626015275151747
ACH-000054,-0.06339056550063063
ACH-000055,-0.3168705887405918
ACH-000060,-0.018833909739717557
ACH-000067,0.10301531832661624
ACH-000070,-0.02200798909185272
ACH-000075,0.04284763331576637
ACH-000078,0.0016467136398356551
ACH-000082,-0.07799612376714297
ACH-000085,-0.12525876383822268
ACH-000086,-0.2751313130658249
ACH-000087,0.07482430551519469
ACH-000092,-0.0599102654807397
ACH-000095,-0.03742288857375816
ACH-000097,-0.05136151716807843
ACH-000098,-0.07891651316348397
ACH-000099,-0.0018605404510231426
ACH-000108,-0.11598599107974301
ACH-000113,-0.09631497062330506
ACH-000116,-0.20005044925531276
ACH-000118,-0.1238307008879377
ACH-000120,-0.0035758287886717907
ACH-000123,-0.1204271049116411
ACH-000127,-0.11597116537631738
ACH-000128,0.08897929102064335
ACH-000132,-0.01626252448982907
ACH-000133,-0.12510861651077726
ACH-000137,0.06380439990890845
ACH-000138,-0.12475921877645273
ACH-000142,-0.1422116283052312
ACH-000143,0.029847336307892564
ACH-000146,-0.03819898773629899
ACH-000148,-0.15395118053410128
ACH-000150,-0.1145187064466518
ACH-000152,-0.14561027152128225
ACH-000153,-0.2775558693105722
ACH-000159,0.05218939291500916
ACH-000160,-0.012951533539196182
ACH-000163,-0.05739906587813539
ACH-000167,-0.03010587922796266
ACH-000168,0.07884153937694056
ACH-000169,-0.14545605389158256
ACH-000178,0.0011051172919330251
ACH-000183,-0.0991138603355002
ACH-000188,-0.17617660637255111
ACH-000189,-0.18364095785469825
ACH-000190,-0.005610724617971017
ACH-000198,0.012536900624152388
ACH-000203,-0.27178729890223285
ACH-000204,-0.03140579867469245
ACH-000206,-0.022960415204446024
ACH-000207,-0.22917034721360016
ACH-000208,-0.10329718707978693
ACH-000210,0.17540915104845226
ACH-000211,-0.1400297048318409
ACH-000215,-0.008073832712683505
ACH-000221,-0.14611980915692271
ACH-000222,-0.2482986188310106
ACH-000223,-0.03081059858716512
ACH-000226,-0.0408272962492011
ACH-000227,-0.060763502223701235
ACH-000228,-0.32669913071484663
ACH-000231,0.0031238000402354386
ACH-000232,0.014222736969350438
ACH-000233,-0.023223725144318728
ACH-000234,-0.08492606213572343
ACH-000235,-0.05946392860335389
ACH-000237,-0.10536099813083033
ACH-000238,-0.023449077954014456
ACH-000242,0.030527343947841814
ACH-000243,-0.009021649461376841
ACH-000244,-0.2271170840217771
ACH-000246,-0.07375827010530478
ACH-000248,-0.0571783991393793
ACH-000250,-0.16418753421893295
ACH-000251,0.12786734208652406
ACH-000252,0.03025957443403825
ACH-000253,-0.0774859800813611
ACH-000255,-0.1011531836480384
ACH-000256,-0.08909989692810671
ACH-000257,0.009236732179662123
ACH-000258,-0.035703120148625075
ACH-000259,-0.028127944005513328
ACH-000260,-0.11097300006504712
ACH-000261,-0.13707841084364342
ACH-000262,0.05710051244694449
ACH-000263,-0.358965625136668
ACH-000264,-0.11011098548554933
ACH-000265,0.014113739914193372
ACH-000266,-0.057177237502475275
ACH-000272,0.0566481728076565
ACH-000274,0.007952749527724843
ACH-000277,0.03445684369054454
ACH-000278,-0.07272717020952232
ACH-000279,0.0422253951314095
ACH-000280,-0.014312138048994838
ACH-000281,-0.10950220153113914
ACH-000288,-0.0035126257443870213
ACH-000291,-0.0807593672631036
ACH-000293,-0.02445242636707189
ACH-000294,-0.07401922546278078
ACH-000295,0.03810926582688346
ACH-000296,-0.08026398638784604
ACH-000302,-0.15825976900535735
ACH-000304,0.229420992092958
ACH-000307,-0.07630568016003915
ACH-000308,-0.12671301848350233
ACH-000310,-0.017655411701618103
ACH-000311,0.10641288906972714
ACH-000312,-0.11248434874955744
ACH-000315,0.015154478343264974
ACH-000316,-0.11277052618396395
ACH-000317,-0.07932488738541399
ACH-000318,-0.4852572101106071
ACH-000319,-0.0504965295372118
ACH-000320,-0.07951808439841318
ACH-000322,-0.049065981805765206
ACH-000323,-0.06287582904195586
ACH-000324,-0.012966290689616165
ACH-000329,0.11708192778927605
ACH-000330,-0.20601568093556788
ACH-000331,-0.10478398198087588
ACH-000332,-0.09487095604561813
ACH-000334,-0.01123893439378087
ACH-000335,-0.20036380327552586
ACH-000336,-0.03979569322292745
ACH-000337,-0.3553423286981811
ACH-000338,-0.36101293693685343
ACH-000339,0.02208084031647017
ACH-000341,-0.044845670099045394
ACH-000348,0.02772843262851677
ACH-000350,0.02515254891457299
ACH-000352,-0.03354101186340594
ACH-000356,-0.22476778569611072
ACH-000361,-0.08293044987238443
ACH-000362,-0.09067568407063148
ACH-000363,-0.050379959382863486
ACH-000364,-0.14993688218621098
ACH-000365,-0.13012532902242754
ACH-000366,-0.150690470359248
ACH-000368,-0.05357244452487213
ACH-000374,-0.2546637441935175
ACH-000375,-0.0636351539490961
ACH-000376,-0.2736302941116217
ACH-000381,-0.09506545954419827
ACH-000383,-0.019536517902724038
ACH-000387,-0.10112309636213422
ACH-000389,0.13486449407679288
ACH-000390,-0.08544031693741888
ACH-000393,-0.04210868834796541
ACH-000395,-0.2511408618000601
ACH-000396,-0.01020342119828669
ACH-000397,-0.16542453594201165
ACH-000401,-0.002757719276243064
ACH-000402,-0.17701135180313246
ACH-000403,-0.04456412515142466
ACH-000404,-0.2307746369155633
ACH-000406,-0.0720320993790809
ACH-000407,0.04362714909041305
ACH-000408,-0.11314301434724695
ACH-000410,0.035086748933592815
ACH-000411,-0.016019577827540255
ACH-000414,0.004240898438001252
ACH-000415,-0.2543421675322141
ACH-000416,-0.050594688996268886
ACH-000420,-0.11443475712997535
ACH-000421,-0.1246096969300842
ACH-000424,-0.11308594267615033
