,VARS2 (57176)
ACH-000004,-0.4972446564803565
ACH-000005,-0.6736922392055572
ACH-000007,-0.5507897959364619
ACH-000009,-0.4689673405945419
ACH-000011,-0.26892710237791184
ACH-000012,-0.9008889362542528
ACH-000013,-0.6309415280680608
ACH-000014,-0.5442940568048595
ACH-000015,-0.6174015322238281
ACH-000017,-0.5175190975898164
ACH-000018,-0.6948021674648155
ACH-000019,-0.6158983868865511
ACH-000021,-0.4888204470281021
ACH-000022,-0.4930014648080887
ACH-000025,-0.7679836985703244
ACH-000028,-0.6484718479966711
ACH-000030,-0.6155415265899007
ACH-000035,-0.7416404542566143
ACH-000036,-0.20986046452023485
ACH-000037,-0.6558602647879281
ACH-000039,-0.6473826817743092
ACH-000040,-0.3513615444159125
ACH-000041,-0.4252872781505537
ACH-000042,-0.34693595978635616
ACH-000045,-0.4356703041682487
ACH-000047,-0.6539368846002344
ACH-000052,-0.5019772540044425
ACH-000053,-0.3051932874315911
ACH-000054,-0.526827268198506
ACH-000055,-0.2726215926159669
ACH-000060,-0.4287036731891432
ACH-000067,-0.4470439226235344
ACH-000070,-0.5437441426106244
ACH-000075,-0.360063833648172
ACH-000078,-0.43217807896591415
ACH-000082,-0.5315938477155688
ACH-000085,-0.8182585925111414
ACH-000086,-0.8882874112162013
ACH-000087,-0.5231305202953462
ACH-000092,-0.3214151948453989
ACH-000095,-0.16606400664602106
ACH-000097,-0.4178205888840837
ACH-000098,-0.4625592508845685
ACH-000099,-0.5457393443491638
ACH-000108,-0.4963245401112778
ACH-000113,-0.427174145547896
ACH-000116,-0.4232164112519099
ACH-000118,-0.7275366713248222
ACH-000120,-0.5412418862617006
ACH-000123,-0.6603541409713827
ACH-000127,-0.8136125869942845
ACH-000128,-0.6888114331613342
ACH-000132,-0.6611371545361834
ACH-000133,-0.5705007653885055
ACH-000137,-0.500719434678949
ACH-000138,-0.5121403974698852
ACH-000142,-0.4123376074373072
ACH-000143,-0.3773932103423888
ACH-000146,-0.6589878781251799
ACH-000148,-0.493003765357904
ACH-000150,-0.5694960168463375
ACH-000152,-0.5604936856233989
ACH-000153,-0.7357476914583612
ACH-000159,-0.4174795121866199
ACH-000160,-0.7406375635242458
ACH-000163,-0.515119277294892
ACH-000167,-0.1181046081930661
ACH-000168,-0.2765977070145455
ACH-000169,-0.667867345084875
ACH-000178,-0.5352150934011175
ACH-000183,-0.4704432947945992
ACH-000188,-0.28316562690798075
ACH-000189,-0.5263058022090036
ACH-000190,-0.7004625245518452
ACH-000198,-0.4049175711593612
ACH-000203,-0.2726817405244396
ACH-000204,-0.6837529123845125
ACH-000206,-0.14604490459610595
ACH-000207,-0.7709185151443171
ACH-000208,-0.494985468019076
ACH-000210,-0.7080281228059284
ACH-000211,-0.445926160992617
ACH-000215,-0.5980541078170929
ACH-000221,-0.8221135314737069
ACH-000222,-0.4834700076227986
ACH-000223,-0.5929961564197227
ACH-000226,-0.5147644743993124
ACH-000227,-0.3394833918389277
ACH-000228,-0.6371648971713643
ACH-000231,-0.8734100062200718
ACH-000232,-0.5806192777502924
ACH-000233,-0.4134575640441986
ACH-000234,-0.4694890183237611
ACH-000235,-0.4671432735318203
ACH-000237,-0.3421098873781577
ACH-000238,-0.6660362203762328
ACH-000242,-0.6662247853754064
ACH-000243,-0.31693012348348404
ACH-000244,-0.6641068473164722
ACH-000246,-0.4929269618128574
ACH-000248,-0.9366654477495344
ACH-000250,-0.3565445481774058
ACH-000251,-0.43798593189050605
ACH-000252,-0.5942333499940023
ACH-000253,-0.4023189518465591
ACH-000255,-0.6550218555812497
ACH-000256,-0.5160182458307515
ACH-000257,-0.4913008577944384
ACH-000258,-0.7559757402366444
ACH-000259,-0.6200913151511069
ACH-000260,-0.3346903814986097
ACH-000261,-0.4424619369868824
ACH-000262,-0.33695034826964554
ACH-000263,-0.7405952127407541
ACH-000264,-0.4887286174877435
ACH-000265,-0.7751253263133083
ACH-000266,-0.3495298573053155
ACH-000272,-0.3133092395689809
ACH-000274,-0.36023907383188136
ACH-000277,-0.5825023286959008
ACH-000278,-0.2150728861453117
ACH-000279,-0.6907387352217174
ACH-000280,-0.5092599920480914
ACH-000281,-0.6628255707535773
ACH-000288,-0.9368215615116546
ACH-000291,-0.6417854548540843
ACH-000293,-0.4587837102266446
ACH-000294,-0.5756351959286208
ACH-000295,-0.6613447948982629
ACH-000296,-0.5491226488847103
ACH-000302,-0.6748970004122775
ACH-000304,-0.5960507502361599
ACH-000307,-0.6761503442606669
ACH-000308,-0.4869360798154828
ACH-000310,-0.2267341407673875
ACH-000311,-0.5653507270463762
ACH-000312,-0.6182844785369467
ACH-000315,-0.41969623463903655
ACH-000316,-0.6790322415733578
ACH-000317,-0.9269383922652648
ACH-000318,-0.4761277543656264
ACH-000319,-0.3992918098378344
ACH-000320,-0.6524079113755338
ACH-000322,-0.3776169326309055
ACH-000323,-0.5567833858014252
ACH-000324,-0.4373222372690696
ACH-000329,-0.6264286574771697
ACH-000330,-0.6767323672249511
ACH-000331,-0.564058944652152
ACH-000332,-0.2290022948212219
ACH-000334,-0.3373423132055499
ACH-000335,-0.5353365849909377
ACH-000336,-0.5503893358045825
ACH-000337,-0.7110830373603149
ACH-000338,-1.3455792556085409
ACH-000339,-0.4981357742519806
ACH-000341,-0.2987679061071968
ACH-000348,-0.4811231431712034
ACH-000350,-0.4238883807285501
ACH-000352,-0.4870356785447964
ACH-000356,-0.4542607922411837
ACH-000361,-0.5875529789371509
ACH-000362,-0.3626136163536683
ACH-000363,-0.4948414209176651
ACH-000364,-0.4756893244367199
ACH-000365,-0.6500942774799355
ACH-000366,-0.36680852824443305
ACH-000368,-0.4237298284669239
ACH-000374,-0.5964287801280549
ACH-000375,-0.5472877320225266
ACH-000376,-0.8341083872854443
ACH-000381,-0.6364678672603937
ACH-000383,-0.5897445009663045
ACH-000387,-0.4525638359487387
ACH-000389,-0.2461941722561213
ACH-000390,-0.4871644329428712
ACH-000393,-0.44028184425967404
ACH-000395,-0.4956048124499915
ACH-000396,-0.6481959900696755
ACH-000397,-0.2756437590998503
ACH-000401,-0.7515543201431192
ACH-000402,-0.4807999935600397
ACH-000403,-0.4956299806975694
ACH-000404,-0.8386131481040071
ACH-000406,-0.5405189897765988
ACH-000407,-0.5019809657010621
ACH-000408,-0.9175590042161332
ACH-000410,-0.405258235284122
ACH-000411,-0.2070147828749358
ACH-000414,-0.4466782441369519
ACH-000415,-0.6016324292256772
ACH-000416,-0.3256830817727345
ACH-000420,-0.3331239262520111
ACH-000421,-0.4106960022761556
ACH-000424,-0.8148074777067029
ACH-000425,-0.4621802113747998
ACH-000426,-0.43559162255413947
ACH-000427,-0.4739015266887441
ACH-000433,-0.5303846426423328
ACH-000435,-0.9502964796122152
ACH-000436,-0.2705893490900584
ACH-000444,-0.3149865535652535
ACH-000445,-0.6561625041216061
ACH-000448,-0.2322847414180829
ACH-000450,-0.4754128648078254
ACH-000452,-0.5702031461476798
ACH-000454,-0.8178386673358197
ACH-000458,-0.6461711799496451
ACH-000459,-0.7747653062607099
ACH-000460,-0.6995331723601725
ACH-000461,-0.8764449491047802
ACH-000463,-0.3887135797909904
ACH-000464,-0.5806019400624121
ACH-000466,-0.516601707220633
ACH-000467,-0.7030265577740699
ACH-000468,-0.6484940500477242
ACH-000469,-0.6697332015221092
ACH-000470,-0.4918088155975026
ACH-000471,-0.3906507883762468
ACH-000472,-0.43047576117604097
ACH-000473,-0.6387343519344251
ACH-000475,-0.5901835621489174
ACH-000476,-0.768967444565424
ACH-000477,-0.5551911193193496
ACH-000479,-0.5026389346366881
ACH-000480,-0.7009776667913212
ACH-000481,-0.4617095380005436
ACH-000483,-0.6382838662453562
ACH-000484,-0.26220058175153216
ACH-000485,-0.3810738770312758
ACH-000486,-0.5980186098027066
ACH-000487,-0.6214587412685011
ACH-000488,-0.6787440323647399
ACH-000490,-0.7369356961834612
ACH-000491,-0.6820910357077605
ACH-000495,-0.3837830448579534
ACH-000496,-0.4974529864526601
ACH-000499,-0.6002872900244829
ACH-000500,-0.6699591342836466
ACH-000502,-0.4630482509467748
ACH-000503,-0.7414643019989976
ACH-000505,-0.454065720645623
ACH-000507,-0.9090483597921568
ACH-000510,-0.5841972676881255
ACH-000511,-0.6443498354087439
ACH-000512,-1.0926749827928977
ACH-000516,-0.3432054274021216
ACH-000517,-0.3790285139294418
ACH-000518,-0.475693597647345
ACH-000520,-0.18756118385597767
ACH-000521,-0.4856114296141544
ACH-000522,-0.5079875468989394
ACH-000524,-0.4776287486194623
ACH-000527,-0.45449625164296004
ACH-000528,-0.781484553647181
ACH-000537,-0.5614440541253456
ACH-000541,-0.3789050094347407
ACH-000542,-0.4116539320925253
ACH-000544,-0.7138677676952788
ACH-000545,-0.8170506403648315
ACH-000547,-0.6974278341641897
ACH-000548,-0.3548133542372897
ACH-000549,-0.8781419914125339
ACH-000550,-0.5150167073404542
ACH-000552,-0.9191463536988832
ACH-000556,-0.5508484523315212
ACH-000557,-0.24771175165298376
ACH-000569,-0.18586710785328045
ACH-000570,-0.5961810810000742
ACH-000571,-0.5643811262458456
ACH-000573,-0.5329570225608308
ACH-000576,-0.1313820078438449
ACH-000579,-0.7586768720310222
ACH-000580,-0.3790889377241855
ACH-000584,-0.4702462212103568
ACH-000585,-0.34478995423989683
ACH-000588,-0.7524650211588888
ACH-000589,-0.5862018895915476
ACH-000591,-0.562948081285603
ACH-000593,-0.6441687079946603
ACH-000600,-0.4937754881864506
ACH-000601,-0.7084285206464132
ACH-000605,-0.6023999931023835
ACH-000606,-0.5979591991444497
ACH-000608,-0.3356621183267364
ACH-000614,-0.42223601837783203
ACH-000616,-0.3693230169909901
ACH-000618,-0.7153787946943838
ACH-000619,-0.6348835711141696
ACH-000620,-0.6462480094575389
ACH-000621,-0.4102443111771759
ACH-000622,-0.5153464024333568
ACH-000623,-0.3115419825583114
ACH-000624,-0.3047782346237684
ACH-000627,-0.5993613578273639
ACH-000630,-0.8326678527117176
ACH-000631,-0.9561800957894676
ACH-000632,-0.4182664751882891
ACH-000633,-1.002716940013396
ACH-000637,-0.7261385169897038
ACH-000638,-0.5799674803381358
ACH-000646,-0.6514507670243849
ACH-000647,-0.6416362105026513
ACH-000648,-0.7061538385963692
ACH-000649,-0.6665196106342288
ACH-000651,-0.9601512479100788
ACH-000652,-0.6235381186358372
ACH-000653,-0.7518411752701082
ACH-000657,-0.6020468979285216
ACH-000658,-0.5582774212560088
ACH-000661,-0.5276558532176546
ACH-000662,-0.8150476252377584
ACH-000663,-0.5780711726983269
ACH-000665,-0.37305821007775336
ACH-000671,-0.8041630519982723
ACH-000672,-0.8341448739534183
ACH-000673,-0.21145419567978307
ACH-000676,-0.8506525994893787
ACH-000677,-0.8739733203882166
ACH-000681,-0.5800638888822875
ACH-000683,-0.5279811521479373
ACH-000684,-0.4721565254759018
