,C8B (732)
ACH-000004,0.3427611872325722
ACH-000005,-0.17843020870282253
ACH-000007,0.4398392294085585
ACH-000009,0.03734756321257687
ACH-000011,0.14631261968251846
ACH-000012,0.04360293972182882
ACH-000013,0.2175675239187176
ACH-000014,0.046549825575358056
ACH-000015,0.1670199343436788
ACH-000017,0.17452810576311395
ACH-000018,0.15494693054937378
ACH-000019,0.0898057206185329
ACH-000021,0.16774148375186151
ACH-000022,-0.01840981571012365
ACH-000025,0.14766262030119584
ACH-000028,0.22644002687300474
ACH-000030,0.06503665984884
ACH-000035,-0.14497021417354047
ACH-000036,0.2220538109440734
ACH-000037,0.10620260655512727
ACH-000039,-0.09058609684799873
ACH-000040,0.021519377312901856
ACH-000041,0.06706051987293349
ACH-000042,0.1884677946610359
ACH-000045,0.18701217685262575
ACH-000047,0.2716810071090765
ACH-000052,0.035663946443557616
ACH-000053,0.07046319164858253
ACH-000054,0.12437033502594745
ACH-000055,0.1950475197967007
ACH-000060,-0.07087686724213788
ACH-000067,0.04357335457931883
ACH-000070,0.19857128597896115
ACH-000075,0.04962841891368156
ACH-000078,0.1561104956589901
ACH-000082,0.22622916360601245
ACH-000085,0.17574773406536232
ACH-000086,0.13504358644432424
ACH-000087,0.09898847211217056
ACH-000092,0.06593374601275681
ACH-000095,0.043844147500361384
ACH-000097,0.1838138257396008
ACH-000098,0.21741297655642627
ACH-000099,0.08526212659123207
ACH-000108,0.20272810733086385
ACH-000113,0.15254634185930396
ACH-000116,0.19163908102150615
ACH-000118,0.1051328091497772
ACH-000120,0.07388775405948776
ACH-000123,0.060190537242716675
ACH-000127,0.12250085051033648
ACH-000128,-0.025264129233659168
ACH-000132,0.1446078406827194
ACH-000133,0.192825315267055
ACH-000137,0.23016175942126216
ACH-000138,0.13533307339389414
ACH-000142,0.1444892534580503
ACH-000143,0.1810191493582583
ACH-000146,0.1744702292828795
ACH-000148,0.21616437800831068
ACH-000150,-0.018681942732794287
ACH-000152,0.17359613492445972
ACH-000153,0.36980696006302377
ACH-000159,0.10017362961663646
ACH-000160,0.17452678019203555
ACH-000163,0.3824906015394113
ACH-000167,-0.008383345330113558
ACH-000168,0.195806389924098
ACH-000169,0.18317340263607254
ACH-000178,0.03121160872839745
ACH-000183,0.11976176380077097
ACH-000188,0.11600230190856894
ACH-000189,0.3764205804757452
ACH-000190,0.29795511475063985
ACH-000198,0.18908155947469496
ACH-000203,0.20700186422095712
ACH-000204,0.12220267612035925
ACH-000206,0.05356080851464814
ACH-000207,-0.007539682294170808
ACH-000208,0.2941389335218497
ACH-000210,0.6792661856210308
ACH-000211,0.25878997560475664
ACH-000215,0.21181016905840133
ACH-000221,0.1092170942348734
ACH-000222,0.3310813969486023
ACH-000223,0.1606850537654623
ACH-000226,-0.04195577626934645
ACH-000227,0.20661147781937114
ACH-000228,0.0976793004729826
ACH-000231,0.14244043153886518
ACH-000232,0.0987339064045232
ACH-000233,0.08728757371199382
ACH-000234,0.2374014044074403
ACH-000235,0.13749994290175854
ACH-000237,0.2595117146176862
ACH-000238,0.13002029892919176
ACH-000242,-0.27528768946898563
ACH-000243,0.1758815995398207
ACH-000244,-0.034435288066060735
ACH-000246,0.15112844589512922
ACH-000248,0.14357928623401991
ACH-000250,0.06638945965594252
ACH-000251,0.13525868162210822
ACH-000252,0.01925879819108194
ACH-000253,0.17270141876797562
ACH-000255,0.02075332701668915
ACH-000256,0.3433050178136633
ACH-000257,0.3654495983261473
ACH-000258,-0.15439215668695982
ACH-000259,0.14543789070724195
ACH-000260,0.07389555977610793
ACH-000261,0.25449739597142473
ACH-000262,0.1466342098717507
ACH-000263,0.2114112715280944
ACH-000264,0.11983479365672332
ACH-000265,0.13588567747780034
