,PTPRE (5791)
ACH-000004,0.06830532338352059
ACH-000005,0.10852531323409292
ACH-000007,0.17333061327729546
ACH-000009,0.04779953595798877
ACH-000011,0.2578113204421077
ACH-000012,0.25613405578119897
ACH-000013,0.18750020881053914
ACH-000014,0.16361423714050516
ACH-000015,0.08649514695182943
ACH-000017,0.09487230981665433
ACH-000018,-0.05964011336389876
ACH-000019,0.15111293963641378
ACH-000021,0.06135490969454329
ACH-000022,0.08352088190781927
ACH-000025,0.1121949474788464
ACH-000028,0.06357834300846499
ACH-000030,0.14142395248010894
ACH-000035,0.047324584751802116
ACH-000036,-0.001156917054834906
ACH-000037,0.06837070904492419
ACH-000039,0.3877119988428222
ACH-000040,0.01699803171471117
ACH-000041,-0.13860858556077565
ACH-000042,-0.08385304639826341
ACH-000045,0.177975879761875
ACH-000047,0.20968174181950155
ACH-000052,-0.1763311435985522
ACH-000053,0.15894064793441726
ACH-000054,-0.04300187463444578
ACH-000055,0.2763840793673486
ACH-000060,-0.08838918436383461
ACH-000067,-0.11011602911689314
ACH-000070,0.09713606471851938
ACH-000075,0.09988644495159783
ACH-000078,0.05233600727698584
ACH-000082,0.13526860945511418
ACH-000085,0.0031063561424368373
ACH-000086,0.09129277156065467
ACH-000087,0.07922102494594338
ACH-000092,0.09427693135464868
ACH-000095,0.06602739601388828
ACH-000097,0.14704215666929446
ACH-000098,-0.012553589933847408
ACH-000099,0.1149467381519015
ACH-000108,0.0037221266969498725
ACH-000113,0.11450046367554065
ACH-000116,0.07039681468750751
ACH-000118,0.05593073476179401
ACH-000120,0.008867589768250366
ACH-000123,0.21748196787224008
ACH-000127,0.18388868004354345
ACH-000128,0.04250342468345045
ACH-000132,0.10957594971133762
ACH-000133,0.18976194610438274
ACH-000137,-0.02688163625662426
ACH-000138,-0.05314667935138822
ACH-000142,-0.003024673657460425
ACH-000143,-0.049048581266290865
ACH-000146,0.13807202792182344
ACH-000148,0.09322754301539968
ACH-000150,0.17151878642367238
ACH-000152,0.15473076253744858
ACH-000153,0.23718239863210686
ACH-000159,0.09436099916662767
ACH-000160,0.21452784650025786
ACH-000163,0.20089847188748874
ACH-000167,0.30389033965060835
ACH-000168,0.1551316889350477
ACH-000169,-0.10990559668516857
ACH-000178,0.1121409024583161
ACH-000183,0.07148450310612631
ACH-000188,0.05748486487939335
ACH-000189,0.0979631873971466
ACH-000190,0.10112490081990816
ACH-000198,-0.00022061104374680938
ACH-000203,-0.15185192378309004
ACH-000204,-0.02201968974382373
ACH-000206,0.2244115470979784
ACH-000207,0.07268996154456883
ACH-000208,0.1221447732301202
ACH-000210,-0.3164624672237143
ACH-000211,0.03213499529128753
ACH-000215,0.06208251588632008
ACH-000221,0.04118278185322969
ACH-000222,0.0477392305114922
ACH-000223,0.16885576782409936
ACH-000226,0.10531394794542456
ACH-000227,0.03876785685841023
ACH-000228,0.2315189298157969
ACH-000231,0.13862386209181682
ACH-000232,-0.03525952759943763
ACH-000233,0.08938248695001683
ACH-000234,-0.01322541863036615
ACH-000235,-0.013347877373045807
ACH-000237,0.09846905588038944
ACH-000238,0.15508306406987016
ACH-000242,-0.17445931366881068
ACH-000243,0.16125164311648135
ACH-000244,0.251688842411256
ACH-000246,0.06484521202116507
ACH-000248,0.15278847458848518
ACH-000250,0.017897886615494057
ACH-000251,0.1006781143249167
ACH-000252,0.034001275090805146
ACH-000253,0.015903244461769418
ACH-000255,0.01179525047091598
ACH-000256,0.020458406994400685
ACH-000257,0.21247011440298594
ACH-000258,0.03818934591239533
ACH-000259,0.07299880346486802
ACH-000260,0.08105811177933532
ACH-000261,0.07861740332761173
ACH-000262,0.0012421782200430238
ACH-000263,0.3420794351638453
ACH-000264,0.06559374089939331
ACH-000265,0.030057677991107645
ACH-000266,-0.1556704473236337
ACH-000272,0.09686695924488647
ACH-000274,0.06067922558751913
ACH-000277,0.0032535314830315176
ACH-000278,-0.008706789764031587
ACH-000279,0.14833903402815352
ACH-000280,-0.002689538007045409
ACH-000281,-0.2766087457618202
ACH-000288,-0.006294671742396848
ACH-000291,0.11205859255261397
ACH-000293,0.08549568341888815
ACH-000294,0.1935071181991544
ACH-000295,0.21615602997344746
ACH-000296,-0.06581245656455638
ACH-000302,0.009515011689313358
ACH-000304,0.10510705474637724
ACH-000307,0.000492169753755329
ACH-000308,0.09598863144097236
ACH-000310,0.2181145082123492
ACH-000311,-0.06690029432335545
ACH-000312,0.04258379250875468
ACH-000315,0.1133609093348626
ACH-000316,0.1103786910321934
ACH-000317,-0.09586150263583014
ACH-000318,0.054064050030312255
ACH-000319,0.18444934832317966
