,CNTNAP3B (728577)
ACH-000004,-0.2706748398886166
ACH-000005,-0.014504437980310769
ACH-000007,-0.17928571999304735
ACH-000009,-0.014384272580657597
ACH-000011,-0.02670985296413177
ACH-000012,0.08606914444072336
ACH-000013,-0.0878741223604696
ACH-000014,-0.13085369124627422
ACH-000015,-0.2770793944308149
ACH-000017,-0.028637586495793132
ACH-000018,-0.3014274136085616
ACH-000019,0.1854403972628819
ACH-000021,-0.25850589727166473
ACH-000022,-0.19960394574698864
ACH-000025,-0.012472986265792066
ACH-000028,0.07254719651692919
ACH-000030,-0.03965468754973028
ACH-000035,-0.1575404755877178
ACH-000036,-0.026706924071083427
ACH-000037,-0.008603554221571523
ACH-000039,-0.10147345215048192
ACH-000040,-0.2294359579760558
ACH-000041,-0.1534073449866426
ACH-000042,0.025992248567002853
ACH-000045,-0.19062080410499205
ACH-000047,-0.0044335498777092934
ACH-000052,-0.012749434013795946
ACH-000053,-0.017415415909524345
ACH-000054,-0.12842279530080727
ACH-000055,0.2207589878652416
ACH-000060,-0.07121720532200906
ACH-000067,-0.01673823915667813
ACH-000070,-0.09321174026574043
ACH-000075,0.028688056126336788
ACH-000078,-0.19524079053042312
ACH-000082,0.10336957677395887
ACH-000085,-0.05078381963950117
ACH-000086,-0.2277394568652641
ACH-000087,0.11589443713148707
ACH-000092,-0.18251296886959928
ACH-000095,-0.13698438210393027
ACH-000097,-0.03512284860003941
ACH-000098,-0.10081156955950694
ACH-000099,-0.16455527355081556
ACH-000108,-0.12396339760137096
ACH-000113,-0.09399470413227856
ACH-000116,0.027611809047948115
ACH-000118,0.020346540392952514
ACH-000120,-0.13624875060857972
ACH-000123,-0.1981878391316868
ACH-000127,-0.11977011885705074
ACH-000128,-0.09251254006737138
ACH-000132,-0.1379976197895991
ACH-000133,-0.12423346282650907
ACH-000137,-0.02954083553351657
ACH-000138,-0.2485055517734021
ACH-000142,0.08246528976984861
ACH-000143,-0.19985508676269506
ACH-000146,-0.11793358387570214
ACH-000148,-0.13789940733266984
ACH-000150,-0.12307733776343485
ACH-000152,-0.07151827963938097
ACH-000153,0.110774640129881
ACH-000159,-0.13823056882568782
ACH-000160,-0.2475082067165431
ACH-000163,-0.19293590248712253
ACH-000167,0.10096239799308084
ACH-000168,-0.08979810405075621
ACH-000169,0.07135131032330068
ACH-000178,-0.09670122950141867
ACH-000183,-0.4140185567932121
ACH-000188,-0.2063060652971614
ACH-000189,0.01331033113308726
ACH-000190,-0.3408074071718216
ACH-000198,-0.1245101051300552
ACH-000203,0.06504444328281862
ACH-000204,-0.0036066177720147797
ACH-000206,-0.1617818900497649
ACH-000207,0.173602819529251
ACH-000208,0.014768341698066331
ACH-000210,-0.4490208378635193
ACH-000211,0.022226669199089395
ACH-000215,-0.28222830056412396
ACH-000221,-0.476619565973657
ACH-000222,0.015610002867146238
ACH-000223,-0.027135270333099013
ACH-000226,0.042070686948558624
ACH-000227,-0.03796884107046015
ACH-000228,0.06254300493619484
ACH-000231,-0.07566882286193315
ACH-000232,-0.1199191704831114
ACH-000233,-0.05789636655099925
ACH-000234,-0.16684234181607965
ACH-000235,-0.046251835753749054
ACH-000237,-0.2263600240110183
