,ATP6V1C1 (528)
ACH-000004,-0.5458805599993349
ACH-000005,-0.4010740274079532
ACH-000007,-0.21916347678463974
ACH-000009,-0.5271522391644968
ACH-000011,-0.6317861886510313
ACH-000012,-0.6812657575815619
ACH-000013,-0.44036153854386456
ACH-000014,-0.5916879591808859
ACH-000015,-0.5875806982357359
ACH-000017,-0.2328149912270571
ACH-000018,-0.5664550512216561
ACH-000019,-0.5584965796233432
ACH-000021,-0.6872018558377011
ACH-000022,-0.4411293788199904
ACH-000025,-0.5948567497069149
ACH-000028,-0.4774455744537767
ACH-000030,-0.5691999405346636
ACH-000035,-0.4630757710018646
ACH-000036,-0.8204794636134749
ACH-000037,-0.31998515174402703
ACH-000039,-0.6848704465763658
ACH-000040,-0.6011121103004661
ACH-000041,-0.3887953064314145
ACH-000042,-0.5228929737239665
ACH-000045,-0.4479075776211931
ACH-000047,-0.6466428751478345
ACH-000052,-0.7249307251903842
ACH-000053,-0.6897228186914711
ACH-000054,-0.7885138301561556
ACH-000055,-0.7407387758159718
ACH-000060,-0.5506209644534745
ACH-000067,-0.6960625717624513
ACH-000070,-0.4415388510143007
ACH-000075,-0.7528482189753068
ACH-000078,-0.5827977981748774
ACH-000082,-0.4865709590069405
ACH-000085,-0.621035026099551
ACH-000086,-0.6596838285268499
ACH-000087,-0.7977190584809207
ACH-000092,-0.96085277733523
ACH-000095,-0.6934902080695565
ACH-000097,-0.4949624044914273
ACH-000098,-0.6961780303750187
ACH-000099,-0.6126755688398182
ACH-000108,-0.6348787970770886
ACH-000113,-0.4879888657744097
ACH-000116,-0.7639776535944616
ACH-000118,-0.6339452693833247
ACH-000120,-0.5303697602847965
ACH-000123,-0.63393501109792
ACH-000127,-0.7063304635466321
ACH-000128,-0.699157603466748
ACH-000132,-0.5838324550588099
ACH-000133,-0.9283607207973512
ACH-000137,-0.4632903747150191
ACH-000138,-0.5872877774588496
ACH-000142,-0.649200404184572
ACH-000143,-0.7857896449370696
ACH-000146,-0.2842683594194989
ACH-000148,-0.5007926047744741
ACH-000150,-0.8594036657493102
ACH-000152,-0.6587914011073124
ACH-000153,-0.47405337577144196
ACH-000159,-0.8300181284129359
ACH-000160,-0.5097497161955775
ACH-000163,-0.4381136267520136
ACH-000167,-0.5857564366709572
ACH-000168,-0.5443947763010555
ACH-000169,-0.8126146487832528
ACH-000178,-0.6662794167085251
ACH-000183,-0.4530475821093801
ACH-000188,-0.6377950128172744
ACH-000189,-0.7058151721876349
ACH-000190,-0.64262720969626
ACH-000198,-0.5236630169752793
ACH-000203,-0.5852006459391031
ACH-000204,-0.4324686526582761
ACH-000206,-0.6931561655799433
ACH-000207,-0.5253102398604793
ACH-000208,-0.4573859848947082
ACH-000210,-0.5997959879587008
ACH-000211,-0.6617039105097022
ACH-000215,-0.6963073563594545
ACH-000221,-0.42794874413928596
ACH-000222,-0.5049146892634684
ACH-000223,-0.5443136563321924
ACH-000226,-0.6021192736759835
ACH-000227,-0.6390158946370533
ACH-000228,-0.5670932646628926
ACH-000231,-0.7614814037355601
ACH-000232,-0.5437510501152449
ACH-000233,-0.6175811858665065
ACH-000234,-0.5407542663819301
ACH-000235,-0.6881021531910694
ACH-000237,-0.6650335810029773
ACH-000238,-0.5453933949038227
ACH-000242,-0.6735249252265664
ACH-000243,-0.6332232708336831
ACH-000244,-0.5462349372629591
ACH-000246,-0.7286527654644924
ACH-000248,-0.2268338371273569
ACH-000250,-0.8059445472441727
ACH-000251,-0.8741611477770733
ACH-000252,-0.8440711233188587
ACH-000253,-0.4796044859630756
ACH-000255,-0.5574780463174818
ACH-000256,-0.8178426972863729
ACH-000257,-0.6947442755490113
ACH-000258,-0.6262256311810931
ACH-000259,-0.628768898785342
ACH-000260,-0.7613423675256958
ACH-000261,-0.6801406506467357
ACH-000262,-0.7065652093133202
ACH-000263,-0.8843994885251106
