,HIST1H4F (8361)
ACH-000004,0.21013762755244064
ACH-000005,-0.03885716053079595
ACH-000007,0.35434337106776503
ACH-000009,0.17644622380326247
ACH-000011,-0.02677330552741657
ACH-000012,0.0735366705880229
ACH-000013,0.12564615335761112
ACH-000014,0.02976822390385752
ACH-000015,0.2409508920383025
ACH-000017,-0.05478871966319357
ACH-000018,-0.15527893119248598
ACH-000019,0.1499532104746852
ACH-000021,0.1450486164663006
ACH-000022,0.2155695969484307
ACH-000025,0.16176820117162286
ACH-000028,0.2028734355941191
ACH-000030,0.18937820535252475
ACH-000035,0.0418711258992528
ACH-000036,0.18899948582961895
ACH-000037,0.17522928955459655
ACH-000039,0.09520631560324318
ACH-000040,0.19747414241364086
ACH-000041,0.184681337084748
ACH-000042,0.2236984520159892
ACH-000045,0.1183597939994132
ACH-000047,-0.05653209615366324
ACH-000052,0.1149393223612022
ACH-000053,0.10935369205837132
ACH-000054,0.20224301353483576
ACH-000055,0.018829927472350853
ACH-000060,0.11087024271992414
ACH-000067,-0.11733256329071448
ACH-000070,0.1433963316914332
ACH-000075,0.11855945151670035
ACH-000078,0.07419672528361419
ACH-000082,0.07916816815658224
ACH-000085,0.08899822623669566
ACH-000086,0.058920153726950336
ACH-000087,0.21128324069497356
ACH-000092,0.17018885137858236
ACH-000095,0.12035142248396287
ACH-000097,0.1300913303900931
ACH-000098,0.014738998144897146
ACH-000099,0.1847342752700178
ACH-000108,0.13066112404748575
ACH-000113,0.09405249008386407
ACH-000116,0.09282169652989287
ACH-000118,0.04725889389775624
ACH-000120,0.1230008146749075
ACH-000123,0.2551882772375781
ACH-000127,0.05852224186564595
ACH-000128,0.09119016932059053
ACH-000132,0.15017226647290302
ACH-000133,0.06199891471736345
ACH-000137,0.08076253586006164
ACH-000138,0.04404670660717869
ACH-000142,0.19914179263598425
ACH-000143,0.064087818960553
ACH-000146,0.07931781586733153
ACH-000148,0.12490420563385653
ACH-000150,0.09061871165136956
ACH-000152,0.1179004310508358
ACH-000153,0.02403666634353748
ACH-000159,0.2063311853935865
ACH-000160,0.1457776135317181
ACH-000163,0.1895444438729573
ACH-000167,-0.019903270525281257
ACH-000168,0.13599010920840848
ACH-000169,0.11021135879975366
ACH-000178,0.14453180631426216
ACH-000183,0.2035380576629421
ACH-000188,0.16110659932542745
ACH-000189,0.03831999701889319
ACH-000190,0.27020190980369113
ACH-000198,0.1728915509114458
ACH-000203,0.5247786039225617
ACH-000204,0.0941530913545041
ACH-000206,-0.03125214338468732
ACH-000207,0.2444831902357375
ACH-000208,0.6199705239817962
ACH-000210,-0.01157320275452183
ACH-000211,0.2126596014477476
ACH-000215,0.1350112680411639
ACH-000221,0.23532434524854395
ACH-000222,0.06027793110525755
ACH-000223,0.21525706081688134
ACH-000226,0.1873032389777429
ACH-000227,0.25795802728465383
ACH-000228,0.14868275028495673
ACH-000231,0.09637746381920052
ACH-000232,0.2299455588586897
ACH-000233,0.07690625520800852
ACH-000234,-0.02336821234464975
ACH-000235,0.10528873985497744
ACH-000237,0.1010738601979418
ACH-000238,0.062084607518450276
ACH-000242,0.15138377251752871
ACH-000243,0.132271747208964
ACH-000244,0.11185921808566993
ACH-000246,0.07876061798142417
ACH-000248,0.0935228035139398
ACH-000250,0.05465796128542159
ACH-000251,-0.1791635759942611
ACH-000252,-0.035260436120369686
ACH-000253,0.08615197397616725
ACH-000255,0.1741553860235332
ACH-000256,0.11618368986956952
ACH-000257,0.0964010210102844
ACH-000258,0.17474493819234488
ACH-000259,0.15026640127582738
ACH-000260,0.1458972339822178
ACH-000261,0.2330293666790012
ACH-000262,0.10349948397339598
ACH-000263,0.15707435948879345
ACH-000264,0.15242608133948832
ACH-000265,0.0694907049452915
ACH-000266,0.0872801879681595
ACH-000272,0.08207448573087138
ACH-000274,0.20369393257507296
ACH-000277,0.15535190634571175
ACH-000278,0.2557677661709135
ACH-000279,0.12774982746241118
ACH-000280,0.10741269230881756
ACH-000281,0.0001644539472391403
ACH-000288,0.04913457107383725
ACH-000291,0.2486434660597171
ACH-000293,0.1786406849942782
ACH-000294,0.1060942777415788
ACH-000295,0.18506983895972212
ACH-000296,0.08302193371804377
ACH-000302,0.1365255376012025
ACH-000304,0.06783462255658176
ACH-000307,0.12520860501195516
ACH-000308,0.031795624490471186
ACH-000310,0.2210419119296799
ACH-000311,0.07985397160064836
ACH-000312,0.18786565814473055
ACH-000315,0.06342738755373588
ACH-000316,0.1166998460471371
ACH-000317,-0.0959858148545748
ACH-000318,0.17559334202901986
ACH-000319,0.15482099546570235
ACH-000320,0.1251943566888811
ACH-000322,0.10800190024317533
ACH-000323,0.18525869097884248
ACH-000324,0.1643496096333462
ACH-000329,0.20684917218869744
ACH-000330,0.1620898801994292
ACH-000331,0.10056027463896576
ACH-000332,0.12886035366872595
ACH-000334,0.1390196031770998
ACH-000335,0.1600074050106567
ACH-000336,0.11925882948527225
ACH-000337,0.1073430178041138
ACH-000338,-0.04270697427605523
ACH-000339,0.11864375560285008
ACH-000341,0.016547004076789194
ACH-000348,0.1593403577928015
ACH-000350,0.15293703536250433
ACH-000352,0.07300392811562569
ACH-000356,0.04602628863639791
ACH-000361,0.03823212913591234
ACH-000362,0.19183940942841568
