,DGCR6L (85359)
ACH-000231,-0.21482975847146896
ACH-000232,-0.3239333972155403
ACH-000233,-0.2965687530544657
ACH-000234,-0.08944523287262766
ACH-000235,-0.0987318537319658
ACH-000237,-0.23247216497903744
ACH-000238,-0.187890942799934
ACH-000242,0.021313348489125
ACH-000243,-0.2282450841059065
ACH-000244,-0.22645586636353804
ACH-000246,-0.2377978740520651
ACH-000248,-0.17347943180360825
ACH-000250,-0.059581089678950226
ACH-000251,-0.020141340218066517
ACH-000252,-0.1087886180186196
ACH-000253,-0.19682221562054936
ACH-000255,-0.1508219883422912
ACH-000256,-0.14273351859045738
ACH-000257,-0.11879352004151796
ACH-000258,-0.23502473275646954
ACH-000259,-0.14513097197249075
ACH-000260,-0.23378007419056546
ACH-000261,-0.10922242223282837
ACH-000262,-0.07443428453312227
ACH-000263,0.08983225682419921
ACH-000264,-0.2917475968107185
ACH-000265,-0.19840062746457227
ACH-000266,-0.12289807124736858
ACH-000272,-0.15585263033612845
ACH-000274,-0.15233081856604305
ACH-000277,-0.1290617218540239
ACH-000278,-0.2452094468164191
ACH-000279,-0.01145783035929686
ACH-000280,-0.0031136933849568197
ACH-000281,-0.008309246797020683
ACH-000288,-0.05980819258543085
ACH-000291,-0.12609065022903898
ACH-000293,-0.13349524465482496
ACH-000294,-0.2455622150781942
ACH-000295,-0.3570110622773304
ACH-000296,-0.2195331563592765
ACH-000302,-0.26298846874277265
ACH-000304,-0.24451250512796815
ACH-000307,-0.16847047354530362
ACH-000308,-0.07566351733484082
ACH-000310,-0.34004981183828564
ACH-000311,-0.04024204247565602
ACH-000312,-0.10956681315503976
ACH-000315,-0.16766915357786807
ACH-000316,0.01642771942863521
ACH-000317,0.03943238750593426
ACH-000318,-0.14535455698427305
ACH-000319,-0.09535366058347992
ACH-000320,-0.10386782114065117
ACH-000322,-0.18394790394538835
ACH-000323,-0.181961878772053
ACH-000324,-0.2453277568474008
ACH-000329,-0.20076290369
ACH-000330,-0.09481355361437364
ACH-000331,-0.10266693054323242
ACH-000332,-0.18875700026780268
ACH-000334,-0.28000622635911937
ACH-000335,-0.3471343924842943
ACH-000336,0.01938382386312357
ACH-000337,-0.4080201314001857
ACH-000338,-0.3036935453376691
ACH-000339,-0.0512359383585793
ACH-000341,-0.4424534928983772
ACH-000348,-0.06678306314952252
ACH-000350,-0.09738758659239168
ACH-000352,-0.08109643617291518
ACH-000356,-0.19927504085370068
ACH-000361,-0.2947809470185587
ACH-000362,-0.2205545150874147
ACH-000363,-0.10547200847092987
ACH-000364,0.001500812766614323
ACH-000365,-0.020176428494769357
ACH-000366,-0.1255095448842952
ACH-000368,-0.13503611940619556
ACH-000374,-0.11828491402003155
ACH-000375,-0.22913621568979814
ACH-000376,-0.14844725617072324
ACH-000381,-0.1588739096293108
ACH-000383,-0.14247711660938095
ACH-000387,-0.2483268174408977
ACH-000389,-0.3352515799697092
ACH-000390,-0.2572137201040833
ACH-000393,-0.2357907769023428
ACH-000395,-0.2590139477167201
ACH-000396,-0.20047537302987484
ACH-000397,-0.17789378254417276
ACH-000401,-0.06252241970811345
ACH-000402,-0.3116785709814636
ACH-000403,-0.16956256469612302
ACH-000404,-0.3959327867662421
ACH-000406,-0.102637302617672
ACH-000407,-0.16141191046612735
ACH-000408,-0.2468221762099127
ACH-000410,-0.18326191165896832
ACH-000411,-0.2116279367367992
ACH-000414,-0.15294509226044528
ACH-000415,-0.14803734957679904
ACH-000416,-0.10069111085379974
ACH-000420,-0.16674599193430506
ACH-000421,-0.3423469072646021
ACH-000424,-0.29150386870640177
ACH-000425,-0.3542171403389522
ACH-000426,-0.07223341416651223
ACH-000427,-0.2849026611003545
ACH-000433,-0.17178187284799665
ACH-000435,0.07016247967049287
ACH-000436,-0.09226966608814134
ACH-000444,-0.3085614703018977
ACH-000445,-0.3198110828411772
ACH-000448,-0.169179569385754
ACH-000450,-0.5271778152448086
ACH-000452,-0.037799529569806714
ACH-000454,-0.14526777860963194
ACH-000458,-0.3283528611426583
ACH-000459,-0.16831431885538028
ACH-000460,-0.3193599397676042
ACH-000461,-0.4261865764824009
ACH-000463,-0.1058789095553736
ACH-000464,-0.12739489191191675
ACH-000466,-0.16807127409735415
ACH-000467,-0.2498544854791324
ACH-000468,-0.20326385111299952
ACH-000469,-0.25451633305369953
ACH-000470,-0.21500801115916435
ACH-000471,-0.21863018938965612
ACH-000472,-0.2345883872537768
ACH-000473,-0.15913935510285598
ACH-000475,-0.2372733001453682
ACH-000476,-0.15864373082934682
ACH-000477,-0.4601898465980187
ACH-000479,-0.2803583023536498
ACH-000480,-0.21460497580799848
ACH-000481,-0.40397063429375135
ACH-000483,-0.8381968587335353
ACH-000484,0.004355401740444204
ACH-000485,-0.10882532809213008
ACH-000486,-0.17454726299066547
ACH-000487,-0.2471836070714273
ACH-000488,-0.23840038965972624
ACH-000490,-0.1689414934939981
ACH-000491,-0.20995429729648216
ACH-000495,-0.23983635724649466
ACH-000496,-0.1272837654310172
ACH-000499,-0.2240275805089988
ACH-000500,0.2598911139875784
ACH-000502,-0.2409554117735197
ACH-000503,-0.10422144954774654
ACH-000505,-0.13223860291734604
ACH-000507,-0.039923310850488405
ACH-000510,-0.21992071294384932
ACH-000511,-0.19574127914611955
ACH-000512,-0.05626773816006032
ACH-000516,-0.3705477940638245
ACH-000517,-0.4150899205854165
ACH-000518,-0.19928211039264893
ACH-000520,-0.31766927434458914
ACH-000521,-0.11104241541689654
ACH-000522,0.09034743664662084
ACH-000524,-0.37452418751554895
ACH-000527,-0.2352244696721575
ACH-000528,-0.2974123576400305
ACH-000537,-0.19579016441562055
ACH-000541,-0.16041250322248427
ACH-000542,-0.13689746208202688
ACH-000544,-0.03937299032802581
ACH-000545,-0.12907223952565725
ACH-000547,-0.3441417431696527
ACH-000548,-0.2010477506368824
ACH-000549,-0.06357679758598818
ACH-000550,-0.15782623845845714
ACH-000552,-0.3358639061732695
ACH-000556,-0.13792126152246525
ACH-000557,-0.10943495281021257
ACH-000569,-0.18748802146769888
ACH-000570,-0.2409126243139199
ACH-000571,-0.27899142127733906
ACH-000573,-0.09764379470978753
ACH-000576,-0.1950546664312892
ACH-000579,-0.2698970528108554
ACH-000580,-0.27052815706305994
ACH-000584,-0.16106781689845107
ACH-000585,-0.0956700140616353
ACH-000588,-0.023199164874609646
ACH-000589,-0.13968894439542884
ACH-000591,-0.2488299133867969
ACH-000593,-0.10856354253394276
ACH-000600,-0.011243776665540887
ACH-000601,-0.4187934004773395
ACH-000605,-0.13863046064927642
ACH-000606,-0.1958771905064807
ACH-000608,-0.27525725065701284
ACH-000614,0.12510244775839804
ACH-000616,-0.3734851064913304
ACH-000618,-0.17077584310699534
ACH-000619,-0.2581248623037352
ACH-000620,-0.20848259966668625
ACH-000621,-0.27555787689910954
ACH-000622,-0.3079403235427696
ACH-000623,-0.2076602537865717
ACH-000624,-0.2139334185282253
ACH-000627,-0.11334803236320667
ACH-000630,-0.11425575268243232
ACH-000631,-0.2917035353436896
ACH-000632,-0.3036293048090346
ACH-000633,-0.3292098425978316
ACH-000637,-0.2530998033955578
ACH-000638,-0.08722608996341431
ACH-000646,-0.2394332689809495
ACH-000647,-0.3155777737584886
ACH-000648,-0.10802600766318554
ACH-000649,-0.09029176343216187
ACH-000651,-0.17350074209551405
ACH-000652,-0.25668697388593265
ACH-000653,0.06303080272982432
ACH-000657,-0.1762661972286388
ACH-000658,0.07984999049165932
ACH-000661,0.02469171607888207
ACH-000662,-0.5385903427664571
ACH-000663,-0.411512263748552
ACH-000665,-0.3471817640761077
ACH-000671,-0.05535472889621377
ACH-000672,-0.3341877875620181
ACH-000673,-0.2968625616413985
ACH-000676,-0.1344717806454565
ACH-000677,-0.1759717668378894
ACH-000681,0.012790915444908818
ACH-000683,-0.1015697909742473
ACH-000684,-0.28859351415836304
ACH-000688,-0.2361999443099043
ACH-000693,-0.16021730539141174
ACH-000694,-0.16896264907590114
ACH-000695,0.011791413697426612
ACH-000696,-0.21032356097780025
ACH-000697,-0.3348961833227179
ACH-000699,-0.2613004799279228
ACH-000701,-0.1883266753982501
ACH-000706,-0.4140333222936631
ACH-000711,-0.2296131223105789
ACH-000713,-0.030840062510922483
ACH-000714,-0.20911755910111848
ACH-000718,-0.1316489320835913
ACH-000720,-0.2467788894296216
ACH-000721,-0.2497988484342777
ACH-000724,-0.17222534111083904
ACH-000725,-0.22509089343197006
ACH-000732,-0.36878492931883
ACH-000734,-0.2795507353322585
ACH-000735,-0.2090711524394095
ACH-000736,-0.3482591128659739
ACH-000738,-0.05443635704500485
ACH-000746,-0.09766676606764928
ACH-000747,-0.1572789619140603
ACH-000748,-0.21020447473934487
ACH-000753,-0.10451320275368983
ACH-000756,-0.2771690170415559
ACH-000757,-0.18256319441764252
ACH-000758,-0.2486027646181881
ACH-000760,-0.01365119005804973
ACH-000762,0.01508850492548049
ACH-000763,-0.14529732839372952
ACH-000764,-0.17319428169418674
ACH-000765,-0.09805965884851113
ACH-000766,-0.07742450880043418
ACH-000767,-0.06976941915824438
ACH-000768,-0.22269836810367089
ACH-000769,-0.3618207035200379
ACH-000770,-0.3303467815519407
ACH-000771,-0.12842937020168793
ACH-000773,-0.3598407562798105
ACH-000776,-0.4967503964784573
ACH-000777,-0.19605012946945102
ACH-000778,-0.3773653897834171
ACH-000781,-0.20518768228202144
ACH-000782,-0.11634988363002267
ACH-000783,-0.1114471357328391
ACH-000784,-0.1199250712034825
ACH-000785,-0.007020025528276336
ACH-000787,-0.3446611722249094
ACH-000788,-0.1737879888553291
ACH-000791,-0.2411259973878512
ACH-000792,-0.1577200722327352
ACH-000794,-0.20408554877782845
ACH-000796,-0.13664654137735766
ACH-000798,-0.21589676044573494
ACH-000799,-0.5570881880369181
ACH-000800,-0.31564994316776496
ACH-000802,-0.15185555766543846
ACH-000804,-0.15302875374421207
ACH-000805,-0.6003505027460865
ACH-000809,-0.5590738507743536
ACH-000810,-0.017019850967344898
ACH-000811,-0.17795929812740482
ACH-000817,-0.18610909920063365
ACH-000819,-0.18045045096490164
ACH-000820,-0.11748867670297618
ACH-000821,-0.1399627794546788
ACH-000822,-0.19370564403442425
ACH-000823,-0.2249977327504876
ACH-000824,-0.031161746151585037
ACH-000827,-0.15027691947023095
ACH-000829,-0.2942928072358194
ACH-000831,-0.4203525514919861
ACH-000832,-0.3790763955105037
ACH-000833,-0.14510281501941652
ACH-000834,-0.1777643046637071
ACH-000835,-0.385757807868897
ACH-000836,-0.16274713459773912
ACH-000837,-0.19616083690109068
ACH-000838,-0.3717453697125795
ACH-000839,-0.4612504276629714
ACH-000840,-0.18290466686260995
ACH-000841,-0.1664378550689777
ACH-000843,-0.2681797996842248
ACH-000846,-0.3077403628600939
ACH-000847,-0.04512801015278898
ACH-000848,-0.09432903968498922
ACH-000849,0.08654609493557018
ACH-000851,-0.2590344791784289
ACH-000855,-0.3589337278183904
ACH-000856,-0.16836753750956174
ACH-000858,-0.18415968205305688
ACH-000859,-0.31265214454774665
ACH-000861,-0.32901173540399065
ACH-000862,-0.16395820280880766
ACH-000865,-0.12516630784792307
ACH-000866,-0.21195917100953046
ACH-000867,-0.2839983004244389
ACH-000869,-0.26143424896710016
ACH-000872,-0.4792560147925652
ACH-000873,0.09197746828529876
ACH-000876,-0.20463528763736
ACH-000878,-0.29069962827399154
ACH-000880,-0.2555748842079627
ACH-000881,-0.31894830972330085
ACH-000882,-0.20127733002786166
ACH-000884,-0.14775241972816125
ACH-000885,-0.17755740566023773
ACH-000887,-0.5095815390965983
ACH-000889,-0.21571258619058106
ACH-000896,-0.15644984510828014
ACH-000898,-0.2591077043150297
ACH-000900,-0.2811303248780175
ACH-000901,-0.2282473500599785
ACH-000905,-0.06394919678757338
ACH-000906,-0.13167204350891834
ACH-000907,-0.4470698379121073
ACH-000910,-0.16382190990749407
ACH-000911,-0.16264058564508466
ACH-000912,-0.4187200384213241
ACH-000913,-0.1672422844993409
ACH-000915,-0.2066848691311753
ACH-000916,-0.005776270225295835
ACH-000917,0.0061134192801952794
ACH-000920,-0.024122170119754843
ACH-000921,-0.10451144035645728
ACH-000924,-0.1933039412510695
ACH-000926,-0.19453411085927735
ACH-000928,-0.16310708761217016
ACH-000929,-0.15597523924000786
ACH-000932,-0.14909857429276732
ACH-000935,-0.09403743756976783
ACH-000936,-0.2744668998310325
ACH-000937,-0.10242761522023942
ACH-000938,-0.11788349857739558
ACH-000939,-0.30337912811641776
ACH-000941,-0.2413567296412269
ACH-000943,-0.2113338103758546
ACH-000946,-0.13372696173113185
ACH-000947,-0.0632420122128724
ACH-000948,-0.17027814314822576
ACH-000950,-0.18403485141778836
ACH-000953,-0.27616136862815005
ACH-000954,-0.15700147371397974
ACH-000957,-0.31047876016339393
ACH-000958,-0.24623773671464086
ACH-000960,-0.1767830767347824
ACH-000963,-0.21701510031986745
ACH-000968,-0.29250199392146725
ACH-000969,-0.2660089278509515
ACH-000972,-0.20915032039136908
ACH-000973,-0.07938274421357339
ACH-000974,-0.1320760859847059
ACH-000978,-0.18549493679618234
ACH-000984,-0.11985016876040773
ACH-000986,-0.275914085600605
ACH-000988,-0.03650045722190698
ACH-000993,-0.39365311493537536
ACH-000994,-0.17125756086393806
ACH-000996,-0.4858927843009912
ACH-001001,-0.0476803107021441
ACH-001020,-0.2140809205480595
ACH-001028,-0.06871803446578599
ACH-001031,-0.034673167552949774
ACH-001038,-0.18317295959272564
ACH-001048,-0.16286468664057688
ACH-001050,-0.15835184843045302
ACH-001053,-0.2355191711915524
ACH-001054,-0.16874508455432535
ACH-001061,-0.14088283980397676
ACH-001067,-0.20826581296439384
ACH-001075,-0.06444018491009244
ACH-001096,0.0041836072625757855
ACH-001111,0.0417089127777361
ACH-001119,-0.2263832663620863
ACH-001128,-0.21482744827474615
ACH-001134,-0.2769089872573205
ACH-001151,-0.10573641282616994
ACH-001163,-0.20150741776571904
ACH-001164,-0.21804313242858026
ACH-001183,-0.3784248503411928
ACH-001192,-0.2473804210523432
ACH-001193,0.05871091182894553
ACH-001196,-0.4433765652784649
ACH-001197,-0.31700371279566475
ACH-001205,-0.12574647614377155
ACH-001211,-0.2565973435924906
ACH-001212,-0.2880492850788649
ACH-001228,-0.032538659917696014
ACH-001232,-0.11974227651734595
ACH-001239,-0.263480623373552
ACH-001270,-0.3323427097820804
ACH-001274,-0.05187609948970585
ACH-001275,-0.08975923850920597
ACH-001277,0.010098241752119113
ACH-001278,-0.234933126219573
ACH-001280,-0.38026512815711894
ACH-001283,-0.209494678985198
ACH-001289,-0.2323666005437369
ACH-001300,-0.28859916925051504
ACH-001301,-0.26394576891958144
ACH-001302,-0.20221916325429729
ACH-001306,-0.3070067153113385
ACH-001318,-0.34456086707727873
ACH-001322,-0.02541812462896733
ACH-001328,-0.12925653292557293
ACH-001332,-0.14656820012359476
ACH-001336,-0.3096656678289056
ACH-001346,-0.2316734600598017
ACH-001353,-0.2088410867262007
ACH-001354,-0.17641579240644298
ACH-001367,-0.315672675839688
ACH-001368,-0.10541784963006902
ACH-001374,-0.5620922895681373
ACH-001377,0.033389343470283966
ACH-001380,-0.1043531939932006
ACH-001391,-0.28152590623345763
ACH-001408,-0.3139274025986218
ACH-001430,-0.21419813127043366
ACH-001431,-0.1344265854246117
ACH-001450,-0.02238353086080719
ACH-001496,-0.08366119316968153
ACH-001500,0.20685307534181624
ACH-001523,-0.04802737269397453
ACH-001532,-0.24881340098768345
ACH-001550,-0.10526082784972167
ACH-001552,-0.3146178063662811
ACH-001554,-0.16568428642219962
ACH-001654,-0.20814496992247566
ACH-001735,-0.18529515873874824
ACH-001736,-0.23241825826836185
ACH-001737,-0.10644979197916274
ACH-001740,-0.21548311943430493
ACH-001745,-0.156470237534138
ACH-001765,-0.18812944527841532
