,NACC2 (138151)
ACH-000004,0.1352376945126234
ACH-000005,0.29365996525865146
ACH-000007,0.09472686437799496
ACH-000009,-0.1005829099880328
ACH-000011,0.2456608999171143
ACH-000012,0.029643891221802738
ACH-000013,0.010604334994824079
ACH-000014,0.00452988423802257
ACH-000015,0.06808607998397304
ACH-000017,0.07835260196022636
ACH-000018,-0.2440912765419863
ACH-000019,0.38110087442919227
ACH-000021,0.02132856729903736
ACH-000022,-0.14304254173318035
ACH-000025,0.14690216627862154
ACH-000028,0.14180120366010018
ACH-000030,-0.03908449363856989
ACH-000035,0.11587368131852588
ACH-000036,0.18878813772410974
ACH-000037,0.11828973979038855
ACH-000039,0.10363096110387257
ACH-000040,0.11147764478008597
ACH-000041,-0.0044078584178236044
ACH-000042,-0.0995468605669371
ACH-000045,0.14539162515599308
ACH-000047,-0.0359291946574683
ACH-000052,0.004471176024522231
ACH-000053,0.1011504427897698
ACH-000054,0.037575897859948935
ACH-000055,-0.007440931289682581
ACH-000060,-0.017038593160971643
ACH-000067,0.16487561005499354
ACH-000070,0.17913927506122335
ACH-000075,0.059868024940506
ACH-000078,0.06844744568916074
ACH-000082,0.15937694735735722
ACH-000085,-0.14904266978605318
ACH-000086,0.047610596497897686
ACH-000087,-0.19054220644652464
ACH-000092,0.08496757628760103
ACH-000095,0.1909467700078862
ACH-000097,0.2414511434919311
ACH-000098,-0.004063651689893886
ACH-000099,-0.033412365962399236
ACH-000108,-0.031836899680927094
ACH-000113,0.16518636182300278
ACH-000116,0.10706397593895048
ACH-000118,-0.043772585104319084
ACH-000120,0.1845397599105684
ACH-000123,0.015306317294693252
ACH-000127,0.11366235868482895
ACH-000128,-0.08780617124241838
ACH-000132,-0.03542429144586711
ACH-000133,0.03156670821253543
ACH-000137,0.1254721793532754
ACH-000138,0.1372162661259736
ACH-000142,0.01566318678772098
ACH-000143,0.09255193426927172
ACH-000146,0.11956810818573388
ACH-000148,-0.0333321883581006
ACH-000150,0.009540437824916058
ACH-000152,-0.03762303053220903
ACH-000153,0.2956867662263177
ACH-000159,0.0254827834022942
ACH-000160,0.2775409762748298
ACH-000163,-0.002904481505578025
ACH-000167,0.3227429990961066
ACH-000168,-0.12610310068217465
ACH-000169,-0.04475949261129607
ACH-000178,-0.04993827122601798
ACH-000183,0.14274006524477478
ACH-000188,-0.031116290290056612
ACH-000189,-0.17524136149274594
ACH-000190,0.34357352516040085
ACH-000198,0.06735644535948425
ACH-000203,0.1799082445646681
ACH-000204,0.28636546092364923
ACH-000206,0.22708940138952785
ACH-000207,0.1716983114014944
ACH-000208,0.23225621055978396
ACH-000210,0.2522115494952637
ACH-000211,0.059069207912350014
ACH-000215,0.07476863748748312
ACH-000221,0.1186854906550655
ACH-000222,0.03231501314844872
ACH-000223,0.042163761795858214
ACH-000226,0.12203625586894525
ACH-000227,0.1866778494663491
ACH-000228,0.15813426482322301
ACH-000231,0.03600353029353073
ACH-000232,5.297195750624365e-05
ACH-000233,0.16482988034422524
ACH-000234,0.02037593026616051
ACH-000235,0.0038003501885928077
ACH-000237,-0.05108884094818597
ACH-000238,-0.056747445192929014
ACH-000242,0.0024018846751507447
ACH-000243,0.17760184047748595
ACH-000244,-0.17099007447380274
ACH-000246,0.2831976171650545
ACH-000248,0.14932474630516668
ACH-000250,-0.17947623764329848
