,P2RY6 (5031)
ACH-000004,-0.10978337159331404
ACH-000005,-0.17129134880182872
ACH-000007,-0.10858909460585492
ACH-000009,-0.08843276792193004
ACH-000011,-0.05219020658158603
ACH-000012,-0.2665636554945791
ACH-000013,-0.17397252559194426
ACH-000014,-0.0844808864426078
ACH-000015,-0.09540265223667924
ACH-000017,-0.06088624126637995
ACH-000018,-0.3283629124955639
ACH-000019,-0.1562030911895506
ACH-000021,-0.2044895791670676
ACH-000022,-0.15067434312664096
ACH-000025,-0.12124033912673725
ACH-000028,-0.3012430389177612
ACH-000030,-0.24160729477733575
ACH-000035,-0.05401556919857012
ACH-000036,-0.0650332821726785
ACH-000037,-0.21106263156803934
ACH-000039,-0.2417010935160696
ACH-000040,-0.2594817534888164
ACH-000041,-0.10361277770029832
ACH-000042,-0.16094639464316765
ACH-000045,-0.22038508620541172
ACH-000047,-0.2723532941286708
ACH-000052,-0.24661209574982235
ACH-000053,-0.13061229707568345
ACH-000054,-0.07076341533748295
ACH-000055,-0.2421322283441249
ACH-000060,-0.07372537677701514
ACH-000067,0.08074185189365668
ACH-000070,-0.17666519845509152
ACH-000075,-0.029126318713052768
ACH-000078,-0.12537988103633976
ACH-000082,-0.17534419080570393
ACH-000085,-0.3205983783588974
ACH-000086,-0.2638075406916497
ACH-000087,-0.26924264558883937
ACH-000092,-0.15698216394481676
ACH-000095,-0.11171759105691427
ACH-000097,-0.08094198499372354
ACH-000098,-0.18514253538437966
ACH-000099,-0.0921236139306432
ACH-000108,-0.2000535036170435
ACH-000113,-0.17220414160357686
ACH-000116,-0.3314404314436219
ACH-000118,-0.358299629545545
ACH-000120,-0.1640250075810175
ACH-000123,-0.2010177180807649
ACH-000127,-0.017650411436257164
ACH-000128,-0.06075291270992503
ACH-000132,-0.2477919779267567
ACH-000133,-0.11086125539572844
ACH-000137,-0.21460850721236804
ACH-000138,-0.2503244182696993
ACH-000142,-0.32458368475136185
ACH-000143,-0.18119211426705706
ACH-000146,-0.16594762983062586
ACH-000148,-0.1443360702362968
ACH-000150,-0.30510766642401177
ACH-000152,-0.16227489713171708
ACH-000153,-0.21103140840026646
ACH-000159,-0.10553653149562603
ACH-000160,-0.3459667706680619
ACH-000163,0.02410638287898834
ACH-000167,-0.2285775718892028
ACH-000168,-0.1948847360140024
ACH-000169,-0.122677428205001
ACH-000178,-0.10001467026804088
ACH-000183,-0.08597980890521305
ACH-000188,-0.3882089544206889
ACH-000189,-0.3508676695766078
ACH-000190,-0.17881409179249935
ACH-000198,-0.09037657463409106
ACH-000203,-0.2919704757664257
ACH-000204,-0.1535266777454026
ACH-000206,0.1255243296834111
ACH-000207,-0.5197559871575389
ACH-000208,-0.20484208288875086
ACH-000210,-0.298769850236445
ACH-000211,-0.10856362340006297
ACH-000215,-0.14242712038650351
ACH-000221,-0.12230321665917533
ACH-000222,0.046872483423168236
ACH-000223,0.02074905979045812
ACH-000226,-0.17656100442581632
ACH-000227,-0.1806297070414362
ACH-000228,-0.20756732664854488
ACH-000231,-0.2056065078078602
ACH-000232,-0.1152888098142651
ACH-000233,-0.10947898246037116
ACH-000234,0.035945994478107944
ACH-000235,-0.1486993257929205
ACH-000237,-0.281637698419068
ACH-000238,-0.19801885050487095
ACH-000242,-0.11117033696392592
ACH-000243,-0.03247359542277495
ACH-000244,-0.2367763025561916
ACH-000246,-0.18749695618858828
ACH-000248,-0.2782403805360292
ACH-000250,-0.1405240262373848
ACH-000251,-0.1320613161283002
ACH-000252,-0.2730719844724753
ACH-000253,-0.19472292871530394
ACH-000255,-0.051665007049187035
