,PLEKHJ1 (55111)
ACH-000424,0.15950197911452266
ACH-000425,-0.10589133267168097
ACH-000426,-0.27860493481625564
ACH-000427,-0.12960473927999938
ACH-000433,-0.25964363500920656
ACH-000435,-0.6472068417509916
ACH-000436,-0.24420397478610395
ACH-000444,-0.10721915737323354
ACH-000445,-0.2380212346574252
ACH-000448,-0.17063283655994452
ACH-000450,-0.16978095184073694
ACH-000452,-0.147110337858675
ACH-000454,-0.010272813138994688
ACH-000458,-0.10147905960682173
ACH-000459,-0.02861745746921068
ACH-000460,-0.08086720611660736
ACH-000461,-0.2923997991373396
ACH-000463,-0.18799998909172166
ACH-000464,-0.1036250738484065
ACH-000466,-0.045096394606767363
ACH-000467,-0.017153731254927102
ACH-000468,-0.102459465811337
ACH-000469,-0.10024602917429133
ACH-000470,-0.0938245549087546
ACH-000471,-0.10236177046923517
ACH-000472,-0.17136241288669304
ACH-000473,0.04172960668659305
ACH-000475,-0.1919520668504196
ACH-000476,-0.08641667271272854
ACH-000477,-0.026092748865355085
ACH-000479,-0.42465792893561694
ACH-000480,-0.2378589421105449
ACH-000481,-0.13914746803995004
ACH-000483,-0.20831435947703889
ACH-000484,0.033953294370122296
ACH-000485,-0.006899295269496542
ACH-000486,-0.15636378318127006
ACH-000487,-0.2312656442055948
ACH-000488,-0.043753233603254435
ACH-000490,-0.213746943006207
ACH-000491,0.023926724201888138
ACH-000495,0.00028180869706373387
ACH-000496,-0.1503673147470019
ACH-000499,-0.3369063502377409
ACH-000500,-0.6858525553441222
ACH-000502,-0.13998268682594575
ACH-000503,-0.10782037043061042
ACH-000505,-0.12251821575247512
ACH-000507,-0.17531397878213026
ACH-000510,-0.1515126348457157
ACH-000511,-0.12690326979918962
ACH-000512,-0.05447858558423205
ACH-000516,-0.04264892459218289
ACH-000517,-0.13346640868236534
ACH-000518,-0.04720761226085495
ACH-000520,-0.07634097645399285
ACH-000521,0.0053218909547697035
ACH-000522,-0.0795048367772554
ACH-000524,-0.14883040592134333
ACH-000527,-0.11417113704734287
ACH-000528,-0.24452185940332485
ACH-000537,0.07321454053526119
ACH-000541,0.03156064378073446
ACH-000542,-0.17972501321498102
ACH-000544,0.12489107076356135
ACH-000545,-0.10563881430919003
ACH-000547,0.014361637443118988
ACH-000548,0.0044367959217667995
ACH-000549,-0.006843426699349465
ACH-000550,0.035270075132358365
ACH-000552,-0.1731447110281391
ACH-000556,-0.08776661035040802
ACH-000557,-0.09215032951234632
ACH-000569,-0.014392009350357575
ACH-000570,-0.108041203024996
ACH-000571,-0.09317057584646332
ACH-000573,-0.2551750757663816
ACH-000576,-0.19956263853558887
ACH-000579,-0.021030144572521645
ACH-000580,-0.050595847290474685
ACH-000584,-0.14576827585040786
ACH-000585,-0.2303000716436368
ACH-000588,-0.2050510458558056
ACH-000589,-0.2741707275087017
ACH-000591,-0.2581739247147153
ACH-000593,-0.08628977015879341
ACH-000600,-0.1184294058416706
ACH-000601,-0.16847353216810526
ACH-000605,0.001201599431108595
ACH-000606,-0.09988439258847286
ACH-000608,-0.1067088055976564
ACH-000614,-0.10938236699237586
ACH-000616,-0.0982173040170802
ACH-000618,0.02077189910105997
ACH-000619,-0.25959472147154833
ACH-000620,-0.27286903105911897
ACH-000621,-0.1615590993942777
ACH-000622,-0.17859339029390506
ACH-000623,-0.10142265187791794
ACH-000624,-0.14857849426910066
ACH-000627,-0.13318622380751294
ACH-000630,-0.09120814209269684
ACH-000631,0.03344266423268608
ACH-000632,-0.015062378873207537
ACH-000633,-0.2636450681113326
ACH-000637,-0.08719536760713853
ACH-000638,-0.10569042650801087
ACH-000646,-0.26376056655584923
ACH-000647,-0.13078370753540738
ACH-000648,-0.17661395673048902
ACH-000649,-0.12964957913728725
ACH-000651,-0.051111604388837766
ACH-000652,-0.1569609559319578
ACH-000653,-0.03819867097133976
ACH-000657,-0.2211156091340349
ACH-000658,-0.2081139823784328
ACH-000661,-0.2903773064779573
ACH-000662,0.043951601974562264
ACH-000663,-0.12231031468033425
ACH-000665,-0.22742370206226264
ACH-000671,0.01715896872715063
ACH-000672,-0.058789666837800486
ACH-000673,-0.08343554470701584
ACH-000676,-0.12028703099888866
ACH-000677,-0.04692000982581486
ACH-000681,-0.06243469444321551
ACH-000683,-0.12637700358214216
ACH-000684,-0.008875485660771504
ACH-000688,0.06725139217557907
ACH-000693,-0.0606706666219253
ACH-000694,0.006263458031928732
ACH-000695,-0.2939807809260921
ACH-000696,-0.0893955338768157
ACH-000697,-0.05972091795690763
ACH-000699,-0.27618442257620424
ACH-000701,-0.07575515340886689
ACH-000706,-0.14271628263808245
ACH-000711,-0.1144553450146597
ACH-000713,-0.04564626456278352
ACH-000714,0.004363737217455903
ACH-000718,-0.1598064980032788
ACH-000720,-0.033518774074756105
ACH-000721,-0.11779713732884595
ACH-000724,0.08890631150100807
ACH-000725,-0.1832427198216492
ACH-000732,0.0744968401065092
ACH-000734,-0.3249715530378918
ACH-000735,-0.04018138291527283
ACH-000736,-0.07562245472849435
ACH-000738,-0.06183372375259107
ACH-000746,0.04060286482275122
ACH-000747,-0.16643251415553229
ACH-000748,-0.09758217885290242
ACH-000753,-0.12464203478919365
ACH-000756,-0.13278092984643314
ACH-000757,-0.10181175671647864
ACH-000758,-0.34341730508274315
ACH-000760,-0.054347372839069284
ACH-000762,-0.14780335052077756
ACH-000763,-0.1347282375722728
ACH-000764,-0.2114817886224672
ACH-000765,-0.14490753863389155
ACH-000766,-0.061737031509345584
ACH-000767,-0.13207677356271266
ACH-000768,-0.11155450542426397
ACH-000769,-0.040365071307260254
ACH-000770,-0.18400435460069908
ACH-000771,-0.08242079558630674
ACH-000773,-0.07193079670100698
ACH-000776,-0.04394315469704965
ACH-000777,-0.11480268238149005
ACH-000778,0.10958098754486673
ACH-000781,-0.20531466267697795
ACH-000782,-0.10361625236605397
ACH-000783,-0.1918936969191157
ACH-000784,0.007580948825806183
ACH-000785,-0.26866031065054563
ACH-000787,0.02215078129200761
ACH-000788,-0.2199047575897699
ACH-000791,-0.12675889988605754
ACH-000792,-0.2579729654155353
ACH-000794,-0.11576124445371305
ACH-000796,-0.3034404787018449
ACH-000798,-0.039893706769776965
ACH-000799,-0.06461603675457406
ACH-000800,-0.135694307356236
ACH-000802,-0.14607570021880087
ACH-000804,-0.018470582574598902
ACH-000805,-0.12129490065288395
ACH-000809,-0.07924505773869632
ACH-000810,-0.2405511635415793
ACH-000811,-0.1772566425198805
ACH-000817,-0.1209300324450565
ACH-000819,0.01296171703271031
ACH-000820,-0.27592289866635905
ACH-000821,-0.02739924352073372
ACH-000822,-0.1319564074277881
ACH-000823,-0.021245759701328856
ACH-000824,0.030736749837384374
ACH-000827,-0.031158240865989607
ACH-000829,-0.18259997985011425
ACH-000831,-0.260839364160027
ACH-000832,-0.004923499061911084
ACH-000833,-0.28657462747825346
ACH-000834,-0.1437178143749418
ACH-000835,-0.1392170645888164
ACH-000836,-0.14817134386850225
ACH-000837,-0.1844872193559788
ACH-000838,-0.21210601060752096
ACH-000839,-0.1209172234716336
ACH-000840,-0.04266146117304858
ACH-000841,-0.061206064291699974
ACH-000843,-0.022442095494844667
ACH-000846,-0.05508707437062301
ACH-000847,-0.04863869466550407
ACH-000848,0.09728199298063
ACH-000849,-0.17536731697666832
ACH-000851,-0.017850922489154868
ACH-000855,-0.009663911986133254
ACH-000856,-0.14453696869395313
ACH-000858,-0.1217939253738666
ACH-000859,-0.31983449668487723
ACH-000861,-0.0521744940580245
ACH-000862,-0.08382745445467471
ACH-000865,-0.0648300636755704
ACH-000866,-0.05488055660066734
ACH-000867,-0.14620092252722489
ACH-000869,-0.0396933516388497
ACH-000872,-0.080522684926534
ACH-000873,-0.2627541501250714
ACH-000876,-0.10318082446410283
ACH-000878,-0.08880255264137807
ACH-000880,-0.1134100591045257
ACH-000881,-0.060815026982427786
ACH-000882,-0.17558311689122075
ACH-000884,0.02761144605362173
ACH-000885,-0.2886319660724904
ACH-000887,-0.07498900247939921
ACH-000889,-0.16536976012824314
ACH-000896,-0.07541498146732599
ACH-000898,0.06470825007056738
ACH-000900,-0.11022516238272924
ACH-000901,-0.07522751435175053
ACH-000905,-0.09741751576440576
ACH-000906,-0.08387441729581717
ACH-000907,-0.2769510666154129
ACH-000910,-0.17424819155386942
ACH-000911,-0.1663497052567659
ACH-000912,-0.1311477272365397
ACH-000913,0.036507136963902835
ACH-000915,-0.16775997252016586
ACH-000916,-0.1634334540611188
ACH-000917,0.0218858485664278
ACH-000920,0.1686686612774536
ACH-000921,-0.15356895431951315
ACH-000924,0.07981994133672474
ACH-000926,-0.06551825687354641
ACH-000928,0.008776724651415319
ACH-000929,-0.08912465685837342
ACH-000932,-0.18024584427532706
ACH-000935,-0.5212628002436069
ACH-000936,-0.18533177135666964
ACH-000937,-0.051725733713995116
ACH-000938,0.002938926237391537
ACH-000939,-0.11362413271911236
ACH-000941,-0.2286483291559048
ACH-000943,-0.19183854249050106
ACH-000946,-0.09902666653656453
ACH-000947,-0.11947060287853414
ACH-000948,-0.16431976917866412
ACH-000950,0.025894146604046
ACH-000953,-0.22028902998168215
ACH-000954,-0.14424988169854716
ACH-000957,-0.05975609013454665
ACH-000958,-0.006438440481749334
ACH-000960,-0.0680586461789971
ACH-000963,0.0014155443494306545
ACH-000968,-0.03344956690599021
ACH-000969,-0.06642473649411675
ACH-000972,-0.23930444930011946
ACH-000973,-0.15128251672366408
ACH-000974,-0.06404579250032426
ACH-000978,-0.08362258672149676
ACH-000984,-0.2581577873181509
ACH-000986,-0.07752939698474907
ACH-000988,0.015260375704289869
ACH-000993,-0.2840003897971005
ACH-000994,-0.16724757555738376
ACH-000996,-0.16650564044950425
ACH-001001,-0.22342874298155102
ACH-001020,-0.2317627464269476
ACH-001028,-0.13049525547008975
ACH-001031,0.0420905470000988
ACH-001038,-0.14491500898146928
ACH-001048,-0.19554964495536786
ACH-001050,-0.30651172471011723
ACH-001053,-0.03861749986932038
ACH-001054,-0.1074779761675744
ACH-001061,-0.16380413173549296
ACH-001067,-0.40522060218242256
ACH-001075,-0.12867805118048736
ACH-001096,-0.03171447228724129
ACH-001111,0.1862363546304216
ACH-001119,0.01611067139407979
ACH-001128,-0.21520274077416435
ACH-001134,-0.05799038802536991
ACH-001151,-0.18047589568066547
ACH-001163,-0.15070859369194406
ACH-001164,0.028071640959242108
ACH-001183,-0.07564194354381149
ACH-001192,0.00421858858601893
ACH-001193,0.3448891874633838
ACH-001196,-0.1484832848411291
ACH-001197,-0.23602031968314854
ACH-001205,-0.14975240593548306
ACH-001211,-0.12339302906181275
ACH-001212,-0.2258150481577577
ACH-001228,-0.2576550767147982
ACH-001232,0.03359203646162577
ACH-001239,-0.11723109486835552
ACH-001270,0.07169500327582404
ACH-001274,-0.16276754537160334
ACH-001275,-0.14623134951599825
ACH-001277,-0.039177469237111705
ACH-001278,-0.08371821985171035
ACH-001280,-0.4050219271028866
ACH-001283,-0.26030293514020675
ACH-001289,-0.005483525773584064
ACH-001300,-0.07317918668732112
ACH-001301,-0.19755891087099875
ACH-001302,-0.2575897291298409
ACH-001306,-0.16029388937752392
ACH-001318,-0.08246478088072387
ACH-001322,-0.0437032416789305
ACH-001328,-0.1106825422571498
ACH-001332,-0.2239186283880709
ACH-001336,-0.14627980526895712
ACH-001346,-0.1066235241945724
ACH-001353,-0.12070461360844567
ACH-001354,-0.33411606693050105
ACH-001367,-0.16154266672610865
ACH-001368,-0.08529591113111963
ACH-001374,-0.3021890433029758
ACH-001377,-0.1758017397062105
ACH-001380,-0.1245025810593638
ACH-001391,-0.2599754167756371
ACH-001408,-0.040989683007640686
ACH-001430,-0.1610853269717554
ACH-001431,0.02102478171190837
ACH-001450,-0.2998225249815721
ACH-001496,-0.12791580689381635
ACH-001500,-0.17201265451585174
ACH-001523,-0.19912115349624807
ACH-001532,-0.18413838866607385
ACH-001550,0.08519118569467811
ACH-001552,-0.5152138131593189
ACH-001554,-0.14325092559948535
ACH-001654,-0.09475197118439738
ACH-001735,-0.04772900699221736
ACH-001736,-0.039916988539084604
ACH-001737,0.2557609267735623
ACH-001740,-0.3409746765799124
ACH-001745,-0.11119664118721627
ACH-001765,-0.27035821182155906
