,OSCP1 (127700)
ACH-000004,-0.07486438223343501
ACH-000005,-0.2385298241421372
ACH-000007,-0.031655892824332905
ACH-000009,-0.09343654841167573
ACH-000011,0.053038336193356087
ACH-000012,-0.06632373600937483
ACH-000013,-0.15725921697679335
ACH-000014,-0.22984956111326865
ACH-000015,-0.07204687110677915
ACH-000017,-0.1735742337885437
ACH-000018,-0.1689923434702138
ACH-000019,-0.09010528146976353
ACH-000021,-0.0931334338700354
ACH-000022,-0.0445568234487402
ACH-000025,0.00863688601957993
ACH-000028,-0.2492219354441793
ACH-000030,0.02623864096270773
ACH-000035,-0.12641931076740082
ACH-000036,-0.0990193129121193
ACH-000037,-0.003075674624517344
ACH-000039,0.01344176429385069
ACH-000040,-0.06099006517758735
ACH-000041,-0.04405076369418565
ACH-000042,-0.14680641334210026
ACH-000045,-0.14800460644608385
ACH-000047,-0.06529217103647415
ACH-000052,-0.09463976332063102
ACH-000053,-0.0003824685703019273
ACH-000054,-0.06618190788173077
ACH-000055,-0.4841910445509213
ACH-000060,-0.19612928435960625
ACH-000067,-0.003008515200823093
ACH-000070,-0.0822311906659277
ACH-000075,-0.20652071142033915
ACH-000078,-0.011458407464769194
ACH-000082,-0.05862691369530045
ACH-000085,-0.1522996789077436
ACH-000086,-0.1254446169997352
ACH-000087,0.18755592610798894
ACH-000092,-0.2780791794321729
ACH-000095,-0.15451077430107085
ACH-000097,-0.08609232917004529
ACH-000098,-0.16113221292784444
ACH-000099,-0.05683825081858975
ACH-000108,-0.24748458814189794
ACH-000113,-0.2534395343725511
ACH-000116,-0.06283804336205936
ACH-000118,-0.15926259421904754
ACH-000120,-0.20405334779081427
ACH-000123,-0.12723836525820278
ACH-000127,-0.0215015950561927
ACH-000128,-0.12125229427676465
ACH-000132,-0.244300982431992
ACH-000133,-0.205078077088691
ACH-000137,-0.2072891367250636
ACH-000138,-0.0793630799284476
ACH-000142,-0.11306221312552912
ACH-000143,-0.16971096511184006
ACH-000146,-0.07523102699939054
ACH-000148,-0.14967942587069782
ACH-000150,-0.4184674491600143
ACH-000152,-0.0661202767897398
ACH-000153,0.09717021632836076
ACH-000159,-0.1245215238579561
ACH-000160,-0.08232022721093021
ACH-000163,-0.20893453491925704
ACH-000167,-0.06449962784924396
ACH-000168,-0.08450036581474425
ACH-000169,-0.27596750993536545
ACH-000178,-0.15144019380098922
ACH-000183,-0.16782511677705853
ACH-000188,-0.3092498831315132
ACH-000189,-0.21374219382033569
ACH-000190,-0.24424482121907876
ACH-000198,-0.07715283444352562
ACH-000203,0.09818646041374604
ACH-000204,-0.13443442420203594
ACH-000206,0.02698158583874505
ACH-000207,-0.06978123777738679
ACH-000208,-0.232985002296548
ACH-000210,-0.2738396537487909
ACH-000211,0.0032223939415139896
ACH-000215,-0.034090508065362096
ACH-000221,-0.26928866780631666
ACH-000222,-0.19222984366124304
ACH-000223,-0.09521367741417723
ACH-000226,0.03485420166811327
ACH-000227,-0.11851563278346372
ACH-000228,-0.0970146750439882
ACH-000231,-0.007090209997588402
ACH-000232,-0.04511078355648629
ACH-000233,-0.14477841642145245
ACH-000234,-0.10370991486413454
ACH-000235,-0.0015205402510658538
ACH-000237,-0.16525230151273027
ACH-000238,-0.1278037150784839
ACH-000242,-0.4015424342063561
ACH-000243,-0.14087876322163587
ACH-000244,-0.14441753437833835
ACH-000246,-0.12944911413648866
ACH-000248,0.004335111809025433
ACH-000250,-0.05672194079736096
ACH-000251,-0.1412410764067344
ACH-000252,0.02037523477073676
ACH-000253,-0.02371660140929017
ACH-000255,-0.2033378625582352
ACH-000256,-0.1732235113178001
ACH-000257,-0.304718200923596
ACH-000258,-0.1075438688236448
ACH-000259,-0.21017923460487006
ACH-000260,-0.18364237245104836
ACH-000261,-0.0839397710134832
ACH-000262,-0.058208079850843635
ACH-000263,-0.1948873720029844
ACH-000264,-0.12252497134670172
ACH-000265,-0.14719007380519428
ACH-000266,-0.0769586018813551
ACH-000272,-0.21917389437440152
ACH-000274,-0.12080257432480344
ACH-000277,-0.2667679049815185
ACH-000278,-0.10187965441198132
ACH-000279,-0.2529953513445117
ACH-000280,-0.12976768962590712
ACH-000281,0.26215037545726017
ACH-000288,-0.1660415889202011
ACH-000291,-0.10916556457007737
ACH-000293,-0.2397215476100899
ACH-000294,-0.046766184352000736
ACH-000295,-0.2073576091255832
ACH-000296,-0.11165777955609693
ACH-000302,-0.1925999942741294
ACH-000304,-0.2480601341134339
ACH-000307,-0.07402833828870904
ACH-000308,-0.09993345419939824
ACH-000310,-0.01095936811860949
ACH-000311,-0.1905458730310182
ACH-000312,-0.17467002888997207
ACH-000315,-0.06777657306975049
ACH-000316,-0.10617437654947012
ACH-000317,-0.18469707218658565
ACH-000318,-0.06750713013264431
ACH-000319,-0.22441974975133772
ACH-000320,-0.2298165732431532
ACH-000322,-0.3000181863366066
ACH-000323,-0.07449611215361875
ACH-000324,-0.16317063179148866
ACH-000329,-0.14381319695637396
ACH-000330,-0.22488340295031295
ACH-000331,-0.2535646684833477
ACH-000332,-0.2432833768404968
ACH-000334,-0.11739048746815135
ACH-000335,-0.1094338304234747
ACH-000336,0.18475628451074305
ACH-000337,-0.04387347223866638
ACH-000338,0.1286472564042327
ACH-000339,-0.11426793565468565
ACH-000341,-0.1588100152045109
ACH-000348,-0.0801812078546722
ACH-000350,-0.03696921117885504
ACH-000352,-0.12762972953471666
ACH-000356,-0.22876511505520475
ACH-000361,-0.11850751567605484
ACH-000362,-0.07548987004559334
ACH-000363,-0.16902706403947942
ACH-000364,-0.17647707553214725
ACH-000365,-0.0998630353700001
ACH-000366,-0.147435501158515
ACH-000368,-0.004031034472565862
ACH-000374,-0.19524985183415128
ACH-000375,-0.031234811767277555
ACH-000376,-0.3268365963325928
ACH-000381,-0.07935351271986882
ACH-000383,-0.10505202668177116
ACH-000387,-0.004344428058206384
ACH-000389,-0.017321873422700827
ACH-000390,-0.06062966852390887
ACH-000393,-0.12040368237511792
ACH-000395,-0.10843964770392928
ACH-000396,-0.3437692696154451
ACH-000397,-0.009023542378576662
ACH-000401,-0.23564439313676894
ACH-000402,0.05973774679872443
ACH-000403,-0.11331375295519665
ACH-000404,0.08408005423821725
ACH-000406,-0.05744983211705309
ACH-000407,-0.4191375940211568
ACH-000408,-0.022823215683515342
ACH-000410,-0.14478636937641853
ACH-000411,-0.3087601801308714
ACH-000414,-0.04123383470017457
ACH-000415,-0.1057442976775024
ACH-000416,0.028080568328249983
ACH-000420,-0.08545317507001338
ACH-000421,-0.07617326121253919
ACH-000424,0.021814981953313026
ACH-000425,-0.20355502131152325
ACH-000426,-0.16035407757453066
ACH-000427,-0.1928971045120104
ACH-000433,-0.1472099320951082
ACH-000435,-0.04759446199071871
ACH-000436,-0.06044982983583137
ACH-000444,0.028829419145733663
ACH-000445,-0.07865290295105383
ACH-000448,-0.11675895969627476
ACH-000450,-0.1808460653262475
ACH-000452,-0.03010191644910432
ACH-000454,-0.035812281526447214
ACH-000458,0.01182277898338615
ACH-000459,-0.28481225166209495
ACH-000460,-0.10027917072221984
ACH-000461,-0.4026094726421283
ACH-000463,-0.07664131649444936
ACH-000464,-0.2347002856220285
ACH-000466,0.0115784625337208
ACH-000467,-0.10022360848535873
ACH-000468,-0.11663817105306082
ACH-000469,-0.10251513595589276
ACH-000470,-0.021682492340141125
ACH-000471,-0.12826951332503309
ACH-000472,-0.043460660556349937
ACH-000473,-0.10232434473517177
ACH-000475,-0.15557799758370305
ACH-000476,0.0018933665781651129
ACH-000477,-0.13450394986153855
ACH-000479,-0.3981500026163481
ACH-000480,0.010283499040040094
ACH-000481,-0.11032309380418016
ACH-000483,-0.10254213469194437
ACH-000484,-0.10550607692930776
ACH-000485,-0.1882692806063045
ACH-000486,-0.15385633039177574
ACH-000487,-0.3604729285323695
ACH-000488,-0.07274965436365671
ACH-000490,-0.2160092799953154
ACH-000491,-0.2477137965329787
ACH-000495,-0.23262438752642176
ACH-000496,-0.14685491200534306
ACH-000499,-0.11217910722587664
ACH-000500,0.1765414407500212
ACH-000502,-0.043236260871040655
ACH-000503,-0.08895968798372024
ACH-000505,-0.010810710731823669
ACH-000507,-0.16202144955772266
ACH-000510,-0.17470661004003513
ACH-000511,-0.16932511055175378
ACH-000512,-0.3298906682053609
ACH-000516,-0.03801648055932346
ACH-000517,-0.01755249584601919
ACH-000518,-0.11593876811860468
ACH-000520,-0.3260301469432089
ACH-000521,-0.23417114828475916
ACH-000522,-0.1654180728354076
ACH-000524,0.043904508037032164
ACH-000527,-0.0814894774936499
ACH-000528,-0.06361963249489799
ACH-000537,-0.16110015022434193
ACH-000541,-0.008632607672063064
ACH-000542,-0.10774558300372128
ACH-000544,-0.2075592810600487
ACH-000545,-0.16452446862596914
ACH-000547,-0.02911773396106357
ACH-000548,-0.20885737792298806
ACH-000549,-0.02741414493516229
ACH-000550,-0.19121521828010024
ACH-000552,-0.08066634763937945
ACH-000556,-0.13165221992055995
ACH-000557,-0.09212540001052552
ACH-000569,-0.2786442606947553
ACH-000570,-0.13283268015715124
ACH-000571,-0.1322372232071948
ACH-000573,-0.2364242772363491
ACH-000576,-0.15610059870760049
ACH-000579,-0.1037945720135834
ACH-000580,-0.3031193638531016
ACH-000584,-0.017234943463832364
ACH-000585,-0.07333959881780426
ACH-000588,-0.2488694693435852
ACH-000589,-0.17625295177916556
ACH-000591,-0.19613207461607415
ACH-000593,-0.12928895343482272
ACH-000600,-0.09190870484487053
ACH-000601,-0.17521472404392655
ACH-000605,-0.13990866078346498
ACH-000606,-0.10535166668230443
ACH-000608,-0.05848950041287064
ACH-000614,-0.0978303981384398
ACH-000616,-0.12253888528357755
ACH-000618,-0.04165008458839812
ACH-000619,-0.08932702050122229
ACH-000620,-0.2233854067930517
