,OTULIN (90268)
ACH-000004,-0.08481804277039122
ACH-000005,0.08701991046973402
ACH-000007,0.02478218657939674
ACH-000009,-0.11757864702564087
ACH-000011,0.07894066769805115
ACH-000012,-0.09854599036187756
ACH-000013,0.005461604365071007
ACH-000014,-0.1050182808421414
ACH-000015,0.06873939787547496
ACH-000017,-0.039060588825312346
ACH-000018,-0.025923023491907383
ACH-000019,-0.040849695452606735
ACH-000021,0.028564335665297605
ACH-000022,-0.06945564175275819
ACH-000025,0.03901359568611399
ACH-000028,0.044664466355284815
ACH-000030,-0.016561271144854655
ACH-000035,-0.11667001780897752
ACH-000036,-0.376911096839616
ACH-000037,-0.1344247399977746
ACH-000039,0.05788080679268023
ACH-000040,-0.1431356089624007
ACH-000041,0.04499015898208433
ACH-000042,-0.10828621110612473
ACH-000045,0.16616541595866705
ACH-000047,-0.13024031313649875
ACH-000052,0.17901161519408867
ACH-000053,0.0008062048270973079
ACH-000054,-0.10340408908200208
ACH-000055,0.022490032426993788
ACH-000060,-0.11033458005879128
ACH-000067,-0.13573479817677053
ACH-000070,-0.17530687771117698
ACH-000075,-0.16348126069208752
ACH-000078,-0.14809450690465328
ACH-000082,0.007668458177934235
ACH-000085,-0.049372595419976684
ACH-000086,0.04596142521206875
ACH-000087,-0.05629087965718664
ACH-000092,-0.09725660981680664
ACH-000095,-0.05283857623524107
ACH-000097,-0.03757674560506597
ACH-000098,-0.10972636744518273
ACH-000099,-0.08431045392312851
ACH-000108,-0.13961375742991952
ACH-000113,-0.05890050481682416
ACH-000116,-0.06858355398617291
ACH-000118,-0.03998686384805242
ACH-000120,-0.09490591351293327
ACH-000123,-0.034940864050368545
ACH-000127,-0.21992224997751855
ACH-000128,-0.0694877349855536
ACH-000132,-0.0958505183730088
ACH-000133,0.021615973487926814
ACH-000137,-0.13905456594797014
ACH-000138,-0.10076298729324352
ACH-000142,-0.2453917790001421
ACH-000143,-0.19453294281426267
ACH-000146,-0.11055483669209458
ACH-000148,-0.054388178073050915
ACH-000150,0.05258723243699915
ACH-000152,-0.04775956258341528
ACH-000153,-0.1842520731154636
ACH-000159,-0.015141500647112009
ACH-000160,-0.017237730795770602
ACH-000163,0.0060072997637457435
ACH-000167,-0.050064197550604934
ACH-000168,-0.12748216753166594
ACH-000169,-0.08899529102177574
ACH-000178,-0.1487244499033905
ACH-000183,-0.03797507936837484
ACH-000188,-0.164790697418074
ACH-000189,-0.05390318943149625
ACH-000190,-0.09881601517861492
ACH-000198,-0.06786042935604407
ACH-000203,-0.291766429942229
ACH-000204,-0.12508343011689593
ACH-000206,0.07815346973453301
ACH-000207,-0.19957858011553525
ACH-000208,-0.1298151954703708
ACH-000210,-0.0599144899969085
ACH-000211,-0.1524280762090371
ACH-000215,-0.07777761462219968
ACH-000221,-0.06487626444853005
ACH-000222,-0.08563453952745657
ACH-000223,-0.05760849110682045
ACH-000226,-0.058057412249469476
ACH-000227,-0.19197045261320064
ACH-000228,-0.1404068608899429
ACH-000231,0.09263000423048316
ACH-000232,-0.15815376521617378
ACH-000233,-0.11754950530006004
ACH-000234,-0.03316271488732096
ACH-000235,-0.06132008093372791
ACH-000237,-0.03867747032060349
ACH-000238,-0.1882977278007284
ACH-000242,-0.18645528565043587
ACH-000243,-0.09012459796223933
ACH-000244,-0.17998829205206404
ACH-000246,-0.06827262429593496
ACH-000248,0.009283631637407235
ACH-000250,-0.12882623442009913
ACH-000251,0.1987973711971926
ACH-000252,0.010806632589559951
ACH-000253,0.02083631721842764
ACH-000255,0.12089436854687215
ACH-000256,-0.1439078890353269
ACH-000257,-0.13965320281259605
ACH-000258,0.039515180780687484
ACH-000259,-0.0868722842090648
ACH-000260,-0.042470500283899114
ACH-000261,-0.12203536811776895
ACH-000262,-0.13039619958630766
ACH-000263,-0.007612981389968991
ACH-000264,-0.08106924296862998
ACH-000265,0.03664116881299363
ACH-000266,-0.09309632706870456
ACH-000272,-0.21259997590140955
ACH-000274,-0.16837222162762072
ACH-000277,-0.16193872407838789
ACH-000278,-0.0828052619126167
ACH-000279,-0.1166011847653799
ACH-000280,0.07095771217044054
ACH-000281,-0.1287832925017856
ACH-000288,-0.2194837603010228
ACH-000291,0.011985631807642932
ACH-000293,-0.01155823817684573
ACH-000294,-0.051611268604313615
ACH-000295,-0.10324337790508704
ACH-000296,-0.10204493561670716
ACH-000302,0.02022564936912233
ACH-000304,-0.024948703000179425
ACH-000307,-0.036845023034558264
ACH-000308,-0.10638133738461207
ACH-000310,-0.033272750597782674
ACH-000311,-0.007582068031963058
ACH-000312,-0.031177258172672775
ACH-000315,0.09769489219269023
ACH-000316,-0.0596745408472104
ACH-000317,0.15406080322828347
ACH-000318,0.14426663789513852
ACH-000319,-0.06264799606135969
ACH-000320,-0.0759815423870245
ACH-000322,-0.21931547185858444
ACH-000323,-0.050838582550380935
ACH-000324,-0.07794398733920523
ACH-000329,-0.04059015016503165
ACH-000330,0.08051798411948308
ACH-000331,0.06196378140055751
ACH-000332,-0.06413112249742042
ACH-000334,-0.02163079534099207
ACH-000335,-0.07505401944318625
ACH-000336,-0.4401731012121936
ACH-000337,0.03295195321547373
ACH-000338,0.016432376979119274
ACH-000339,-0.04150250878709468
ACH-000341,-0.07894576395368219
ACH-000348,-0.05072985404703485
ACH-000350,-0.06522455287011215
ACH-000352,0.04716799166297325
ACH-000356,-0.059244266274496374
ACH-000361,-0.19525242317156086
ACH-000362,0.09949468651468814
ACH-000363,-0.005882228501798693
ACH-000364,-0.06926526064652493
ACH-000365,-0.018433055868015743
ACH-000366,-0.04681927326108605
ACH-000368,-0.02689727555824859
ACH-000374,-0.10753871804684714
ACH-000375,-0.13042738191173733
ACH-000376,-0.08723505693875654
ACH-000381,0.047760002712248235
ACH-000383,0.002557873424875255
ACH-000387,0.014126753815474541
ACH-000389,-0.269523791482667
ACH-000390,-0.014111031454501259
ACH-000393,-0.09644148309111517
ACH-000395,-0.12235698956067745
ACH-000396,-0.12193305398283735
ACH-000397,-0.13356220270782526
ACH-000401,-0.07327143596465463
ACH-000402,-0.07542380410548069
ACH-000403,-0.1402226731350365
ACH-000404,-0.230404892743798
ACH-000406,0.003860773676733682
ACH-000407,-0.12724745466209378
ACH-000408,0.18552193382873594
ACH-000410,-0.05723414028106626
ACH-000411,-0.07358871181581647
ACH-000414,-0.09574974033393334
ACH-000415,-0.09954574919180104
ACH-000416,-0.0738382630125183
ACH-000420,-0.05034774907995556
ACH-000421,-0.03243913028790996
ACH-000424,-0.08421115281748709
ACH-000425,-0.11341298773121575
ACH-000426,-0.006757737227470533
ACH-000427,-0.004571153753279026
ACH-000433,-0.35957780634573705
ACH-000435,-0.027617676406509632
ACH-000436,-0.2765843436970481
ACH-000444,-0.028797634353316625
ACH-000445,-0.1674524596432958
ACH-000448,-0.07946850111607094
ACH-000450,-0.007033130914925196
ACH-000452,-0.03787245316518437
ACH-000454,-0.03886909510703036
ACH-000458,-0.009130351481202538
ACH-000459,0.11328026673678822
ACH-000460,-0.0983906669651382
ACH-000461,-0.1023876910566037
ACH-000463,0.010956970437269786
ACH-000464,-0.06789629683993881
ACH-000466,-0.18245216910305764
ACH-000467,0.05196137878760984
ACH-000468,-0.2930409738663705
ACH-000469,-0.026607633263252838
ACH-000470,-0.24965724200749104
ACH-000471,-0.06327609211163515
ACH-000472,0.02508889514376734
ACH-000473,0.0660464758667793
ACH-000475,-0.007993983551251792
ACH-000476,-0.14402313088358099
ACH-000477,-0.2319686531516724
ACH-000479,-0.15490804251173693
ACH-000480,0.021360726584980762
ACH-000481,-0.14366145675588587
ACH-000483,-0.021476226231581068
ACH-000484,-0.11324275336942215
ACH-000485,-0.10682809987305904
ACH-000486,-0.1103326403568232
ACH-000487,0.02836221581895715
ACH-000488,-0.0844690806973783
ACH-000490,-0.005905843525081254
ACH-000491,-0.14989742168618228
ACH-000495,-0.17139850454962632
ACH-000496,0.022279891916111752
ACH-000499,0.16109107500253028
ACH-000500,-0.3803265880646548
ACH-000502,-0.02826007694557364
ACH-000503,0.0313212738887862
ACH-000505,-0.06942949231397387
ACH-000507,0.011321116661037248
ACH-000510,-0.10133693259892324
ACH-000511,-0.24871612539082374
ACH-000512,-0.07933132729856653
ACH-000516,-0.08728067185251799
ACH-000517,-0.004980229960515097
ACH-000518,0.0030119730515586088
ACH-000520,-0.1899427062213316
ACH-000521,-0.07034575727361676
ACH-000522,-0.07595286390547128
ACH-000524,0.02634410202660539
ACH-000527,-0.13417929363406278
ACH-000528,0.05344362497425588
ACH-000537,-0.09341975559757107
