,TRPA1 (8989)
ACH-000004,-0.008276255509324456
ACH-000005,0.15999750241040256
ACH-000007,0.14268837502292872
ACH-000009,0.0013012193786506405
ACH-000011,0.13747842029159324
ACH-000012,-0.12586209441504148
ACH-000013,0.03942561444453743
ACH-000014,-0.08890798827755032
ACH-000015,-0.14763202638044134
ACH-000017,-0.18911277729174705
ACH-000018,-0.18121641756058499
ACH-000019,0.29423218513691074
ACH-000021,0.03007620658881611
ACH-000022,-0.015814679654724058
ACH-000025,-0.05708127828115062
ACH-000028,0.05774092381272119
ACH-000030,-0.03400340823645635
ACH-000035,-0.03726520844151147
ACH-000036,-0.006092442945476397
ACH-000037,-0.15474979522513194
ACH-000039,0.14946307936938716
ACH-000040,-0.04642910956843553
ACH-000041,0.10478099386479922
ACH-000042,-0.06858538791701099
ACH-000045,-0.09332057539677337
ACH-000047,-0.07364987615871063
ACH-000052,0.2077973174132492
ACH-000053,-0.020388830425852957
ACH-000054,-0.07936627529756678
ACH-000055,-0.030862000548270912
ACH-000060,-0.0384438694471258
ACH-000067,0.1412113209869257
ACH-000070,-0.08045587827752418
ACH-000075,-0.04477553688734353
ACH-000078,-0.03554042245002944
ACH-000082,-0.10319834081490166
ACH-000085,-0.15596282463232852
ACH-000086,0.09158421533488888
ACH-000087,-0.01229647209469192
ACH-000092,0.015215917991489384
ACH-000095,-0.11788701232947615
ACH-000097,-0.09935234768858613
ACH-000098,-0.08782888893316396
ACH-000099,0.08001334531221857
ACH-000108,-0.0787444840770102
ACH-000113,-0.035001880444804845
ACH-000116,0.04378613348077711
ACH-000118,0.04804503130091976
ACH-000120,-0.05824984405837943
ACH-000123,0.1177962512763656
ACH-000127,0.08165822399380382
ACH-000128,-0.17521490994299474
ACH-000132,-0.03089432918729632
ACH-000133,0.02330789067380467
ACH-000137,0.08321994496132717
ACH-000138,0.0823473741213702
ACH-000142,0.02587307140361872
ACH-000143,0.06871807925224553
ACH-000146,-0.16603300190052958
ACH-000148,0.03279790335275337
ACH-000150,-0.3229330203600612
ACH-000152,-0.2631012354957894
ACH-000153,-0.2365463932569639
ACH-000159,-0.09457880317619034
ACH-000160,0.0284597852120349
ACH-000163,0.049972088697439736
ACH-000167,-0.5252477733398234
ACH-000168,0.05813462969555449
ACH-000169,0.0415985873606393
ACH-000178,-0.05983311984460466
ACH-000183,-0.17549215482115174
ACH-000188,0.061767059980707875
ACH-000189,0.02384680302282129
ACH-000190,-0.14147273925974774
ACH-000198,0.0387485311658122
ACH-000203,0.3163646950141507
ACH-000204,-0.013905302061164
ACH-000206,0.11942438950363628
ACH-000207,-0.0998402101904032
ACH-000208,-0.11466148713429357
ACH-000210,-0.053565979440183036
ACH-000211,-0.05054601296618548
ACH-000215,0.043442315226735126
ACH-000221,0.06396779812287752
ACH-000222,-0.16220054594700958
ACH-000223,0.020127690970986014
ACH-000226,-0.07009354754608044
ACH-000227,-0.02279730216951913
ACH-000228,-0.0077338009091949015
ACH-000231,-0.05899893519058455
ACH-000232,-0.027195950221262782
ACH-000233,0.04009448338050589
ACH-000234,-0.17369217740998635
ACH-000235,-0.07876050921899648
ACH-000237,-0.027004067181202483
ACH-000238,0.030550054450172268
ACH-000242,-0.2540790554632901
ACH-000243,-0.055590482387472835
ACH-000244,-0.3040638164029278
ACH-000246,-0.004132376368243872
ACH-000248,-0.4199278066906012
ACH-000250,-0.03827123824344002
ACH-000251,0.13400262988975795
ACH-000252,0.18070864405737114
ACH-000253,0.020364514608313428
