,CALCRL (10203)
ACH-000004,0.16101575969930795
ACH-000005,0.15341574894134616
ACH-000007,-0.07102930325414822
ACH-000009,-0.05539231175070152
ACH-000011,-0.007193781961957378
ACH-000012,0.05570574578442674
ACH-000013,-0.020256295828776857
ACH-000014,-0.02056932619546468
ACH-000015,0.03871490760282345
ACH-000017,0.15648498836862101
ACH-000018,-0.030654634256343224
ACH-000019,-0.038478966836019216
ACH-000021,0.0676565152650288
ACH-000022,-0.007265260886161586
ACH-000025,0.06131721909827353
ACH-000028,0.03188484241648777
ACH-000030,0.08169817663113355
ACH-000035,0.0896119458781656
ACH-000036,-0.051894008074942925
ACH-000037,-0.03840229487372211
ACH-000039,0.17613816865429158
ACH-000040,0.016882961554501967
ACH-000041,0.071074174185199
ACH-000042,-0.006574752707699033
ACH-000045,0.07508933399120446
ACH-000047,0.0539501721663441
ACH-000052,-0.2142367109583804
ACH-000053,0.02364363625352424
ACH-000054,-0.04022856403577546
ACH-000055,0.2259484144363651
ACH-000060,-0.0405354732086104
ACH-000067,0.03701616957582507
ACH-000070,-0.1604493157531087
ACH-000075,-0.028595175416750794
ACH-000078,0.02132225236732969
ACH-000082,-0.029678617285223707
ACH-000085,-0.012914171589496998
ACH-000086,-0.12055602048673825
ACH-000087,0.09278912380432378
ACH-000092,-0.011311813648044093
ACH-000095,-0.019311793608741388
ACH-000097,0.054944687479945055
ACH-000098,-0.03292078545222618
ACH-000099,-0.04024218905178241
ACH-000108,-0.013676918570427658
ACH-000113,0.06526077996335786
ACH-000116,0.0411792859373708
ACH-000118,0.0687638982263756
ACH-000120,0.052898212643059286
ACH-000123,0.031919117084828745
ACH-000127,0.008252346551606329
ACH-000128,-0.0379390136838214
ACH-000132,-0.08196022052297727
ACH-000133,-0.07647111651813343
ACH-000137,0.06996808351228671
ACH-000138,0.07177745145758327
ACH-000142,-0.027096944337811943
ACH-000143,-0.029270445815039882
ACH-000146,0.11606275469611352
ACH-000148,-0.006697583487619632
ACH-000150,-0.05606926336052908
ACH-000152,0.12498310129342904
ACH-000153,-0.07282552454231987
ACH-000159,0.011509078255866265
ACH-000160,0.08786772610970474
ACH-000163,0.0144398994522286
ACH-000167,0.1996816919395323
ACH-000168,0.10581450109953887
ACH-000169,0.03566227906322378
ACH-000178,0.04905226866460815
ACH-000183,0.02059506520314893
ACH-000188,0.09768546304304944
ACH-000189,-0.07991962176533303
ACH-000190,-0.2348618210793157
ACH-000198,0.011432172790511421
ACH-000203,0.08452396564258334
ACH-000204,0.09190402902204972
ACH-000206,0.12805371144518474
ACH-000207,0.2099211845951212
ACH-000208,-0.08286418386135774
ACH-000210,0.028225775470603436
ACH-000211,0.013159861176559805
ACH-000215,0.09433204873250224
ACH-000221,0.04959607325918216
ACH-000222,-0.12496314028355275
ACH-000223,-0.0981116373303198
ACH-000226,0.022226916650736082
ACH-000227,-0.08784459358464172
ACH-000228,0.04780961274079175
ACH-000231,0.0499036806243286
ACH-000232,0.04737645432536849
ACH-000233,0.08455387479494365
ACH-000234,-0.18530414126392866
