,CACNA1C (775)
ACH-000004,-0.038943331240091125
ACH-000005,0.33597277136158266
ACH-000007,0.0040136442585544186
ACH-000009,0.07919990907574226
ACH-000011,-0.010142576599351466
ACH-000012,0.0949532388551189
ACH-000013,0.07527480016712637
ACH-000014,-0.016908153703116137
ACH-000015,0.1041879676807423
ACH-000017,-0.11513229837269645
ACH-000018,0.04935166373514503
ACH-000019,-0.07108511567995897
ACH-000021,-0.06883310670851851
ACH-000022,-0.10005952792079643
ACH-000025,-0.054680032821587926
ACH-000028,0.07104724469676713
ACH-000030,0.09527287993547902
ACH-000035,-0.002929970231224144
ACH-000036,-0.04566758474985198
ACH-000037,0.18772680079830326
ACH-000039,-0.03644528793817114
ACH-000040,0.13931592434788675
ACH-000041,-0.07127954880158201
ACH-000042,0.058746060618274185
ACH-000045,0.23989708102312454
ACH-000047,0.02849396929752685
ACH-000052,-0.004527780696669917
ACH-000053,0.03549302758234603
ACH-000054,0.0316618664198778
ACH-000055,-0.011953390611356605
ACH-000060,0.04319755353118554
ACH-000067,0.06199036336325345
ACH-000070,-0.07598358547641729
ACH-000075,-0.011753624289853923
ACH-000078,0.02333570140087193
ACH-000082,0.09028078969711273
ACH-000085,-0.00689396785088103
ACH-000086,-0.10749336734575612
ACH-000087,0.026687805054138068
ACH-000092,0.05204640399463482
ACH-000095,-0.0008456890861886133
ACH-000097,-0.0007411668230885582
ACH-000098,0.11662458691930105
ACH-000099,-0.03926086465286263
ACH-000108,-0.044730585021411175
ACH-000113,0.1919791584263527
ACH-000116,0.05028996709966264
ACH-000118,0.04588809196575133
ACH-000120,0.23163386214741696
ACH-000123,-0.013477972022469704
ACH-000127,0.003943773959951554
ACH-000128,-0.07121426456105016
ACH-000132,0.04248717409768519
ACH-000133,0.02901451713274855
ACH-000137,-0.002562023118546206
ACH-000138,0.013134497130764157
ACH-000142,-0.05119340008014983
ACH-000143,-0.0680705890233797
ACH-000146,0.026577577367790147
ACH-000148,0.028559636111855226
ACH-000150,-0.06578005168173798
ACH-000152,-0.04098764619434519
ACH-000153,0.09086815885599504
ACH-000159,0.1210919815829798
ACH-000160,-0.14792963631178782
ACH-000163,0.05860214377351946
ACH-000167,0.20704630362072765
ACH-000168,0.08481500707322054
ACH-000169,0.12248208400533216
ACH-000178,-0.007178012257942687
ACH-000183,0.1401553442893968
ACH-000188,0.19235433476525501
ACH-000189,0.08303892067039513
ACH-000190,0.13229578324865948
ACH-000198,-0.028043617319450816
ACH-000203,0.07290083784258945
ACH-000204,0.2913510598711997
ACH-000206,0.11655082532698695
ACH-000207,0.07630394564376346
ACH-000208,0.2613398831952239
ACH-000210,-0.3266713211978348
ACH-000211,0.07758346443664284
ACH-000215,0.037458074486095116
ACH-000221,0.04043758812085442
ACH-000222,-0.025383649996714733
ACH-000223,0.023817824111337614
ACH-000226,-0.02416290691832993
ACH-000227,-0.0037592901886096797
ACH-000228,-0.1508299825751927
ACH-000231,-0.0377653414037762
ACH-000232,-0.05135147829800928
ACH-000233,0.012042515337003096
ACH-000234,-0.026003376216248462
ACH-000235,0.0021856424327151482
ACH-000237,-0.11146391439123607
ACH-000238,0.034879469326754724
ACH-000242,-0.2526006029534095
ACH-000243,0.0510726468254799
ACH-000244,0.12247487087055173
ACH-000246,-0.030117137239495193
ACH-000248,-0.028565110835063467
ACH-000250,0.04813448003991126
ACH-000251,0.15660754565779011
ACH-000252,-0.2660573037889828
ACH-000253,0.08924198558344429
ACH-000255,0.05997248681469465
ACH-000256,0.052071769896041266
ACH-000257,-0.12984994341843592
ACH-000258,0.019100211634529084
ACH-000259,-0.06266355237835677
ACH-000260,0.13425811095353182
ACH-000261,0.04343231354122275
ACH-000262,0.02263530005912497
ACH-000263,0.03788805502387513
ACH-000264,0.04339195144469535
ACH-000265,0.13804472617064945
ACH-000266,-0.012438825012331602
ACH-000272,-0.0026905760980368283
ACH-000274,0.061265010573889236
ACH-000277,-0.023957854524873524
ACH-000278,0.02439205302551359
