,UPK2 (7379)
ACH-000004,-0.08729750144763891
ACH-000005,-0.0440058636773504
ACH-000007,-0.2374461266509593
ACH-000009,-0.2472299044291971
ACH-000011,-0.10201385274767223
ACH-000012,-0.16742093586621073
ACH-000013,-0.04327712226737137
ACH-000014,-0.1581423605291305
ACH-000015,-0.11062068952193846
ACH-000017,-0.18376423065604544
ACH-000018,-0.03662723962605919
ACH-000019,-0.4538372784304522
ACH-000021,-0.12951860076575994
ACH-000022,-0.15284429068347732
ACH-000025,-0.1712160990357887
ACH-000028,-0.2772117141589728
ACH-000030,-0.11706092109606415
ACH-000035,-0.03897434708269883
ACH-000036,-0.12161468222375488
ACH-000037,-0.5261907703651734
ACH-000039,0.03952125624864058
ACH-000040,-0.15495480642971765
ACH-000041,-0.4505587656846019
ACH-000042,-0.026520560124504624
ACH-000045,-0.2140375841047789
ACH-000047,-0.12423607750161665
ACH-000052,-0.3079238020656254
ACH-000053,-0.2142736298202515
ACH-000054,-0.08112091819682958
ACH-000055,-0.002519457838394911
ACH-000060,-0.14285483123557768
ACH-000067,-0.2071772942463881
ACH-000070,-0.13379138594512532
ACH-000075,-0.2788379598090689
ACH-000078,-0.13249264510551378
ACH-000082,-0.0974696199580245
ACH-000085,0.02967892515860952
ACH-000086,-0.1994495596031048
ACH-000087,0.038290855566406864
ACH-000092,-0.1806744936095965
ACH-000095,-0.09609788331005306
ACH-000097,-0.1973851240462764
ACH-000098,-0.13701880200686006
ACH-000099,-0.15294778614254392
ACH-000108,-0.19127757440096374
ACH-000113,-0.08462359283529894
ACH-000116,-0.24057595447725716
ACH-000118,-0.21509215330837894
ACH-000120,-0.2073538090577527
ACH-000123,-0.11127802692211806
ACH-000127,-0.10788589181210248
ACH-000128,-0.2989518743471176
ACH-000132,-0.2252277413631541
ACH-000133,-0.11074217135925862
ACH-000137,-0.15472196461431986
ACH-000138,-0.3008216670517159
ACH-000142,-0.0604968634262371
ACH-000143,-0.024755075065811632
ACH-000146,-0.11367173625498952
ACH-000148,-0.04830882740106705
ACH-000150,-0.34090803605808523
ACH-000152,-0.1940424714602603
ACH-000153,-0.26658150380893525
ACH-000159,-0.14564761815425634
ACH-000160,-0.18455181996959716
ACH-000163,-0.2529942429524903
ACH-000167,-0.4340092033875102
ACH-000168,-0.17825971198807747
ACH-000169,-0.12471683016883915
ACH-000178,-0.14391733238994026
ACH-000183,-0.0953350864760978
ACH-000188,-0.22806387084997784
ACH-000189,-0.2962572679302765
ACH-000190,-0.16454486714300584
ACH-000198,-0.31697554948644474
ACH-000203,0.04238005511228832
ACH-000204,-0.01887367747190077
ACH-000206,0.03369844702173823
ACH-000207,0.035756691410405744
ACH-000208,-0.3793489409095224
ACH-000210,-0.391726937194128
ACH-000211,-0.12208343656305486
ACH-000215,-0.16968818121285978
ACH-000221,0.08325343489550767
ACH-000222,-0.3583012188928397
ACH-000223,-0.1645140575133163
ACH-000226,0.02065015310535542
ACH-000227,-0.3079741170574316
ACH-000228,-0.398226415326882
ACH-000231,-0.20603540011797208
