,TNF (7124)
ACH-000004,-0.1192386599607716
ACH-000005,0.2186104844638975
ACH-000007,-0.3943849376772174
ACH-000009,-0.11727744841230628
ACH-000011,-0.20064108992485247
ACH-000012,-0.053460089370345236
ACH-000013,-0.1505442293107471
ACH-000014,-0.06928830101722405
ACH-000015,0.05411037240570726
ACH-000017,-0.19205432654251184
ACH-000018,-0.016529129212826257
ACH-000019,-0.2035851236872365
ACH-000021,-0.16943453481467605
ACH-000022,-0.167515031366019
ACH-000025,0.03465935488664177
ACH-000028,-0.19982210219011648
ACH-000030,-0.10374225590902317
ACH-000035,-0.0934085417734622
ACH-000036,-0.19545925098616013
ACH-000037,-0.05468242590538591
ACH-000039,0.24009752649012014
ACH-000040,0.04854091831904718
ACH-000041,-0.02414854177128817
ACH-000042,-0.001349731176755017
ACH-000045,-0.20068736663163292
ACH-000047,-0.01501983296518951
ACH-000052,-0.052945125496503744
ACH-000053,-0.058366420098421926
ACH-000054,-0.09404060956154543
ACH-000055,-0.048617989197376116
ACH-000060,-0.13202510758663966
ACH-000067,-0.20729936072646066
ACH-000070,-0.040531113948993884
ACH-000075,-0.28709125004267666
ACH-000078,-0.21805395163277025
ACH-000082,-0.061174803900385676
ACH-000085,-0.025882852206699825
ACH-000086,-0.07880081694665989
ACH-000087,-0.2374707467623207
ACH-000092,-0.12257579531206722
ACH-000095,-0.18602982774033788
ACH-000097,-0.16493610547861756
ACH-000098,-0.13366244311036274
ACH-000099,-0.12682035941184486
ACH-000108,-0.0023249419910241773
ACH-000113,-0.15498798170620695
ACH-000116,-0.08676475264145354
ACH-000118,-0.07204376922924882
ACH-000120,-0.18721473484200726
ACH-000123,-0.026580278347182167
ACH-000127,-0.2075400155316281
ACH-000128,-0.1780628359729097
ACH-000132,-0.0805654464541519
ACH-000133,-0.24266591615451702
ACH-000137,-0.2670547119961144
ACH-000138,-0.1010242784486753
ACH-000142,-0.19079048100734675
ACH-000143,-0.2063592570127768
ACH-000146,-0.0594425328264675
ACH-000148,-0.06764870360787552
ACH-000150,-0.013860752086124457
ACH-000152,-0.17358555450261995
ACH-000153,-0.08207466751989269
ACH-000159,-0.22295329896891225
ACH-000160,-0.09056531911249413
ACH-000163,-0.008486134328609033
ACH-000167,0.5696080333026698
ACH-000168,-0.0741763192390397
ACH-000169,-0.05500618388158169
ACH-000178,-0.03154040076964317
ACH-000183,-0.2571612518879461
ACH-000188,-0.2186311047560918
ACH-000189,-0.025894192954882503
ACH-000190,-0.3099863605133105
ACH-000198,-0.18103461291872167
ACH-000203,-0.1908977657689828
ACH-000204,-0.07654270257841006
