,CNOT3 (4849)
ACH-000004,-1.0253702656378938
ACH-000005,-1.3100670330607749
ACH-000007,-1.2613191904524923
ACH-000009,-1.1355253601474349
ACH-000011,-1.0059191684203417
ACH-000012,-1.0694868557398964
ACH-000013,-0.9374042409109424
ACH-000014,-0.9941736084724032
ACH-000015,-1.3459248306408271
ACH-000017,-1.153279745771209
ACH-000018,-0.9793237285259616
ACH-000019,-1.2093831102009345
ACH-000021,-1.0491037466380813
ACH-000022,-1.195086393397606
ACH-000025,-0.6105278292235075
ACH-000028,-1.0807007730353366
ACH-000030,-1.1373108704936916
ACH-000035,-1.0345380614811008
ACH-000036,-0.5689183824385516
ACH-000037,-1.001850895644986
ACH-000039,-1.1426510070094074
ACH-000040,-1.050598949449863
ACH-000041,-0.9926673768858288
ACH-000042,-1.1297960570057326
ACH-000045,-0.8917357969705638
ACH-000047,-1.0988195584511145
ACH-000052,-0.9451950531622496
ACH-000053,-1.0116557758563305
ACH-000054,-1.117233769935864
ACH-000055,-1.2459704752173368
ACH-000060,-1.0408624711983527
ACH-000067,-1.1432304740840908
ACH-000070,-1.0766513736597292
ACH-000075,-1.1477992338094771
ACH-000078,-0.9960288917931877
ACH-000082,-1.2572469413155245
ACH-000085,-1.2542258393764174
ACH-000086,-1.105447785870782
ACH-000087,-1.1144474427497326
ACH-000092,-1.0856126440614944
ACH-000095,-1.165482449175642
ACH-000097,-1.5401622364637606
ACH-000098,-0.8242184879807999
ACH-000099,-0.8928471614326273
ACH-000108,-1.0462607045522063
ACH-000113,-1.173916526174457
ACH-000116,-1.051887479422516
ACH-000118,-1.1194158770393323
ACH-000120,-1.1614466318657577
ACH-000123,-1.2010064031294458
ACH-000127,-1.0081222787938071
ACH-000128,-0.8873357479044478
ACH-000132,-0.7499216983167644
ACH-000133,-1.182205375487713
ACH-000137,-0.9927216865403832
ACH-000138,-0.9644170756291924
ACH-000142,-0.7608878407108925
ACH-000143,-1.219480302382214
ACH-000146,-1.3374284554468197
ACH-000148,-1.1043656627391734
ACH-000150,-1.0286499060609335
ACH-000152,-1.2496138096576823
ACH-000153,-1.3835979990468892
ACH-000159,-0.9012704977614716
ACH-000160,-1.4215136556284762
ACH-000163,-0.7034355012176579
ACH-000167,-1.4577344521128297
ACH-000168,-0.990383909024877
ACH-000169,-1.1369604823421358
