,PRR23C (389152)
ACH-000004,-0.0269725897640038
ACH-000005,-0.16288024048901872
ACH-000007,-0.14051645623038886
ACH-000009,-0.14146723000744774
ACH-000011,-0.1276314024510281
ACH-000012,0.10787441411070407
ACH-000013,-0.12906535830633056
ACH-000014,-0.2508698817451574
ACH-000015,0.02368860052093076
ACH-000017,-0.015810131467262612
ACH-000018,-0.16847366351245985
ACH-000019,-0.0568112430197131
ACH-000021,-0.07736509644953235
ACH-000022,-0.1305965263323028
ACH-000025,-0.12526517726484876
ACH-000028,-0.07887716212389477
ACH-000030,-0.05099345857226748
ACH-000035,-0.1035585205515481
ACH-000036,-0.022406082918777683
ACH-000037,0.04374395492641378
ACH-000039,0.044140794216052784
ACH-000040,-0.13564030820843215
ACH-000041,-0.19226524114606106
ACH-000042,-0.18888244990076986
ACH-000045,0.05905012170988566
ACH-000047,-0.0749156668209406
ACH-000052,-0.13004216001335486
ACH-000053,0.02018405480762645
ACH-000054,-0.16006136314691946
ACH-000055,-0.2667152778548126
ACH-000060,-0.08177092577621711
ACH-000067,-0.3079488390856836
ACH-000070,-0.15187947775251145
ACH-000075,-0.30089791708937114
ACH-000078,-0.020365600212341
ACH-000082,-0.015777977749767004
ACH-000085,0.07812387187051137
ACH-000086,-0.09909106181258064
ACH-000087,-0.27064167426246605
ACH-000092,-0.12674275341330035
ACH-000095,0.008750238547890863
ACH-000097,-0.06262382978181417
ACH-000098,-0.06811636703384906
ACH-000099,-0.1729580067754635
ACH-000108,0.009675033061367707
ACH-000113,-0.10754981719069404
ACH-000116,-0.005266502921224057
ACH-000118,-0.14782370235253806
ACH-000120,-0.17152901427226944
ACH-000123,-0.13890852563945758
ACH-000127,-0.09408428042759896
ACH-000128,-0.1547181185688864
ACH-000132,0.010793374498106566
ACH-000133,-0.09969476709892536
ACH-000137,-0.22118752382413587
ACH-000138,-0.06409517635367427
ACH-000142,0.05947925294707462
ACH-000143,-0.1692538557644046
ACH-000146,-0.007094170704431304
ACH-000148,0.009221435350497752
ACH-000150,0.031406531386808816
ACH-000152,-0.0012221627537964302
ACH-000153,-0.19381033958869848
ACH-000159,-0.13990642341349688
ACH-000160,-0.04979368433351646
ACH-000163,-0.07345033569324738
ACH-000167,0.12457685103226147
ACH-000168,-0.0077168663723142785
ACH-000169,0.004491152564317002
ACH-000178,-0.14063444821064106
ACH-000183,0.03910036289131849
ACH-000188,0.03729609302208209
ACH-000189,-0.12276013818678864
ACH-000190,0.14828824894419304
ACH-000198,-0.11715286930765975
ACH-000203,-0.05474956791923855
ACH-000204,-0.07058471494797905
ACH-000206,0.004120255068558145
ACH-000207,-0.2098449696252432
ACH-000208,-0.2897578477159383
ACH-000210,-0.031855472361448776
ACH-000211,-0.14543136382268668
ACH-000215,0.0076606112708738645
ACH-000221,-0.2254917242857076
ACH-000222,-0.10783614308988446
ACH-000223,-0.03974868663219085
ACH-000226,-0.07257060000200716
ACH-000227,0.16929698745630672
ACH-000228,0.03185937031466965
ACH-000231,-0.005020259682858175
ACH-000232,-0.14833153574975594
ACH-000233,-0.08772050793878439
ACH-000234,-0.06833682199499336
ACH-000235,-0.10117196144526057
ACH-000237,-0.05461890636084089
ACH-000238,0.18916438186479725
ACH-000242,0.03425799517238392
ACH-000243,-0.09678486589268401
ACH-000244,-0.16050418741877395
ACH-000246,-0.061491873322690724
ACH-000248,-0.1764355613470748
ACH-000250,0.005253873330377303
ACH-000251,-0.08800879662224967
ACH-000252,-0.02750554194953837
ACH-000253,0.004700458300908393
ACH-000255,0.10622612560088696
ACH-000256,-0.053517371142910435
ACH-000257,-0.18991409343265528
ACH-000258,0.26093891450259393
ACH-000259,-0.05223969135728873
ACH-000260,-0.10036635601383376
ACH-000261,-0.043183352269509416
ACH-000262,0.037889200061041385
ACH-000263,-0.24475685992717466
ACH-000264,-0.10865886340439014
ACH-000265,-0.13826282756184616
ACH-000266,-0.07928075802539397
ACH-000272,-0.0798379139644016
ACH-000274,-0.11825354913682365
ACH-000277,-0.0670700362368237
ACH-000278,3.9453241330256985e-06
ACH-000279,-0.12717450267729385
ACH-000280,0.0018973247517889704
ACH-000281,-0.04552752422897871
ACH-000288,0.023912893092997076
ACH-000291,0.049002052686307
ACH-000293,0.021051582527404
ACH-000294,-0.0015371432129533467
ACH-000295,-0.130688181675043
ACH-000296,-0.20635886128918746
ACH-000302,-0.0441571076366942
ACH-000304,-0.13740380668152175
ACH-000307,0.05311869059529417
ACH-000308,-0.07958158645961838
ACH-000310,0.055811671725047036
ACH-000311,0.05724117326541112
ACH-000312,-0.06523397948416408
ACH-000315,-0.11276449854736027
ACH-000316,-0.0061687852228627426
ACH-000317,-0.10315822756010774
ACH-000318,0.07653028397868737
ACH-000319,-0.0019596098001261053
ACH-000320,-0.057943193579852025
ACH-000322,-0.0031067096279202232
ACH-000323,-0.09883665877915132
ACH-000324,-0.10756801335898393
ACH-000329,0.08693947861927358
ACH-000330,0.07963024058749887
ACH-000331,-0.1701884344049446
ACH-000332,-0.06194218087715522
ACH-000334,0.10175256441859268
ACH-000335,-0.13322730717297468
ACH-000336,-0.1098398950653843
ACH-000337,-0.2865541215034397
ACH-000338,0.11958892054565792
ACH-000339,-0.03355169566122674
ACH-000341,-0.18600707133917946
ACH-000348,-0.020465442328877755
ACH-000350,-0.04397230005313103
ACH-000352,-0.11843858259141325
ACH-000356,0.02786443355593663
ACH-000361,0.06888524772995412
ACH-000362,0.05091649365740868
ACH-000363,-0.13864632385368034
ACH-000364,-0.07596761334880446
ACH-000365,-0.07169576317609767
ACH-000366,0.145909199650221
ACH-000368,0.08066595796048442
ACH-000374,-0.012530954678986805
ACH-000375,-0.09239496964657028
ACH-000376,-0.0028087351012243125
ACH-000381,0.021712118319404915
ACH-000383,-0.0663371537419125
ACH-000387,0.04256362901634228
ACH-000389,-0.11434355979770935
ACH-000390,-0.05166680392445865
ACH-000393,-0.0628981276388889
ACH-000395,0.140303480890212
ACH-000396,0.2011008868996724
ACH-000397,-0.016176528873594283
ACH-000401,-0.14178058651652944
ACH-000402,-0.04865092232011084
ACH-000403,-0.020159660165079626
ACH-000404,-0.2134448920263998
ACH-000406,-0.0688077839026372
