,PROSC (11212)
ACH-000004,-0.12972804439444816
ACH-000005,-0.08113446748860029
ACH-000007,-0.21961625701162396
ACH-000009,0.011803778822569342
ACH-000011,0.02155360418946322
ACH-000012,-0.002537692903815484
ACH-000013,-0.1204565967995616
ACH-000014,0.06026899341599511
ACH-000015,0.05034467655817384
ACH-000017,-0.042364626133996566
ACH-000018,0.1315646474039981
ACH-000019,-0.2295020028738271
ACH-000021,0.03315179467675638
ACH-000022,-0.1890985259403072
ACH-000025,-0.15949727468983535
ACH-000028,-0.051612242942769365
ACH-000030,-0.0077468320549814425
ACH-000035,0.02645164053912896
ACH-000036,-0.162599468997999
ACH-000037,-0.2419785700880549
ACH-000039,0.06922454156278249
ACH-000040,-0.1967506406604905
ACH-000041,0.044376302240787834
ACH-000042,0.02938237119676767
ACH-000045,-0.16041087459139688
ACH-000047,-0.10282735675789344
ACH-000052,-0.07006042916917023
ACH-000053,-0.05902967228960361
ACH-000054,0.09979301568139053
ACH-000055,0.056766024568250785
ACH-000060,0.06804762008230443
ACH-000067,-0.04717406739253509
ACH-000070,-0.18293883481432105
ACH-000075,0.022597545938844717
ACH-000078,-0.011828065379609258
ACH-000082,-0.1149192968428732
ACH-000085,0.0016073971825495115
ACH-000086,-0.16345568266409125
ACH-000087,-0.26145833617344555
ACH-000092,-0.04585371980771205
ACH-000095,-0.07879950264697004
ACH-000097,-0.20897392280516214
ACH-000098,0.1789254059289753
ACH-000099,-0.061474453490069664
ACH-000108,-0.003289839096988992
ACH-000113,0.008367277796098001
ACH-000116,0.02827883239046378
ACH-000118,-0.11162410440382567
ACH-000120,-0.12117656991183642
ACH-000123,-0.01753210196769775
ACH-000127,-0.08745097743644682
ACH-000128,-0.04196555952796507
ACH-000132,-0.08605548686445404
ACH-000133,-0.17356640241138008
ACH-000137,-0.0787445503626921
ACH-000138,0.04365976234062528
ACH-000142,-0.11204786947364496
ACH-000143,0.11115863541839344
ACH-000146,0.00010000513737232791
ACH-000148,0.02919899354540625
ACH-000150,0.02715505339458602
ACH-000152,-0.06482676916200468
ACH-000153,-0.03600752644640134
ACH-000159,-0.1775891531035908
ACH-000160,-0.14720748632424133
ACH-000163,-0.10940586571530113
ACH-000167,-0.07006618930443408
ACH-000168,0.007540412599137964
ACH-000169,-0.0561882733310914
ACH-000178,0.05576856558937846
ACH-000183,-0.11296766773135627
ACH-000188,-0.17109328175988808
ACH-000189,-0.15486606306689046
ACH-000190,-0.08403596901955691
ACH-000198,-0.12032569023833575
ACH-000203,-0.20208616639830648
ACH-000204,-0.2701276803947763
ACH-000206,0.13614010973525073
ACH-000207,-0.032927839046213186
ACH-000208,0.1394088850892348
ACH-000210,-0.2332950180146492
ACH-000211,-0.07786644197713939
ACH-000215,-0.050468668581535286
ACH-000221,-0.12629460328345005
ACH-000222,-0.05093926253494016
ACH-000223,-0.09215966084267578
ACH-000226,-0.0984100829545728
ACH-000227,-0.06372567311321926
ACH-000228,-0.2045253416480988
ACH-000231,-0.06673513880132255
ACH-000232,-0.03309565121176656
ACH-000233,0.019600686215941288
ACH-000234,-0.017202262468689763
ACH-000235,-0.12272250066629788
ACH-000237,0.025020387799532817
ACH-000238,-0.1191790640481993
ACH-000242,0.35090034496220884
ACH-000243,-0.1660724345967936
ACH-000244,-0.017034592434176047
ACH-000246,-0.08310897015223978
ACH-000248,-0.04859915469104867
ACH-000250,-0.06676035909188376
ACH-000251,-0.2109673660912324
ACH-000252,0.1113608951322968
ACH-000253,-0.10474618666654677
ACH-000255,-0.05955795957074497
ACH-000256,-0.02760247244768598
ACH-000257,0.20515590291066216
ACH-000258,-0.06672224004977377
ACH-000259,-0.018168464587646302
ACH-000260,-0.016152577302255687
ACH-000261,-0.06971563747606226
ACH-000262,-0.18724945484050814
ACH-000263,-0.054660372959673874
ACH-000264,-0.07090570881424542
ACH-000265,-0.059025169974888075
ACH-000266,0.07122694617058975
ACH-000272,-0.010407293771037066
ACH-000274,-0.007381400912542608
ACH-000277,-0.08340066303060054
ACH-000278,-0.08787676434978232
ACH-000279,0.0363484992044861
ACH-000280,-0.04726446777523968
ACH-000281,0.02895301789725035
ACH-000288,0.12696266376551987
ACH-000291,-0.008159015467783413
ACH-000293,-0.1329646037888045
ACH-000294,-0.010747680711444172
ACH-000295,0.14649141791814413
ACH-000296,-0.12954204227716262
ACH-000302,0.29865944970576475
ACH-000304,0.08593280414805983
ACH-000307,-0.05689239271084075
ACH-000308,-0.048336921727613086
ACH-000310,-0.24178261672182616
ACH-000311,-0.021737801581421714
ACH-000312,0.14505726805783403
ACH-000315,0.014870640512244038
ACH-000316,-0.02474960741792698
ACH-000317,0.04197505779155352
ACH-000318,-0.09560460348609254
ACH-000319,-0.023140767808957373
ACH-000320,0.14919842915838674
ACH-000322,0.14604698280189773
ACH-000323,-0.11073548529283787
ACH-000324,0.037833320719074116
ACH-000329,-0.07232529353442085
ACH-000330,-0.22266887124500556
ACH-000331,-0.12734158225438105
ACH-000332,-0.06318417821029404
ACH-000334,0.014943388454394144
