,ASNSD1 (54529)
ACH-000004,-0.3147109192979312
ACH-000005,-0.18600190997234334
ACH-000007,-0.0387200444436524
ACH-000009,-0.3213711202901918
ACH-000011,-0.11132629666216652
ACH-000012,-0.21277975919484515
ACH-000013,-0.06770583603335358
ACH-000014,-0.1054620350736109
ACH-000015,-0.057155187137469636
ACH-000017,-0.17288467726700335
ACH-000018,-0.2283432010339433
ACH-000019,0.12140429419757005
ACH-000021,-0.09719189313014047
ACH-000022,-0.29514335735950376
ACH-000025,-0.132880469286255
ACH-000028,-0.1076864298653878
ACH-000030,-0.06566494626652182
ACH-000035,-0.1877929213737613
ACH-000036,-0.14463245832984795
ACH-000037,-0.049480443405629064
ACH-000039,-0.16612493557789365
ACH-000040,-0.03954124686926299
ACH-000041,-0.1104045444158238
ACH-000042,-0.03192718590253915
ACH-000045,-0.1493528099321056
ACH-000047,-0.003596918527154374
ACH-000052,-0.2769327661217371
ACH-000053,-0.13937416567940186
ACH-000054,-0.14211257662435414
ACH-000055,-0.2520263875300464
ACH-000060,-0.14217190354474554
ACH-000067,-0.1791947906418219
ACH-000070,-0.16707777914077065
ACH-000075,-0.1380156564729619
ACH-000078,-0.08415496685653029
ACH-000082,-0.03626238175214934
ACH-000085,-0.18759886376774346
ACH-000086,-0.2841267581480147
ACH-000087,0.15394331372050882
ACH-000092,-0.14101681260154453
ACH-000095,-0.1418517620427504
ACH-000097,-0.13728512218408812
ACH-000098,-0.24866838256045398
ACH-000099,-0.019723777134623102
ACH-000108,-0.037333689150188185
ACH-000113,-0.12505221774976527
ACH-000116,-0.1342650040808191
ACH-000118,0.059528281178487914
ACH-000120,-0.1644902612009451
ACH-000123,-0.059588453712177775
ACH-000127,-0.15447160707819738
ACH-000128,-0.021749675973119692
ACH-000132,-0.26119852833873536
ACH-000133,-0.2047288832680697
ACH-000137,-0.15959815970377705
ACH-000138,-0.0395161013254568
ACH-000142,-0.1856019619509494
ACH-000143,-0.0021652596580221967
ACH-000146,-0.2007878160110033
ACH-000148,-0.023304762834440614
ACH-000150,-0.07186440473806335
ACH-000152,-0.20517900111659645
ACH-000153,-0.1772879017026827
ACH-000159,-0.18737403723290566
ACH-000160,-0.17505877933881095
ACH-000163,-0.06321514219371499
ACH-000167,-0.1385384248015942
ACH-000168,-0.11960546432164285
ACH-000169,-0.10119572680217406
ACH-000178,-0.02583154582806404
ACH-000183,-0.05693618793960816
ACH-000188,-0.06048301837866684
ACH-000189,-0.20140280330554636
ACH-000190,-0.1332876376036627
ACH-000198,-0.1552549152110354
ACH-000203,-0.2142955018998855
ACH-000204,-0.059977620199318224
ACH-000206,-0.10726812453182706
ACH-000207,-0.197214145878808
ACH-000208,-0.08672962064404884
ACH-000210,-0.3202367792337781
ACH-000211,-0.1187535341892763
ACH-000215,-0.14855178752908832
ACH-000221,0.12323598395332948
ACH-000222,-0.022633961890991056
ACH-000223,-0.1640985048558484
ACH-000226,-0.18213861893039707
ACH-000227,-0.005673340440760582
ACH-000228,0.005519992585661676
ACH-000231,-0.11369743984343465
ACH-000232,-0.062293711017490476
ACH-000233,-0.03720182411182149
ACH-000234,-0.13047557943584367
ACH-000235,-0.0502290517655777
ACH-000237,-0.13596273587789778
ACH-000238,-0.02533047677764031
ACH-000242,-0.13172626132305945
ACH-000243,-0.06813087396884539
ACH-000244,-0.08578784154129793
ACH-000246,-0.10629556050384742
ACH-000248,-0.07112255949164782
ACH-000250,-0.13682544889609585
ACH-000251,-0.2693214738697033
ACH-000252,-0.07866462423399266
ACH-000253,-0.13972634885034868
ACH-000255,-0.07703380148332402
ACH-000256,-0.010122263052877755
ACH-000257,-0.13802291907071107
ACH-000258,-0.21334501690239532
ACH-000259,-0.011591083734123287
ACH-000260,-0.1393221833080935
ACH-000261,-0.07266657042787703
ACH-000262,-0.2042195789684096
ACH-000263,-0.0616782087726887
ACH-000264,-0.06853361151932003
ACH-000265,-0.07252246042209988
ACH-000266,-0.06853205062421584
ACH-000272,-0.18499294335728475
ACH-000274,-0.2983536120050478
ACH-000277,-0.038944090218485036
ACH-000278,-0.06757097236277979
ACH-000279,-0.3745733204328158
ACH-000280,-0.11138457304816796
ACH-000281,-0.14632159945706713
ACH-000288,-0.29513375979152395
ACH-000291,-0.17310847621970615
ACH-000293,-0.12378159726250552
ACH-000294,-0.18848925163815128
ACH-000295,0.01717118166899196
ACH-000296,-0.19562450226975356
ACH-000302,-0.09983869957972673
ACH-000304,-0.2564381284745199
ACH-000307,-0.1610409442269828
ACH-000308,-0.047959249139894265
ACH-000310,-0.1352489934113786
ACH-000311,-0.1802534607920641
ACH-000312,0.027579908967591972
ACH-000315,0.08847619674150085
ACH-000316,-0.16033959449976906
ACH-000317,0.011095486412842543
ACH-000318,-0.20238551541898767
ACH-000319,-0.13208049124819995
ACH-000320,-0.10128319027697456
ACH-000322,-0.13876349278294856
ACH-000323,-0.08583270909398831
ACH-000324,-0.09693647425617613
ACH-000329,-0.12125381882612912
ACH-000330,-0.2597880584016649
ACH-000331,-0.3008032696323113
ACH-000332,-0.08665360494921405
ACH-000334,-0.3154908329726439
ACH-000335,-0.139589128563097
ACH-000336,-0.05142956145577465
ACH-000337,0.0360636230863721
ACH-000338,-0.5184049820035976
ACH-000339,-0.01581080359870971
ACH-000341,-0.0397039329423847
ACH-000348,-0.029196900030113992
ACH-000350,-0.10103439474180068
ACH-000352,-0.188362026332624
ACH-000356,-0.12520366803917862
ACH-000361,-0.14480903043478013
ACH-000362,-0.11783181133743426
ACH-000363,-0.11315345631668924
ACH-000364,-0.1861972491690934
ACH-000365,-0.0469345433931052
ACH-000366,-0.252228175240663
ACH-000368,-0.05740648121106999
ACH-000374,-0.17771916824116862
ACH-000375,-0.2758262101335153
ACH-000376,-0.11164132597035528
ACH-000381,-0.004683957078427029
ACH-000383,-0.1196328070183734
ACH-000387,-0.1303148309384192
ACH-000389,-0.20217748168448485
ACH-000390,-0.1244965082905938
ACH-000393,-0.25018060056597197
ACH-000395,-0.19457123017498493
ACH-000396,0.2127469609120103
ACH-000397,-0.0005524174686218187
ACH-000401,-0.27666847549094475
ACH-000402,-0.061772923846487686
ACH-000403,-0.16467958557460818
ACH-000404,-0.13518745553621903
ACH-000406,-0.1089150215391505
ACH-000407,-0.4151879900231975
ACH-000408,-0.21920233422811208
ACH-000410,-0.06972821214536629
ACH-000411,-0.13243335940887685
ACH-000414,-0.10277915843140213
ACH-000415,-0.18248577784069867
ACH-000416,-0.1081084124160699
ACH-000420,-0.08454499764414566
ACH-000421,-0.04642292522608087
ACH-000424,0.052852542451416434
ACH-000425,-0.11267971631749582
ACH-000426,-0.1460724567624663
ACH-000427,0.019978219369804512
ACH-000433,-0.23268532869299036
ACH-000435,-0.33889799261340875
ACH-000436,-0.026338085478237086
ACH-000444,-0.1237245393734428
ACH-000445,-0.35753222609778296
ACH-000448,-0.13582826191129865
ACH-000450,-0.16009102732874408
ACH-000452,-0.05306828806195092
ACH-000454,-0.3132197264663877
ACH-000458,-0.21565770329923148
ACH-000459,-0.08688502393800676
ACH-000460,-0.1626662698819352
ACH-000461,0.0320506365092317
ACH-000463,-0.1645367653491058
ACH-000464,-0.3559942388232176
ACH-000466,-0.1821111937235616
ACH-000467,-0.10898981452483653
ACH-000468,-0.13293933444282402
ACH-000469,-0.09698257552493346
ACH-000470,-0.17404621858347452
ACH-000471,-0.2014791079535213
ACH-000472,-0.10955701478617626
ACH-000473,-0.11237634364613648
ACH-000475,-0.06020988208453318
ACH-000476,-0.019396863940400005
ACH-000477,-0.03879442110770652
ACH-000479,-0.042489446880462564
ACH-000480,-0.023524634153046082
ACH-000481,-0.10168774316634564
ACH-000483,-0.03211954182902997
ACH-000484,0.037429028324372914
ACH-000485,-0.1243777866394738
ACH-000486,-0.20003662219384072
ACH-000487,-0.13078555504646566
ACH-000488,-0.11087723024614317
ACH-000490,-0.07754444137417635
ACH-000491,-0.06412162592165559
ACH-000495,-0.09659138774979648
ACH-000496,-0.2950809668043919
ACH-000499,-0.052443924246166194
ACH-000500,0.10950114756818503
ACH-000502,-0.13109331935099794
ACH-000503,-0.02320961087593329
ACH-000505,-0.09272268788737564
ACH-000507,-0.00841149461359764
ACH-000510,-0.08771663756105381
ACH-000511,-0.04374637681474049
ACH-000512,-0.5083042538466059
ACH-000516,-0.06328054132177696
ACH-000517,-0.11652679376141165
ACH-000518,-0.08921264140355009
ACH-000520,-0.10927586427914113
ACH-000521,-0.09590134113741794
ACH-000522,-0.1757550740746812
ACH-000524,-0.07595831872976527
ACH-000527,-0.05333909634032285
ACH-000528,-0.09608696371530248
ACH-000537,-0.08973540964210308
ACH-000541,0.043135150798815934
ACH-000542,0.020644065938181168
ACH-000544,-0.2069736822845539
ACH-000545,-0.1427329284399177
ACH-000547,-0.11268278195630625
ACH-000548,-0.08387503816403477
ACH-000549,-0.11826385053718427
ACH-000550,-0.2260324160920128
ACH-000552,-0.09713418518043156
ACH-000556,-0.18223566592717108
ACH-000557,-0.14004615000981155
ACH-000569,-0.2788273626421888
ACH-000570,-0.1417048030263057
ACH-000571,-0.04502060202461774
ACH-000573,-0.053832780310126414
ACH-000576,-0.11272954124729034
ACH-000579,-0.07239762447673607
ACH-000580,-0.017837999758826245
ACH-000584,-0.05810951743503704
ACH-000585,-0.11489140510649702
ACH-000588,-0.0691208114889356
ACH-000589,-0.2377444396868453
ACH-000591,-0.16997835824182006
ACH-000593,-0.20920995135543394
ACH-000600,-0.06925569200969946
ACH-000601,-0.0908083350958538
ACH-000605,-0.18653729319151044
ACH-000606,-0.262163390730985
ACH-000608,-0.12479583853601806
ACH-000614,-0.3245852560356949
ACH-000616,0.054931875342558105
ACH-000618,-0.07047277181423048
ACH-000619,-0.10837984594068052
ACH-000620,-0.002903224270809943
ACH-000621,-0.12490710033959013
ACH-000622,-0.08777183578075988
ACH-000623,-0.21933855331809773
ACH-000624,-0.12564335551397796
ACH-000627,-0.15232206065923384
ACH-000630,-0.2014212212344472
ACH-000631,-0.01301660274255877
ACH-000632,-0.2510883714962463
ACH-000633,-0.12550551499698584
