,TNS3 (64759)
ACH-000004,-0.17161282168884484
ACH-000005,-0.6809774248075715
ACH-000007,-0.04425870131667357
ACH-000009,-0.3789190168855997
ACH-000011,-0.8214036885397725
ACH-000012,-0.34176277676182576
ACH-000013,-0.20026578780350845
ACH-000014,-0.2443430009379265
ACH-000015,-0.32879583893726694
ACH-000017,-0.07829744315742362
ACH-000018,-0.4164378142164863
ACH-000019,-0.23184412830466575
ACH-000021,-0.3056455999941013
ACH-000022,-0.18893890493823487
ACH-000025,-0.29578758498396085
ACH-000028,-0.2242799284660066
ACH-000030,-0.496127217946713
ACH-000035,-0.4252367598326256
ACH-000036,-0.3233580934436711
ACH-000037,-0.1244296437066481
ACH-000039,-0.17890349752286888
ACH-000040,-0.2978521628721233
ACH-000041,-0.3788054640580589
ACH-000042,-0.3426812868675141
ACH-000045,-0.1852912247071581
ACH-000047,-0.5081338609604771
ACH-000052,-0.18352735100451326
ACH-000053,-0.21648821215574895
ACH-000054,-0.5026919202443403
ACH-000055,-0.16260340752145927
ACH-000060,-0.592798040344058
ACH-000067,-0.3248769667637392
ACH-000070,-0.21516566868975395
ACH-000075,-0.08398417290427745
ACH-000078,-0.021619037061881875
ACH-000082,-0.18085784603802724
ACH-000085,-0.2758087335042892
ACH-000086,-0.21637776320432775
ACH-000087,-0.05644499914207109
ACH-000092,-0.10399396054716473
ACH-000095,-0.29723161364659395
ACH-000097,-0.2497946444287117
ACH-000098,-0.7112619670807272
ACH-000099,-0.16215142023410128
ACH-000108,-0.4046920057615132
ACH-000113,-0.2393871207932963
ACH-000116,-0.173409484077217
ACH-000118,-0.4241065202596512
ACH-000120,-0.33563691597904993
ACH-000123,-0.2458250552835343
ACH-000127,-0.24803466918159736
ACH-000128,-0.2747231540167259
ACH-000132,-0.05816483243862922
ACH-000133,-0.2197080494645046
ACH-000137,-0.1838619652046094
ACH-000138,-0.3330906749811001
ACH-000142,-0.4484593374124948
ACH-000143,-0.035768684941823295
ACH-000146,-0.14005336605968846
ACH-000148,-0.3064244853802315
ACH-000150,-0.18036826243177825
ACH-000152,-0.08892348665563195
ACH-000153,-0.2406820588598288
ACH-000159,-0.2325875501029953
ACH-000160,-0.18184095229027672
ACH-000163,-0.26657634024658905
ACH-000167,-0.21270026237579132
ACH-000168,-0.4006508291627531
ACH-000169,-0.3072622986514911
ACH-000178,-0.18846573661521931
ACH-000183,-0.1590378833576388
ACH-000188,-0.06992405482008197
ACH-000189,-0.4633374844812304
ACH-000190,-0.21138142111120556
ACH-000198,-0.33057872874561045
ACH-000203,-0.3695254146636901
ACH-000204,-0.1901310695292648
ACH-000206,-0.19649618174666644
ACH-000207,-0.3544551092807447
ACH-000208,-0.2800107430775806
ACH-000210,-0.20187715093329747
ACH-000211,-0.1052647674868126
ACH-000215,-0.3063456652494557
ACH-000221,-0.32804638010800297
ACH-000222,-0.3594529656049008
ACH-000223,-0.15421639730102954
ACH-000226,-0.14459083076258106
ACH-000227,-0.28126176083489823
ACH-000228,-0.3351367104901746
ACH-000231,-0.2598933449467456
ACH-000232,-0.11556947755865568
ACH-000233,-0.15635255077935292
ACH-000234,-0.4166089869601653
ACH-000235,-0.2878086519689215
ACH-000237,-0.20412602945588595
ACH-000238,-0.2113080592323064
ACH-000242,-0.4829898294127265
ACH-000243,-0.30366324273319245
ACH-000244,-0.3237044682685289
ACH-000246,-0.6359543097534324
ACH-000248,-0.11678608417689686
ACH-000250,-0.20309812972256935
ACH-000251,-0.3239058891604457
ACH-000252,-0.3296792792983275
ACH-000253,-0.14272455892892227
ACH-000255,-0.1889736890677848
ACH-000256,-0.3784950305377261
ACH-000257,-0.3044263297584698
ACH-000258,-0.010874706906760569
ACH-000259,-0.3384310175382878
ACH-000260,-0.2523173200665651
ACH-000261,-0.27246523350341034
ACH-000262,-0.33449875594271866
ACH-000263,-0.2239770433758284
ACH-000264,-0.38873546123965147
ACH-000265,-0.20496422185721572
ACH-000266,-0.6179632114828114
ACH-000272,-0.28176023346320866
ACH-000274,0.035128917184256175
ACH-000277,-0.16653330390632062
