,DDX18 (8886)
ACH-000004,-0.7831535994419322
ACH-000005,-0.4847514696130257
ACH-000007,-0.9755694181641872
ACH-000009,-0.8359163406147136
ACH-000011,-0.5426426079261514
ACH-000012,-0.727056099147172
ACH-000013,-0.6968339135192669
ACH-000014,-0.7623268601396719
ACH-000015,-0.5576298646862216
ACH-000017,-0.7607643927022195
ACH-000018,-0.8689188023378721
ACH-000019,-0.774325557574438
ACH-000021,-0.783071044554705
ACH-000022,-0.5538644214095849
ACH-000025,-0.7872364262096315
ACH-000028,-0.8257601884671583
ACH-000030,-0.7061660280990426
ACH-000035,-0.8486824710381582
ACH-000036,-0.7201947477992483
ACH-000037,-0.2998120129427448
ACH-000039,-0.7004036934736608
ACH-000040,-0.8470112509168538
ACH-000041,-0.5568906752177829
ACH-000042,-0.6656513507369597
ACH-000045,-0.7009996203848693
ACH-000047,-1.0361643561720726
ACH-000052,-0.8661805235731754
ACH-000053,-0.6942949709507854
ACH-000054,-1.044674625245897
ACH-000055,-0.6217778944031589
ACH-000060,-0.6481932418704204
ACH-000067,-0.6605670767007465
ACH-000070,-0.6517118158066837
ACH-000075,-0.9757596646137696
ACH-000078,-0.6173164676637771
ACH-000082,-0.7447809368234177
ACH-000085,-1.0317392635168912
ACH-000086,-0.9853558938995836
ACH-000087,-0.6128426331140162
ACH-000092,-0.9250335799982052
ACH-000095,-0.673225656923385
ACH-000097,-0.7676194537501327
ACH-000098,-0.7895790640552929
ACH-000099,-0.6640412611753749
ACH-000108,-0.6646714929652662
ACH-000113,-0.7343149352216233
ACH-000116,-0.820352349082309
ACH-000118,-0.6682247602877415
ACH-000120,-0.8453612652482587
ACH-000123,-0.6905170760613969
ACH-000127,-0.8614578249330684
ACH-000128,-0.8073250116554034
ACH-000132,-0.7650877963995226
ACH-000133,-0.8175679768216748
ACH-000137,-0.8587742406010287
ACH-000138,-0.7938341578056345
ACH-000142,-0.5627338720001842
ACH-000143,-0.3734921526256185
ACH-000146,-0.7046635494909907
ACH-000148,-0.6962834982470635
ACH-000150,-0.6378363538966756
ACH-000152,-0.6446618296603469
ACH-000153,-0.6451177153410539
ACH-000159,-0.7593157029124356
ACH-000160,-0.8160919759976358
ACH-000163,-0.412712740604932
ACH-000167,-0.7485092632586704
ACH-000168,-0.623593936290144
ACH-000169,-0.5655815190254966
ACH-000178,-0.7171053188659394
ACH-000183,-0.756807073100039
ACH-000188,-0.6363892306323271
ACH-000189,-0.6485705496501094
ACH-000190,-0.6586391698180218
ACH-000198,-0.7273094450350266
ACH-000203,-0.6148551831591968
ACH-000204,-0.7903352802360449
ACH-000206,-0.8677156312166138
ACH-000207,-0.6786318370486945
ACH-000208,-1.0243368909568529
ACH-000210,-0.8274881917992503
ACH-000211,-0.7108447461325981
ACH-000215,-0.7023872159449466
ACH-000221,-0.7329619508848773
ACH-000222,-0.7954865836843887
ACH-000223,-0.790035607304944
ACH-000226,-0.7192497545260169
ACH-000227,-0.5574586932515052
ACH-000228,-0.9311286533407951
ACH-000231,-0.8708362292191684
ACH-000232,-0.5429242051333245
ACH-000233,-0.48541989017162107
ACH-000234,-0.4964768384676333
ACH-000235,-0.6650698872470717
ACH-000237,-0.9453364584665338
ACH-000238,-0.8253650970274945
ACH-000242,-0.5138872092324912
ACH-000243,-0.7223343345139767
ACH-000244,-0.6731526761604764
ACH-000246,-0.7269064606866409
ACH-000248,-0.6563312642342081
ACH-000250,-0.7308316524359856
ACH-000251,-0.6938077256242329
ACH-000252,-0.9562587230657199
ACH-000253,-0.4986503343074157
ACH-000255,-0.7994142471153631
ACH-000256,-0.6355221475396048
ACH-000257,-0.6938135571595768
ACH-000258,-0.4671616101033445
ACH-000259,-0.7821342750502798
ACH-000260,-0.8068262951291924
ACH-000261,-0.7367185894508516
ACH-000262,-0.6568217816184103
ACH-000263,-0.7659461839664407
ACH-000264,-0.6991661984458415
ACH-000265,-0.8408674914224261
ACH-000266,-0.7900852439038765
ACH-000272,-0.7847346234935239
ACH-000274,-0.7430240017184732
ACH-000277,-0.9299892816889781
ACH-000278,-0.6839216649469391
ACH-000279,-0.5195384359908682
ACH-000280,-0.6525542344106463
ACH-000281,-0.7566806053632286
ACH-000288,-0.7029851399296138
ACH-000291,-0.7599298514653271
ACH-000293,-0.4723917135774296
ACH-000294,-0.08443476151802234
ACH-000295,-0.6872512422051845
ACH-000296,-1.0022079873834493
ACH-000302,-0.7766447856465126
ACH-000304,-0.5146365896479494
ACH-000307,-0.7051116712629925
ACH-000308,-0.7024434241178376
ACH-000310,-0.6507237634321044
ACH-000311,-0.7318279402337491
ACH-000312,-0.7396619174014835
ACH-000315,-0.4778284269750661
ACH-000316,-0.8181354690738989
ACH-000317,-1.0615552622223114
ACH-000318,-0.9386094355481333
ACH-000319,-1.0218587749775592
ACH-000320,-0.8095437726113992
ACH-000322,-0.9930623845234308
ACH-000323,-0.7942312812863399
ACH-000324,-0.4635412179680195
ACH-000329,-0.6800082351422374
ACH-000330,-0.924878211987364
ACH-000331,-0.7455325679476495
ACH-000332,-0.6948181672509789
ACH-000334,-0.515224691135043
ACH-000335,-0.6127487582149453
ACH-000336,-1.090944949556052
ACH-000337,-0.8435964795847019
ACH-000338,-1.4040435260770987
ACH-000339,-0.6719277380124625
ACH-000341,-0.7145617123268292
ACH-000348,-0.6935849525290547
ACH-000350,-0.5839889127131722
ACH-000352,-0.7762973805198986
ACH-000356,-0.7052683375504195
ACH-000361,-0.6512083194380051
ACH-000362,-0.6283743845185458
ACH-000363,-0.6905075890421354
ACH-000364,-0.7020676912756084
ACH-000365,-0.6730781474352885
ACH-000366,-0.5430497207588063
ACH-000368,-0.6146426814678846
ACH-000374,-0.9906538205794612
ACH-000375,-0.6362713491646513
ACH-000376,-0.7840366397495767
ACH-000381,-0.8347063286944264
ACH-000383,-0.6253190107783804
ACH-000387,-0.7061004679123798
ACH-000389,-0.8530753073125823
ACH-000390,-0.7162989974859415
ACH-000393,-0.7757735630520645
