,GRN (2896)
ACH-000004,-0.03307030610028213
ACH-000005,-0.3198651092975805
ACH-000007,-0.2283829763725897
ACH-000009,-0.1888119655143297
ACH-000011,-0.03150941084949813
ACH-000012,-0.1996968689522015
ACH-000013,-0.22857195666687136
ACH-000014,-0.1507632281277321
ACH-000015,-0.019685417605890085
ACH-000017,-0.14521114281893455
ACH-000018,-0.10960351780911796
ACH-000019,-0.1594717364128985
ACH-000021,-0.10071951220811484
ACH-000022,-0.18771917723350154
ACH-000025,-0.02034858881438236
ACH-000028,0.018074537358949296
ACH-000030,-0.21604476046137
ACH-000035,-0.2733256941969626
ACH-000036,-0.05559286085029782
ACH-000037,-0.09643126953865176
ACH-000039,-0.08157656156589889
ACH-000040,-0.18541269487069428
ACH-000041,-0.23498132446474065
ACH-000042,-0.1987486949777481
ACH-000045,-0.2333430292126317
ACH-000047,-0.15517884790514205
ACH-000052,-0.16574785693436644
ACH-000053,-0.10770736482540404
ACH-000054,-0.027729729274897558
ACH-000055,-0.0984461040666262
ACH-000060,-0.16679926806793333
ACH-000067,-0.1347863955388915
ACH-000070,-0.15323089525847966
ACH-000075,-0.2432155836015363
ACH-000078,-0.16015080827993344
ACH-000082,-0.230795722577284
ACH-000085,-0.08991771273233501
ACH-000086,-0.17590485629877828
ACH-000087,0.1831577706560629
ACH-000092,-0.08670833490592578
ACH-000095,-0.1844739251524704
ACH-000097,-0.18134353363470174
ACH-000098,-0.04068395003835963
ACH-000099,-0.14314728401334828
ACH-000108,-0.031055067970554733
ACH-000113,-0.010257104004156057
ACH-000116,-0.21619412222004092
ACH-000118,-0.13953420882606862
ACH-000120,-0.1928182829898766
ACH-000123,-0.30434060125302365
ACH-000127,-0.11612469456644407
ACH-000128,-0.3165643789268153
ACH-000132,-0.1257833096810634
ACH-000133,-0.09581599893337106
ACH-000137,-0.05456387942511568
ACH-000138,-0.2616361486302547
ACH-000142,-0.26969028002056555
ACH-000143,-0.03934343121794901
ACH-000146,-0.0650169935555125
ACH-000148,-0.20833422614769007
ACH-000150,-0.2393771520806107
ACH-000152,-0.2570738078062251
ACH-000153,0.07771546381047584
ACH-000159,-0.10318507127676413
ACH-000160,-0.08269685702894093
ACH-000163,-0.23738078888350375
ACH-000167,-0.1054458233552335
ACH-000168,-0.014910640319812119
ACH-000169,-0.1330627698798295
ACH-000178,0.005935427527371185
ACH-000183,-0.1184837583828525
ACH-000188,-0.30285714089817306
ACH-000189,-0.16478105542490035
ACH-000190,-0.14452216084528086
ACH-000198,-0.07279029255544847
ACH-000203,0.3386648480038815
ACH-000204,-0.28223244873958364
ACH-000206,-0.03231115380927314
ACH-000207,-0.12934060894482174
ACH-000208,-0.08240914742608987
ACH-000210,0.017309067588708225
ACH-000211,-0.18372419745464852
ACH-000215,-0.15828794731989548
ACH-000221,-0.12989710787448971
ACH-000222,-0.06386462464088159
