,SFXN4 (119559)
ACH-000004,-0.1409255648914254
ACH-000005,0.030329760854152562
ACH-000007,-0.2591884406247643
ACH-000009,-0.2553887329758858
ACH-000011,-0.1461838297445362
ACH-000012,-0.21756450856666398
ACH-000013,-0.1083843828314368
ACH-000014,-0.1877075719075285
ACH-000015,-0.2596175206617758
ACH-000017,-0.14142443587578427
ACH-000018,-0.002319396710098977
ACH-000019,-0.23978990682110266
ACH-000021,-0.048111558737405725
ACH-000022,-0.21553009093376
ACH-000025,-0.1944008537344784
ACH-000028,-0.1038985439846493
ACH-000030,-0.20727988466576552
ACH-000035,-0.17975448882217188
ACH-000036,-0.18619125072255252
ACH-000037,-0.2373574016283813
ACH-000039,-0.2951180540252799
ACH-000040,-0.10489389205060218
ACH-000041,-0.12245261902378085
ACH-000042,-0.14693952961690096
ACH-000045,-0.3158017839172413
ACH-000047,-0.2547725002766951
ACH-000052,-0.07555320778465208
ACH-000053,-0.2124066530791358
ACH-000054,-0.09002763882299326
ACH-000055,-0.18099496790442204
ACH-000060,-0.118122181419381
ACH-000067,-0.1949538179767922
ACH-000070,-0.16745919760767095
ACH-000075,-0.157565420136668
ACH-000078,-0.16370338675869808
ACH-000082,-0.18374401908889448
ACH-000085,-0.019153071519612902
ACH-000086,-0.1380593300033862
ACH-000087,-0.3958722207425885
ACH-000092,-0.08572008940834466
ACH-000095,-0.17962593925373085
ACH-000097,-0.22262354622275807
ACH-000098,-0.16988328344979828
ACH-000099,-0.2161299917592957
ACH-000108,-0.0974360056543069
ACH-000113,-0.10833828921551304
ACH-000116,-0.21166404936828956
ACH-000118,-0.2332307062714881
ACH-000120,-0.17676477774898816
ACH-000123,-0.2364028006371399
ACH-000127,-0.1602245858743012
ACH-000128,-0.273231547870636
ACH-000132,-0.13422938839921
ACH-000133,-0.10737574017082913
ACH-000137,-0.0659937195052851
ACH-000138,-0.04745936082260199
ACH-000142,-0.1257194043363664
ACH-000143,-0.12747707766247154
ACH-000146,-0.15602025381930149
ACH-000148,-0.2545151611979932
ACH-000150,-0.392301060979221
ACH-000152,-0.26518978486187944
ACH-000153,-0.16290225233791214
ACH-000159,-0.17202342303443935
ACH-000160,-0.25688485078948314
ACH-000163,-0.30593913124308364
ACH-000167,-0.4091286862062885
ACH-000168,-0.17080506082447658
ACH-000169,-0.12723058609452498
ACH-000178,-0.1333286174768621
ACH-000183,-0.19089747352743872
ACH-000188,-0.1645690443319286
ACH-000189,-0.21569031102126213
ACH-000190,-0.3341275357261773
ACH-000198,-0.2221536510181807
ACH-000203,-0.08636891542236466
ACH-000204,-0.29653793224937397
ACH-000206,-0.0853846946262492
ACH-000207,-0.3293770070619764
ACH-000208,-0.5282549534452785
ACH-000210,-0.18012726666121406
ACH-000211,-0.1789724100776115
ACH-000215,-0.11228647648452904
ACH-000221,-0.1572771262358556
ACH-000222,0.0316692746854647
ACH-000223,-0.3247532965306717
ACH-000226,-0.22099207374271496
ACH-000227,-0.3193027441708379
ACH-000228,-0.2576773726364407
ACH-000231,-0.06268976661796563
ACH-000232,-0.06568235792865731
ACH-000233,-0.1383022439248099
ACH-000234,-0.1388810163756954
ACH-000235,-0.15619637845753664
ACH-000237,-0.17570746361595674
ACH-000238,-0.17754766094044774
ACH-000242,-0.2123058079767626
ACH-000243,-0.17810094192763515
ACH-000244,-0.10170896026703084
ACH-000246,-0.10079732294774912
ACH-000248,-0.1225609807284014
ACH-000250,-0.10428521572627997
ACH-000251,-0.11613553353246545
ACH-000252,-0.3572980384649061
ACH-000253,-0.11721024331303405
ACH-000255,-0.11379052262516895
ACH-000256,-0.16665846325657946
ACH-000257,-0.28364895290964665
ACH-000258,-0.0771765304990611
ACH-000259,-0.23655522205391424
ACH-000260,-0.1513271362608797
ACH-000261,-0.12294197455813305
ACH-000262,-0.21950709709996305
ACH-000263,-0.09451574541845377
ACH-000264,-0.17163131027966885
ACH-000265,-0.20387709123800216
ACH-000266,-0.0773490103969905
ACH-000272,-0.08290590127693769
ACH-000274,-0.18929400184203776
ACH-000277,-0.18150205870668698
ACH-000278,-0.13548331118714116
ACH-000279,-0.2252083124829468
ACH-000280,-0.2253341917940722
ACH-000281,-0.2180952129888009
ACH-000288,-0.2558806399258023
ACH-000291,-0.2330807593000673
ACH-000293,-0.07585579313237263
ACH-000294,-0.01725459803140064
ACH-000295,0.00983777589848884
ACH-000296,-0.3927296958603601
ACH-000302,-0.15621038333832585
ACH-000304,-0.12793280969506746
ACH-000307,-0.1898890004807004
ACH-000308,-0.14489043183002326
ACH-000310,-0.2065313145699012
ACH-000311,0.03521645258666966
ACH-000312,-0.12942608142453998
ACH-000315,-0.22314978995204815
ACH-000316,-0.11194598551761843
ACH-000317,-0.2981738218376534
ACH-000318,-0.0871034000903068
ACH-000319,-0.15721866376409865
ACH-000320,-0.13164293494231682
ACH-000322,-0.19110569861039986
ACH-000323,-0.06919210237660406
ACH-000324,-0.13550991227549006
ACH-000329,-0.20408008211726789
ACH-000330,-0.2642842821066405
ACH-000331,-0.14109635286767488
ACH-000332,-0.07653417937260774
ACH-000334,-0.2314160727099876
ACH-000335,-0.06510840996697934
ACH-000336,-0.15116403281685614
ACH-000337,-0.0807369923199167
ACH-000338,0.041699594888114505
ACH-000339,-0.1729134524330389
ACH-000341,-0.031222530531793864
ACH-000348,-0.0970781574623861
ACH-000350,-0.17329021214541526
ACH-000352,-0.14665996226311476
ACH-000356,-0.25141949196030194
ACH-000361,-0.21137070749432196
ACH-000362,-0.1104214077893538
ACH-000363,-0.13583516347670413
ACH-000364,-0.019373125701519577
ACH-000365,-0.09379769594480836
ACH-000366,-0.195343661251094
ACH-000368,-0.1714128992254589
ACH-000374,-0.11425626521468815
ACH-000375,-0.10526284989053808
ACH-000376,-0.1865206848964388
ACH-000381,-0.04692627311350596
ACH-000383,-0.0807744329797595
ACH-000387,-0.1351187288069694
