,KBTBD6 (89890)
ACH-000004,-0.39259340634698586
ACH-000005,-0.1386424444103059
ACH-000007,-0.08798557566293687
ACH-000009,-0.09385660277483196
ACH-000011,-0.1779071427354887
ACH-000012,-0.14579204476821064
ACH-000013,-0.12072396527648115
ACH-000014,-0.0692085102837935
ACH-000015,-0.0678191741439311
ACH-000017,-0.17641179655286368
ACH-000018,-0.2583053407009672
ACH-000019,0.10426229414215732
ACH-000021,-0.19037280002337287
ACH-000022,-0.10252031998284064
ACH-000025,-0.08167970881704106
ACH-000028,-0.01094046838563472
ACH-000030,-0.0496237773667738
ACH-000035,-0.10764069517790936
ACH-000036,-0.15958070959066262
ACH-000037,-0.11224790015809682
ACH-000039,-0.008151803567701548
ACH-000040,-0.08094936322497358
ACH-000041,-0.08164051585455273
ACH-000042,-0.21207115938785104
ACH-000045,-0.20207522455899915
ACH-000047,-0.11046412073196316
ACH-000052,-0.16411515316310366
ACH-000053,-0.09316610358497272
ACH-000054,-0.12600768559078607
ACH-000055,-0.07440053142745147
ACH-000060,-0.27284108146671193
ACH-000067,-0.06857200111459083
ACH-000070,-0.05030637647894588
ACH-000075,0.04322754822813752
ACH-000078,-0.15320038672970246
ACH-000082,-0.15628136875537765
ACH-000085,-0.11334710092112782
ACH-000086,-0.05652771266393782
ACH-000087,0.14184160941586346
ACH-000092,-0.12652175016458436
ACH-000095,-0.333943464999117
ACH-000097,-0.15225963765951148
ACH-000098,-0.04914657070271663
ACH-000099,-0.08830079097724744
ACH-000108,-0.16383873920037945
ACH-000113,-0.2686197741655684
ACH-000116,-0.07300753500421632
ACH-000118,-0.18968905652959248
ACH-000120,-0.10944195629681426
ACH-000123,0.014440693617489331
ACH-000127,-0.2247880041862872
ACH-000128,-0.18284754660074884
ACH-000132,-0.2566759429430939
ACH-000133,-0.07558762135685362
ACH-000137,-0.1082958294680226
ACH-000138,-0.09764507042637384
ACH-000142,-0.045553083647029126
ACH-000143,-0.14303432754599835
ACH-000146,-0.142660384388215
ACH-000148,-0.11145077532452767
ACH-000150,0.052388751810303884
ACH-000152,-0.12372237553592245
ACH-000153,0.06412188023220919
ACH-000159,-0.239913400273064
ACH-000160,-0.06988543294681243
ACH-000163,-0.19100968173078645
ACH-000167,-0.3677304594177565
ACH-000168,-0.017808151954666833
ACH-000169,-0.03303984544241797
ACH-000178,-0.12271384087580875
ACH-000183,-0.06848201067756986
ACH-000188,-0.29814960258408946
ACH-000189,0.023872606925518205
ACH-000190,0.05057534873675405
ACH-000198,-0.001996589508749036
ACH-000203,-0.5819444855009316
ACH-000204,-0.07352012104191352
ACH-000206,0.05470909706098588
ACH-000207,-0.21004315719966413
ACH-000208,-0.32044495703130016
ACH-000210,-0.2840293956053405
ACH-000211,-0.1990962733782133
ACH-000215,-0.1419400868972756
ACH-000221,-0.04933804812118316
ACH-000222,0.020541420454436157
ACH-000223,-0.23626229423790304
ACH-000226,-0.12686672274424485
ACH-000227,-0.1712328387142258
ACH-000228,-0.12152091143289935
ACH-000231,-0.21604292267802455
ACH-000232,-0.18950778072690352
ACH-000233,-0.0954725831822302
ACH-000234,-0.18361066123118264
ACH-000235,-0.16338146646227408
ACH-000237,-0.12298178831880308
ACH-000238,-0.02717445237762605
ACH-000242,0.02565142044048058
ACH-000243,-0.06467589414132201
ACH-000244,-0.3087606618397587
ACH-000246,-0.16569077098874596
ACH-000248,-0.05819648844347405
ACH-000250,-0.0983006090659786
ACH-000251,0.034914006758281116
ACH-000252,-0.06296057451072719
ACH-000253,-0.058151843272481525
ACH-000255,-0.028430977866896714
ACH-000256,-0.13426126762357302
ACH-000257,-0.2617886966551803
ACH-000258,0.07926868791318044
ACH-000259,-0.08787067147198692
ACH-000260,0.03199994705599229
ACH-000261,-0.1580237748341381
ACH-000262,-0.10151233543145356
ACH-000263,-0.2303173581749644
ACH-000264,-0.14786415710743436
ACH-000265,-0.1951206345696653
ACH-000266,-0.1721065205378243
ACH-000272,-0.2304892351831294
ACH-000274,-0.06780912575056706
ACH-000277,-0.06667101226477852
ACH-000278,-0.13590751797167894
ACH-000279,-0.16462478633044678
ACH-000280,-0.16968495764341068
ACH-000281,0.012986631436728478
ACH-000288,-0.1963592470246198
ACH-000291,-0.0021893703514665823
ACH-000293,-0.06399449684007966
ACH-000294,-0.08888630489135985
ACH-000295,-0.06877476673329877
ACH-000296,-0.12333936081901775
ACH-000302,-0.09658966927087696
ACH-000304,0.022271295532775903
ACH-000307,-0.0040229466198385905
ACH-000308,-0.1689320159758539
ACH-000310,-0.16976954814665182
ACH-000311,-0.2154387442525756
ACH-000312,-0.08663353863125524
ACH-000315,-0.15472598175993738
ACH-000316,-0.17161898928130845
ACH-000317,-0.10118543637399068
ACH-000318,-0.12765648856177553
ACH-000319,-0.2282819555513554
ACH-000320,0.014001622374948204
ACH-000322,-0.10443174891092437
