,ATG4C (84938)
ACH-000004,-0.0905184643426752
ACH-000005,0.07330442168553307
ACH-000007,-0.2320288676436357
ACH-000009,-0.01698034880312911
ACH-000011,-0.1821373056697284
ACH-000012,-0.0345332305626568
ACH-000013,-0.0675867157605222
ACH-000014,-0.08805266718585747
ACH-000015,-0.05209120225450605
ACH-000017,-0.06469908312675447
ACH-000018,0.05834168733097313
ACH-000019,0.018144239225664938
ACH-000021,-0.2646642830192211
ACH-000022,0.058157128182217965
ACH-000025,-0.1622999929770353
ACH-000028,-0.07894392603233229
ACH-000030,-0.018171996352118813
ACH-000035,-0.09563216123980828
ACH-000036,-0.08680281652639084
ACH-000037,-0.10542214541423203
ACH-000039,0.00921921294398462
ACH-000040,0.01896522132518616
ACH-000041,-0.2335035348857316
ACH-000042,0.0910129773745059
ACH-000045,-0.05604099268432746
ACH-000047,-0.007231671796569344
ACH-000052,-0.14911564397319085
ACH-000053,0.057900155249555614
ACH-000054,-0.07996066830216586
ACH-000055,-0.01792623246818531
ACH-000060,-0.19276700589328502
ACH-000067,-0.03309016919940643
ACH-000070,-0.025074499543321017
ACH-000075,-0.03356875856991828
ACH-000078,-0.1817677400381028
ACH-000082,0.020490863923041645
ACH-000085,-0.06925001645330392
ACH-000086,-0.07148318965619814
ACH-000087,-0.1478822708385584
ACH-000092,-0.2979289816619323
ACH-000095,-0.07060484499977701
ACH-000097,0.006415287354027677
ACH-000098,0.14520447858074834
ACH-000099,-0.03731538648223479
ACH-000108,-0.005628067055217987
ACH-000113,-0.07277388927658852
ACH-000116,-0.015205472756035147
ACH-000118,0.03455668501983917
ACH-000120,-0.2934708265047561
ACH-000123,-0.19902164063162545
ACH-000127,-0.12274838161212805
ACH-000128,-0.03667150028571066
ACH-000132,-0.15492041509409682
ACH-000133,-0.15497963129742734
ACH-000137,-0.04120789347077139
ACH-000138,-0.1030866099191768
ACH-000142,-0.07706647658989117
ACH-000143,-0.08816942672111952
ACH-000146,0.01757482797965018
ACH-000148,-0.03401633099346838
ACH-000150,-0.14467645345975844
ACH-000152,-0.049443759072360684
ACH-000153,-0.013389365490100084
ACH-000159,-0.01908004516190209
ACH-000160,-0.04784112211477093
ACH-000163,-0.11701542336138425
ACH-000167,-0.1256080853266066
ACH-000168,0.0644904507318814
ACH-000169,-0.020572245632201062
ACH-000178,-0.0904016460195495
ACH-000183,-0.131318868273304
ACH-000188,-0.03895259429725352
ACH-000189,0.1323004186771658
ACH-000190,-0.010651448626467394
ACH-000198,-0.044596540123078565
ACH-000203,0.05204391011218161
ACH-000204,0.1007054336251689
ACH-000206,0.125036339405149
ACH-000207,-0.02911345065687207
ACH-000208,-0.13492058312288466
ACH-000210,-0.03311089398529274
ACH-000211,-0.04662785539869721
ACH-000215,-0.02280571203725448
ACH-000221,-0.016799208497856887
ACH-000222,0.025652163500490557
ACH-000223,-0.0401836864929974
ACH-000226,0.04210243522613736
ACH-000227,-0.004497925209812403
ACH-000228,-0.07782655344961606
ACH-000231,-0.026472602638438127
ACH-000232,-0.05377844405961416
ACH-000233,-0.056899213402688165
ACH-000234,0.03926938028057879
ACH-000235,-0.05689756572996956
ACH-000237,-0.17431790790574522
ACH-000238,-0.11072678981236957
ACH-000242,-0.3519303731439684
ACH-000243,-0.01735470926527059
ACH-000244,-0.25106613039368403
ACH-000246,-0.15632123572281167
ACH-000248,-0.0379548805212279
ACH-000250,-0.12046428381526356
ACH-000251,-0.29472320094271953
ACH-000252,-0.2508217610044204
ACH-000253,-0.04186581142224514
ACH-000255,-0.1011848406207644
ACH-000256,-0.19077648427669447
ACH-000257,0.06154419042828184
ACH-000258,0.07059968614466787
ACH-000259,-0.020480086025406963
ACH-000260,-0.1124812188879027
ACH-000261,-0.01727699100841231
ACH-000262,-0.20733813575920151
ACH-000263,-0.08301901911438678
ACH-000264,-0.047466658453568164
ACH-000265,-0.00821519628512665
ACH-000266,-0.013731444959171087
ACH-000272,-0.2916531433519161
ACH-000274,-0.03775312181997733
ACH-000277,0.03256064556958632
ACH-000278,-0.032546377458272574
ACH-000279,-0.04787775275822604
ACH-000280,-0.06286035179119084
ACH-000281,0.039497847720468805
ACH-000288,-0.04617017145111193
ACH-000291,-0.10492997013856052
ACH-000293,-0.11338320648091856
ACH-000294,0.02807327154310333
ACH-000295,0.07517203271157039
ACH-000296,-0.14586570148010514
ACH-000302,-0.08645436594750376
ACH-000304,-0.05884175975349072
ACH-000307,-0.10696604106551344
ACH-000308,-0.10952757749409567
ACH-000310,-0.06990757651311437
ACH-000311,0.07151431921679582
ACH-000312,0.04768996973832697
ACH-000315,-0.026359772524996883
ACH-000316,-0.007983605032434598
ACH-000317,0.08006631792843406
ACH-000318,-0.09393627470911066
ACH-000319,-0.2763865199810363
ACH-000320,-0.2115996060738985
ACH-000322,-0.11953596839991508
ACH-000323,-0.24971595141618785
ACH-000324,-0.07531137169510416
ACH-000329,-0.012618403885444504
ACH-000330,-0.006771048606337132
ACH-000331,-0.11412387026387034
ACH-000332,0.024446259087595647
ACH-000334,-0.17147096585405247
ACH-000335,-0.014826561665531446
ACH-000336,-0.050960484973554834
ACH-000337,0.09531259849095572
ACH-000338,-0.4404145498968764
ACH-000339,0.06342659506756189
ACH-000341,0.1052077929851387
ACH-000348,-0.1126856148824682
ACH-000350,0.04630260433744579
ACH-000352,-0.2046209339033702
ACH-000356,-0.23980040595876925
ACH-000361,-0.08726039987445107
ACH-000362,0.06948156745278494
ACH-000363,0.10429034739500187
ACH-000364,-0.2356382531516116
ACH-000365,-0.01819145037469726
ACH-000366,-0.10750507150013157
ACH-000368,-0.12853898777991754
ACH-000374,-0.1400063798808884
ACH-000375,-0.18786159928694296
ACH-000376,-0.07890021744030094
ACH-000381,-0.0766046753753136
ACH-000383,-0.1715419286855404
ACH-000387,0.016095947672556187
ACH-000389,-0.08618600962571871
ACH-000390,-0.10847163112042052
ACH-000393,-0.035973117835925376
ACH-000395,0.03980593561717112
ACH-000396,-0.024772893538459264
ACH-000397,-0.09539431010575317
ACH-000401,-0.054505764003182924
ACH-000402,0.13935527920891652
ACH-000403,-0.12752629013045685
ACH-000404,-0.17650573282435686
ACH-000406,-0.035092958737263154
ACH-000407,-0.13126062094165486
ACH-000408,-0.03150947042790332
ACH-000410,-0.1272960925015445
ACH-000411,-0.10335811885619901
ACH-000414,-0.1250325330189278
ACH-000415,-0.08227052562741545
ACH-000416,-0.014524485945980268
ACH-000420,-0.1407203707296097
ACH-000421,-0.035818550315256506
ACH-000424,0.03464639988976264
ACH-000425,-0.15413470192946838
ACH-000426,0.02580283825396337
ACH-000427,-0.057748460520716416
ACH-000433,-0.0556172818528305
ACH-000435,0.007623373925585102
ACH-000436,-0.11009362480658913
ACH-000444,-0.029188099190359255
ACH-000445,0.03577182777618065
ACH-000448,-0.1155943065612414
ACH-000450,-0.07373569018504042
ACH-000452,-0.013090317907456234
ACH-000454,0.023387806397092658
ACH-000458,0.0016543695589719706
ACH-000459,-0.10536379061137953
ACH-000460,-0.14468248859782834
ACH-000461,-0.10835251213262227
ACH-000463,-0.0521586673955607
ACH-000464,-0.20875787148944747
ACH-000466,0.14814281529992734
ACH-000467,-0.1642517513647593
ACH-000468,0.07376310295104432
ACH-000469,-0.05946156087061931
ACH-000470,-0.057969525151727215
ACH-000471,0.0324754141714045
ACH-000472,-0.009430290676458165
ACH-000473,-0.0889995993637109
ACH-000475,-0.050760885137768615
ACH-000476,-0.17406664839648595
ACH-000477,-0.2415989677255826
ACH-000479,-0.16988303889638362
ACH-000480,-0.15363171075945245
ACH-000481,0.05591846760585662
ACH-000483,-0.14522306555185366
ACH-000484,-0.07538477612953302
ACH-000485,-0.0537633285969864
ACH-000486,-0.13869303300647845
ACH-000487,-0.22537989211439985
ACH-000488,0.007174347218346392
ACH-000490,0.09982068902899204
ACH-000491,-0.06403445063434328
