,ALDOA (226)
ACH-001532,-1.0706240804384677
ACH-001550,-1.0776596277472674
ACH-001552,-1.1870517646907623
ACH-001554,-1.0637141644176404
ACH-001654,-1.1674668389237144
ACH-001735,-0.414557831173652
ACH-001736,-1.2754917324968051
ACH-001737,-1.0160024673759682
ACH-001740,-1.0547468882814852
ACH-001745,-1.0158634725463649
ACH-001765,-0.9960587921378932
