,ALDOA (226)
ACH-000004,-0.948054752044144
ACH-000005,-0.6741662255972249
ACH-000007,-1.3055091920098063
ACH-000009,-0.905624534542456
ACH-000011,-1.059694076993641
ACH-000012,-1.1469421290166617
ACH-000013,-1.1001281431188776
ACH-000014,-0.9804014468758058
ACH-000015,-1.357673351980958
ACH-000017,-0.8520901817882299
ACH-000018,-1.3783360379813936
ACH-000019,-0.799116870067343
ACH-000021,-1.226424483923809
ACH-000022,-1.1012160755425306
ACH-000025,-1.2555046923260795
ACH-000028,-1.1803376050979462
ACH-000030,-1.0933937309586417
ACH-000035,-1.2356755701484359
ACH-000036,-1.2039179922609322
ACH-000037,-1.583453094714426
ACH-000039,-1.1706700737967335
ACH-000040,-1.3959104737018078
ACH-000041,-1.3100766475401642
ACH-000042,-1.207831867587852
ACH-000045,-1.0399487736011888
ACH-000047,-0.8336389432225955
ACH-000052,-1.4256885212463017
ACH-000053,-0.2890523536716285
ACH-000054,-1.2743290857198235
ACH-000055,-1.0069397553609531
ACH-000060,-0.8984956442694447
ACH-000067,-1.1236439373010678
ACH-000070,-0.8875140782253437
ACH-000075,-1.0851395372877104
ACH-000078,-1.080115973713223
ACH-000082,-1.3263506936800924
ACH-000085,-1.0115466187471545
ACH-000086,-1.2458908673078932
ACH-000087,-1.2975635294463048
ACH-000092,-1.0417802190148595
ACH-000095,-1.292533824135222
ACH-000097,-1.0504823517516009
ACH-000098,-1.3429600059117122
ACH-000099,-1.0752255386135559
ACH-000108,-1.1899573306916047
ACH-000113,-1.0904996741962931
ACH-000116,-0.9621274568200334
ACH-000118,-1.1417187356993117
ACH-000120,-1.0039057831465918
ACH-000123,-1.0340706055874505
ACH-000127,-1.1048967689993192
ACH-000128,-1.133827435039106
ACH-000132,-1.0967195492034507
ACH-000133,-1.0562381763477928
ACH-000137,-1.7347554535995071
ACH-000138,-0.9050641775961644
ACH-000142,-1.0250811820461485
ACH-000143,-1.1401897270231471
ACH-000146,-0.9037874949143806
ACH-000148,-1.2261370437127606
ACH-000150,-0.9955071434935898
ACH-000152,-0.9496313308198384
ACH-000153,-1.196259176054577
ACH-000159,-0.9454380604385909
ACH-000160,-1.2408243119203737
ACH-000163,-1.0949648698411778
ACH-000167,-1.5519694088355633
ACH-000168,-0.8007123168526185
ACH-000169,-1.1408802565413263
ACH-000178,-1.1586530905533392
ACH-000183,-1.2130344821323993
ACH-000188,-1.0747082582899623
ACH-000189,-0.9842217959617612
ACH-000190,-1.0980085134885125
ACH-000198,-0.9330299308527978
ACH-000203,-0.9791398788712206
ACH-000204,-1.1795774623694941
ACH-000206,-1.186648967183915
ACH-000207,-1.0702175733759178
ACH-000208,-0.9663237934086092
ACH-000210,-1.4579954701294855
ACH-000211,-1.216963832053627
ACH-000215,-1.2166490803241357
ACH-000221,-1.1472156036204917
ACH-000222,-1.0477188150333356
ACH-000223,-0.7493382378097314
ACH-000226,-1.1905608941498391
ACH-000227,-0.9456913053599078
ACH-000228,-0.9884798672327804
ACH-000231,-1.20083515648519
ACH-000232,-1.0954051450327416
ACH-000233,-0.7632225041052242
ACH-000234,-0.9440656400656456
ACH-000235,-1.015939472356011
ACH-000237,-1.2641988329804237
ACH-000238,-0.9814288345767394
ACH-000242,-1.1930186480589675
ACH-000243,-1.1453805924168003
ACH-000244,-1.3000844508099232
ACH-000246,-0.9560719920223378
ACH-000248,-1.309364678760999
ACH-000250,-0.927398979586654
ACH-000251,-0.9769768714966588
ACH-000252,-1.0976381491186775
ACH-000253,-1.1438703188168031
ACH-000255,-1.2968634976121192
ACH-000256,-1.0354460178814062
ACH-000257,-1.0466711422171349
ACH-000258,-1.2929122349955546
ACH-000259,-0.9250760957034804
ACH-000260,-1.1872289527508721
ACH-000261,-1.328473730043743
ACH-000262,-1.1946203205142476
ACH-000263,-0.7755168365074184
ACH-000264,-0.6120410930514978
ACH-000265,-1.2088610368606103
ACH-000266,-0.9815948694668132
ACH-000272,-0.9310688900400962
ACH-000274,-1.3898021957270117
ACH-000277,-0.8780547568407958
ACH-000278,-1.3673684518466622
ACH-000279,-1.4549436992798563
ACH-000280,-1.3964025766007082
ACH-000281,-1.2888543391542486
ACH-000288,-1.1159651841748162
ACH-000291,-0.9905356852996928
ACH-000293,-1.2001694401182426
ACH-000294,-0.930876568596308
ACH-000295,-0.8954715145425299
ACH-000296,-1.1764105048978168
ACH-000302,-0.7651812570697726
ACH-000304,-1.0422401562786692
ACH-000307,-1.2648386017969266
ACH-000308,-0.6010641953521015
ACH-000310,-1.1007540788698218
ACH-000311,-1.1801387462168054
ACH-000312,-1.0731512712041062
ACH-000315,-1.184133844851328
ACH-000316,-1.3174450823522141
ACH-000317,-1.2536432320360784
ACH-000318,-0.7891012232605725
ACH-000319,-1.2847608219073459
ACH-000320,-0.9167302404683751
ACH-000322,-1.5200727929537
ACH-000323,-1.4389030632984232
ACH-000324,-1.1478895932586302
ACH-000329,-1.3431178708837244
ACH-000330,-1.1702823962675206
ACH-000331,-0.9723977958628048
ACH-000332,-1.0631254737954972
ACH-000334,-0.7431520037379367
ACH-000335,-0.8910494698591965
ACH-000336,-1.213466597650958
ACH-000337,-0.93954663048023
ACH-000338,-1.3384698043849206
ACH-000339,-1.2261270697568365
ACH-000341,-0.8946518096903151
ACH-000348,-1.3400817654603172
ACH-000350,-0.7601385195698231
ACH-000352,-1.0315284067069426
ACH-000356,-1.029518049998617
ACH-000361,-1.664390886617018
ACH-000362,-0.8166979604129486
ACH-000363,-0.4380575907191105
ACH-000364,-1.1786093336398489
ACH-000365,-1.0651419183068638
ACH-000366,-1.2918210475241112
ACH-000368,-1.3498870043308688
ACH-000374,-0.9549637649888518
ACH-000375,-1.2052631586901297
ACH-000376,-1.0260715608050677
ACH-000381,-1.285675169114
ACH-000383,-1.217743409011426
ACH-000387,-1.2333483690810148
ACH-000389,-0.9951893432112942
ACH-000390,-0.7297449904759369
ACH-000393,-1.2339561323681785
ACH-000395,-1.1400033988375795
ACH-000396,-1.0201690297479629
ACH-000397,-1.2735677638468117
ACH-000401,-1.2163203063920407
ACH-000402,-0.7337764280086086
ACH-000403,-0.9873815926069324
ACH-000404,-1.1610688485817748
ACH-000406,-1.1245208532557665
ACH-000407,-1.2027715652105992
ACH-000408,-1.2954525646317232
ACH-000410,-1.2094784316756828
ACH-000411,-1.1864597619080823
ACH-000414,-0.8549088996113104
ACH-000415,-1.180853738729433
ACH-000416,-1.2849496668856764
ACH-000420,-1.1797458555678897
ACH-000421,-0.887025888532972
ACH-000424,-1.1394374038510555
ACH-000425,-0.6336286172296325
ACH-000426,-1.0171126433808382
ACH-000427,-0.6447433343475406
ACH-000433,-1.1214080346251256
ACH-000435,-1.1051053106062327
ACH-000436,-0.9961491237509402
ACH-000444,-1.3070497290683962
ACH-000445,-1.1015915377308592
ACH-000448,-0.8091221699403124
ACH-000450,-1.0869348060773107
ACH-000452,-0.9868790154601172
ACH-000454,-0.7119404386985216
ACH-000458,-1.2182889289189234
ACH-000459,-0.8887373092612887
ACH-000460,-1.1257241738239536
ACH-000461,-0.9826630581703544
ACH-000463,-1.1769842996828126
ACH-000464,-1.0463107219643248
ACH-000466,-1.0680812016341272
ACH-000467,-1.095260248640565
ACH-000468,-0.9777773986884636
ACH-000469,-1.1911321763568679
ACH-000470,-1.0988731223106416
ACH-000471,-1.040217952022571
ACH-000472,-1.3364324196849455
ACH-000473,-1.2238528621885332
ACH-000475,-0.5030766180671892
ACH-000476,-0.7389888182469099
ACH-000477,-0.9194094543240524
ACH-000479,-1.073916348495184
ACH-000480,-1.0621383950354517
ACH-000481,-1.332280096598616
ACH-000483,-0.8314978100763366
ACH-000484,-1.3050067095655886
ACH-000485,-1.241012976786264
ACH-000486,-1.0693495025724804
ACH-000487,-1.1878747696119905
ACH-000488,-1.1599910518656984
ACH-000490,-1.210512773680072
ACH-000491,-0.5806229540305078
ACH-000495,-0.9585921456167
ACH-000496,-1.3733807050386595
ACH-000499,-1.1086047421281304
ACH-000500,-1.4137143202531754
ACH-000502,-0.8868946741703408
ACH-000503,-1.139646378341852
ACH-000505,-1.1844335547900688
ACH-000507,-0.9849744468787424
ACH-000510,-1.297187159792602
ACH-000511,-1.2677450469671587
ACH-000512,-1.0039372667383528
ACH-000516,-1.275885859062445
ACH-000517,-1.218205818836833
ACH-000518,-1.0197045246893552
ACH-000520,-1.2770151884780154
ACH-000521,-1.0529012709201733
ACH-000522,-1.3922214730542062
ACH-000524,-0.6081638077546078
ACH-000527,-1.182553195230878
ACH-000528,-0.9227020862461556
ACH-000537,-1.567849433099045
ACH-000541,-0.92051903208589
ACH-000542,-1.2593430750471208
ACH-000544,-1.0539242985147859
ACH-000545,-1.4078607058244754
ACH-000547,-0.8880914320227532
ACH-000548,-0.9123375955572788
ACH-000549,-1.209046609820668
ACH-000550,-1.3202088990243792
ACH-000552,-1.3701415816883402
ACH-000556,-1.0569311048913632
ACH-000557,-1.2114198005966346
ACH-000569,-1.119444935027747
ACH-000570,-1.3668463003204934
ACH-000571,-1.5117355827263523
ACH-000573,-1.1619330947262645
ACH-000576,-1.042148677893865
ACH-000579,-0.6502899314971226
ACH-000580,-0.7527558659536875
ACH-000584,-1.1911642531856248
ACH-000585,-1.141688719165961
ACH-000588,-1.1732610429000452
ACH-000589,-1.0721945385850198
ACH-000591,-1.1472766903380311
ACH-000593,-0.7029914876032061
ACH-000600,-1.002529206880883
ACH-000601,-1.0937451324322538
ACH-000605,-1.2358959376723286
ACH-000606,-1.217510640805474
ACH-000608,-1.0112428000494174
ACH-000614,-0.8852335105949536
ACH-000616,-1.0521620356431751
ACH-000618,-1.127024933983766
ACH-000619,-0.9472684195562454
ACH-000620,-1.1256168711010321
ACH-000621,-1.4321828335903677
ACH-000622,-1.0421748512487876
ACH-000623,-1.244366111407729
ACH-000624,-1.1533666381150791
ACH-000627,-1.001240692293394
ACH-000630,-1.2279744917433566
ACH-000631,-0.8370927273299046
ACH-000632,-1.327389374102576
ACH-000633,-0.6301656297536901
ACH-000637,-0.7986641959506638
ACH-000638,-0.8759141532688434
ACH-000646,-0.6597578243448563
ACH-000647,-0.5600769187363664
ACH-000648,-1.3240339972011954
ACH-000649,-1.2436252894802642
ACH-000651,-0.6738532961655334
ACH-000652,-0.9722487337255142
ACH-000653,-0.6274186731696684
ACH-000657,-1.2091448827970936
ACH-000658,-0.8350569248176514
ACH-000661,-0.9800607633416148
ACH-000662,-0.8811775283558881
ACH-000663,-0.8352308611188756
ACH-000665,-1.278655858190208
ACH-000671,-1.1456216953074914
ACH-000672,-0.9868189007194441
ACH-000673,-1.1545257498437902
ACH-000676,-1.0885329879419712
ACH-000677,-0.4085135290340255
ACH-000681,-0.9652814544012521
ACH-000683,-1.2722986957944828
ACH-000684,-1.389750071359522
ACH-000688,-1.5202788611156723
ACH-000693,-0.939113454939851
ACH-000694,-1.1254617262848547
ACH-000695,-1.0659242904322723
ACH-000696,-1.0170015588149506
ACH-000697,-0.958626349034213
ACH-000699,-0.8119093102069554
ACH-000701,-1.0864538409147226
ACH-000706,-0.7962955928271007
ACH-000711,-1.2694842750114124
ACH-000713,-1.2108274570854929
ACH-000714,-0.8730985723923183
ACH-000718,-1.1692391470525558
ACH-000720,-1.2544190486878954
ACH-000721,-0.9158456140808366
ACH-000724,-0.843183753626149
ACH-000725,-0.5865003727324181
ACH-000732,-0.9738551653546048
ACH-000734,-0.8194283188136069
ACH-000735,-0.8706579325587583
ACH-000736,-1.0472430350081958
ACH-000738,-1.2912962052263464
ACH-000746,-1.4299660977130857
ACH-000747,-1.2745316082302118
ACH-000748,-1.223543905522008
ACH-000753,-1.1896767615713248
ACH-000756,-1.0003161036499193
ACH-000757,-1.1060493986753424
ACH-000758,-1.001814504398505
ACH-000760,-1.5786755788759237
ACH-000762,-0.8607746031363197
ACH-000763,-0.7857288173248309
ACH-000764,-1.3689922950293278
ACH-000765,-1.365779979195234
ACH-000766,-0.8099699329681537
ACH-000767,-0.9479796920000484
ACH-000768,-1.3742493424573874
ACH-000769,-1.239967939025177
ACH-000770,-1.0250051787906016
ACH-000771,-1.1276451704157004
ACH-000773,-0.9223613126613248
ACH-000776,-0.9949342166607172
ACH-000777,-1.060965094794898
ACH-000778,-1.4227957986731843
ACH-000781,-1.0383114576038217
ACH-000782,-1.0121711869470442
ACH-000783,-0.6553738048848963
ACH-000784,-1.1039443091610508
ACH-000785,-0.7853192199762757
ACH-000787,-1.1116610411353436
ACH-000788,-1.3045303643871209
ACH-000791,-1.2520670337421156
ACH-000792,-1.2391627720722804
ACH-000794,-1.2226896891333314
ACH-000796,-1.1200844036448798
ACH-000798,-1.138477476849653
ACH-000799,-1.298606180972388
ACH-000800,-0.8572018371237503
ACH-000802,-1.0985486362925685
ACH-000804,-1.169354492121766
ACH-000805,-1.1035635077269252
ACH-000809,-1.0060170584535
ACH-000810,-1.1021264564471485
ACH-000811,-1.3169151743486731
ACH-000817,-0.9509036376926496
ACH-000819,-0.6345986857306251
ACH-000820,-1.1790524292515816
ACH-000821,-0.7068998711480042
ACH-000822,-0.7259721929907216
ACH-000823,-1.0317547556659814
ACH-000824,-0.9625208064325126
ACH-000827,-1.2324592849123128
ACH-000829,-1.1219670769525112
ACH-000831,-1.1343007359516937
ACH-000832,-0.9892963080507032
ACH-000833,-1.1003183125217075
ACH-000834,-0.9980220529189924
ACH-000835,-1.1025854910094135
ACH-000836,-1.302332246719019
ACH-000837,-1.2720082716630348
ACH-000838,-0.6957849921647811
ACH-000839,-0.998194276122776
ACH-000840,-1.045868423307659
ACH-000841,-1.084039872757972
ACH-000843,-1.0693948104029265
ACH-000846,-1.0304740371687873
ACH-000847,-1.0914277362439124
ACH-000848,-1.214969871900289
ACH-000849,-0.9676253907318756
ACH-000851,-1.1153100557501132
ACH-000855,-1.3533882674392987
ACH-000856,-0.9274138654871168
ACH-000858,-0.9082111577747956
ACH-000859,-1.1298243168475848
ACH-000861,-1.3206918048857104
ACH-000862,-0.7665080053623886
ACH-000865,-1.0823731246685444
ACH-000866,-1.2906358968424398
ACH-000867,-0.8855992212029802
ACH-000869,-1.528909636745396
ACH-000872,-1.4104369297720762
ACH-000873,-0.8691740090501054
ACH-000876,-0.3039026170160721
ACH-000878,-1.1029641878788639
ACH-000880,-1.1109007194235478
ACH-000881,-1.177132346488345
ACH-000882,-1.191431952654339
ACH-000884,-1.3791591265362102
ACH-000885,-0.9994170207415424
ACH-000887,-1.1868790258788025
ACH-000889,-1.1381851420089897
ACH-000896,-1.2803698383310038
ACH-000898,-1.1236397814677097
ACH-000900,-1.1220394196291172
ACH-000901,-1.4470631666618985
ACH-000905,-1.0849845167214935
ACH-000906,-1.1898375716767375
ACH-000907,-1.1256006166439878
ACH-000910,-0.7792101774683716
ACH-000911,-1.0956207237379527
ACH-000912,-1.0879596134443323
ACH-000913,-1.2228162455260874
ACH-000915,-1.0484815127906633
ACH-000916,-1.3279800145380103
ACH-000917,-0.9908801362483732
ACH-000920,-1.3544300887663834
ACH-000921,-1.1933286431359256
ACH-000924,-0.8651989515543697
ACH-000926,-1.0684813004607379
ACH-000928,-0.8083845992587902
ACH-000929,-1.2726455132372418
ACH-000932,-0.6172615223484631
ACH-000935,-1.1478849160213662
ACH-000936,-1.2266365510388386
ACH-000937,-1.0411057292506467
ACH-000938,-1.0311488098601174
ACH-000939,-1.003522910731119
ACH-000941,-0.6482966974327027
ACH-000943,-0.7565184302505106
ACH-000946,-1.2049448016544146
ACH-000947,-1.1467064923963084
ACH-000948,-0.9681577321007234
ACH-000950,-1.1675290376016665
ACH-000953,-1.3200809586843378
ACH-000954,-0.7103518029025118
ACH-000957,-0.9092331303952002
ACH-000958,-1.0045611650041717
ACH-000960,-1.2973633741215458
ACH-000963,-1.1960522896322583
ACH-000968,-0.545859287010093
ACH-000969,-1.3022746518151442
ACH-000972,-1.5430453223711456
ACH-000973,-1.0930174005894944
ACH-000974,-1.0635329824108166
ACH-000978,-0.9568508208169304
ACH-000984,-1.1757016527197606
ACH-000986,-1.0597020138590394
ACH-000988,-0.8881126215850638
ACH-000993,-1.350070416045309
ACH-000994,-1.050227970574419
ACH-000996,-1.0842743793192406
ACH-001001,-1.2512831495620529
ACH-001020,-1.2342516069536753
ACH-001028,-0.8779318534023784
ACH-001031,-1.114785168856619
ACH-001038,-1.147314378381394
ACH-001048,-1.1376824308203828
ACH-001050,-1.3736691212705776
ACH-001053,-1.0739375854874496
ACH-001054,-1.289279424510737
ACH-001061,-1.1647091400169576
ACH-001067,-1.018260766959129
ACH-001075,-1.113762681759938
ACH-001096,-1.0289806434836652
ACH-001111,-1.1187629520982816
ACH-001119,-1.1863006510374068
ACH-001128,-1.0614139554691402
ACH-001134,-0.8580099576688206
ACH-001151,-1.080138005381731
ACH-001163,-1.2057500800587235
ACH-001164,-1.1477799726415336
ACH-001183,-1.1959601798949084
ACH-001192,-1.3400580177916168
ACH-001193,-1.4053719693928135
ACH-001196,-1.1819811051901314
ACH-001197,-1.0364938718241452
ACH-001205,-1.1779627457447384
ACH-001211,-0.9124649966560436
ACH-001212,-1.127501597543205
ACH-001228,-1.3072472155077215
ACH-001232,-1.3048640801074831
ACH-001239,-1.1516063083597117
ACH-001270,-1.2799959542816977
ACH-001274,-0.9854587761088228
ACH-001275,-1.2465245068085704
ACH-001277,-0.7792923484176202
ACH-001278,-0.8556171083531507
ACH-001280,-0.8013809090031491
ACH-001283,-1.194416815180852
ACH-001289,-0.8679655495428835
ACH-001300,-0.91496167633167
ACH-001301,-1.1271424888633337
ACH-001302,-1.100533336856215
ACH-001306,-1.3205136592381177
ACH-001318,-1.1891217163001877
ACH-001322,-1.1260374788052858
ACH-001328,-1.2121067625362876
ACH-001332,-1.1792741879446538
ACH-001336,-1.427306915595184
ACH-001346,-1.1112810887423679
ACH-001353,-0.8472197612129316
ACH-001354,-1.2558287947466276
ACH-001367,-1.0981997270284547
ACH-001368,-1.193614942997154
ACH-001374,-1.0966945614969883
ACH-001377,-0.9407765826430352
ACH-001380,-0.9495189137513864
ACH-001391,-1.3606525759593031
ACH-001408,-0.9124672026958268
ACH-001430,-1.1488437731981282
ACH-001431,-1.331667160093019
ACH-001450,-1.1239997083550717
ACH-001496,-1.247672007726738
ACH-001500,-1.073875372135818
ACH-001523,-1.1534593883809463
