,INSL6 (11172)
ACH-000004,-0.6833812966676285
ACH-000005,-0.3094548808161463
ACH-000007,0.09668493857069356
ACH-000009,0.14046385337887812
ACH-000011,0.035996203689754716
ACH-000012,0.11219297365113752
ACH-000013,0.0849333676232584
ACH-000014,0.0939633093339276
ACH-000015,-0.012443138012444377
ACH-000017,0.19452664259192248
ACH-000018,-0.06849837077126021
ACH-000019,0.107124221072012
ACH-000021,0.15185049906776268
ACH-000022,0.057829804287769286
ACH-000025,0.08332707400642109
ACH-000028,0.1496167318395258
ACH-000030,0.17972492952921726
ACH-000035,0.09459280261751553
ACH-000036,0.16503595074733418
ACH-000037,-0.029627450122557776
ACH-000039,0.1413718254810579
ACH-000040,0.17559245412832253
ACH-000041,0.1958734916032687
ACH-000042,0.16586894883772754
ACH-000045,0.1256650391686373
ACH-000047,0.12678294417585764
ACH-000052,0.10851423379231746
ACH-000053,0.12205191157497924
ACH-000054,0.03599949665218849
ACH-000055,0.2073840993340048
ACH-000060,0.18350733268334596
ACH-000067,0.18423015416665373
ACH-000070,0.04366367756144894
ACH-000075,0.042783576765500084
ACH-000078,0.18878438977523665
ACH-000082,0.02002621038499986
ACH-000085,0.046698815535223225
ACH-000086,0.1070767175380752
ACH-000087,-0.2557157215913645
ACH-000092,0.14440855682418774
ACH-000095,0.14924397389332114
ACH-000097,0.14761041871854838
ACH-000098,0.08303158069042678
ACH-000099,0.04930477108379837
ACH-000108,0.12961030769351714
ACH-000113,0.17113905630087936
ACH-000116,0.16633178398309176
ACH-000118,0.04238020656543246
ACH-000120,0.14081100773135335
ACH-000123,0.1437647934619184
ACH-000127,0.12364563812464073
ACH-000128,0.07248394179592277
ACH-000132,0.07579829542342557
ACH-000133,0.24300658226917785
ACH-000137,0.01232546202849476
ACH-000138,0.1076778887388498
ACH-000142,0.1094189532740997
ACH-000143,0.19271798809062596
ACH-000146,0.12850159063979122
ACH-000148,0.16882698256022888
ACH-000150,0.00037674201485908483
ACH-000152,0.23126286822291744
ACH-000153,0.16627890436809714
ACH-000159,0.04422548228310109
ACH-000160,0.12259236857588092
ACH-000163,0.054450003046748116
ACH-000167,0.19167729725855326
ACH-000168,0.13951972993577794
ACH-000169,0.030179473862720057
ACH-000178,0.11374017279564386
ACH-000183,0.047688926707240106
ACH-000188,0.1691970978689129
ACH-000189,0.17395934429541096
ACH-000190,0.2312368856067356
ACH-000198,0.1237487189487004
ACH-000203,0.35465842676382703
ACH-000204,0.15862073990926331
ACH-000206,0.07606663389901347
ACH-000207,0.19443639941327825
ACH-000208,-0.02202768302726581
ACH-000210,0.2389146457688865
ACH-000211,0.0204193228643472
ACH-000215,0.10171107118015793
ACH-000221,-0.02489250413928984
ACH-000222,0.028655534437517744
ACH-000223,0.10681143214663127
ACH-000226,0.2071905003242436
ACH-000227,0.08605841081999659
ACH-000228,0.14065067466273692
ACH-000231,0.1289616785524432
ACH-000232,0.2265210065702179
ACH-000233,0.076559511125924
ACH-000234,0.26969187154409097
ACH-000235,0.07113359300484866
ACH-000237,0.021252300495955192
ACH-000238,0.16642650886326787
ACH-000242,0.2531985800753537
ACH-000243,0.09143044855357828
ACH-000244,0.18640539943752985
ACH-000246,0.13810756334037505
ACH-000248,0.2561764659470728
ACH-000250,0.09605000355988877
ACH-000251,0.1572333170473063
ACH-000252,0.1054142579919064
ACH-000253,0.09105677179192136
ACH-000255,0.016594541625194175
ACH-000256,0.187629044487413
ACH-000257,-0.0826225727421526
ACH-000258,0.060717689981031935
ACH-000259,0.14838514974677486
ACH-000260,0.11793645558598878
ACH-000261,0.12094391444582712
ACH-000262,0.1760963682646388
ACH-000263,-0.05400416577679895
ACH-000264,0.16931614187264746
ACH-000265,-0.14728611177787862
ACH-000266,0.07554918020989791
ACH-000272,0.07215830917954573
ACH-000274,0.11785595741517825
ACH-000277,0.011541245069723123
ACH-000278,0.07488666163474254
ACH-000279,0.18604937803135535
ACH-000280,0.10957645237025126
ACH-000281,0.15854817041048636
ACH-000288,0.1741506030068069
ACH-000291,-0.011375150204965252
ACH-000293,0.1622621462658985
ACH-000294,0.12036458748900734
ACH-000295,-0.04613502849004052
ACH-000296,0.0717685484208205
ACH-000302,0.04408460327130101
ACH-000304,0.18893452188936716
ACH-000307,0.16031494133870827
ACH-000308,0.11296911049297988
ACH-000310,0.1416589627890579
ACH-000311,0.07306471620005481
ACH-000312,0.07959450389410029
ACH-000315,0.03233841463814529
ACH-000316,0.024669882017247933
ACH-000317,0.03419175014728944
ACH-000318,0.011059199699212156
ACH-000319,0.23150263944048255
ACH-000320,0.10067936926999713
ACH-000322,0.0343471977005317
