,CHTF18 (63922)
ACH-000004,-0.5133071492180823
ACH-000005,-0.6547427912416551
ACH-000007,-0.3868673576890496
ACH-000009,-0.3450245056210684
ACH-000011,-0.5476298069439641
ACH-000012,-0.3646604664743821
ACH-000013,-0.4758342524327467
ACH-000014,-0.2539993554579253
ACH-000015,-0.5010154266037209
ACH-000017,-0.27268406186053623
ACH-000018,-0.3695092904027365
ACH-000019,-0.3855952576602102
ACH-000021,-0.281458138028838
ACH-000022,-0.08291589576461861
ACH-000025,-0.479480441143378
ACH-000028,-0.6515508464055141
ACH-000030,-0.20591728184016206
ACH-000035,-0.1665938148425465
ACH-000036,-0.3908827475317095
ACH-000037,-0.31110241615435463
ACH-000039,-0.49681176110558295
ACH-000040,-0.3241840633813024
ACH-000041,-0.261709583417983
ACH-000042,-0.2602046376138975
ACH-000045,-0.4696493215748872
ACH-000047,-0.4802721959972279
ACH-000052,-0.4335450772103079
ACH-000053,0.0005074920009932326
ACH-000054,-0.1890890516676536
ACH-000055,-0.3738182386668671
ACH-000060,-0.3692538123025975
ACH-000067,-0.49592029271460997
ACH-000070,-0.5606995756301426
ACH-000075,-0.2473646355662114
ACH-000078,-0.32490459265879124
ACH-000082,-0.3823514770873047
ACH-000085,-0.29851210667327177
ACH-000086,-0.5217799289571736
ACH-000087,-0.5690937977524269
ACH-000092,-0.4400694590274262
ACH-000095,-0.2851465100760435
ACH-000097,-0.5377956006888538
ACH-000098,-0.5032479157719083
ACH-000099,-0.3456644751740834
ACH-000108,-0.4931115804066773
ACH-000113,-0.43554701117278943
ACH-000116,-0.6754597611626464
ACH-000118,-0.2427148698097725
ACH-000120,-0.306705503968468
ACH-000123,-0.6865959474958224
ACH-000127,-0.5088575829439969
ACH-000128,-0.4708023456970316
ACH-000132,-0.3239395522034429
ACH-000133,-1.0524392348937115
ACH-000137,-0.30510419277883244
ACH-000138,-0.2172028887442755
ACH-000142,-0.22978644392495395
ACH-000143,-0.3966707838257621
ACH-000146,-0.42917334141061136
ACH-000148,-0.7902942833689648
ACH-000150,-0.33079807261661115
ACH-000152,-0.397905541604772
ACH-000153,-0.6206273612820102
ACH-000159,-0.3272908974409149
ACH-000160,-0.4416875615948278
ACH-000163,-0.2718290311777414
ACH-000167,-0.4751938395487474
ACH-000168,-0.2852691653325508
ACH-000169,-0.4565161698323815
ACH-000178,-0.4267214000845202
ACH-000183,-0.21204599696209986
ACH-000188,-0.3029042345876533
ACH-000189,-0.211935616490517
ACH-000190,-0.3036459199895113
ACH-000198,-0.22306103625771587
ACH-000203,-0.6171094345102445
ACH-000204,0.04947104123955772
ACH-000206,-0.4726997736068233
ACH-000207,-0.2395536110352467
ACH-000208,-0.4869592744277822
ACH-000210,-0.3871696385945349
ACH-000211,-0.6950606519800379
ACH-000215,-0.5403652229772874
ACH-000221,-0.2615733962664657
ACH-000222,-0.3614854046746249
ACH-000223,-0.4363406243739961
ACH-000226,-0.21535353381904007
ACH-000227,-0.31752402220591197
ACH-000228,-0.16608388832295407
ACH-000231,-0.6089775252067903
ACH-000232,-0.5558571757609234
ACH-000233,-0.4960261706348023
ACH-000234,-0.23481121828997914
ACH-000235,-0.1751074207856368
ACH-000237,-0.6096913234630633
ACH-000238,-0.3078040915698367
ACH-000242,-0.3560282416273703
ACH-000243,-0.3186616279406623
ACH-000244,-0.8978328842322494
ACH-000246,-0.6339696989068556
ACH-000248,-0.2785596624741613
ACH-000250,-0.6643980721418135
ACH-000251,-0.23323389011787685
ACH-000252,-0.34559624779196185
ACH-000253,-0.2732783003491326
ACH-000255,-0.4956044449465842
ACH-000256,-0.18100323923823927
ACH-000257,-0.5342194659100747
ACH-000258,-0.4795476435685869
ACH-000259,-0.4005813523958616
ACH-000260,-0.4312252598248839
ACH-000261,-0.44581144016223306
ACH-000262,-0.4339627817437957
