,TBATA (219793)
ACH-000004,0.041109330874429376
ACH-000005,0.1315380722098819
ACH-000007,0.02690127933430494
ACH-000009,0.027960645983853658
ACH-000011,0.04747566547978679
ACH-000012,-2.1929428329811882e-05
ACH-000013,0.04370382441515843
ACH-000014,0.033532830207544606
ACH-000015,-0.11040226630546887
ACH-000017,-0.06043672820692258
ACH-000018,0.0491190537272459
ACH-000019,0.0034036243847532467
ACH-000021,0.021919940559372436
ACH-000022,-0.00932712466029631
ACH-000025,0.0022678861927347017
ACH-000028,0.06815858465256096
ACH-000030,-0.189428022783192
ACH-000035,-0.24962762578651335
ACH-000036,0.09944140743509806
ACH-000037,-0.06422243618371473
ACH-000039,-0.04417066543768995
ACH-000040,0.030349991280765782
ACH-000041,-0.0970217783392243
ACH-000042,-0.08522595296011612
ACH-000045,0.027147524121735062
ACH-000047,0.031231104300553567
ACH-000052,-0.01004508239829262
ACH-000053,0.0054399679459734345
ACH-000054,-0.011801378736612859
ACH-000055,-0.10676611197143172
ACH-000060,-0.1810496886985081
ACH-000067,-0.11398466122592665
ACH-000070,-0.00261832808089378
ACH-000075,0.038834310313112165
ACH-000078,0.16183906915839902
ACH-000082,0.07505157649446216
ACH-000085,0.009648648433875778
ACH-000086,0.022227917778812733
ACH-000087,0.17918997978163198
ACH-000092,0.042785220277176295
ACH-000095,0.011284575903611198
ACH-000097,-0.060327002027450526
ACH-000098,0.065203427131362
ACH-000099,0.0382072687789753
ACH-000108,0.04006032579825335
ACH-000113,0.09423509133418262
ACH-000116,0.03981930497066197
ACH-000118,-0.0767994023227943
ACH-000120,0.023957119684561032
ACH-000123,-0.016085173236934747
ACH-000127,-0.04763244709966922
ACH-000128,0.05386992818620394
ACH-000132,-0.06578696075353536
ACH-000133,-0.06023053066355025
ACH-000137,-0.01107982427085716
ACH-000138,0.018840920857392262
ACH-000142,0.11111512412020147
ACH-000143,-0.09940946948301847
ACH-000146,0.025829484912296617
ACH-000148,-0.10364791618631476
ACH-000150,-0.055078018506724
ACH-000152,-0.0043958362403594495
ACH-000153,0.17982984314595787
ACH-000159,-0.05121940858090946
ACH-000160,0.008233798502184258
ACH-000163,0.03408528578427192
ACH-000167,0.2269621871176025
ACH-000168,0.048388837074253864
ACH-000169,-0.005472627416545954
ACH-000178,0.01722083496419214
ACH-000183,-0.015181456271245113
ACH-000188,0.0387215360690499
ACH-000189,-0.06125632686774709
ACH-000190,-0.01188117125916067
ACH-000198,-0.023595115316755896
ACH-000203,0.01992703642233381
ACH-000204,0.1990445891098527
ACH-000206,0.05881324195363589
ACH-000207,-0.034745429776174064
ACH-000208,0.26762828577363396
ACH-000210,-0.30203833547296993
ACH-000211,0.0016374720505878413
ACH-000215,0.06717630548655233
ACH-000221,-0.04789403053084326
ACH-000222,0.02238469661589935
ACH-000223,-0.033768458487742445
ACH-000226,-0.026359791584626147
ACH-000227,-0.1904341775798028
ACH-000228,-0.10022024872331624
ACH-000231,-0.0667982502535216
ACH-000232,-0.07622091682534596
ACH-000233,0.06624025356938143
ACH-000234,-0.009172712934182464
ACH-000235,-0.043227746108764606
ACH-000237,0.013137875035650564
ACH-000238,0.0986881667466786
ACH-000242,0.023189355504709585
ACH-000243,-0.06475757468597099
ACH-000244,-0.012513026701882144
ACH-000246,0.0011207296079150171
ACH-000248,-0.06280766871351873
ACH-000250,-0.057214179704069223
ACH-000251,0.03227301571444723
ACH-000252,-0.1024795556063504
ACH-000253,-0.11511147773748605
ACH-000255,-0.23709024919249025
ACH-000256,-0.006878101433455743
ACH-000257,0.03805405315028905
ACH-000258,0.018898243383530588
ACH-000259,-0.07690953567865752
ACH-000260,-0.05210412450189975
ACH-000261,-0.015877453917060285
ACH-000262,-0.11038208789461172
ACH-000263,-0.4135309073865889
ACH-000264,0.03348266729116376
ACH-000265,-0.05066212207423953
ACH-000266,0.040916319443750016
ACH-000272,0.025497473957430912
ACH-000274,0.04184485818008828
ACH-000277,0.01342634723336297
ACH-000278,-0.0645955505495229
ACH-000279,-0.10622020918215352
ACH-000280,0.00901911432078763
ACH-000281,-0.040707945967746656
ACH-000288,-0.1165259415519748
ACH-000291,-0.024420812066368147
ACH-000293,-0.050234051254106814
ACH-000294,-0.10770022801604537
ACH-000295,-0.17950792285757985
ACH-000296,-0.01667223236888557
ACH-000302,0.018842162832639925
ACH-000304,-0.19248871362704328
ACH-000307,-0.1154722272392741
ACH-000308,-0.0063695105959771965
ACH-000310,0.12853781428754418
ACH-000311,0.062765297087658
ACH-000312,0.024245438968002964
ACH-000315,0.0246081640248539
ACH-000316,-0.024692052241547597
ACH-000317,0.04884109025845011
ACH-000318,-0.03764525544582779
ACH-000319,-0.007747857795192494
ACH-000320,0.028410887094501663
ACH-000322,-0.018494238185453142
ACH-000323,-0.07422982195173759
ACH-000324,-0.051054494909218914
ACH-000329,0.005403816940225232
ACH-000330,-0.07655029903446436
ACH-000331,-0.07019872986947917
ACH-000332,-0.013347448235219992
ACH-000334,0.038734719724108815
ACH-000335,0.08784179783662187
