,OGFOD1 (55239)
ACH-000004,-0.28710301528102505
ACH-000005,-0.13160649131623478
ACH-000007,-0.6149695464403312
ACH-000009,-0.1950579401323738
ACH-000011,-0.6347427596394162
ACH-000012,-0.14988669946284827
ACH-000013,-0.2631554924974251
ACH-000014,-0.4650305959971655
ACH-000015,-0.26932461867519025
ACH-000017,-0.4288283936142725
ACH-000018,-0.5397527546882088
ACH-000019,-0.4242270327409757
ACH-000021,-0.3117092645408929
ACH-000022,-0.35856426903391114
ACH-000025,-0.38311239715446777
ACH-000028,-0.2280673957499553
ACH-000030,-0.3536922717525091
ACH-000035,-0.4938574770927476
ACH-000036,-0.5069598358340006
ACH-000037,-0.3819624593514456
ACH-000039,-0.4689661247975177
ACH-000040,-0.34514729740739303
ACH-000041,-0.4827162605473477
ACH-000042,-0.247621025226316
ACH-000045,-0.2890653249177096
ACH-000047,-0.237203406452742
ACH-000052,-0.4726210395729854
ACH-000053,-0.3051716163722473
ACH-000054,-0.3569917088391706
ACH-000055,-0.19021401408707875
ACH-000060,-0.5016669456069603
ACH-000067,-0.5513248554131384
ACH-000070,-0.4022164474878865
ACH-000075,-0.40829136224273377
ACH-000078,-0.5141297020234034
ACH-000082,-0.4537313482561691
ACH-000085,-0.4371909150162567
ACH-000086,-0.4899321346918312
ACH-000087,-0.19420605006612
ACH-000092,-0.36524685286375785
ACH-000095,-0.5044602018453019
ACH-000097,-0.5061709002916683
ACH-000098,-0.41620783846869797
ACH-000099,-0.3039849072466241
ACH-000108,-0.2446017370014939
ACH-000113,-0.35505588399860105
ACH-000116,-0.42468308500358704
ACH-000118,-0.4986816957613763
ACH-000120,-0.4548318231580499
ACH-000123,-0.3445599340169148
ACH-000127,-0.3936864180781123
ACH-000128,-0.2748558027846942
ACH-000132,-0.5391453972891785
ACH-000133,-0.4860393285230393
ACH-000137,-0.5382658889645717
ACH-000138,-0.3810643386870958
ACH-000142,-0.2980928150226634
ACH-000143,-0.4847668982831821
ACH-000146,-0.28744918783502177
ACH-000148,-0.3248947659334962
ACH-000150,-0.2776061842777695
ACH-000152,-0.424391538837565
ACH-000153,0.02387888086573321
ACH-000159,-0.3610354844814311
ACH-000160,-0.060555977596613526
ACH-000163,-0.2618402496870606
ACH-000167,0.3677501750003766
ACH-000168,-0.2398367211429132
ACH-000169,-0.5050440849957459
ACH-000178,-0.3538951718015302
ACH-000183,-0.3098219408036439
ACH-000188,-0.36745612768642943
ACH-000189,-0.2149297674708198
ACH-000190,0.06935717803358345
ACH-000198,-0.5941149443674595
ACH-000203,-0.7450773154133677
ACH-000204,-0.4188590342022965
ACH-000206,-0.5426919904093884
ACH-000207,-0.4643998577116925
ACH-000208,-0.3293962654021358
ACH-000210,-0.33857804772706834
ACH-000211,-0.4281937380184112
ACH-000215,-0.3471643446377972
ACH-000221,-0.3413543814646432
ACH-000222,-0.21570752088172007
ACH-000223,-0.4512040794033633
ACH-000226,-0.264704379667492
ACH-000227,-0.4122204358210991
ACH-000228,-0.4339555016493333
ACH-000231,-0.3626188008399569
ACH-000232,-0.4031577306139369
ACH-000233,-0.3710737063829643
ACH-000234,-0.5221847687329493
ACH-000235,-0.34318525029679725
ACH-000237,-0.26894349480009305
ACH-000238,-0.3009112012395533
ACH-000242,-0.3232921618741695
ACH-000243,-0.2998313283348457
ACH-000244,-0.2296545140007225
ACH-000246,-0.3233744973441876
ACH-000248,-0.35579268368733985
ACH-000250,-0.3366497988033145
ACH-000251,-0.22200042250868404
ACH-000252,-0.40593044947956586
ACH-000253,-0.367280431433181
ACH-000255,-0.29747247922134923
ACH-000256,-0.3273561870327636
ACH-000257,-0.4577818352608081
ACH-000258,-0.34876657000453426
ACH-000259,-0.2688355977421643
ACH-000260,-0.3908867618094285
ACH-000261,-0.3873425367695351
ACH-000262,-0.4973472975918795
ACH-000263,-0.4925155125022704
ACH-000264,-0.3146744687788701
ACH-000265,-0.28775468516334685
ACH-000266,-0.20506468178969225
ACH-000272,-0.25580942356488506
ACH-000274,-0.2691051651844572
ACH-000277,-0.3170892535756868
ACH-000278,-0.4566390493847413
ACH-000279,-0.4013759200027293
ACH-000280,-0.3918764367396023
ACH-000281,-0.4542179140226838
ACH-000288,-0.4513102531672636
ACH-000291,-0.4096395933783758
ACH-000293,-0.37082994415855264
ACH-000294,-0.4531079394288495
ACH-000295,-0.2952694797952077
ACH-000296,-0.34549155164359485
ACH-000302,-0.22071182111232454
ACH-000304,-0.11048388539257836
ACH-000307,-0.3368199643003229
ACH-000308,-0.1879220624921001
ACH-000310,-0.4154941296821059
ACH-000311,-0.4224786385016457
ACH-000312,-0.2313244396528857
ACH-000315,-0.046963319668887935
ACH-000316,-0.4684788106349261
ACH-000317,-0.4079717938595776
ACH-000318,-0.5641615346331131
ACH-000319,-0.4683591370618088
ACH-000320,-0.2489116175980638
ACH-000322,-0.4644419654284436
ACH-000323,-0.5158965625528138
ACH-000324,-0.399786445087698
ACH-000329,-0.31613995926033
ACH-000330,-0.2751749701845233
ACH-000331,-0.5599006934447716
ACH-000332,-0.41606826016865656
ACH-000334,-0.3838176785316184
ACH-000335,-0.3261879678351574
