,FCER2 (2208)
ACH-000004,-0.08359526234601633
ACH-000005,0.23487022560659535
ACH-000007,-0.0051877308195952
ACH-000009,0.09799181312951204
ACH-000011,0.1035037582418313
ACH-000012,0.020496640719424992
ACH-000013,0.0009783706211664851
ACH-000014,-0.034307036915889336
ACH-000015,-0.16800523233073344
ACH-000017,-0.07322484199594692
ACH-000018,-0.06621606355288692
ACH-000019,-0.1200806122952459
ACH-000021,-0.06276298161688244
ACH-000022,0.06861198457418982
ACH-000025,-0.01775718258885846
ACH-000028,0.030712110766978714
ACH-000030,0.03918521290993409
ACH-000035,0.014344431273242557
ACH-000036,-0.04443579541231865
ACH-000037,0.012425944623336791
ACH-000039,-0.003780911341318893
ACH-000040,-0.0051406755119532965
ACH-000041,-0.05338052175049741
ACH-000042,0.046557562084291966
ACH-000045,-0.11423182845887282
ACH-000047,0.06851316350603613
ACH-000052,0.1195050740232542
ACH-000053,-0.042638538290864135
ACH-000054,-0.0075698838322624295
ACH-000055,0.03827320237537515
ACH-000060,-0.019344184717724658
ACH-000067,-0.0014001572035511707
ACH-000070,-0.05908357830038138
ACH-000075,0.015583827475332154
ACH-000078,-0.03611804541526132
ACH-000082,-0.0637149300488245
ACH-000085,0.0345151822534947
ACH-000086,-0.11624555765579135
ACH-000087,-0.07341078477558552
ACH-000092,0.014080335415193941
ACH-000095,-0.0410656569021149
ACH-000097,0.04066054716540516
ACH-000098,-0.06473305204884665
ACH-000099,-0.004371339568254637
ACH-000108,-0.0776511257875828
ACH-000113,0.02317494844703237
ACH-000116,-0.05103246600254329
ACH-000118,-0.12103631390339703
ACH-000120,-0.1281322182991338
ACH-000123,0.011957198340365663
ACH-000127,-0.09482772068638608
ACH-000128,-0.11955416196356425
ACH-000132,0.061357187965462676
ACH-000133,-0.0805004235670773
ACH-000137,-0.04373448091064205
ACH-000138,-0.09804924588251274
ACH-000142,-0.1038926658236998
ACH-000143,0.009905834720277385
ACH-000146,0.048760438854522935
ACH-000148,0.0432069686581839
ACH-000150,-0.035954783010417775
