,ADRBK2 (157)
ACH-000004,-0.05259756714469134
ACH-000005,-0.05572771964787997
ACH-000007,0.10722365632769476
ACH-000009,-0.030323198970381268
ACH-000011,0.038447231521763325
ACH-000012,-0.14312145140596358
ACH-000013,-0.11534544623140094
ACH-000014,0.01750765872478137
ACH-000015,0.02276441688403641
ACH-000017,0.0203292182534278
ACH-000018,0.042448334486912764
ACH-000019,-0.16660731400216855
ACH-000021,-0.14268919996355192
ACH-000022,-0.01919620764382679
ACH-000025,-0.10965418876500599
ACH-000028,-0.005614504486467875
ACH-000030,-0.04818613725529562
ACH-000035,-0.12251833384445435
ACH-000036,-0.06734495888981068
ACH-000037,-0.06726176957971643
ACH-000039,-0.08788656697665037
ACH-000040,-0.11780145853861862
ACH-000041,-0.1198683403401597
ACH-000042,-0.33077749571455906
ACH-000045,-0.011427514240804073
ACH-000047,-0.059649638695862435
ACH-000052,-0.06331091041172733
ACH-000053,-0.08017798801359709
ACH-000054,-0.028251103884249368
ACH-000055,0.00906302986747461
ACH-000060,-0.09048571127394636
ACH-000067,-0.16884588067181386
ACH-000070,-0.061781541045644074
ACH-000075,-0.0025433923169444765
ACH-000078,-0.025589948058824082
ACH-000082,-0.013712905984078469
ACH-000085,-0.054259678786941656
ACH-000086,0.03960090893616538
ACH-000087,-0.0968695276013532
ACH-000092,-0.0014922674064665447
ACH-000095,-0.017615435333644878
ACH-000097,-0.0693312490126744
ACH-000098,-0.10516767942001727
ACH-000099,0.025899606462499062
ACH-000108,-0.01571607157762079
ACH-000113,-0.08664291203268089
ACH-000116,-0.038754004673805416
ACH-000118,-0.04471700415714471
ACH-000120,-0.0025962660607613797
ACH-000123,-0.0890057604674684
ACH-000127,0.035777313455828845
ACH-000128,0.10535895773247002
ACH-000132,-0.026855200759720144
ACH-000133,-0.07289281316155398
ACH-000137,-0.041952369273528765
ACH-000138,0.08413837303526281
ACH-000142,0.01476354759658621
ACH-000143,0.018529880319603332
ACH-000146,-0.061404242781156686
ACH-000148,0.05223483274117476
ACH-000150,-0.05586452352661067
ACH-000152,-0.0760468707183269
ACH-000153,0.08990098691993967
ACH-000159,0.02566949359377169
ACH-000160,-0.062238057017709236
ACH-000163,-0.17242777764179953
ACH-000167,0.06419569025852319
ACH-000168,-0.12341284821652684
ACH-000169,-0.1786005481063123
ACH-000178,-0.0330599233365031
ACH-000183,-0.07565410548362038
ACH-000188,0.0307369595442222
ACH-000189,0.14661529342858026
ACH-000190,-0.06716579569386835
ACH-000198,-0.033127744874749405
ACH-000203,-0.0032889510264487963
ACH-000204,-0.07135158288885736
ACH-000206,0.09917862547422657
ACH-000207,-0.08330205157142538
ACH-000208,-0.049720333195633896
ACH-000210,0.07449835167701828
ACH-000211,-0.17018773217211575
ACH-000215,-0.018419596469833016
ACH-000221,0.032869690993466184
ACH-000222,-0.12101375932614265
ACH-000223,-0.01940975141168489
ACH-000226,0.08886458011236628
ACH-000227,-0.04468559259887056
ACH-000228,-0.0466235319474188
ACH-000231,-0.1954237811842877
ACH-000232,-0.13303511690841854
ACH-000233,-0.02871385301559077
ACH-000234,0.15788992251983178
ACH-000235,-0.028883865392445307
ACH-000237,-0.05071144878783058
ACH-000238,0.024924832188265182
ACH-000242,0.1122522038327365
ACH-000243,-0.02088644698245032
ACH-000244,-0.01610362827069374
ACH-000246,0.10704634117505454
