,GSDMA (284110)
ACH-000262,-0.5388667269429892
ACH-000263,-0.10048135871783072
ACH-000264,-0.546989717836521
ACH-000265,-0.32640582013267666
ACH-000266,-0.4792162186896932
ACH-000272,-0.5309313082830086
ACH-000274,-0.6893056738311693
ACH-000277,-0.4681339542453538
ACH-000278,-0.43434655492161617
ACH-000279,-0.5403768674938585
ACH-000280,-0.4399844763385515
ACH-000281,-0.3722563616862257
ACH-000288,-0.5580994600227829
ACH-000291,-0.4553974086547321
ACH-000293,-0.4861440945457344
ACH-000294,-0.2712379890958251
ACH-000295,-0.2740256584655004
ACH-000296,-0.4319708731280833
ACH-000302,-0.32988844210410023
ACH-000304,-0.3974837653219124
ACH-000307,-0.2925180224027374
ACH-000308,-0.529561523612262
ACH-000310,-0.5103451099311352
ACH-000311,-0.3971609817151739
ACH-000312,-0.4748518362886622
ACH-000315,-0.3455491979289099
ACH-000316,-0.4335758276944909
ACH-000317,-0.4091364600724248
ACH-000318,-0.3224273584282012
ACH-000319,-0.4965133067762996
ACH-000320,-0.3169645813514397
ACH-000322,-0.6901469858290185
ACH-000323,-0.4822070590713433
ACH-000324,-0.41494181913012623
ACH-000329,-0.4127896777325615
ACH-000330,-0.4330917490291346
ACH-000331,-0.28834777580195714
ACH-000332,-0.4279292011646873
ACH-000334,-0.5833789161998303
ACH-000335,-0.4369347255948027
ACH-000336,-0.26777098683412737
ACH-000337,-0.5444069545037372
ACH-000338,-0.4137358591225012
ACH-000339,-0.5968723937877048
ACH-000341,-0.4951221918693007
ACH-000348,-0.3569005478489835
ACH-000350,-0.33574987639711595
ACH-000352,-0.3134781266786095
ACH-000356,-0.5025402947053212
ACH-000361,-0.4800877643085587
ACH-000362,-0.3663786820719884
ACH-000363,-0.44939646043577625
ACH-000364,-0.3388883875712687
ACH-000365,-0.366945999947273
ACH-000366,-0.3714316965126025
ACH-000368,-0.3269037535329753
ACH-000374,-0.6426411297809248
ACH-000375,-0.5289508946652847
ACH-000376,-0.4085871287251145
ACH-000381,-0.3688846882362176
ACH-000383,-0.6139911077297195
ACH-000387,-0.42523294132383066
ACH-000389,-0.5478683475980203
ACH-000390,-0.3833897911270892
ACH-000393,-0.33572048095458124
ACH-000395,-0.6298496993353521
ACH-000396,-0.6521452209551121
ACH-000397,-0.5955387442953332
ACH-000401,-0.30659697981630796
ACH-000402,-0.5522095618616621
ACH-000403,-0.578115274584989
ACH-000404,-0.6852396610392483
ACH-000406,-0.3198339639213377
ACH-000407,-0.4704182176354174
ACH-000408,-0.5611762276072598
ACH-000410,-0.4753100979602876
ACH-000411,-0.500753584887474
ACH-000414,-0.4709608598485397
ACH-000415,-0.5648406586209574
ACH-000416,-0.558551180902236
ACH-000420,-0.32181069753047664
ACH-000421,-0.4100850131170955
ACH-000424,-0.5413476512770724
ACH-000425,-0.4242588425208077
ACH-000426,-0.3911954112408012
ACH-000427,-0.7437200453004341
ACH-000433,-0.4646037547855489
ACH-000435,-0.4473731134743271
ACH-000436,-0.37128456868696796
ACH-000444,-0.25659639750318525
ACH-000445,-0.5299894526402522
ACH-000448,-0.4192580846970833
ACH-000450,-0.4442201011145945
ACH-000452,-0.4444574566728939
ACH-000454,-0.07812350024267561
ACH-000458,-0.5046962573791893
ACH-000459,-0.1344574068160887
ACH-000460,-0.3971958516281729
ACH-000461,-0.4279237305665703
ACH-000463,-0.5357307798130754
ACH-000464,-0.3901617207873923
ACH-000466,-0.5179942317269064
ACH-000467,-0.4228739795139059
ACH-000468,-0.5283996880713722
ACH-000469,-0.4301006752091911
ACH-000470,-0.3613006167511765
ACH-000471,-0.5288868062087434
ACH-000472,-0.4763647776083162
ACH-000473,-0.3328432065183016
ACH-000475,-0.5027945998520329
ACH-000476,-0.3135489917426991
ACH-000477,-0.31909449858237005
ACH-000479,-0.2181156241038744
ACH-000480,-0.4206574489860113
ACH-000481,-0.3915136261456098
ACH-000483,-0.3232779315552115
ACH-000484,-0.4509956095571864
ACH-000485,-0.548543632183674
ACH-000486,-0.299182174394885
ACH-000487,-0.3739088306740687
ACH-000488,-0.30982184767491416
ACH-000490,-0.3875494147720765
ACH-000491,-0.4884158729869411
ACH-000495,-0.4776773832120312
ACH-000496,-0.4505299590270587
ACH-000499,-0.013004086635181452
ACH-000500,-0.7172460151177259
ACH-000502,-0.4827876812428227
ACH-000503,-0.2540247937851121
ACH-000505,-0.5000676967409947
ACH-000507,-0.4404106443585424
ACH-000510,-0.3884665954016765
ACH-000511,-0.4575117213562188
ACH-000512,-0.4653240609755415
ACH-000516,-0.5301040004465787
ACH-000517,-0.5536355655381825
ACH-000518,-0.2467629879289385
ACH-000520,-0.4164847339448917
ACH-000521,-0.631605407613682
ACH-000522,-0.3920351891570229
ACH-000524,-0.5106470692010976
ACH-000527,-0.5046162717773118
ACH-000528,-0.3314295402141692
ACH-000537,-0.5317519166915973
ACH-000541,-0.4010372076568184
ACH-000542,-0.4316917462904097
ACH-000544,-0.5224453999097419
ACH-000545,-0.38404554359774784
ACH-000547,-0.3684348566034635
ACH-000548,-0.5020548212089264
ACH-000549,-0.4521359123946305
ACH-000550,-0.5060120625249412
ACH-000552,-0.6419101075252538
ACH-000556,-0.5361837346674952
ACH-000557,-0.285209885280788
ACH-000569,-0.2800020342270784
ACH-000570,-0.4460025626704432
ACH-000571,-0.3766013211489664
ACH-000573,-0.2288125600106475
ACH-000576,-0.3985231665970559
ACH-000579,-0.5055840708918732
ACH-000580,-0.371018041233986
ACH-000584,-0.3263893789493009
ACH-000585,-0.3371809426725494
ACH-000588,-0.5102889744628903
ACH-000589,-0.4515948460582858
ACH-000591,-0.3988527784001734
ACH-000593,-0.4343921197229403
ACH-000600,-0.4236561427686648
ACH-000601,-0.509344860221239
ACH-000605,-0.3431543411632184
ACH-000606,-0.3693422542289477
ACH-000608,-0.4772935632364881
ACH-000614,-0.3851118915688995
ACH-000616,-0.4086885325097338
ACH-000618,-0.3280654320224006
ACH-000619,-0.6274564527664868
ACH-000620,-0.4581207492731276
ACH-000621,-0.4522273044611758
ACH-000622,-0.4525569562055857
ACH-000623,-0.4258487634315901
ACH-000624,-0.4188756571467038
ACH-000627,-0.4834575419411333
ACH-000630,-0.4236231954778136
ACH-000631,-0.4371834189912959
ACH-000632,-0.415418185216341
ACH-000633,-0.4575532247215321
ACH-000637,-0.5039186524885636
ACH-000638,-0.3517636005737109
ACH-000646,-0.3579258616559197
ACH-000647,-0.5574972496813373
ACH-000648,-0.3118527812863004
ACH-000649,-0.3994557022656182
ACH-000651,-0.3810950219988871
ACH-000652,-0.34835264598806714
ACH-000653,-0.5115787931979258
ACH-000657,-0.4420800646124925
ACH-000658,-0.4593841506885296
ACH-000661,-0.39105830972465216
ACH-000662,-0.17080369088581132
ACH-000663,-0.5844972362664519
ACH-000665,-0.4530451297041472
ACH-000671,-0.4385960562322913
ACH-000672,-0.6664004352330868
ACH-000673,-0.5896766619813454
ACH-000676,-0.4649766922253559
ACH-000677,-0.18003346184160424
ACH-000681,-0.3715570120364219
ACH-000683,-0.3851494444156199
ACH-000684,-0.3788488573040157
ACH-000688,-0.6304878498827539
ACH-000693,-0.4308416567108659
ACH-000694,-0.3209242670571321
ACH-000695,-0.3628996489343629
ACH-000696,-0.450957084875735
ACH-000697,-0.26931158622442314
ACH-000699,-0.4466584598421029
ACH-000701,-0.2619199542635669
ACH-000706,-0.4044387631946159
ACH-000711,-0.4803219204431127
ACH-000713,-0.4669307136502981
ACH-000714,-0.3164999725581057
ACH-000718,-0.6242757178510681
ACH-000720,-0.4085515074342691
ACH-000721,-0.4358694543653739
ACH-000724,-0.2793694782031481
ACH-000725,-0.3129743162510456
ACH-000732,-0.3254523253793577
ACH-000734,-0.3146511709019312
ACH-000735,-0.5023175307029837
ACH-000736,-0.3840545748668227
ACH-000738,-0.436661154102539
ACH-000746,-0.2975486709597344
ACH-000747,-0.29434870147435394
ACH-000748,-0.4292005947551944
ACH-000753,-0.2793490428731309
ACH-000756,-0.4552400299635652
ACH-000757,-0.17573123463216447
ACH-000758,-0.4536464925496914
ACH-000760,-0.37159629045623976
ACH-000762,-0.28859423144983803
ACH-000763,-0.4400516557692714
ACH-000764,-0.5074536548041774
ACH-000765,-0.3322829335532678
ACH-000766,-0.6078915766327763
ACH-000767,-0.2135528415448028
ACH-000768,-0.4651229501773888
ACH-000769,-0.4547334981246529
ACH-000770,-0.4900977257856901
ACH-000771,-0.3371992312597312
ACH-000773,-0.21786539499485255
ACH-000776,-0.366529625837794
ACH-000777,-0.2790508376924337
ACH-000778,-0.3991871089600048
ACH-000781,-0.3699151532532817
ACH-000782,-0.3185604770321813
ACH-000783,-0.4816813433146112
ACH-000784,-0.4236583615022769
ACH-000785,-0.4919491556631986
ACH-000787,-0.3025812661066955
ACH-000788,-0.4397649460501469
ACH-000791,-0.4734572645800269
ACH-000792,-0.4318370520076433
ACH-000794,-0.42963679614952577
ACH-000796,-0.5730354419534492
ACH-000798,-0.30554838827608155
ACH-000799,-0.5024609613386131
ACH-000800,-0.604044199497791
ACH-000802,-0.4230882668995988
ACH-000804,-0.6107383928924819
ACH-000805,-0.3569277715006107
ACH-000809,-0.5865155753058959
ACH-000810,-0.4221058672221328
ACH-000811,-0.5045052618886529
ACH-000817,-0.5577706908805129
ACH-000819,-0.38817912509691904
ACH-000820,-0.5184538017901325
ACH-000821,-0.4661042409163212
ACH-000822,-0.5245729682347271
ACH-000823,-0.3888367179188456
ACH-000824,-0.4906925875061418
ACH-000827,-0.4821466777649504
ACH-000829,-0.39739254115100064
ACH-000831,-0.292810453315671
ACH-000832,-0.6012016051332162
ACH-000833,-0.1821124357582464
ACH-000834,-0.2322515194679045
ACH-000835,-0.3386884182050604
ACH-000836,-0.4909869629391696
ACH-000837,-0.42575211644692224
ACH-000838,-0.43411102709779065
ACH-000839,-0.4000029811232743
ACH-000840,-0.4243076931468907
ACH-000841,-0.40419379754276896
ACH-000843,-0.3167150202451174
ACH-000846,-0.6515471542695644
ACH-000847,-0.2977174108562194
ACH-000848,-0.3317659641471554
ACH-000849,-0.2952103812088158
ACH-000851,-0.5217610250382935
ACH-000855,-0.2972773644638333
ACH-000856,-0.24056831099781825
ACH-000858,-0.36583112441609
ACH-000859,-0.4998768483389449
ACH-000861,-0.3609232079535874
ACH-000862,-0.2937315705019353
ACH-000865,-0.3073156869904113
ACH-000866,-0.381564381103478
ACH-000867,-0.5184883325072902
ACH-000869,-0.3734007449144723
ACH-000872,-0.3928890276851428
ACH-000873,-0.3012790800538846
ACH-000876,-0.3971337116904721
ACH-000878,-0.220090767344835
ACH-000880,-0.4355614533252127
ACH-000881,-0.3657172433787171
ACH-000882,-0.43615971369884055
ACH-000884,-0.470563896021308
ACH-000885,-0.4567261045082707
ACH-000887,-0.4297458391527918
ACH-000889,-0.3733671032521353
ACH-000896,-0.2643626373484549
ACH-000898,-0.4222055790878403
ACH-000900,-0.38868255166539134
ACH-000901,-0.5018214964711885
ACH-000905,-0.34852564073636577
ACH-000906,-0.4183164062532007
ACH-000907,-0.3765684587455391
ACH-000910,-0.4861916429508026
ACH-000911,-0.5034472574833521
ACH-000912,-0.4210679849106327
ACH-000913,-0.2964779755823173
ACH-000915,-0.3221512344153062
ACH-000916,-0.8680184818206189
ACH-000917,-0.3015849889574088
ACH-000920,-0.2566619278168216
ACH-000921,-0.4882562736494673
ACH-000924,-0.561591644447776
ACH-000926,-0.4967224786276634
ACH-000928,-0.4993587631924101
ACH-000929,-0.5201558600058366
ACH-000932,-0.3251749079635934
ACH-000935,-0.6355582485196806
ACH-000936,-0.2849722161497221
ACH-000937,-0.5639043042111646
ACH-000938,-0.3317165195199622
ACH-000939,-0.4757511955437293
ACH-000941,-0.4037932443098433
ACH-000943,-0.3717373406161653
ACH-000946,-0.4177224947952126
ACH-000947,-0.3924387860817105
ACH-000948,-0.5099593279754803
ACH-000950,-0.3320417420219504
ACH-000953,-0.5352186180229075
ACH-000954,-0.2342069130889221
ACH-000957,-0.4574923523552858
ACH-000958,-0.6100095860672251
ACH-000960,-0.4367217350793498
ACH-000963,-0.37335273432236105
ACH-000968,-0.23954657458613304
ACH-000969,-0.5973560268713621
ACH-000972,-0.2726925772144217
ACH-000973,-0.5780319004019046
ACH-000974,-0.5505275394405973
ACH-000978,-0.4464182159338873
ACH-000984,-0.664932954684626
ACH-000986,-0.4575579490870582
ACH-000988,-0.4502416250647984
ACH-000993,-0.3911481462299028
ACH-000994,-0.2544596361019266
ACH-000996,-0.5947624914210246
ACH-001001,-0.4308966784797447
ACH-001020,-0.5886515079240892
ACH-001028,-0.5039961738224426
ACH-001031,-0.5627899928262526
ACH-001038,-0.5174117699472179
ACH-001048,-0.4182516295219676
ACH-001050,-0.5523619298187027
ACH-001053,-0.4250593492900105
ACH-001054,-0.6237810435665381
ACH-001061,-0.4646111230185566
ACH-001067,-0.4230474524253865
ACH-001075,-0.5182920719424808
ACH-001096,-0.3447142628888389
ACH-001111,-0.4653490893349987
ACH-001119,-0.47707661573071003
ACH-001128,-0.3027032967786065
ACH-001134,-0.459498337938236
ACH-001151,-0.5025648171903614
ACH-001163,-0.40754886549097
ACH-001164,-0.4019995353379031
ACH-001183,-0.4327351263894945
ACH-001192,-0.4575950766905907
ACH-001193,-0.4883271415725465
ACH-001196,-0.4767064169521722
ACH-001197,-0.3909264972667692
ACH-001205,-0.5969441176159168
ACH-001211,-0.7435361207225623
ACH-001212,-0.276614585518602
ACH-001228,-0.4965066768252195
ACH-001232,-0.6442572016731997
ACH-001239,-0.543070451146332
ACH-001270,-0.4156523581885483
ACH-001274,-0.4622939474996441
ACH-001275,-0.3373983934042576
ACH-001277,-0.5113030976731755
ACH-001278,-0.3704124614132253
ACH-001280,-0.4411617066680093
ACH-001283,-0.4315913798087691
ACH-001289,-0.4345595611966535
ACH-001300,-0.3701859044123393
ACH-001301,-0.3703506576450761
ACH-001302,-0.5399905837829554
ACH-001306,-0.434592723371561
ACH-001318,-0.4500343004206585
ACH-001322,-0.3925317117581412
ACH-001328,-0.4591143121835776
ACH-001332,-0.5703253342085188
ACH-001336,-0.3632303172084096
ACH-001346,-0.4032753862136145
ACH-001353,-0.41070993966988895
ACH-001354,-0.4597329288164332
ACH-001367,-0.29122255437090266
ACH-001368,-0.3284758387686501
ACH-001374,-0.6046105196919239
ACH-001377,-0.442047109108668
ACH-001380,-0.27817451680175603
ACH-001391,-0.3448890852309323
ACH-001408,-0.4369339304456255
ACH-001430,-0.4172586219996824
ACH-001431,-0.4371116986156207
ACH-001450,-0.4415365178534211
ACH-001496,-0.2346404334151237
ACH-001500,-0.4921657599790141
ACH-001523,-0.41009826171414576
ACH-001532,-0.536212797702673
ACH-001550,-0.30170494857215463
ACH-001552,-0.557495995508576
ACH-001554,-0.41737112508939217
ACH-001654,-0.4293640527546353
ACH-001735,-0.4181880096225685
ACH-001736,-0.49968603151695
ACH-001737,-0.6562927947963656
ACH-001740,-0.3396441924487449
ACH-001745,-0.2999457901088041
ACH-001765,-0.4010801799832783
