,ZC3H7B (23264)
ACH-000004,-0.21693324938341565
ACH-000005,-0.16460189371264144
ACH-000007,-0.233684645311198
ACH-000009,-0.2153702705607119
ACH-000011,-0.08701712810993621
ACH-000012,-0.2107432544683744
ACH-000013,-0.2950790635755899
ACH-000014,-0.2940436875502294
ACH-000015,-0.1045154426183094
ACH-000017,-0.33173670119724985
ACH-000018,-0.10340409166646496
ACH-000019,-0.3965351417660831
ACH-000021,-0.15718767306439252
ACH-000022,-0.052075464742114434
ACH-000025,-0.3122898053514203
ACH-000028,-0.2359210434382193
ACH-000030,-0.22037648628919973
ACH-000035,-0.3150083088272467
ACH-000036,-0.013200762350410232
ACH-000037,-0.07747115756388126
ACH-000039,-0.072310847627265
ACH-000040,0.06207858155947566
ACH-000041,-0.1861000466193068
ACH-000042,-0.21528700712268647
ACH-000045,-0.2201327867441679
ACH-000047,-0.2087154982178577
ACH-000052,-0.11183354493379312
ACH-000053,-0.14835196275573326
ACH-000054,-0.291794984299618
ACH-000055,-0.00980289514828505
ACH-000060,-0.3592585171944901
ACH-000067,-0.07980847633117663
ACH-000070,-0.1500282581030725
ACH-000075,-0.08597081371916637
ACH-000078,-0.11767767274542194
ACH-000082,-0.04003604770748332
ACH-000085,-0.2443802069639135
ACH-000086,0.052891191767139516
ACH-000087,-0.16552678389718922
ACH-000092,-0.1485859095049279
ACH-000095,-0.06142448310984961
ACH-000097,-0.2573590834583221
ACH-000098,-0.11257331532698024
ACH-000099,-0.2269180961029537
ACH-000108,-0.11292890488960665
ACH-000113,-0.12044176721838268
ACH-000116,-0.0402903151549766
ACH-000118,-0.21614862339862825
ACH-000120,-0.15911389278408938
ACH-000123,-0.1541841420527753
ACH-000127,-0.04330801385287186
ACH-000128,-0.1550784055821507
ACH-000132,-0.2273928336969279
ACH-000133,-0.1762442884815466
ACH-000137,-0.28409088230869345
ACH-000138,-0.037791896684339056
ACH-000142,-0.19350077689486064
ACH-000143,-0.34573185748857593
ACH-000146,-0.2053805651052496
ACH-000148,-0.2684039943079632
ACH-000150,0.02486641665866146
ACH-000152,-0.2685505934730457
ACH-000153,-0.18661171041287292
ACH-000159,0.03187100447413737
ACH-000160,-0.32584263946867004
ACH-000163,0.007547917311901359
ACH-000167,-0.05307116367988934
ACH-000168,-0.18439188064162104
ACH-000169,-0.1891897059984576
ACH-000178,-0.11630809695175374
ACH-000183,-0.2592217627509081
ACH-000188,-0.16419004358993916
ACH-000189,-0.3837248802591623
ACH-000190,-0.14096351228983886
ACH-000198,-0.2266099653743541
ACH-000203,-0.3254168697190015
ACH-000204,-0.4164819693285774
ACH-000206,-0.1508821039725533
ACH-000207,-0.18046422587244804
ACH-000208,-0.2137487723749585
ACH-000210,-0.2597002496826601
ACH-000211,-0.07009135073442248
ACH-000215,-0.10377779985977996
ACH-000221,-0.18193166555770046
ACH-000222,-0.14742835431492554
ACH-000223,-0.2066485949402408
ACH-000226,-0.09131747236214303
ACH-000227,-0.3717451272862218
ACH-000228,-0.10751507290553168
ACH-000231,-0.2916788640963253
ACH-000232,-0.2899764973043345
ACH-000233,-2.7707076780336464e-05
ACH-000234,-0.2145411143318487
ACH-000235,-0.1343694059824921
ACH-000237,-0.1231444854852804
ACH-000238,-0.24338736541836895
ACH-000242,-0.19144367564695752
ACH-000243,-0.1832864227075772
ACH-000244,-0.13421916001185358
ACH-000246,-0.19478159625725608
ACH-000248,-0.11181038612816177
ACH-000250,-0.1552020455696769
ACH-000251,-0.22352195497198116
ACH-000252,-0.4172802257396485
ACH-000253,-0.21012142628154035
ACH-000255,-0.12824648835494354
ACH-000256,-0.13548457760624485
ACH-000257,-0.3614062397010814
ACH-000258,-0.10895297483250034
ACH-000259,-0.11684491516850845
ACH-000260,-0.04888396129596462
