,AMBP (259)
ACH-000004,-0.2344930731338121
ACH-000005,-0.2832210663226281
ACH-000007,0.008718489297078422
ACH-000009,-0.18110868361833884
ACH-000011,-0.1719768931473147
ACH-000012,-0.13864536766309968
ACH-000013,-0.18564215180069835
ACH-000014,-0.0979206524292321
ACH-000015,-0.18956781327679248
ACH-000017,-0.041713281783854944
ACH-000018,-0.14736714327991166
ACH-000019,-0.10247394522503836
ACH-000021,-0.1033494298604289
ACH-000022,-0.15915888990280536
ACH-000025,-0.06703548922790674
ACH-000028,-0.025539819902368147
ACH-000030,-0.058984547722700585
ACH-000035,-0.06267430756223667
ACH-000036,-0.13822228478763104
ACH-000037,-0.06539634578651762
ACH-000039,-0.2671041323997626
ACH-000040,-0.268251938870623
ACH-000041,-0.2822352311596416
ACH-000042,-0.07108807477593511
ACH-000045,-0.16496352063297945
ACH-000047,-0.2271592915074298
ACH-000052,-0.12746238109082156
ACH-000053,-0.05149893775247066
ACH-000054,-0.06042347177500645
ACH-000055,-0.09403537722698456
ACH-000060,-0.2725808905610879
ACH-000067,-0.101221791159984
ACH-000070,0.029820629733784
ACH-000075,-0.4246967193925619
ACH-000078,-0.0348620461591236
ACH-000082,-0.06726356633662181
ACH-000085,-0.16358220722397385
ACH-000086,-0.2908127453217157
ACH-000087,-0.2953667826903494
ACH-000092,-0.07895214828247689
ACH-000095,-0.19802002830214552
ACH-000097,-0.162736245000115
ACH-000098,-0.1447885009746311
ACH-000099,-0.040267750602861516
ACH-000108,-0.12579461488574842
ACH-000113,-0.1761845448555268
ACH-000116,-0.06667236136641948
ACH-000118,-0.1623565235532757
ACH-000120,-0.16804350788122102
ACH-000123,-0.21158415379203727
ACH-000127,-0.12520665983948892
ACH-000128,-0.15891953682146312
ACH-000132,-0.13374604701843915
ACH-000133,-0.07561678802626612
ACH-000137,-0.0806291264920633
ACH-000138,-0.011831498901352577
ACH-000142,-0.1676661700208006
ACH-000143,0.0902682655144015
ACH-000146,-0.1965219800120504
ACH-000148,-0.20138223388978327
ACH-000150,0.08197938656302471
ACH-000152,-0.1478815668654778
ACH-000153,-0.12099536140062975
ACH-000159,-0.26752433712972584
ACH-000160,-0.07992610305615548
ACH-000163,-0.3022450694356942
ACH-000167,-0.17014195942854818
ACH-000168,-0.05447034030937393
ACH-000169,-0.13501246765832073
ACH-000178,-0.2227247540576965
ACH-000183,0.07551697061735999
ACH-000188,-0.14950034228719022
ACH-000189,-0.08051033310771669
ACH-000190,-0.09582494580224624
ACH-000198,-0.058641938768031136
ACH-000203,-0.2561422257863243
ACH-000204,0.010932675024101328
ACH-000206,0.1648655061176333
ACH-000207,-0.17710066837471078
ACH-000208,-0.200003645501537
ACH-000210,0.26272820622818943
ACH-000211,-0.07518678612171507
ACH-000215,-0.03260976873518868
ACH-000221,0.06614419478386419
ACH-000222,-0.08486353363761237
ACH-000223,-0.031359261467518745
ACH-000226,-0.09891119196349528
ACH-000227,-0.06265425104215135
ACH-000228,-0.15116772970704162
ACH-000231,0.030864548161596
ACH-000232,-0.13157464829241072
ACH-000233,-0.07766821589663023
ACH-000234,-0.06924479542639005
ACH-000235,-0.12630998749069702
ACH-000237,-0.15087756361755866
ACH-000238,-0.1856900169730208
ACH-000242,0.2871702702067375
ACH-000243,-0.09293020401434664
ACH-000244,-0.16711786524827013
ACH-000246,-0.2376061227933605
ACH-000248,0.1354918359184941
ACH-000250,-0.06260223211715976
ACH-000251,-0.05210246825985812
ACH-000252,-0.09706099789190067
ACH-000253,-0.07962232297693066
ACH-000255,-0.21882076821372967
ACH-000256,-0.19730442048332272
ACH-000257,-0.2660945067760393
ACH-000258,0.008200334508152538
ACH-000259,-0.17951581153360388
ACH-000260,-0.03126137235842967
ACH-000261,-0.09870412324258017
ACH-000262,-0.18019856212596086
ACH-000263,-0.2975313743745612
ACH-000264,-0.0869141400130011
ACH-000265,-0.10883104989032
ACH-000266,-0.10356455126985467
ACH-000272,-0.14522063128317989
ACH-000274,-0.2364378682262005
ACH-000277,-0.05508511905581637
ACH-000278,-0.016775502012187256
ACH-000279,0.0007397915876368287
ACH-000280,-0.024199124981929058
ACH-000281,-0.00642154598044919
ACH-000288,-0.006767884415556806
ACH-000291,-0.06685944890064838
ACH-000293,-0.13564733854657066
ACH-000294,-0.07717439665028147
ACH-000295,0.029735835452453608
ACH-000296,-0.00234431914503718
ACH-000302,-0.04068989795403863
ACH-000304,-0.13164074393568154
ACH-000307,-0.019772150179956347
ACH-000308,-0.1630942296457226
ACH-000310,-0.11061934316275364
ACH-000311,-0.1699980859302055
ACH-000312,-0.13524197809556068
ACH-000315,-0.02984776233028873
ACH-000316,-0.11794451164349215
ACH-000317,0.009612384463258437
ACH-000318,-0.14148716731769995
ACH-000319,-0.052693634690081405
ACH-000320,-0.1483659391525023
ACH-000322,-0.4567736997060308
ACH-000323,-0.2381766616214643
ACH-000324,-0.13891620170599253
ACH-000329,-0.16909943153285198
ACH-000330,-0.26032247302597045
ACH-000331,-0.1496143953645492
ACH-000332,-0.10219082986692282
ACH-000334,-0.04070273132646175
ACH-000335,-0.3953151265626091
ACH-000336,-0.1880233846304165
ACH-000337,-0.045362440806019484
ACH-000338,-0.2253673048662205
ACH-000339,-0.09039532818718424
ACH-000341,-0.13672514211014244
ACH-000348,-0.1834366730073453
ACH-000350,-0.17232716581197413
ACH-000352,-0.17256461487818447
ACH-000356,-0.15032510325469467
ACH-000361,-0.40844035756263175
ACH-000362,-0.1056541326108269
ACH-000363,-0.08973551572454301
ACH-000364,-0.1855086853751372
ACH-000365,-0.17622451031464345
ACH-000366,-0.16413924734770213
ACH-000368,-0.09970460259393918
ACH-000374,0.04121347297038575
ACH-000375,-0.026669011409570717
ACH-000376,-0.25589516315544364
ACH-000381,-0.04379263085880386
ACH-000383,-0.17320436568820127
ACH-000387,-0.2652667774684567
ACH-000389,-0.28839341601577345
ACH-000390,-0.2419664579865435
ACH-000393,-0.05318681068734192
ACH-000395,-0.015362910788778175
ACH-000396,0.1256346328756386
ACH-000397,-0.10334772589727004
ACH-000401,-0.2670291130192005
ACH-000402,-0.5107221968975656
ACH-000403,-0.06410656424450599
ACH-000404,-0.02401513977435801
ACH-000406,-0.07300874323208636
ACH-000407,-0.10164195637050108
ACH-000408,-0.20823667064335585
ACH-000410,-0.08952125749150508
ACH-000411,-0.2244281394603528
ACH-000414,-0.19546834256368287
ACH-000415,-0.0803446662658293
ACH-000416,-0.2280036159311549
ACH-000420,0.003122050675814282
ACH-000421,-0.10637720694785137
ACH-000424,-0.15673511050382652
ACH-000425,-0.12084187174944636
ACH-000426,0.035945578680361
ACH-000427,-0.1868307254616128
ACH-000433,-0.07518487156293066
ACH-000435,-0.06540165462120584
ACH-000436,0.08446724414815178
ACH-000444,-0.012412272281075202
ACH-000445,0.007996510882658313
ACH-000448,-0.12133535804435742
ACH-000450,-0.34418538025905576
ACH-000452,-0.08707754245574971
ACH-000454,-0.06707877048490024
ACH-000458,-0.001717146541970328
ACH-000459,-0.026394868672566477
ACH-000460,-0.12266552907316546
ACH-000461,-0.10296539378212463
ACH-000463,-0.09683351330373338
ACH-000464,0.0379939202572408
ACH-000466,0.20310032692219124
ACH-000467,-0.06800715489831212
ACH-000468,-0.08981292414660404
ACH-000469,-0.03924169098517283
ACH-000470,-0.29962548052849675
ACH-000471,-0.056168065429000526
ACH-000472,-0.009814830029471705
ACH-000473,-0.19131782218278448
ACH-000475,-0.1039621656028219
ACH-000476,-0.10418938677632812
ACH-000477,-0.14426908531839505
ACH-000479,-0.2143298033992456
ACH-000480,0.005813054451068336
ACH-000481,-0.111088050216718
ACH-000483,-0.3034875112644074
ACH-000484,0.08033484843807498
ACH-000485,-0.2611067210808406
ACH-000486,0.03583164231441595
ACH-000487,-0.02796640525077437
ACH-000488,-0.15746341983370835
ACH-000490,-0.08475682453922842
ACH-000491,-0.10138041828732304
ACH-000495,-0.05449845361529337
ACH-000496,-0.1034486094981516
ACH-000499,0.011505647266403712
ACH-000500,-0.17529588065077986
ACH-000502,-0.08918454378545204
ACH-000503,-0.18475815449704694
ACH-000505,-0.06315890924889746
ACH-000507,-0.09828068212048664
ACH-000510,-0.08051854590035601
ACH-000511,-0.1473313705826328
ACH-000512,-0.31024298450453497
ACH-000516,-0.2565592034935994
ACH-000517,-0.1157694000528614
ACH-000518,0.006310808641351511
ACH-000520,-0.12618443644301455
ACH-000521,-0.07847850063441107
ACH-000522,-0.19796921020864786
ACH-000524,-0.1496808863585602
ACH-000527,-0.14329447894468614
ACH-000528,-0.042928524284251895
ACH-000537,-0.030622747569128562
ACH-000541,0.04661556263305392
ACH-000542,-0.12688169542052385
ACH-000544,-0.14248354264713076
ACH-000545,0.0054655962542878595
ACH-000547,-0.12850153758811902
ACH-000548,-0.1210731723208458
ACH-000549,-0.17406739907683
ACH-000550,-0.1574582094057887
ACH-000552,-0.07630394077985603
ACH-000556,-0.1277492116882785
ACH-000557,-0.09626097897908127
ACH-000569,-0.0836180161226964
ACH-000570,-0.24568890368757
ACH-000571,-0.041015476291989504
ACH-000573,-0.1544394978446909
ACH-000576,0.06058580239068316
ACH-000579,-0.03464660001071168
ACH-000580,0.05076639678910979
ACH-000584,-0.055264837185876936
ACH-000585,-0.06645678653363223
ACH-000588,0.04440915268891465
ACH-000589,-0.06589095167745798
ACH-000591,-0.1443583970379728
ACH-000593,-0.06300394759354773
ACH-000600,-0.08619735256429405
ACH-000601,-0.09771941396842136
ACH-000605,0.05688628755812716
ACH-000606,-0.23377229553695156
ACH-000608,-0.14176744643311767
ACH-000614,-0.16623728642629276
ACH-000616,-0.009307551973709029
ACH-000618,0.03361359345922547
ACH-000619,-0.10388691364095634
ACH-000620,-0.055240640907960256
ACH-000621,-0.13778422259617545
ACH-000622,-0.1457422535800823
ACH-000623,-0.16344382261411802
ACH-000624,-0.2268599243058581
ACH-000627,-0.19979676308271266
ACH-000630,-0.10642912526043438
ACH-000631,-0.06476579785121069
ACH-000632,-0.012565077779156893
ACH-000633,0.0260508238590808
ACH-000637,-0.2162912381685436
ACH-000638,-0.16259948228562493
ACH-000646,-0.017498712254886615
ACH-000647,-0.03255760013680295
ACH-000648,-0.11356869771712147
ACH-000649,-0.10991065121643
ACH-000651,-0.11216456786926553
ACH-000652,-0.030608485752835368
ACH-000653,-0.08184126755046665
ACH-000657,-0.13019347122868127
ACH-000658,-0.04621530984607648
ACH-000661,-0.24072154059859965
ACH-000662,-0.13951700872808592
ACH-000663,-0.05533911323595437
ACH-000665,-0.030252848226445212
ACH-000671,-0.02298122253683928
ACH-000672,-0.2455824763952055
ACH-000673,-0.08441122637173769
ACH-000676,-0.2371935062122301
ACH-000677,-0.0598464956175147
