,SERPIND1 (3053)
ACH-000004,-0.10508353860054233
ACH-000005,-0.19769566311115028
ACH-000007,-0.15803337095260409
ACH-000009,-0.05086082516238513
ACH-000011,-0.05391438658184771
ACH-000012,-0.20091876162610176
ACH-000013,0.02434942182090245
ACH-000014,-0.04365231092252382
ACH-000015,-0.10147687308811047
ACH-000017,-0.05546474867445266
ACH-000018,-0.2601115309552965
ACH-000019,-0.13064540539029415
ACH-000021,0.12978866826769106
ACH-000022,-0.0993167415272998
ACH-000025,0.02550880180268768
ACH-000028,-0.10535688408151588
ACH-000030,-0.12974716089885185
ACH-000035,-0.15716524081595115
ACH-000036,-0.07832640795606609
ACH-000037,-0.1372249399625937
ACH-000039,-0.04560477260863532
ACH-000040,-0.0428756578102247
ACH-000041,-0.09128678200067164
ACH-000042,-0.2938990974304722
ACH-000045,0.0020801027880257518
ACH-000047,-0.1705238828810444
ACH-000052,0.19349344568820573
ACH-000053,-0.07737584712975105
ACH-000054,-0.10041299925208902
ACH-000055,-0.06269192714574494
ACH-000060,-0.19317924558370725
ACH-000067,-0.15681200231697254
ACH-000070,0.015175488227952975
ACH-000075,-0.20789519317500788
ACH-000078,-0.2397509403040779
ACH-000082,-0.15057237331670684
ACH-000085,-0.07085721104964045
ACH-000086,0.09428006352681008
ACH-000087,-0.08824844342688104
ACH-000092,-0.3106451843358084
ACH-000095,-0.036784637613320265
ACH-000097,-0.04071759273321364
ACH-000098,-0.05996988318591132
ACH-000099,-0.06311790516481469
ACH-000108,-0.06761796267940973
ACH-000113,0.0199807246499412
ACH-000116,-0.076503931419204
ACH-000118,-0.08012376081427046
ACH-000120,-0.01433567304676575
ACH-000123,-0.14534746785845806
ACH-000127,-0.020058281731678302
ACH-000128,0.0333231332665581
ACH-000132,-0.013387699688825602
ACH-000133,-0.17850137427799073
ACH-000137,-0.17071334008797034
ACH-000138,0.028402515173611077
ACH-000142,-0.08307326943910824
ACH-000143,-0.033807927466324245
ACH-000146,-0.09237781096566282
ACH-000148,-0.14271862519163275
ACH-000150,-0.032952011286291216
ACH-000152,-0.05840496839501485
ACH-000153,0.18694778333150447
ACH-000159,0.034075108177108536
ACH-000160,-0.13444705835851384
ACH-000163,-0.21647944117614928
ACH-000167,-0.17208829406550846
ACH-000168,-0.07254423264550403
ACH-000169,-0.13362573020782434
ACH-000178,-0.08367935371850725
ACH-000183,-0.025180904584789655
ACH-000188,-0.25243592366577106
ACH-000189,0.007915545652891116
ACH-000190,0.056133634746466855
ACH-000198,0.026225556520646138
ACH-000203,-0.3665315790881101
ACH-000204,-0.17583306367844742
ACH-000206,0.07364371979107479
ACH-000207,-0.010718146383140252
ACH-000208,0.07103078093435633
ACH-000210,-0.0903487216504943
ACH-000211,-0.031280167504726994
ACH-000215,-0.08115877178017239
ACH-000221,-0.16759953044242668
ACH-000222,-0.2944044715900669
ACH-000223,-0.07512961359558767
ACH-000226,-0.0621914927990089
ACH-000227,0.04430549831543018
ACH-000228,-0.1486454462616525
ACH-000231,-0.2766576209926675
ACH-000232,-0.0694114355609935
ACH-000233,-0.05349503796626723
ACH-000234,-0.04072670309043784
ACH-000235,-0.012731852479645476
ACH-000237,-0.05893857329564736
ACH-000238,-0.10192944538013714
ACH-000242,-0.15761975800243705
ACH-000243,-0.15152257104070085
ACH-000244,-0.22616956407260197
ACH-000246,-0.04296836057929094
ACH-000248,-0.052889838688143946
ACH-000250,0.0013332381395571872
ACH-000251,0.12096678627590525
ACH-000252,-0.3370757207542899
ACH-000253,0.019648063223729768
ACH-000255,-0.26513833150114746
ACH-000256,-0.17800492865259515
ACH-000257,-0.09350525923061916
ACH-000258,-0.16806103789174678
ACH-000259,0.0416003123706901
ACH-000260,-0.014055553191452444
ACH-000261,-0.053531761502266434
ACH-000262,-0.008774060604049963
ACH-000263,-0.0029809488442475913
ACH-000264,-0.20340434765609916
ACH-000265,-0.05920230389187984
ACH-000266,-0.07225346205006382
ACH-000272,-0.14189698373168072
ACH-000274,-0.2109652678358806
ACH-000277,0.02588716901771601
ACH-000278,-0.1310129119473098
ACH-000279,0.010525808196487765
ACH-000280,-0.1080543646994663
ACH-000281,0.05209717898470986
ACH-000288,-0.06354689067684112
ACH-000291,-0.0304479671195043
ACH-000293,0.01988106035501877
ACH-000294,-0.017287203016649686
ACH-000295,-0.07476727957812272
ACH-000296,0.060519560545271175
ACH-000302,-0.12099156402563535
ACH-000304,-0.08501629658611852
ACH-000307,-0.09058201052868016
ACH-000308,-0.07765315808172735
ACH-000310,-0.1008916054506175
ACH-000311,0.022625326770560072
ACH-000312,0.03318629300007738
ACH-000315,-0.0241112892534216
ACH-000316,-0.1263079576552276
ACH-000317,-0.07187538081160014
ACH-000318,-0.14929164058880384
ACH-000319,-0.1770899873785298
ACH-000320,-0.011916338326604966
ACH-000322,-0.15513517995054088
ACH-000323,-0.2606332143163005
ACH-000324,-0.14340473729532766
ACH-000329,-0.11460151501775495
ACH-000330,-0.08552598890733397
ACH-000331,-0.03678871507500025
ACH-000332,-0.06914674609090678
ACH-000334,0.07576934355712657
ACH-000335,-0.04434479750319556
ACH-000336,0.36278158806831
ACH-000337,-0.30014627310996217
ACH-000338,-0.28792016321071
ACH-000339,-0.1105092979219375
ACH-000341,-0.09343701845067696
ACH-000348,-0.03676674871139858
ACH-000350,0.13777772719797998
ACH-000352,-0.12653583990912515
ACH-000356,0.004318121119185977
ACH-000361,-0.10637112894256333
ACH-000362,-0.044665133648272216
ACH-000363,-0.07400478937300242
ACH-000364,0.08700709638757184
ACH-000365,0.06070509991406249
ACH-000366,-0.13921180365571725
ACH-000368,-0.10073537086109433
ACH-000374,0.014195085589407032
ACH-000375,-0.0653764440670409
ACH-000376,-0.115062923717056
ACH-000381,-0.13743923289085067
ACH-000383,-0.027965877596229254
ACH-000387,-0.18967549204472176
ACH-000389,-0.20880450866794656
ACH-000390,-0.1744130017579409
ACH-000393,-0.06323302947741165
ACH-000395,-0.0761899383169884
