,CLPSL2 (389383)
ACH-000004,0.012391094301870131
ACH-000005,0.07203352554088932
ACH-000007,0.09841038702505746
ACH-000009,0.12653003262757512
ACH-000011,0.027376131336095236
ACH-000012,-0.0651527678161954
ACH-000013,-0.050749662589755065
ACH-000014,-0.20308565549128213
ACH-000015,0.014615259198231631
ACH-000017,-0.003251325352213795
ACH-000018,-0.09951616223348936
ACH-000019,0.011408044373211529
ACH-000021,-0.0041453768788692
ACH-000022,0.0443692842548976
ACH-000025,-0.04936470005173597
ACH-000028,-0.017364442314011717
ACH-000030,0.011285316655075792
ACH-000035,0.025656962181302558
ACH-000036,0.11396954488324472
ACH-000037,0.1428390294987975
ACH-000039,-0.1340696649049514
ACH-000040,0.12298737121722647
ACH-000041,-0.017047616508696843
ACH-000042,-0.012601816969403368
ACH-000045,-0.05068202228000046
ACH-000047,-0.13195821186843024
ACH-000052,0.03745326520065677
ACH-000053,-0.04530895731806511
ACH-000054,-0.03089748409796939
ACH-000055,-0.20743417424124133
ACH-000060,-0.19867532584883466
ACH-000067,0.1716762926136056
ACH-000070,-0.06909299275737149
ACH-000075,0.11667233241116193
ACH-000078,-0.027980178627230297
ACH-000082,-0.1018871041671603
ACH-000085,-0.05715842808132119
ACH-000086,0.07808879808846582
ACH-000087,0.08340760213238024
ACH-000092,-0.01624146423503165
ACH-000095,0.05065509927331811
ACH-000097,-0.05272322051516439
ACH-000098,0.0201492105420012
ACH-000099,-0.02341042799133771
ACH-000108,0.05065302943592149
ACH-000113,0.047180960439040465
ACH-000116,-0.04092736380593273
ACH-000118,0.013168709560733188
ACH-000120,0.003216747591343873
ACH-000123,0.011676907070544872
ACH-000127,-0.04129778897751643
ACH-000128,0.05147636866033276
ACH-000132,-0.0036613090640514882
ACH-000133,0.06935313026462507
ACH-000137,0.024478295271980883
ACH-000138,-0.046124823480673566
ACH-000142,-0.11945595647876325
ACH-000143,0.11384766061695968
ACH-000146,0.002368681189637545
ACH-000148,0.1414652050473612
ACH-000150,-0.20576297844757396
ACH-000152,-0.09108224685193823
ACH-000153,-0.03654459473331242
ACH-000159,0.021800828300666708
ACH-000160,-0.02732118067604388
ACH-000163,0.015032563749246984
ACH-000167,0.3471389733183199
ACH-000168,-0.0024762854943714404
ACH-000169,0.05193656302120467
ACH-000178,0.053443381128344215
ACH-000183,0.12166047306376428
ACH-000188,0.05348954078706692
ACH-000189,-0.11336321513780152
ACH-000190,-0.2146769479014292
ACH-000198,-0.0693163228604909
ACH-000203,-0.29321289238247306
ACH-000204,0.0013018196731066096
ACH-000206,0.170091864672251
ACH-000207,-0.21680729655229047
ACH-000208,-0.06826771464756554
ACH-000210,-0.07810737777895921
ACH-000211,0.009949056391185287
ACH-000215,-0.061442550721143525
ACH-000221,0.058719120103036926
ACH-000222,0.166606781894158
ACH-000223,0.014770781276526234
ACH-000226,0.0738728560062848
ACH-000227,-0.03748552976269312
ACH-000228,-0.004828351773153465
ACH-000231,-0.02693207019017933
ACH-000232,0.044090384978111706
ACH-000233,-0.007297088071007831
ACH-000234,-0.042831387383081294
ACH-000235,0.0018198361018120122
ACH-000237,-0.010858704915793884
ACH-000238,0.044857622760905706
ACH-000242,-0.1823650339232931
ACH-000243,-0.005876608967711399
ACH-000244,-0.08290516758072497
ACH-000246,-0.05092198094211872
ACH-000248,-0.06036721742625953
ACH-000250,-0.050800613026814614
ACH-000251,0.0513584243873777
