,C1QB (713)
ACH-000444,-0.0139054664461461
ACH-000445,-0.2070392441386546
ACH-000448,0.02184872698000283
ACH-000450,-0.030311588289362482
ACH-000452,-0.08642089071423689
ACH-000454,-0.08469300467468041
ACH-000458,-0.005201242162112654
ACH-000459,-0.06837025340500777
ACH-000460,-0.0521550961283587
ACH-000461,0.04473913597561907
ACH-000463,0.0798721971910127
ACH-000464,-0.17889843020213228
ACH-000466,-0.0489901848754198
ACH-000467,-0.0919604305501677
ACH-000468,-0.055066540742819935
ACH-000469,-0.2264089910742244
ACH-000470,-0.009896127136540905
ACH-000471,-0.014757217629874482
ACH-000472,-0.01691352462352875
ACH-000473,-0.08476468876673009
ACH-000475,-0.0019158082686419413
ACH-000476,-0.1159041044544198
ACH-000477,0.02254856238107756
ACH-000479,-0.042615547040926176
ACH-000480,-0.03230525232268993
ACH-000481,0.0604031473848222
ACH-000483,-0.09705150128170982
ACH-000484,-0.09821382676817014
ACH-000485,-0.026089246285568832
ACH-000486,0.009112159609160305
ACH-000487,-0.1615044279086234
ACH-000488,-0.14271116720565655
ACH-000490,-0.0350604248009284
ACH-000491,0.03355165954033162
ACH-000495,-0.060018632203119836
ACH-000496,-0.1919594678507016
ACH-000499,-0.21694279572660885
ACH-000500,-0.01933409262762187
ACH-000502,-0.003572510308712946
ACH-000503,-0.14178937003590225
ACH-000505,-0.003764409738883283
ACH-000507,-0.05850900749917346
ACH-000510,-0.015977215306215185
ACH-000511,-0.0620109467020651
ACH-000512,-0.06376963657671787
ACH-000516,-0.0480408938342456
ACH-000517,-0.002105749074414938
ACH-000518,-0.09641135476893972
ACH-000520,-0.07563539679470818
ACH-000521,-0.036605157591181686
ACH-000522,-0.13746061336577478
ACH-000524,0.00087882642091919
ACH-000527,-0.06450387113506366
ACH-000528,-0.0540365110678893
ACH-000537,0.1061443724676812
ACH-000541,-0.06900529130302621
ACH-000542,0.07655159267082562
ACH-000544,-0.031829035085561966
ACH-000545,-0.0954464265643793
ACH-000547,-0.19982382002043145
ACH-000548,-0.04737576431255533
ACH-000549,-0.08390178480609173
ACH-000550,-0.26409372197613784
ACH-000552,-0.0588833990462783
ACH-000556,0.0017418929143461757
ACH-000557,0.05943635097579675
ACH-000569,0.0017225251912403614
ACH-000570,-0.11512677694113388
ACH-000571,-0.025787051771552053
ACH-000573,-0.10020971152238044
ACH-000576,-0.011772409219785444
ACH-000579,-0.09142838530288493
ACH-000580,0.08546371118676332
ACH-000584,0.06555654021748572
ACH-000585,-0.0692603637692118
ACH-000588,-0.019994391803612656
ACH-000589,0.03786367997829515
ACH-000591,-0.15198883840440536
ACH-000593,-0.234723432353896
ACH-000600,-0.0903366163466605
ACH-000601,-0.07319411193908827
ACH-000605,-0.035581068303242994
ACH-000606,-0.10806988215937142
ACH-000608,0.05002547921967437
ACH-000614,-0.0659720811661032
ACH-000616,-0.009666168130703914
ACH-000618,-0.17810777055792038
ACH-000619,0.043633650674722566
ACH-000620,-0.11675104303020242
ACH-000621,-0.04450841726460115
ACH-000622,-0.030011671530660287
ACH-000623,0.09796127550175784
ACH-000624,0.0447400024356632
ACH-000627,-0.09929964899794687
ACH-000630,-0.19294703898685486
ACH-000631,0.07541974247572741
ACH-000632,-0.09693276152871567
ACH-000633,-0.08124897185219718
ACH-000637,-0.11373004811101815
ACH-000638,-0.16771644817182002
ACH-000646,0.008502256390488286
ACH-000647,0.024296634467978848
ACH-000648,0.10127770496086982
ACH-000649,-0.008485201020602037
ACH-000651,-0.07295177576115569
ACH-000652,-0.09477672759416997
ACH-000653,-0.09948700118539396
ACH-000657,-0.01663550358335343
ACH-000658,-0.11316624171845302
ACH-000661,0.06378208451755389
ACH-000662,-0.29170606815302685
ACH-000663,0.09368250399113476
ACH-000665,0.0034546160609160137
ACH-000671,-0.09408267999444593
ACH-000672,0.05334960585139062
ACH-000673,-0.057281885250673764
ACH-000676,-0.007773360105708369
ACH-000677,0.023886127167608316
ACH-000681,-0.008479407804320448
ACH-000683,-0.08419244063030154
ACH-000684,-0.20246907566564212
ACH-000688,0.06816678317547988
ACH-000693,-0.1411669748602895
ACH-000694,-0.07179026735608678
ACH-000695,-0.0499557916419031
ACH-000696,0.002987747793115791
ACH-000697,-0.025241856841139176
ACH-000699,-0.17271513342103895
ACH-000701,0.07577279923808207
ACH-000706,-0.06187179523321262
ACH-000711,-0.05070920047309625
ACH-000713,-0.10732541249062358
ACH-000714,0.028830446872034468
ACH-000718,-0.05273879809035872
ACH-000720,-0.0965898479834252
ACH-000721,-0.013716873132844266
ACH-000724,-0.10328003119230772
ACH-000725,-0.09641983931017914
ACH-000732,0.00914908145816462
ACH-000734,-0.04290701133209012
ACH-000735,-0.1784932113588276
ACH-000736,-0.1117489546761692
ACH-000738,-0.05340708470505184
ACH-000746,0.04700457165446911
ACH-000747,0.0024787030421186
ACH-000748,0.016603264159562554
ACH-000753,-0.05968558671413968
ACH-000756,-0.08347814675977802
ACH-000757,-0.018383274549767355
ACH-000758,-0.11350244435193405
ACH-000760,-0.015215621549120343
ACH-000762,-0.022527902634297145
ACH-000763,0.04975670418587885
ACH-000764,0.03279824118564379
ACH-000765,-0.0043587730097184064
ACH-000766,-0.0023933374784671155
ACH-000767,-0.10751142770336676
ACH-000768,0.0865330635546297
ACH-000769,0.042570007460640116
ACH-000770,0.031494616364874516
ACH-000771,-0.07658939421832364
ACH-000773,0.10321521177380827
ACH-000776,-0.19597214331697307
ACH-000777,-0.02487868576205919
ACH-000778,0.05630913661914324
ACH-000781,0.05720062356278401
ACH-000782,-0.03757231364043999
ACH-000783,-0.07764499587592713
ACH-000784,0.004403709890107393
ACH-000785,-0.12768883241490486
ACH-000787,-0.1421766439418526
ACH-000788,-0.017967379279372996
ACH-000791,-0.0639752333983016
ACH-000792,-0.07366495647291131
ACH-000794,-0.11518354575951464
ACH-000796,0.03910103422685525
ACH-000798,-0.12728121221243088
ACH-000799,-0.08271963562610203
ACH-000800,-0.18825711416568366
ACH-000802,-0.07843735122427227
ACH-000804,-0.12262697721756335
ACH-000805,-0.07476638424057745
ACH-000809,0.05320812068423282
ACH-000810,0.16325837844161525
ACH-000811,-0.07511504801488758
ACH-000817,-0.04033719765110017
ACH-000819,-0.052118712723519256
ACH-000820,-0.16213610537089349
ACH-000821,0.013404429942811559
ACH-000822,0.003453567241394161
ACH-000823,-0.019253141088794157
ACH-000824,-0.0900436460662339
ACH-000827,0.03028308352138961
ACH-000829,-0.09023206428178963
ACH-000831,-0.07554879345171159
ACH-000832,0.08784091505298072
ACH-000833,0.08903011178416873
ACH-000834,-0.14755322214633582
ACH-000835,-0.12070095438668715
ACH-000836,-0.056355105668893374
ACH-000837,-0.10910921065918604
ACH-000838,-0.09162469044598294
ACH-000839,-0.2865827722652046
ACH-000840,0.05970986338817675
ACH-000841,-0.07933368706170915
ACH-000843,0.00225278468831818
ACH-000846,-0.199865871395376
ACH-000847,0.020311233367198096
ACH-000848,0.09432486123425292
ACH-000849,-0.06153530395374542
ACH-000851,-0.06757785504629747
ACH-000855,-0.002322023665803693
ACH-000856,0.02929833038896933
ACH-000858,-0.1424772151195436
ACH-000859,-0.08872967055244586
ACH-000861,-0.0005740335566411516
ACH-000862,-0.037421037932259066
ACH-000865,-0.0016745676080928895
ACH-000866,0.0406991902014252
ACH-000867,0.05295903220550459
ACH-000869,-0.0681025574443366
ACH-000872,-0.21075923402259814
ACH-000873,0.00732019224977537
ACH-000876,0.07323088648005566
ACH-000878,0.12747104237212198
ACH-000880,-0.0992094034070618
ACH-000881,0.0020313620590135775
ACH-000882,-0.24224249782377424
ACH-000884,-0.07452111201968205
ACH-000885,-0.02881965905575389
ACH-000887,-0.12307572894297213
ACH-000889,0.017757242575257383
ACH-000896,0.0695199388011864
ACH-000898,0.09428448161261108
ACH-000900,-0.14292426051256465
ACH-000901,-0.07821654868651601
ACH-000905,-0.07065648007133553
ACH-000906,0.003820231877890168
ACH-000907,-0.09177963754769043
ACH-000910,-0.09896258710669603
ACH-000911,-0.02637830798811772
ACH-000912,-0.0797394203717615
ACH-000913,-0.02087823871323652
ACH-000915,-0.07158834403774972
ACH-000916,0.3405565063119702
ACH-000917,-0.005576992647415542
ACH-000920,-0.11241580185979996
ACH-000921,-0.12812341627223298
ACH-000924,0.0958800464033862
ACH-000926,0.021113864808167442
ACH-000928,-0.03591616558782393
ACH-000929,-0.049072451803523695
ACH-000932,-0.029864861015913145
ACH-000935,0.004736944487734053
ACH-000936,-0.11705809390500913
ACH-000937,-0.1070122048040048
ACH-000938,-0.012969203556853
ACH-000939,0.02968697784205572
ACH-000941,-0.07281320070471645
ACH-000943,0.00910736341829093
ACH-000946,-0.011473310737265652
ACH-000947,-0.08394207223648494
ACH-000948,0.057901511478242025
ACH-000950,0.031407188772294835
ACH-000953,-0.05876263297119511
ACH-000954,-0.02874285498508544
ACH-000957,-0.0861037463013096
ACH-000958,0.04681146855238743
ACH-000960,-0.03288412003986261
ACH-000963,0.021665056155413715
ACH-000968,-0.05839024360247405
ACH-000969,0.023235441691893916
ACH-000972,-0.11032755985116804
ACH-000973,0.018882492871620662
ACH-000974,-0.05709993818176224
ACH-000978,-0.19853412707106186
ACH-000984,-0.11573313682154185
ACH-000986,-0.1697959215753498
ACH-000988,-0.13071703356552275
ACH-000993,-0.053811959376123465
ACH-000994,0.10377950368027876
ACH-000996,-0.0033291245290824247
ACH-001001,0.05356459849020182
ACH-001020,0.0035061497289480483
ACH-001028,0.008766564640016173
ACH-001031,0.033421817487565134
ACH-001038,-0.06655198853264017
ACH-001048,-0.06588599671840678
ACH-001050,-0.11408520332236385
ACH-001053,-0.09463482037935872
ACH-001054,-0.0799401033077599
ACH-001061,-0.00492812373792401
ACH-001067,-0.09404862433978628
ACH-001075,0.0546191446984941
ACH-001096,-0.12477504275122756
ACH-001111,-0.14265741668936613
ACH-001119,-0.04287570857830682
ACH-001128,-0.052463631235730133
ACH-001134,0.07454365895294611
ACH-001151,0.04894911663978067
ACH-001163,-0.014890596068691041
ACH-001164,-0.09871562200777984
ACH-001183,0.08788155441637943
ACH-001192,0.01433891753421006
ACH-001193,-0.0643874890895889
ACH-001196,-0.06351360115056554
ACH-001197,-0.1329114048010377
ACH-001205,0.046874511296286975
ACH-001211,-0.053611042326467434
ACH-001212,-0.13927152447407826
ACH-001228,-0.24073477769642426
ACH-001232,-0.1878220381486637
ACH-001239,-0.046008248321361696
ACH-001270,-0.054651138887418765
ACH-001274,-0.060040384002938686
ACH-001275,-0.027848575518935083
ACH-001277,-0.027323850898332037
ACH-001278,0.059128555711373036
ACH-001280,-0.1361420346437085
ACH-001283,0.10084680546625437
ACH-001289,0.017444285428473597
ACH-001300,-0.08017166314317878
ACH-001301,0.041716724566561884
ACH-001302,-0.1554707375793283
ACH-001306,-0.16271777457342196
ACH-001318,-0.004561405950428665
ACH-001322,-0.17943277313274328
ACH-001328,-0.14475413157272815
ACH-001332,-0.10482960890196936
ACH-001336,-0.07893071313370584
ACH-001346,-0.06530724278013778
ACH-001353,0.002056421271933591
ACH-001354,-0.17910104259503395
ACH-001367,-0.08915384908511559
ACH-001368,-0.052615816940609114
ACH-001374,0.12210958861450072
ACH-001377,0.0365827856299405
ACH-001380,-0.042279193505400894
ACH-001391,0.013018686088592815
ACH-001408,-0.08064672179623186
ACH-001430,-0.08227237009078353
ACH-001431,-0.022518051482833697
ACH-001450,-0.2740992439154118
ACH-001496,-0.08958244031047785
ACH-001500,-0.2078906951519272
ACH-001523,0.043438870934822085
ACH-001532,-0.00205293642405948
ACH-001550,-0.05413156338470857
ACH-001552,-0.051992101775451716
ACH-001554,-0.034449581589129835
ACH-001654,-0.08742416071591644
ACH-001735,-0.0234191419596922
ACH-001736,0.05248761904792706
ACH-001737,-0.005272416548989531
ACH-001740,-0.13467410721208273
ACH-001745,-0.036660103365696334
ACH-001765,-0.08602994697325364
