,POC5 (134359)
ACH-000004,0.059348844536106275
ACH-000005,0.14453626728901364
ACH-000007,0.13523840284463304
ACH-000009,0.019578052889457933
ACH-000011,0.052180613491856334
ACH-000012,-0.32999284999301953
ACH-000013,0.05146609384100198
ACH-000014,-0.08631452213509598
ACH-000015,-0.009190617748183059
ACH-000017,0.04420249495623668
ACH-000018,-0.11993602714610495
ACH-000019,-0.004166184577769724
ACH-000021,0.007952548448892866
ACH-000022,0.1688505455113247
ACH-000025,0.015484299180831516
ACH-000028,-0.03849863982925592
ACH-000030,-0.02675846360828095
ACH-000035,0.09749807587790496
ACH-000036,-0.10949837477712936
ACH-000037,-0.07054848913279843
ACH-000039,-0.06669623063778048
ACH-000040,-0.11502475841347745
ACH-000041,-0.009915407901211058
ACH-000042,-0.003734352568961008
ACH-000045,0.016823484683337848
ACH-000047,-0.06302799289810318
ACH-000052,-0.02453140495014817
ACH-000053,0.036405373118439804
ACH-000054,-0.123851618586522
ACH-000055,-0.10519064869320176
ACH-000060,0.004644454293568488
ACH-000067,-0.057209165827206684
ACH-000070,-0.010963110348565822
ACH-000075,0.003380473151856927
ACH-000078,0.03134443134471903
ACH-000082,-0.06841351510350578
ACH-000085,0.08228896626660435
ACH-000086,-0.04355218682583965
ACH-000087,0.005658067363347482
ACH-000092,0.053444344438353136
ACH-000095,-0.0017636888337134793
ACH-000097,-0.028851436179487818
ACH-000098,-0.12123653017405665
ACH-000099,-0.07918613906687591
ACH-000108,0.05467995607465558
ACH-000113,0.16059069887699734
ACH-000116,0.04983136335231859
ACH-000118,0.061956701529023175
ACH-000120,-0.0422602099900795
ACH-000123,0.11831528250610025
ACH-000127,0.007511108422427765
ACH-000128,-0.11866935179530955
ACH-000132,-0.11380482635513894
ACH-000133,0.06934506616755735
ACH-000137,-0.06894561937123662
ACH-000138,0.14518664478699608
ACH-000142,0.04297163418419577
ACH-000143,-0.19335307087199585
ACH-000146,-0.007740450254837986
ACH-000148,0.06337376420202455
ACH-000150,-0.20172842118584336
ACH-000152,-0.0943305263844831
ACH-000153,-0.14224534588969515
ACH-000159,-0.11871315924237125
ACH-000160,0.12430675486451155
ACH-000163,-0.08097211179023182
ACH-000167,0.2068747375154057
ACH-000168,-0.0405491113291017
ACH-000169,-0.14039425958465818
ACH-000178,0.02574970628901736
ACH-000183,-0.07445724445325885
ACH-000188,-0.03252308298753492
ACH-000189,-0.16033769219764873
ACH-000190,-0.24615530909061414
ACH-000198,0.1372973153294867
ACH-000203,0.2340981267042437
ACH-000204,0.13104225203253494
ACH-000206,-0.050494630002602015
ACH-000207,0.1343502780200427
ACH-000208,0.09428767364164832
ACH-000210,0.047680170249852286
ACH-000211,0.014677847114613597
ACH-000215,-0.055318457029422716
ACH-000221,0.27371131739450605
ACH-000222,0.06783332090878783
ACH-000223,0.15929162729909474
ACH-000226,-0.02095843966410272
ACH-000227,-0.02249993556331838
ACH-000228,0.16876197773059431
ACH-000231,0.0022798068570485997
ACH-000232,-0.01251588885122703
ACH-000233,0.10043932556358973
ACH-000234,-0.09057610530721097
ACH-000235,-0.01290863885185375
ACH-000237,-0.037434928979198666
ACH-000238,-0.20130541516361927
ACH-000242,-0.03301787094372043
ACH-000243,-0.1474026982614425
ACH-000244,-0.32101953559987245
ACH-000246,-0.0990715460247772
ACH-000248,-0.06406874065134019
ACH-000250,-0.062399907985527525
ACH-000251,0.1311924147389919
ACH-000252,-0.2341536814750421
ACH-000253,0.018303898711811213
ACH-000255,0.019324715921261917
ACH-000256,-0.03513049298165782
ACH-000257,-0.10073909849184756
ACH-000258,0.2825280418361262
ACH-000259,0.10787075394904454
ACH-000260,0.08830734379987555
ACH-000261,-0.2658621578717835
ACH-000262,0.06176273532849446
ACH-000263,-0.11905836113630222
ACH-000264,-0.08722048488807922
ACH-000265,0.1170561671393963
ACH-000266,0.04387770237658841
ACH-000272,0.025576931465422427
ACH-000274,0.023938529391821367
ACH-000277,0.25890345543772875
ACH-000278,0.03857208370563317
ACH-000279,0.04487205017263216
ACH-000280,0.10409850557611294
ACH-000281,0.24475362419672986
ACH-000288,0.036200067715249966
ACH-000291,0.035730663634922534
ACH-000293,-0.0479295187307569
ACH-000294,0.1262943627112086
ACH-000295,0.0294891747203344
ACH-000296,0.04346666904360867
ACH-000302,0.04763315892575902
ACH-000304,-0.10651587032779668
ACH-000307,-0.059100796007579635
ACH-000308,0.1041169583535037
ACH-000310,0.005803101545534506
ACH-000311,0.1447271278399045
ACH-000312,0.07474597048450622
ACH-000315,-0.057812245781967225
ACH-000316,0.07377308411529956
ACH-000317,-0.059591122198571524
ACH-000318,0.07202877759596606
ACH-000319,0.03182483110998359
ACH-000320,-0.014743689396902702
ACH-000322,-0.08073451434427012
ACH-000323,0.09275754055272192
ACH-000324,0.009986169622593102
ACH-000329,0.07813932987452661
ACH-000330,0.04416661560639325
ACH-000331,-0.11556531626912706
ACH-000332,0.056628787580924336
ACH-000334,0.047062729410637785
ACH-000335,-0.035277568545710215
ACH-000336,-0.053117836343917514
ACH-000337,0.11970594475544938
ACH-000338,0.1906226798011905
ACH-000339,0.050937715202721945
ACH-000341,-0.0379616554093664
ACH-000348,-0.0401589619349412
ACH-000350,-0.0520291906871504
ACH-000352,-0.001345895475277727
ACH-000356,-0.007674704122808456
ACH-000361,0.07341197090670876
ACH-000362,0.09182485157333213
ACH-000363,0.06506949878462262
ACH-000364,0.06995639646693895
ACH-000365,0.02310189282413232
ACH-000366,0.026499016364647764
ACH-000368,-0.02057246327651439
ACH-000374,-0.04648201932645843
ACH-000375,0.14939094585131565
ACH-000376,0.03228143550477078
ACH-000381,0.1467663622572741
ACH-000383,0.04320145476766366
ACH-000387,0.031386875343920664
ACH-000389,-0.2257518033425095
ACH-000390,0.027238223067890692
ACH-000393,0.02442964245610668
ACH-000395,-0.5943238394746699
ACH-000396,-0.12952995432783074
ACH-000397,0.08621327279083862
ACH-000401,-0.2665983967444091
ACH-000402,-0.0210137285176742
ACH-000403,0.06348197519556513
ACH-000404,0.07753840801341746
ACH-000406,0.02397400203380413
ACH-000407,-0.04287293452765667
ACH-000408,-0.026577147619356273
ACH-000410,-0.03861915667403885
ACH-000411,-0.10980107994320652
ACH-000414,0.11911751182891556
ACH-000415,0.07016287833904299
ACH-000416,-0.011231175949707285
ACH-000420,-0.04923933440135856
ACH-000421,0.0486225493142711
ACH-000424,-0.06453901903197065
ACH-000425,-0.008439974950727255
ACH-000426,0.08881909593491516
ACH-000427,-0.0316141573367562
ACH-000433,-0.0246374720989195
ACH-000435,-0.03953456778622197
ACH-000436,-0.16890178931412372
