,FRZB (2487)
ACH-000004,-0.050926906637011764
ACH-000005,-0.1029411283552778
ACH-000007,-0.0732120497637386
ACH-000009,-0.10560456000316024
ACH-000011,-0.21120987026663413
ACH-000012,-0.08496349898217204
ACH-000013,-0.038139934949661135
ACH-000014,-0.05565608051579541
ACH-000015,-0.11812050783379155
ACH-000017,0.0015876725397363195
ACH-000018,-0.17131664024407608
ACH-000019,0.05706207466507055
ACH-000021,0.054412730418517886
ACH-000022,-0.1159755396207274
ACH-000025,-0.042761141414047125
ACH-000028,-0.010575903377441956
ACH-000030,-0.15586067736912446
ACH-000035,-0.10357378021870044
ACH-000036,-0.19959397708756266
ACH-000037,-0.11873791780844788
ACH-000039,-0.15102551642401613
ACH-000040,-0.09647022561442696
ACH-000041,-0.23931958455821697
ACH-000042,0.04756771948054248
ACH-000045,-0.03069523456119591
ACH-000047,-0.1912910293495311
ACH-000052,-0.02343036248229673
ACH-000053,-0.1067081105798649
ACH-000054,0.0074710051441400065
ACH-000055,-0.1689941392510125
ACH-000060,-0.065662226142429
ACH-000067,0.03811311443405605
ACH-000070,-0.15260685434498006
ACH-000075,-0.3469167926862143
ACH-000078,-0.029469574783388113
ACH-000082,-0.08448435687401687
ACH-000085,-0.07216629194703808
ACH-000086,0.01601279146023332
ACH-000087,0.056647155769663976
ACH-000092,-0.17770313901622786
ACH-000095,-0.08307727212122533
ACH-000097,-0.09882550780424663
ACH-000098,-0.1335143626261685
ACH-000099,0.04147237971536871
ACH-000108,-0.16975314444590411
ACH-000113,0.028550515764883818
ACH-000116,-0.1077760752686787
ACH-000118,-0.14062554539690048
ACH-000120,-0.09213695535469196
ACH-000123,-0.1282248633885624
ACH-000127,-0.11549463233455368
ACH-000128,-0.12406277818772901
ACH-000132,-0.010945344064975208
ACH-000133,-0.11102440430821403
ACH-000137,-0.026572946151526448
ACH-000138,-0.022785961163180515
ACH-000142,-0.023734791055364583
ACH-000143,0.12665389354502507
ACH-000146,-0.0618937364673908
ACH-000148,-0.11624681642558107
ACH-000150,-0.0770608267165294
ACH-000152,-0.11268860766969956
ACH-000153,-0.044054738322950884
ACH-000159,-0.06892590485335509
ACH-000160,-0.15758305920197194
ACH-000163,-0.028423123279709327
ACH-000167,-0.03166045791929736
ACH-000168,-0.011765572193306895
ACH-000169,-0.011413129557063034
ACH-000178,-0.012337533743687656
ACH-000183,-0.1550783045359419
ACH-000188,0.07974137101775518
ACH-000189,-0.047795606413141616
ACH-000190,0.07612061501052582
ACH-000198,-0.16913769088818773
ACH-000203,0.1705157470314704
ACH-000204,0.17791154238672344
ACH-000206,-0.2453237876832305
ACH-000207,-0.060239733948064964
ACH-000208,0.09395510282000366
ACH-000210,0.2114006819418786
ACH-000211,-0.11929781091186036
ACH-000215,-0.11115314672959352
ACH-000221,-0.033318266784758716
ACH-000222,-0.024104068702606226
ACH-000223,-0.11902219554953156
ACH-000226,-0.05867333186550783
ACH-000227,0.05272000867959744
ACH-000228,-0.03701211090648335
ACH-000231,-0.1397297031833091
ACH-000232,-0.02229863551638377
ACH-000233,0.03078484181568282
ACH-000234,-0.06648453756240676
ACH-000235,0.009215347306446287
ACH-000237,-0.13385043454151446
ACH-000238,-0.29396801150087704
ACH-000242,-0.1574876672610737
ACH-000243,-0.05607232519137932
ACH-000244,0.18706729524953453
ACH-000246,-0.019105024647867903
ACH-000248,-0.11867350381739958
ACH-000250,-0.07198381973176604
ACH-000251,-0.29017559042935354
ACH-000252,-0.2549449869360138
ACH-000253,-0.1175523628189486
ACH-000255,-0.2221183425783909
ACH-000256,-0.0767264260099562
ACH-000257,0.13751707340845934
ACH-000258,-0.1446367445914957
ACH-000259,-0.07715017434977786
ACH-000260,-0.13456200969916265
ACH-000261,-0.0857061146329524
ACH-000262,-0.016167259239696717
ACH-000263,-0.2390898287589397
ACH-000264,-0.0642176816772778
ACH-000265,-0.17206109029079622
ACH-000266,-0.006290375694897954
ACH-000272,-0.04968592390258091
ACH-000274,-0.07713973132650465
ACH-000277,-0.1617782853420634
ACH-000278,-0.08060961887403624
ACH-000279,-0.17000336106739575
ACH-000280,0.0769769711334213
ACH-000281,-0.039994921365345534
ACH-000288,-0.061881268989852876
ACH-000291,0.026253881066930686
ACH-000293,0.040106575157186485
ACH-000294,-0.08402892953444338
ACH-000295,0.035396018028416326
ACH-000296,-0.19486088944772528
ACH-000302,-0.12144440455900204
ACH-000304,-0.07044584249702597
ACH-000307,-0.15527595686359427
ACH-000308,-0.05096859411746128
ACH-000310,-0.13880785127185638
ACH-000311,0.15642436763200274
ACH-000312,0.052502235868609116
ACH-000315,-0.2659905271836752
ACH-000316,-0.05860632237699325
ACH-000317,-0.07999750790444493
ACH-000318,-0.07639395693059292
ACH-000319,-0.007580107895109805
ACH-000320,0.05733251448855796
ACH-000322,0.07252263432261359
ACH-000323,0.07275398508199503
ACH-000324,-0.12391040398386205
ACH-000329,-0.09012822903565224
ACH-000330,-0.023582436961893664
ACH-000331,-0.1714772838554424
ACH-000332,-0.035500082345417634
ACH-000334,-0.10465329309681758
ACH-000335,-0.043154012323724386
ACH-000336,-0.2458669217765653
ACH-000337,-0.07472417668948789
ACH-000338,-0.3893884043517985
ACH-000339,-0.08570665157911038
ACH-000341,-0.14639066174883938
ACH-000348,-0.08420137154023576
ACH-000350,-0.0958888052970276
ACH-000352,-0.03366873340010889
ACH-000356,-0.0617974251624657
ACH-000361,0.0026573279579286914
ACH-000362,0.01572086821136288
ACH-000363,-0.07396922612398182
ACH-000364,-0.18586597555812528
ACH-000365,-0.10361913983980717
ACH-000366,-0.10208280741854638
ACH-000368,-0.18289116212677115
ACH-000374,-0.05463226564143701
ACH-000375,-0.008655434896280187
ACH-000376,-0.060260694721651874
ACH-000381,-0.1409809164385741
ACH-000383,-0.09510242925225408
ACH-000387,-0.004974929889396839
ACH-000389,-0.0677368678103732
ACH-000390,-0.11675915821432716
ACH-000393,-0.1861107761818564
ACH-000395,-0.1445625141728692
ACH-000396,0.08197203183684618
ACH-000397,-0.005633010902853074
ACH-000401,-0.04456887650504126
ACH-000402,0.08742337105749408
ACH-000403,-0.09531702496409064
ACH-000404,0.21681245153483428
ACH-000406,-0.17039253008851155
ACH-000407,0.03147257298749992
ACH-000408,-0.12027598124113875
ACH-000410,0.07894946318219946
ACH-000411,-0.039896842094591004
ACH-000414,-0.01826302860923917
ACH-000415,-0.13901950183001585
ACH-000416,-0.13944777920466125
ACH-000420,0.029836735786453863
ACH-000421,-0.0760033238097316
ACH-000424,-0.0708184607667798
ACH-000425,0.03489954777955307
ACH-000426,-0.20481786509608765
ACH-000427,-0.11365927036392648
ACH-000433,0.0638719860565839
ACH-000435,-0.06991388970812862
ACH-000436,-0.0998701143751998
ACH-000444,-0.18196549079008345
ACH-000445,-0.06835447689446758
ACH-000448,-0.16376771700627255
ACH-000450,-0.0367289835005683
ACH-000452,-0.07312969736564016
ACH-000454,0.06514852068935573
ACH-000458,-0.042860344107146696
ACH-000459,-0.40220538621181096
ACH-000460,-0.13835781240618095
ACH-000461,-0.12193448789623895
ACH-000463,-0.17502630545151113
ACH-000464,0.02783406569496221
ACH-000466,-0.0497327822919579
