,SQRDL (58472)
ACH-000004,0.2396882353844059
ACH-000005,-0.15664036913483825
ACH-000007,-0.15283540382376554
ACH-000009,-0.19038829081390946
ACH-000011,0.069230391426173
ACH-000012,0.018074669822955147
ACH-000013,-0.02487823830864537
ACH-000014,-0.18899734240647276
ACH-000015,-0.06387823616979878
ACH-000017,-0.16210258530766275
ACH-000018,0.08787687336940313
ACH-000019,0.05237124528070969
ACH-000021,0.05276311888174247
ACH-000022,-0.1875419278236179
ACH-000025,-0.08126161372202037
ACH-000028,-0.002189722873619751
ACH-000030,-0.11200603319759132
ACH-000035,0.058848691408611715
ACH-000036,0.08648906322860926
ACH-000037,-0.12967339765986205
ACH-000039,0.057987948085246585
ACH-000040,0.08252693764657948
ACH-000041,0.13867276748900378
ACH-000042,-0.1115207718520245
ACH-000045,-0.1274248104726127
ACH-000047,-0.1183981413117996
ACH-000052,0.2560518310328801
ACH-000053,0.06651007790777748
ACH-000054,-0.06941669531152914
ACH-000055,-0.038387887008817366
ACH-000060,-0.034412323380878435
ACH-000067,-0.03364082126325793
ACH-000070,0.2319977561965769
ACH-000075,-0.09576387375470287
ACH-000078,-0.07322968149275333
ACH-000082,-0.0576536606427752
ACH-000085,0.1561985734082183
ACH-000086,-0.02548101561469544
ACH-000087,-0.08412567537510128
ACH-000092,-0.10099878026323264
ACH-000095,0.050569184138430125
ACH-000097,-0.13520839196778464
ACH-000098,0.04094636870664228
ACH-000099,-0.12215594825086325
ACH-000108,-0.041544045276701434
ACH-000113,0.006472294593260591
ACH-000116,-0.10915055365075288
ACH-000118,-0.014832204126834015
ACH-000120,-0.040687965155613424
ACH-000123,-0.017878669335437646
ACH-000127,-0.046699839334068134
ACH-000128,-0.17766181151017488
ACH-000132,-0.20348408756524586
ACH-000133,0.11702342759207306
ACH-000137,-0.10783526936884584
ACH-000138,0.13187430810294834
ACH-000142,0.10465447173245122
ACH-000143,0.11719713909619985
ACH-000146,-0.032957258400521335
ACH-000148,-0.031099392016223606
ACH-000150,0.06894395106565457
ACH-000152,-0.08791654571544766
ACH-000153,-0.08286377925800105
ACH-000159,-0.09411639085152816
ACH-000160,-0.23673621991941776
ACH-000163,0.08012645513371927
ACH-000167,-0.15992649866951525
ACH-000168,0.032492857115671306
ACH-000169,-0.031085821823834344
ACH-000178,-0.07651837916354559
ACH-000183,-0.1807523438943741
ACH-000188,0.02390642845769898
ACH-000189,-0.08460349706303995
ACH-000190,-0.1026789075846956
ACH-000198,0.017916412508493133
ACH-000203,-0.5653629173474317
ACH-000204,-0.14938860267556747
ACH-000206,-0.08792076423273659
ACH-000207,-0.0342551571601834
ACH-000208,0.07607999911231991
ACH-000210,-0.1188706104222954
ACH-000211,0.03005257439090325
ACH-000215,-0.035610199483551125
ACH-000221,-0.09954592764349617
ACH-000222,-0.12051669742734199
ACH-000223,-0.2039568213539668
ACH-000226,0.02356768820513857
ACH-000227,-0.11101347024921104
ACH-000228,-0.02484547548070829
ACH-000231,0.012561650380822421
ACH-000232,0.013624841084868477
ACH-000233,-0.09612364819992447
ACH-000234,-0.04329023840650649
ACH-000235,-0.1053332554192404
ACH-000237,-0.10255804451924096
ACH-000238,-0.0012052471388896068
ACH-000242,-0.008677985188922769
ACH-000243,-0.07302565812907467
ACH-000244,-0.08822624395508033
ACH-000246,-0.03351606949282675
ACH-000248,-0.24111156106827886
ACH-000250,-0.01953924613995993
ACH-000251,0.15414669112363985
ACH-000252,-0.04656363801884211
ACH-000253,-0.06035909251824295
ACH-000255,-0.18187203885610514
ACH-000256,-0.11489013431799155
ACH-000257,-0.05553796013169523
ACH-000258,-0.2619047246347705
ACH-000259,0.0011154333358485116
ACH-000260,-0.07055790705236634
ACH-000261,-0.06873669205806995
ACH-000262,0.06890404605952281
