,NOB1 (28987)
ACH-000004,-1.0542026863887854
ACH-000005,-1.30296709690289
ACH-000007,-0.8398710606177496
ACH-000009,-0.685247000718272
ACH-000011,-1.1299732311352777
ACH-000012,-0.8347133739932866
ACH-000013,-0.9364304286103946
ACH-000014,-1.0568059486311896
ACH-000015,-0.7839049727529287
ACH-000017,-1.0823857416274705
ACH-000018,-0.8321186486671818
ACH-000019,-0.8866794214327093
ACH-000021,-0.9322371667384176
ACH-000022,-0.8400200081527969
ACH-000025,-0.8605893743727329
ACH-000028,-0.6868141269370821
ACH-000030,-0.9219823210390748
ACH-000035,-0.9821769993511976
ACH-000036,-0.9072974057799076
ACH-000037,-0.7966138531712449
ACH-000039,-1.101733213476909
ACH-000040,-1.0647005744379736
ACH-000041,-0.806602160088203
ACH-000042,-0.9441481627545978
ACH-000045,-0.9316470996704216
ACH-000047,-1.0319046833191121
ACH-000052,-0.964006167278076
ACH-000053,-0.8685538088678368
ACH-000054,-0.6312917462982377
ACH-000055,-0.9026953513525712
ACH-000060,-0.7810421950914064
ACH-000067,-1.1497343811942289
ACH-000070,-0.8737494739423849
ACH-000075,-1.1690353256453043
ACH-000078,-0.9349982680357776
ACH-000082,-0.9765790878749471
ACH-000085,-0.8505449288111684
ACH-000086,-0.8128475298134271
ACH-000087,-1.1026087761001333
ACH-000092,-0.8927280428688676
ACH-000095,-0.9338303105428348
ACH-000097,-0.9133377362595834
ACH-000098,-1.0448478854416856
ACH-000099,-0.8292478394738678
ACH-000108,-0.8981318554244128
ACH-000113,-0.9458349056349368
ACH-000116,-0.9959380712774168
ACH-000118,-0.7478967051772665
ACH-000120,-1.0683380850873674
ACH-000123,-0.6592275654438853
ACH-000127,-0.9223105523762342
ACH-000128,-0.8256308587035002
ACH-000132,-1.2230291990522648
ACH-000133,-0.8599587626372331
ACH-000137,-0.9953434766977902
ACH-000138,-0.8103388533021562
ACH-000142,-0.920181871093184
ACH-000143,-1.1726786515274443
ACH-000146,-0.9198939406947708
ACH-000148,-1.0480572597937912
ACH-000150,-0.6275999739203455
ACH-000152,-0.8479656467041828
ACH-000153,-1.3310422837648048
ACH-000159,-0.8904996988156012
ACH-000160,-0.999552363829136
ACH-000163,-0.8028890678655479
ACH-000167,-1.1974659725866597
ACH-000168,-0.8751268290864241
ACH-000169,-1.0039329945874222
ACH-000178,-0.9583367358763796
ACH-000183,-1.003473598699213
ACH-000188,-0.9735866308882568
ACH-000189,-0.4658795349494872
ACH-000190,-1.03236597286678
ACH-000198,-0.9767605615035284
ACH-000203,-0.929407626837874
ACH-000204,-0.7694178694034545
ACH-000206,-1.1214801255476448
ACH-000207,-0.8036326843210264
ACH-000208,-1.04277261926126
ACH-000210,-0.9332031261260062
ACH-000211,-1.0371553605801809
ACH-000215,-1.0419723425625615
ACH-000221,-0.95375275078594
ACH-000222,-1.16857427225266
ACH-000223,-0.614128670908235
ACH-000226,-0.8303295691543491
ACH-000227,-1.0688187767698636
ACH-000228,-0.5134051921319361
ACH-000231,-0.856183711597979
ACH-000232,-0.8947112861409313
ACH-000233,-0.9109865107498536
ACH-000234,-0.8312107425820175
ACH-000235,-0.994883634493028
ACH-000237,-1.0862160119135982
ACH-000238,-0.9498973861343012
ACH-000242,-0.9671351833962876
ACH-000243,-0.9516344189857779
ACH-000244,-1.039327477544197
ACH-000246,-0.8870868159332305
ACH-000248,-1.0705676858955353
ACH-000250,-0.6386151499028874
ACH-000251,-0.7321790560879042
ACH-000252,-0.8228394956372151
ACH-000253,-1.0336121272789278
ACH-000255,-0.9058353328378854
ACH-000256,-1.0871967515324807
ACH-000257,-0.8579329570881967
ACH-000258,-1.0911334025451809
ACH-000259,-1.0549766746979488
ACH-000260,-1.0507694464676225
ACH-000261,-0.8433927831971636
ACH-000262,-0.8773925846338432
ACH-000263,-1.0098119774229122
ACH-000264,-0.5767798065396496
ACH-000265,-0.968318260827293
ACH-000266,-0.7823263770912465
ACH-000272,-0.926189521799446
ACH-000274,-1.0492503901873804
ACH-000277,-0.9092228749326948
ACH-000278,-0.8404651514365683
ACH-000279,-0.9907982738889912
ACH-000280,-0.9390777720375167
ACH-000281,-1.1010791896204428
ACH-000288,-0.9483757841879544
ACH-000291,-0.973234535081906
ACH-000293,-0.806832263078815
ACH-000294,-1.0745588665885435
ACH-000295,-0.909180888044888
ACH-000296,-0.7814017631091938
ACH-000302,-0.8365923993736923
ACH-000304,-0.7184531031639897
ACH-000307,-0.980421952256539
ACH-000308,-0.7915624951716448
ACH-000310,-1.0341402235041672
ACH-000311,-1.0201162580173906
ACH-000312,-0.9664973752094728
ACH-000315,-0.8562398959368281
ACH-000316,-1.1759063729304422
ACH-000317,-1.2045142040751229
ACH-000318,-0.9471469248983732
ACH-000319,-0.890975299838178
ACH-000320,-0.9719454276749756
ACH-000322,-0.8057409549554658
ACH-000323,-1.0951076812115106
ACH-000324,-0.7196880981186093
ACH-000329,-0.9497812723347416
ACH-000330,-0.963759308007204
ACH-000331,-0.9062858770352379
ACH-000332,-0.943880300480874
ACH-000334,-0.6722132879510353
ACH-000335,-0.8332706389074227
ACH-000336,-0.8422586517724636
ACH-000337,-0.903336523089285
ACH-000338,-1.0645918872469635
ACH-000339,-0.9725809279990888
ACH-000341,-0.8604230962600524
ACH-000348,-0.9796527873947478
ACH-000350,-0.9707973018025716
ACH-000352,-0.9372112811575628
ACH-000356,-1.1120731392615175
ACH-000361,-1.0375140046471003
ACH-000362,-0.9970732522891096
ACH-000363,-0.7774758325489209
ACH-000364,-0.7164843373997849
ACH-000365,-0.8249804599300452
ACH-000366,-0.9222197725014908
ACH-000368,-0.9487781419201607
ACH-000374,-0.6714522873527066
ACH-000375,-0.6393698742630822
ACH-000376,-1.0215608843582622
ACH-000381,-0.7015411725651299
ACH-000383,-0.751274480080294
ACH-000387,-0.7393429892693159
ACH-000389,-0.8622324522715424
ACH-000390,-0.8646340438586156
ACH-000393,-0.6977918592553177
ACH-000395,-1.065969642074419
ACH-000396,-0.7885163791910982
ACH-000397,-0.901899764228826
ACH-000401,-0.8983292369440906
ACH-000402,-0.7727922778051147
ACH-000403,-0.7264570528300047
ACH-000404,-1.0151947730245352
ACH-000406,-0.89714663684337
ACH-000407,-0.967305761677715
ACH-000408,-0.8062542531002059
ACH-000410,-0.9819478980352959
ACH-000411,-1.0341409998912852
ACH-000414,-0.8430279367687488
ACH-000415,-0.9340137075096804
ACH-000416,-0.9503742602313224
ACH-000420,-0.9322197486508246
ACH-000421,-0.9428195743626666
ACH-000424,-0.9681879850085188
ACH-000425,-0.8892756319866487
ACH-000426,-0.6037029811704151
ACH-000427,-0.608977871358022
ACH-000433,-0.7447138206747518
ACH-000435,-0.7401236777368697
ACH-000436,-0.9130540164419322
ACH-000444,-1.134567975113098
ACH-000445,-0.9631205761237857
ACH-000448,-1.0801705380353048
ACH-000450,-0.7297079534604076
ACH-000452,-0.8570197523816718
ACH-000454,-1.1940754322325615
ACH-000458,-0.8985298613558945
ACH-000459,-0.5570792702934102
ACH-000460,-0.8629469956838662
ACH-000461,-0.8972985420444438
ACH-000463,-1.0077499961942755
ACH-000464,-0.7828927294280011
ACH-000466,-1.089699255075625
ACH-000467,-0.882234016715606
ACH-000468,-0.8000543580996784
ACH-000469,-1.0849494760351888
ACH-000470,-0.5461823123576733
ACH-000471,-0.9670809025474684
ACH-000472,-0.8795100554194712
ACH-000473,-1.100156378122057
ACH-000475,-0.8380637200170816
ACH-000476,-0.7640740934940169
ACH-000477,-0.9077464021316468
ACH-000479,-0.7076826855615428
ACH-000480,-0.8311989793039313
ACH-000481,-0.843554729383503
ACH-000483,-0.9199780591836916
ACH-000484,-0.4091614493015164
ACH-000485,-0.9202265190446682
ACH-000486,-1.021408915672528
ACH-000487,-0.950606113919212
ACH-000488,-0.8691204208381241
ACH-000490,-0.8083465936621549
ACH-000491,-0.927021848358336
ACH-000495,-0.8914232916269567
ACH-000496,-0.970181072028806
ACH-000499,-0.9385888475722384
ACH-000500,-1.0696793464659164
ACH-000502,-0.8448524556846078
ACH-000503,-0.6569831135593357
ACH-000505,-1.0207214302734366
ACH-000507,-0.8760032970161175
ACH-000510,-0.9283939749162979
ACH-000511,-0.7893352784692594
ACH-000512,-0.9407324523571368
ACH-000516,-0.9878722880129296
ACH-000517,-0.4891385798054078
ACH-000518,-0.8755234622578455
ACH-000520,-0.7681318394582817
ACH-000521,-0.8121446690936392
ACH-000522,-1.0618669111597705
ACH-000524,-0.872955629569955
ACH-000527,-0.8869538939092876
ACH-000528,-1.036954678359704
ACH-000537,-0.8821039126138492
ACH-000541,-0.5722829092817484
ACH-000542,-0.9760547203754688
ACH-000544,-1.0417793377303777
ACH-000545,-0.9625387926523852
ACH-000547,-0.9818100206437608
ACH-000548,-0.7762162412321775
ACH-000549,-0.9784926815016022
ACH-000550,-1.1286248346993282
ACH-000552,-0.8867665973126374
ACH-000556,-0.7753283824907619
ACH-000557,-0.9952892736018436
ACH-000569,-0.9001143005016089
ACH-000570,-1.0742910049225332
ACH-000571,-0.6786228711154244
ACH-000573,-1.04959416296914
ACH-000576,-0.7249166742360327
ACH-000579,-1.1546097003529794
ACH-000580,-1.1115868004200995
