,CLC (1178)
ACH-000004,-0.015245333164549537
ACH-000005,0.14159806605610065
ACH-000007,0.1664781486123994
ACH-000009,-0.02916256612968105
ACH-000011,0.1162350830892626
ACH-000012,0.006433750405246384
ACH-000013,-0.3826740745423779
ACH-000014,-0.1306944232955722
ACH-000015,-0.11193571836932688
ACH-000017,0.06538402149116859
ACH-000018,-0.06270733656197941
ACH-000019,0.06181987717492447
ACH-000021,-0.036984199030269435
ACH-000022,0.09137485252190232
ACH-000025,0.11885182643848664
ACH-000028,0.09439807282295502
ACH-000030,-0.05054219653471079
ACH-000035,-0.007832520817648006
ACH-000036,-0.019748006545325502
ACH-000037,0.10057188215871707
ACH-000039,0.07038261871207382
ACH-000040,0.08053066804536042
ACH-000041,-0.045228044682559115
ACH-000042,0.031771389931508215
ACH-000045,0.08966024484473127
ACH-000047,-0.10471315343419717
ACH-000052,-0.17582120125445885
ACH-000053,-0.018178185594661708
ACH-000054,0.0011828737069212829
ACH-000055,-0.07047412113505515
ACH-000060,0.2577340651330753
ACH-000067,0.032939402612256065
ACH-000070,-0.14814884601120645
ACH-000075,-0.30349237632941123
ACH-000078,-0.08161656674771521
ACH-000082,-0.003344913929864904
ACH-000085,-0.06525326353471653
ACH-000086,-0.149395163126337
ACH-000087,0.0012751900741513524
ACH-000092,0.033564650489641905
ACH-000095,0.09241371164537143
ACH-000097,-0.05474203685823277
ACH-000098,-0.10312539532946972
ACH-000099,-0.0027789719853742122
ACH-000108,0.025628189372416992
ACH-000113,0.1333837480329716
ACH-000116,0.10421146313089473
ACH-000118,-0.0409110396678999
ACH-000120,-0.1240462904823062
ACH-000123,0.023780993924031667
ACH-000127,-0.007289315114714306
ACH-000128,0.24844694205516316
ACH-000132,0.08222775648490525
ACH-000133,0.018260659609561355
ACH-000137,-0.004780157010115225
ACH-000138,0.049537283988459004
ACH-000142,-0.007954386655297687
ACH-000143,-0.08014773158475723
ACH-000146,-0.06969226927459922
ACH-000148,0.16136491413296306
ACH-000150,0.013678673563896574
ACH-000152,-0.09854820913330836
ACH-000153,-0.28868287506097584
ACH-000159,0.0565198263942693
ACH-000160,-0.1195130890466132
ACH-000163,0.028575078662358817
ACH-000167,-0.14742350441022412
ACH-000168,-0.16547220267512805
ACH-000169,0.04011645250608988
ACH-000178,-0.050372833362481904
ACH-000183,-0.18127874880472367
ACH-000188,0.013430590575353495
ACH-000189,0.11698948869138555
ACH-000190,-0.19701272049942253
ACH-000198,0.019862574424410515
ACH-000203,0.7180463098139024
ACH-000204,-0.09935583689365536
ACH-000206,0.040482785229932136
ACH-000207,-0.1653048056288352
ACH-000208,0.03800817480847999
ACH-000210,0.05520757033872583
ACH-000211,0.00996405634291212
ACH-000215,-0.031000309307479813
ACH-000221,-0.13789638361763787
ACH-000222,-0.171468232598462
ACH-000223,0.043886975651538686
ACH-000226,-0.01332393785450038
ACH-000227,0.030627157822875332
ACH-000228,0.014858954853792947
ACH-000231,0.08414067430701366
ACH-000232,-0.005205085937971524
ACH-000233,-0.14234366757378222
ACH-000234,0.09950001478656746
ACH-000235,-0.08486417866888697
ACH-000237,0.0017102754290751867
ACH-000238,0.06499068811761265
ACH-000242,0.060789043595124416
ACH-000243,0.047676521345814175
ACH-000244,-0.1695699635056406
ACH-000246,0.07447666048976552
ACH-000248,-0.013210101531872824
ACH-000250,-0.0698966625456837
ACH-000251,-0.012029735341935964
ACH-000252,0.057502420101001823
ACH-000253,-6.406045895250695e-05
ACH-000255,-0.04812979175301213
ACH-000256,-0.059587061294560636
ACH-000257,0.0748795468626813
ACH-000258,-0.13155805583283312
ACH-000259,0.02731599257242358
ACH-000260,-0.11016287582000536
ACH-000261,-0.10028848836044313
ACH-000262,-0.12967726289468515
ACH-000263,-0.11887187344693352
ACH-000264,0.04926019148428746
ACH-000265,-0.08695834442592755
ACH-000266,-0.02487004186881811
ACH-000272,0.03441407548100731
ACH-000274,0.012529560821462829
ACH-000277,-0.033926653862619935
ACH-000278,0.179370021808405
ACH-000279,0.02797501402826048
ACH-000280,0.001894873840631566
ACH-000281,0.0707246356789503
ACH-000288,0.07257165234697184
ACH-000291,-0.08624787381923699
ACH-000293,0.1429498654760156
ACH-000294,0.12511964083670749
ACH-000295,-0.00019076986290956756
ACH-000296,0.03422351939381376
ACH-000302,-0.06813573402292486
ACH-000304,0.08088425159818867
ACH-000307,0.10982420516657404
ACH-000308,-0.05954258133614335
ACH-000310,-0.0435755467412438
ACH-000311,-0.015095515911941075
ACH-000312,0.08982670803133838
ACH-000315,0.09200082022436304
ACH-000316,0.15361592809939728
ACH-000317,0.03130442806298059
ACH-000318,-0.021559999249664855
ACH-000319,-0.05775311377432561
ACH-000320,0.17884993159844065
ACH-000322,0.0852995283166963
ACH-000323,-0.14207547547171226
ACH-000324,0.04073963487937427
ACH-000329,-0.06711790210899682
ACH-000330,-0.0529768187115649
ACH-000331,0.06380622107038922
ACH-000332,-0.021429241188591262
ACH-000334,-0.04808833079534401
ACH-000335,-0.1578668394254462
ACH-000336,0.07310476300823561
ACH-000337,-0.1506907612137212
ACH-000338,-0.4718438462052936
ACH-000339,-0.09512601402085123
ACH-000341,-0.18296262864344146
ACH-000348,-0.02527721343470336
ACH-000350,0.009578934986551591
ACH-000352,0.0579939470973403
ACH-000356,0.023413061307372963
ACH-000361,0.027265026859416938
ACH-000362,-0.03575493239395778
ACH-000363,0.04773813190490217
ACH-000364,0.10925417778449303
ACH-000365,0.013582180744153516
ACH-000366,-0.11532270530299947
ACH-000368,-0.03731256262017934
ACH-000374,0.17505332882110994
ACH-000375,0.00322452694130344
ACH-000376,0.07474782141025257
ACH-000381,-0.04742996810219365
ACH-000383,-0.05105718330960285
ACH-000387,0.04975772536736671
ACH-000389,-0.0369772646173277
ACH-000390,-0.033491006680947906
ACH-000393,0.00605825201119664
ACH-000395,-0.045330762304402125
ACH-000396,0.13107903693165915
ACH-000397,-0.11451923019754645
ACH-000401,-0.0737339507468233
ACH-000402,-0.281533342905731
ACH-000403,0.013262183851154477
ACH-000404,0.017096725353101732
ACH-000406,0.02769927961223248
ACH-000407,0.1381519140723598
ACH-000408,-0.08199166278289174
ACH-000410,-0.04856745471773556
ACH-000411,0.036207015596508366
ACH-000414,-0.029458487800408245
ACH-000415,0.0593374966077221
ACH-000416,0.02204220514815227
ACH-000420,-0.0785594851852087
ACH-000421,-0.0620552069128329
ACH-000424,-0.0306930711818916
ACH-000425,0.013987437362041914
ACH-000426,-0.03949806206409495
ACH-000427,-0.10297946872141052
ACH-000433,-0.14105443410845372
ACH-000435,0.0904412904501438
ACH-000436,-0.027484972073072253
ACH-000444,0.11816951757700045
ACH-000445,-0.021044186412277184
ACH-000448,-0.08216455849540713
ACH-000450,-0.16460124057790754
ACH-000452,-0.011254032415958279
ACH-000454,-0.17525602833169385
ACH-000458,-0.15422129605891124
ACH-000459,-0.11800438403990972
ACH-000460,0.007369895869924124
ACH-000461,-0.05675467097343567
ACH-000463,-0.028261595399290386
ACH-000464,-0.06554392924498433
ACH-000466,0.06677044258425588
ACH-000467,0.0453546560080532
ACH-000468,-0.014463601450164731
ACH-000469,-0.01005248108885625
ACH-000470,-0.00463650375130028
ACH-000471,-0.027579908812036376
ACH-000472,-0.04997436302863318
ACH-000473,-0.060023458458527086
ACH-000475,0.05061154077890585
ACH-000476,0.07129345839992363
ACH-000477,-0.04823000492917147
ACH-000479,0.2902352515243669
ACH-000480,-0.12868699975405667
ACH-000481,0.04897450763638656
ACH-000483,-0.06183008565238285
ACH-000484,-0.04270042567700226
ACH-000485,0.0013457882365762554
ACH-000486,-0.11857366685214225
ACH-000487,0.08569727628125691
ACH-000488,-0.01093766262880802
ACH-000490,-0.07777933325119091
ACH-000491,-0.02273792960269696
ACH-000495,0.08410819238946937
ACH-000496,0.07259628441165579
ACH-000499,-0.060061034118544125
ACH-000500,0.07840555841614258
ACH-000502,-0.052223219527858265
ACH-000503,-0.08509326948038319
