,TUBB (203068)
ACH-000503,-1.0095736865572875
ACH-000505,-1.2351020467819471
ACH-000507,-1.1367669103132516
ACH-000510,-1.2520349759672982
ACH-000511,-0.8642747441921941
ACH-000512,-1.3522924001251446
ACH-000516,-1.484261441929681
ACH-000517,-1.4099709139445302
ACH-000518,-1.5779225481064398
ACH-000520,-1.3105264017925973
ACH-000521,-1.5418301078448058
ACH-000522,-1.2785596421880343
ACH-000524,-1.16545484615949
ACH-000527,-0.9533160368425742
ACH-000528,-1.2522122473849842
ACH-000537,-1.3830207735690203
ACH-000541,-1.3973819740502542
ACH-000542,-1.3328391935514623
ACH-000544,-0.8227579164900354
ACH-000545,-0.9270334892749581
ACH-000547,-1.0951100388603567
ACH-000548,-1.1809835774344666
ACH-000549,-1.1895245162694654
ACH-000550,-1.1532720577980358
ACH-000552,-1.0860116600767
ACH-000556,-0.7554057514101646
ACH-000557,-1.5207080818255152
ACH-000569,-1.1824212027084686
ACH-000570,-1.2881214723153056
ACH-000571,-1.7121584063776452
ACH-000573,-1.0413068944528223
ACH-000576,-1.2239186763406804
ACH-000579,-1.3874640550509751
ACH-000580,-0.7559713616434885
ACH-000584,-1.54790202422086
ACH-000585,-1.5028284871237065
ACH-000588,-1.42446781223885
ACH-000589,-1.3654427057682688
ACH-000591,-1.2929275309610897
ACH-000593,-0.9131618168961192
ACH-000600,-1.0177113793913446
ACH-000601,-1.2389790293012022
ACH-000605,-1.0778591862480555
ACH-000606,-1.2254471908919191
ACH-000608,-1.1108610703275903
ACH-000614,-1.171058092936175
ACH-000616,-1.0454701886234048
ACH-000618,-1.3540209416941411
ACH-000619,-0.697542558787314
ACH-000620,-0.6713676134975065
ACH-000621,-1.5851548123564827
ACH-000622,-0.983450900570952
ACH-000623,-1.270596449333785
ACH-000624,-1.3558857698710804
ACH-000627,-1.1163308067028441
ACH-000630,-1.2999448426041558
ACH-000631,-1.2597088685170523
ACH-000632,-0.6359375411644241
ACH-000633,-1.1501341658253497
ACH-000637,-1.297409480632834
ACH-000638,-1.2882485011264857
ACH-000646,-0.7931493216654375
ACH-000647,-0.6849624714823178
ACH-000648,-1.5610515460550902
ACH-000649,-1.4229082433847315
ACH-000651,-1.242708693697531
ACH-000652,-1.1623281019942164
ACH-000653,-1.2510156697999757
ACH-000657,-1.3198245726067726
ACH-000658,-1.4041962718100682
ACH-000661,-1.3761488597282383
ACH-000662,-1.2391506057098898
ACH-000663,-1.3487234471545355
ACH-000665,-0.9534005804265616
ACH-000671,-1.2168773201189096
ACH-000672,-1.1422224467521838
ACH-000673,-1.321229566087491
ACH-000676,-1.273080242843576
ACH-000677,-0.4771980183770683
ACH-000681,-1.4029335082612715
ACH-000683,-0.6906903222314461
ACH-000684,-1.4883141580967962
ACH-000688,-1.5434450414147278
ACH-000693,-1.0671580803558385
ACH-000694,-1.269149569323346
ACH-000695,-1.1260282866875475
ACH-000696,-0.8172900269802142
ACH-000697,-1.1770349301371328
ACH-000699,-1.5126314979502726
ACH-000701,-1.397527217392896
ACH-000706,-1.0828437426448068
ACH-000711,-1.217456725046269
ACH-000713,-1.2622043693615492
ACH-000714,-1.2408506062762443
ACH-000718,-0.5823796998609159
ACH-000720,-1.1630541093641658
ACH-000721,-1.1455959380586735
ACH-000724,-1.6733480989369802
ACH-000725,-1.177968083924117
ACH-000732,-1.2350314766505917
ACH-000734,-1.4924718319671075
ACH-000735,-1.3232407820103165
ACH-000736,-1.2003028072523545
ACH-000738,-1.4359042841171243
ACH-000746,-0.2932167994221469
ACH-000747,-1.151949669362858
ACH-000748,-1.0070855436908372
ACH-000753,-1.4749306995186449
ACH-000756,-1.2869051205179098
ACH-000757,-1.1042705284659244
ACH-000758,-1.1202398861043903
ACH-000760,-1.059843134083067
ACH-000762,-1.0494581529508271
ACH-000763,-1.629955449689617
ACH-000764,-1.259573092030018
ACH-000765,-1.3423493914455136
ACH-000766,-0.9396279689540712
ACH-000767,-1.3414077455747253
ACH-000768,-1.2234690039461702
ACH-000769,-0.9083668416662952
ACH-000770,-1.3453671117390376
ACH-000771,-1.1090778603504945
ACH-000773,-1.1473372591538102
ACH-000776,-0.9947205369526791
ACH-000777,-1.2967127127238036
ACH-000778,-1.4034630969791648
ACH-000781,-1.407684420198423
ACH-000782,-1.2753378835076044
ACH-000783,-1.4123617014684935
ACH-000784,-1.1743723848121217
ACH-000785,-1.0239396277774782
ACH-000787,-1.0084169650235724
ACH-000788,-1.1335431535252047
ACH-000791,-1.1011860337177437
ACH-000792,-1.3912420378012598
ACH-000794,-1.1790308778072818
ACH-000796,-1.5039074894565665
ACH-000798,-0.7691106726510172
ACH-000799,-1.2051085926132132
ACH-000800,-1.813979917640883
ACH-000802,-1.360944064725666
ACH-000804,-0.8136727774724207
ACH-000805,-1.0871280198516808
ACH-000809,-1.3925798709612685
ACH-000810,-1.1993203348906456
ACH-000811,-1.5029679951752042
ACH-000817,-1.0203586774924351
ACH-000819,-1.308079598757144
ACH-000820,-1.4581924328012257
ACH-000821,-1.4486908177241722
ACH-000822,-0.8975024604183524
ACH-000823,-1.2431247020777174
ACH-000824,-1.3794534705902424
ACH-000827,-1.1260402883744844
ACH-000829,-1.2371127083838047
ACH-000831,-1.4765114672476485
ACH-000832,-1.3363693358140702
ACH-000833,-1.3894674196371188
ACH-000834,-1.4302325813058976
ACH-000835,-1.2340345937659478
ACH-000836,-1.3630987301305093
ACH-000837,-1.0688781794461863
ACH-000838,-1.350716654448253
ACH-000839,-1.282487894839008
ACH-000840,-1.2445608431656263
ACH-000841,-1.4310016038178304
ACH-000843,-1.0522079154577242
ACH-000846,-0.8874908734916893
ACH-000847,-1.3629652633096083
ACH-000848,-1.467748650359089
ACH-000849,-1.2452073222081672
ACH-000851,-1.330472622231905
ACH-000855,-1.1663950833507393
ACH-000856,-1.0212069967984445
ACH-000858,-1.2550856265094583
ACH-000859,-1.4911435830704116
ACH-000861,-1.1747340098679515
ACH-000862,-1.0753877617391825
ACH-000865,-1.3600180003289941
ACH-000866,-0.4510817227139696
ACH-000867,-1.0519004638242588
ACH-000869,-1.2977187003355486
ACH-000872,-0.925326286099634
ACH-000873,-1.3009289952983931
ACH-000876,-1.6702671957337265
ACH-000878,-1.4417789892867705
ACH-000880,-1.0317299147434769
ACH-000881,-1.2818466622837226
ACH-000882,-1.3352258052059267
ACH-000884,-1.309460132973043
ACH-000885,-1.1991582516987616
ACH-000887,-1.2460240414721104
ACH-000889,-1.2235955176260582
ACH-000896,-1.3985820994833291
ACH-000898,-0.6183798905828316
ACH-000900,-1.4280244688135892
ACH-000901,-1.6367282878384322
ACH-000905,-1.0918532433757089
ACH-000906,-1.4404605716248655
ACH-000907,-1.5846585078096571
ACH-000910,-1.27949349652841
ACH-000911,-1.253747999717029
ACH-000912,-1.2528870794842943
ACH-000913,-1.3971207808878514
ACH-000915,-1.2155198866163321
ACH-000916,-1.6341369834523043
ACH-000917,-0.6930935380032229
ACH-000920,-1.5863061115014552
ACH-000921,-1.4050607215131454
ACH-000924,-1.312737156473984
ACH-000926,-0.7106770446035304
ACH-000928,-0.4963369128201248
ACH-000929,-1.2669388973124642
ACH-000932,-1.1501700082100623
ACH-000935,-1.2607651530128914
ACH-000936,-1.1390177723869477
ACH-000937,-1.3514447315277558
ACH-000938,-1.2724530070239466
ACH-000939,-1.4634716388738906
ACH-000941,-1.0643869821919376
ACH-000943,-0.8006138940752715
ACH-000946,-1.0302161537742065
ACH-000947,-1.312657299013426
ACH-000948,-1.388949056339125
ACH-000950,-1.23434271336595
ACH-000953,-1.32040990708198
ACH-000954,-0.911960702191114
ACH-000957,-0.9294716957289884
ACH-000958,-1.399585274734267
ACH-000960,-1.5468982209275417
ACH-000963,-1.0718507885731698
ACH-000968,-0.6163277883735416
ACH-000969,-0.863012069779312
ACH-000972,-1.3297583483294442
ACH-000973,-1.188300577521035
ACH-000974,-1.2271266101010383
ACH-000978,-1.2572251959339829
ACH-000984,-0.7020115991473393
ACH-000986,-1.025219990844558
ACH-000988,-0.6914629096169512
ACH-000993,-1.2083433050108054
ACH-000994,-1.0489397689860744
ACH-000996,-0.955271552424716
ACH-001001,-1.3111043813936294
ACH-001020,-1.2733484109579944
ACH-001028,-1.1759495348334952
ACH-001031,-1.4345472996376316
ACH-001038,-1.3693197725854271
ACH-001048,-0.939582748513098
ACH-001050,-1.2620033755486932
ACH-001053,-1.213605826927959
ACH-001054,-0.7462838428983006
ACH-001061,-0.5830635987940215
ACH-001067,-1.29804862326258
ACH-001075,-1.4162888935098448
ACH-001096,-1.2586686726955405
ACH-001111,-1.5277252861082016
ACH-001119,-1.346267295600798
ACH-001128,-1.2163185298459465
ACH-001134,-1.3096801544019143
ACH-001151,-1.0339072443568256
ACH-001163,-1.226721237348028
ACH-001164,-1.2718747872332812
ACH-001183,-1.5091442702481417
ACH-001192,-1.6135093533230302
ACH-001193,-1.266360444104094
ACH-001196,-1.6830387468582622
ACH-001197,-1.4340469018232342
ACH-001205,-1.4850954086853765
ACH-001211,-1.4221295920590271
ACH-001212,-0.8895209931376891
ACH-001228,-1.0723901868641073
ACH-001232,-1.4206760491169066
ACH-001239,-0.8356996435359324
ACH-001270,-1.0235783902250069
ACH-001274,-1.5252419278579918
ACH-001275,-1.273943758265673
ACH-001277,-1.4983234188969499
ACH-001278,-1.3113439725821905
ACH-001280,-1.4071248786374375
ACH-001283,-1.5867955463022174
ACH-001289,-1.034277971914519
ACH-001300,-0.8062636097161695
ACH-001301,-1.384816686075064
ACH-001302,-0.7465761929392324
ACH-001306,-0.8369345112598728
ACH-001318,-1.4382693929717718
ACH-001322,-1.2739904878783233
ACH-001328,-1.2768749179818055
ACH-001332,-0.8473979006080091
ACH-001336,-1.418806738041466
ACH-001346,-1.1252095422075403
ACH-001353,-1.1260501228171953
ACH-001354,-1.4887801805055905
ACH-001367,-1.1173533920200902
ACH-001368,-1.2744725679425977
ACH-001374,-1.4412278058567471
ACH-001377,-0.7948186951264529
ACH-001380,-1.2114454324951511
ACH-001391,-1.3706116808065945
ACH-001408,-0.7738624388990286
ACH-001430,-1.3106225736250228
ACH-001431,-1.2822484217170111
ACH-001450,-1.2671203456105935
ACH-001496,-1.3461451765949448
ACH-001500,-1.3885091817103057
ACH-001523,-1.1685674766954408
ACH-001532,-1.3588573649554938
ACH-001550,-1.3183964591821684
ACH-001552,-1.4999297834534202
ACH-001554,-1.1765516425481521
ACH-001654,-1.27741119362057
ACH-001735,-1.2175588744221553
ACH-001736,-1.5036990097812313
ACH-001737,-0.8399157658401304
ACH-001740,-1.5245742740386996
ACH-001745,-1.4659225611668327
ACH-001765,-1.306554919731199
